{2.417458, 1.517270, 0.809000, -0.584338, 0}	{-2.773542, 0.932932, 1.014600, -0.427635, 0}	{-1.758942, 0.505297, 0.914917, -0.088963, 0}	{-0.844026, 0.416333, 0.968875, 0.043755, 0}	{-0.964092, 2.681340, 0.419832, -0.956394, 1}	{-0.544260, 1.724946, 0.421206, -0.806591, 1}	{-0.123053, 0.918355, 0.597980, -0.923924, 1}	{0.474927, -0.005569, 0.559584, -0.830303, 1}
{2.964735, 2.055262, 0.616395, -0.834856, 0}	{-2.418870, 1.220406, 0.857346, -0.541906, 0}	{-1.561523, 0.678500, 1.021471, -0.215365, 0}	{-0.540052, 0.463134, 0.918665, -0.089066, 0}	{-1.503998, 2.204562, 0.803441, -0.636623, 1}	{-0.700557, 1.567939, 0.902924, -0.508253, 1}	{0.202367, 1.059686, 0.610161, -0.817209, 1}	{0.812528, 0.242478, 0.734126, -0.669385, 1}
{2.713190, 1.872207, 0.789475, -0.796631, 0}	{-2.497335, 1.075576, 0.922621, -0.377228, 0}	{-1.574714, 0.698348, 0.971196, -0.008740, 0}	{-0.603517, 0.689608, 0.825485, 0.301658, 0}	{-1.452082, 2.216232, 0.712430, -0.686676, 1}	{-0.739652, 1.529556, 0.914795, -0.519615, 1}	{0.175143, 1.009941, 0.728853, -0.476347, 1}	{0.903996, 0.533594, 0.576439, -0.867287, 1}
{-2.984688, 2.202708, 0.445915, -0.883741, 0}	{-2.538773, 1.318967, 0.946358, -0.445060, 0}	{-1.592415, 0.873907, 1.064147, -0.285400, 0}	{-0.528268, 0.588507, 0.914656, -0.326613, 0}	{-1.732693, 2.071131, 0.927272, -0.428076, 1}	{-0.805421, 1.643055, 0.665986, -0.723919, 1}	{-0.139435, 0.919136, 0.805366, -0.586155, 1}	{0.665931, 0.332980, 0.946852, -0.443313, 1}
{2.521503, 1.893348, 0.930281, -0.271237, 0}	{-2.548216, 1.622111, 0.826308, -0.348504, 0}	{-1.721908, 1.273607, 1.027576, -0.366151, 0}	{-0.694333, 0.907456, 0.863952, -0.456679, 0}	{-1.542884, 2.033100, 0.897759, -0.423098, 1}	{-0.645125, 1.610002, 0.666807, -0.584031, 1}	{0.021682, 1.025971, 0.659261, -0.840475, 1}	{0.680943, 0.185496, 0.700267, -0.654150, 1}
{2.011134, 1.535458, 1.058588, -0.086448, 0}	{-2.930278, 1.449009, 1.014694, -0.311693, 0}	{-1.915584, 1.137316, 0.863089, -0.511546, 0}	{-1.052495, 0.625770, 1.055804, -0.203155, 0}	{-1.153611, 2.257761, 0.748267, -0.645828, 1}	{-0.405344, 1.611933, 0.823887, -0.546977, 1}	{0.418543, 1.064956, 0.527089, -0.784001, 1}	{0.945632, 0.280954, 0.630175, -0.653205, 1}
{1.802046, 1.739514, 0.913393, -0.341483, 0}	{2.715440, 1.398031, 0.875600, -0.509941, 0}	{-2.408961, 0.888091, 0.900136, -0.030283, 0}	{-1.508824, 0.857808, 1.038528, -0.174476, 0}	{-1.142784, 2.392267, 0.619939, -0.684246, 1}	{-0.522845, 1.708020, 0.882551, -0.555953, 1}	{0.359706, 1.152067, 0.859078, -0.587476, 1}	{1.218785, 0.564591, 0.692278, -0.777292, 1}
{2.015627, 2.132342, 0.853373, -0.510461, 0}	{2.868999, 1.621881, 0.921731, -0.427020, 0}	{-2.209270, 1.194860, 0.977677, -0.256783, 0}	{-1.231593, 0.938077, 0.840241, -0.415431, 0}	{-0.921481, 2.451839, 0.912359, -0.734261, 1}	{-0.009122, 1.717578, 0.788062, -0.436926, 1}	{0.778940, 1.280652, 0.645158, -0.844406, 1}	{1.424098, 0.436246, 0.621444, -0.827499, 1}
{2.023552, 1.538704, 0.969948, -0.095221, 0}	{2.993500, 1.443483, 0.774811, -0.398192, 0}	{-2.231689, 1.045292, 0.910598, -0.440700, 0}	{-1.321091, 0.604592, 0.868884, -0.411860, 0}	{-0.764259, 2.328210, 0.654020, -0.757266, 1}	{-0.110239, 1.570944, 0.789012, -0.766129, 1}	{0.678773, 0.804815, 0.620470, -0.708751, 1}	{1.299243, 0.096063, 0.569063, -0.765917, 1}
{2.058359, 1.366988, 0.895626, -0.350140, 0}	{2.953985, 1.016848, 0.977301, 0.001068, 0}	{-2.068714, 1.017916, 0.960178, -0.125792, 0}	{-1.108536, 0.892124, 0.842026, -0.365466, 0}	{-0.708230, 2.480468, 0.375313, -0.883568, 1}	{-0.332917, 1.596899, 0.573256, -0.916047, 1}	{0.240340, 0.680853, 0.636424, -0.740246, 1}	{0.876763, -0.059394, 0.803202, -0.710509, 1}
{1.986219, 1.510100, 0.936957, -0.367283, 0}	{2.923176, 1.142818, 0.984951, -0.165968, 0}	{-2.091873, 0.976849, 0.982956, -0.119388, 0}	{-1.108916, 0.857462, 0.973584, 0.288204, 0}	{-0.824918, 2.854893, 0.413021, -1.065998, 1}	{-0.411897, 1.788894, 0.523533, -0.848563, 1}	{0.111636, 0.940332, 0.705838, -0.777411, 1}	{0.817474, 0.162921, 0.399206, -0.764617, 1}
{2.030603, 1.484613, 0.885612, 0.123177, 0}	{2.916215, 1.607789, 1.037373, -0.018605, 0}	{-2.046412, 1.589184, 1.080055, -0.038455, 0}	{-0.966356, 1.550729, 0.874662, -0.191729, 0}	{-1.056810, -2.846220, 0.575824, -0.831160, 1}	{-0.480986, 2.322620, 0.421531, -0.993735, 1}	{-0.059455, 1.328885, 0.244798, -1.004036, 1}	{0.185343, 0.324850, 0.665736, -0.822301, 1}
{2.239264, 1.509557, 0.968831, 0.232979, 0}	{-2.791905, 1.742535, 0.971234, -0.252623, 0}	{-1.820671, 1.489912, 1.014784, -0.032357, 0}	{-0.805887, 1.457555, 0.881182, -0.289275, 0}	{-0.765155, -2.807146, 0.212416, -0.942238, 1}	{-0.552740, 2.250616, 0.122066, -0.935087, 1}	{-0.430674, 1.315528, 0.590740, -0.784179, 1}	{0.160066, 0.531349, 0.840648, -0.724895, 1}
{2.364964, 1.306111, 0.994379, 0.118534, 0}	{-2.640657, 1.424645, 1.036059, 0.092733, 0}	{-1.604597, 1.517377, 1.057403, -0.000501, 0}	{-0.547194, 1.516877, 0.946952, 0.215672, 0}	{-0.558940, -2.655164, 0.113657, -0.990860, 1}	{-0.445283, 2.353976, 0.158156, -0.926460, 1}	{-0.287127, 1.427516, 0.477659, -0.952686, 1}	{0.190532, 0.474830, 0.362310, -0.862033, 1}
{2.258710, 0.855348, 0.879378, 0.221860, 0}	{-2.861912, 1.077208, 0.957438, 0.308532, 0}	{-1.904473, 1.385740, 0.903919, 0.236876, 0}	{-1.000555, 1.622616, 1.016993, 0.207221, 0}	{-0.437563, -2.429546, 0.016385, -0.998618, 1}	{-0.421177, 2.571836, 0.384153, -0.912607, 1}	{-0.037024, 1.659229, 0.247574, -0.965889, 1}	{0.210550, 0.693340, 0.032438, -0.895721, 1}
{2.206835, 0.798959, 1.029389, 0.078330, 0}	{-2.763776, 0.877289, 0.884372, 0.473344, 0}	{-1.879404, 1.350633, 1.062657, 0.319873, 0}	{-0.816747, 1.670506, 0.967112, 0.248537, 0}	{-0.167802, -2.736696, -0.089810, -0.948991, 1}	{-0.257612, 2.314313, -0.020863, -1.006544, 1}	{-0.278475, 1.307768, 0.131508, -0.928247, 1}	{-0.146967, 0.379521, 0.143734, -1.024873, 1}
{2.242241, 1.179669, 0.993911, -0.141629, 0}	{-2.763848, 1.038040, 1.070284, 0.259477, 0}	{-1.693564, 1.297517, 0.870561, 0.244830, 0}	{-0.823003, 1.542347, 0.932270, 0.044655, 0}	{-0.571975, -2.823771, 0.210220, -0.954716, 1}	{-0.361755, 2.221513, 0.034448, -1.030418, 1}	{-0.327307, 1.191094, 0.044326, -0.944920, 1}	{-0.282981, 0.246175, 0.233438, -0.921207, 1}
{2.269673, 1.591761, 0.983395, -0.062635, 0}	{-2.746933, 1.529126, 0.908983, 0.004005, 0}	{-1.837950, 1.533131, 0.964630, -0.021862, 0}	{-0.873321, 1.511269, 0.965817, -0.344931, 0}	{-0.608187, -2.911233, 0.406224, -0.997431, 1}	{-0.201963, 2.091337, 0.142222, -0.954567, 1}	{-0.059740, 1.136770, 0.264760, -0.947913, 1}	{0.205020, 0.188858, 0.423911, -0.894292, 1}
{2.475949, 0.967783, 0.866306, 0.254467, 0}	{-2.657745, 1.222250, 1.005525, 0.135792, 0}	{-1.652219, 1.358042, 1.037318, -0.004917, 0}	{-0.614902, 1.353125, 1.040800, -0.128262, 0}	{-0.450291, 2.972661, 0.131443, -0.932302, 1}	{-0.318849, 2.040358, 0.112751, -1.036945, 1}	{-0.206098, 1.003414, 0.265605, -0.954423, 1}	{0.059507, 0.048991, 0.453959, -0.892665, 1}
{2.403623, 0.633390, 0.982160, 0.365577, 0}	{-2.614218, 0.998967, 1.038332, 0.095569, 0}	{-1.575886, 1.094536, 1.031870, 0.198550, 0}	{-0.544016, 1.293085, 1.018760, 0.080587, 0}	{0.252627, -2.887009, -0.281515, -0.938377, 1}	{-0.028888, 2.174614, -0.170987, -0.996347, 1}	{-0.199875, 1.178267, 0.062081, -1.025126, 1}	{-0.137794, 0.153141, 0.174460, -0.973921, 1}
{2.690628, -0.266429, 0.520426, 0.834939, 0}	{-2.788946, 0.568510, 0.819631, 0.687716, 0}	{-1.969315, 1.256226, 1.028346, 0.204754, 0}	{-0.940970, 1.460980, 1.068146, -0.035706, 0}	{-0.227287, -2.633941, 0.151219, -0.950870, 1}	{-0.076068, 2.415189, 0.043601, -1.110847, 1}	{-0.032467, 1.304342, -0.087156, -1.144785, 1}	{-0.119623, 0.159557, -0.019052, -0.987201, 1}
{2.265788, 0.578142, 1.029093, 0.459592, 0}	{-2.705120, 1.037734, 0.900627, 0.134455, 0}	{-1.804492, 1.172190, 0.965874, -0.036493, 0}	{-0.838618, 1.135697, 0.981866, 0.367397, 0}	{0.249635, -2.736425, -0.297636, -0.921015, 1}	{-0.048001, 2.342561, -0.358108, -0.932758, 1}	{-0.406108, 1.409802, -0.147913, -0.942245, 1}	{-0.554021, 0.467557, -0.190224, -1.046172, 1}
{2.232444, 1.151977, 0.985572, -0.149958, 0}	{-2.781983, 1.002018, 0.976148, 0.023864, 0}	{-1.805836, 1.025882, 1.091756, 0.275872, 0}	{-0.714080, 1.301754, 1.009575, -0.055962, 0}	{0.395512, -2.786877, -0.697113, -0.706068, 1}	{-0.301601, 2.507055, -0.264252, -0.985048, 1}	{-0.565853, 1.522007, -0.350111, -0.930747, 1}	{-0.915963, 0.591261, 0.031941, -0.934407, 1}
{2.218621, 1.151509, 0.994843, 0.259774, 0}	{-2.786535, 1.411283, 1.068387, 0.154043, 0}	{-1.718148, 1.565326, 1.065144, -0.242745, 0}	{-0.653004, 1.322581, 1.050228, -0.100611, 0}	{0.172784, -2.484312, -0.466718, -1.043395, 1}	{-0.293935, 2.472292, -0.181593, -0.994527, 1}	{-0.475528, 1.477765, -0.364046, -0.991666, 1}	{-0.839573, 0.486099, -0.347377, -0.935591, 1}
{2.279761, 1.539941, 1.051854, -0.047003, 0}	{-2.668385, 1.492938, 0.914463, -0.035389, 0}	{-1.753922, 1.457549, 0.983843, -0.068596, 0}	{-0.770079, 1.388953, 1.004797, -0.090773, 0}	{0.453929, -2.483431, -0.323434, -1.070904, 1}	{0.130495, 2.445665, -0.542518, -0.871316, 1}	{-0.412023, 1.574349, -0.490781, -0.840605, 1}	{-0.902805, 0.733744, -0.278915, -1.042371, 1}
{2.391040, 1.626377, 1.018184, -0.114049, 0}	{-2.590776, 1.512328, 0.899004, -0.022005, 0}	{-1.691772, 1.490324, 0.979341, 0.098843, 0}	{-0.712431, 1.589167, 0.972774, 0.027661, 0}	{-0.452536, -2.257593, 0.219339, -1.027838, 1}	{-0.233197, 2.714569, -0.342490, -1.057155, 1}	{-0.575687, 1.657414, -0.129410, -1.035091, 1}	{-0.705097, 0.622323, -0.294848, -0.933416, 1}
{2.229336, 1.338154, 0.849495, 0.362917, 0}	{-2.921169, 1.701071, 1.044879, 0.024685, 0}	{-1.876289, 1.725756, 0.950297, -0.214626, 0}	{-0.925993, 1.511129, 0.871975, -0.159165, 0}	{-0.487661, -2.247211, -0.160587, -0.995856, 1}	{-0.648248, 2.756933, -0.072973, -0.949595, 1}	{-0.721221, 1.807338, -0.164105, -1.094890, 1}	{-0.885325, 0.712448, -0.032138, -0.974338, 1}
{1.960970, 0.783828, 0.763645, 0.486833, 0}	{2.724615, 1.270661, 0.905255, 0.145063, 0}	{-2.370130, 1.415724, 1.046032, 0.214366, 0}	{-1.324098, 1.630090, 0.916168, -0.001837, 0}	{-1.141194, -1.709054, 0.090360, -0.966865, 1}	{-1.050833, -2.675919, 0.199547, -0.891503, 1}	{-0.851286, 2.432578, -0.024056, -1.102704, 1}	{-0.875342, 1.329874, -0.160091, -1.062189, 1}
{1.777430, 0.964062, 0.986871, 0.424336, 0}	{2.764302, 1.388398, 0.935516, 0.186086, 0}	{-2.300183, 1.574484, 0.917725, 0.364345, 0}	{-1.382457, 1.938828, 1.009413, 0.160529, 0}	{-0.650914, -1.720245, -0.317575, -0.931025, 1}	{-0.968489, -2.651270, -0.164017, -0.959378, 1}	{-1.132506, 2.389353, -0.045490, -1.012374, 1}	{-1.177996, 1.376979, 0.072980, -0.798783, 1}
{1.825408, 1.506334, 0.970183, 0.037920, 0}	{2.795591, 1.544254, 0.963498, 0.163276, 0}	{-2.240910, 1.707531, 0.993581, 0.356080, 0}	{-1.247330, 2.063611, 0.882888, 0.475570, 0}	{-0.715826, -1.637497, -0.238389, -0.960306, 1}	{-0.954216, -2.597804, -0.110077, -0.946469, 1}	{-1.064292, 2.455728, -0.048207, -1.070781, 1}	{-1.112500, 1.384947, -0.187604, -0.930974, 1}
{1.654190, 1.656237, 0.972535, 0.064168, 0}	{2.626724, 1.720404, 0.948108, 0.016291, 0}	{-2.425168, 1.736695, 0.949865, 0.200209, 0}	{-1.475303, 1.936904, 0.985094, 0.551726, 0}	{-0.662543, -1.442461, -0.135671, -1.032936, 1}	{-0.798215, -2.475397, -0.042724, -0.959041, 1}	{-0.840939, 2.565562, -0.246484, -0.987659, 1}	{-1.087423, 1.577903, -0.033080, -0.862764, 1}
{1.613147, 1.482345, 1.140948, 0.135414, 0}	{2.754095, 1.617759, 0.987193, 0.152868, 0}	{-2.258712, 1.770627, 1.103222, 0.111595, 0}	{-1.155490, 1.882223, 0.947393, 0.098475, 0}	{-0.857257, -1.570803, -0.100909, -0.938149, 1}	{-0.958166, -2.508952, 0.020457, -0.958633, 1}	{-0.937709, 2.532415, 0.020591, -1.058887, 1}	{-0.917118, 1.473528, -0.390149, -0.923266, 1}
