{1.222119, -1.507763, 0.965391, -0.155806, 0}	{2.187510, -1.663569, 1.000743, -0.265797, 0}	{-2.811748, -1.929366, 0.923102, -0.179982, 0}	{-1.888646, 1.890652, 0.788544, -0.713876, 0}	{1.845492, -0.448361, 0.678791, 0.716358, 1}	{2.524283, 0.267997, 0.847435, 0.549773, 1}	{-2.628282, 0.817770, 0.823317, 0.561554, 1}	{-1.804965, 1.379325, 0.952822, 0.471668, 1}
{0.875255, -1.703755, 1.007848, -0.098658, 0}	{1.883104, -1.802414, 1.056202, -0.032667, 0}	{2.939305, -1.835081, 1.005182, -0.239300, 0}	{-2.055513, 1.925619, 0.927315, -0.293862, 0}	{2.122932, -0.350782, 0.836614, 0.377408, 1}	{2.959546, 0.026626, 0.906638, 0.548451, 1}	{-2.133816, 0.575077, 1.006481, 0.350137, 1}	{-1.127334, 0.925213, 0.602595, 0.781047, 1}
{1.234008, -1.725210, 0.990695, -0.090952, 0}	{2.224704, -1.816161, 0.877935, -0.325519, 0}	{-2.897361, 1.858320, 0.880343, -0.330304, 0}	{-2.017018, 1.528016, 1.074653, 0.040759, 0}	{2.187188, 0.231223, 0.944886, 0.123165, 1}	{-2.867926, 0.354388, 0.929902, 0.451186, 1}	{-1.938023, 0.805574, 0.939011, 0.361832, 1}	{-0.999013, 1.167405, 0.916135, 0.458137, 1}
{1.738445, -1.804522, 0.608876, -0.929754, 0}	{2.347321, 1.265724, 0.795416, -1.017447, 0}	{-2.857263, 0.248277, 0.529247, -1.210854, 0}	{-2.328016, -0.962577, 1.041319, -0.324473, 0}	{2.824108, -0.388296, 0.347147, 1.068269, 1}	{-2.828745, 0.679973, 0.496891, 1.168027, 1}	{-2.331854, 1.848000, 1.021233, 0.257118, 1}	{-1.310622, -1.894882, 1.050395, -0.230077, 1}
{2.329989, 1.907402, 0.359452, -0.850977, 0}	{2.689440, 1.056425, 0.305177, -1.047335, 0}	{2.994617, 0.009090, 0.281643, -0.958519, 0}	{-2.723740, -0.949429, 0.387265, -0.800383, 0}	{1.802580, 0.917417, 0.923333, 0.256592, 1}	{2.725913, 1.174009, 0.985705, 0.204649, 1}	{-2.288381, 1.378657, 0.877702, 0.033411, 1}	{-1.410680, 1.412068, 0.893252, 0.374079, 1}
{2.214662, -1.718276, 0.694139, -0.780438, 0}	{2.908801, 1.501286, 0.454064, -0.846027, 0}	{-2.637135, 0.655259, 0.306206, -0.937165, 0}	{-2.330928, -0.281905, 0.411140, -0.939125, 0}	{1.759666, 0.485413, 0.849272, 0.505091, 1}	{2.608938, 0.990504, 0.972800, 0.177635, 1}	{-2.418262, 1.168139, 1.071813, 0.243420, 1}	{-1.346448, 1.411560, 0.937217, 0.274913, 1}
{2.431606, -1.214132, 0.592670, -0.868189, 0}	{-2.975724, 1.917679, 0.263857, -0.977241, 0}	{-2.711867, 0.940438, -0.046793, -1.034650, 0}	{-2.758660, -0.094212, 0.258822, -1.028779, 0}	{1.801252, 0.799531, 0.959258, 0.438801, 1}	{2.760510, 1.238331, 0.916236, 0.254088, 1}	{-2.323253, 1.492419, 0.976487, -0.081127, 1}	{-1.346766, 1.411292, 0.956126, -0.170599, 1}
{-2.058659, -1.198132, -0.588139, -0.797313, 0}	{-2.646799, -1.995445, -0.324322, -0.963744, 0}	{-2.971121, 1.040811, 0.095640, -0.934339, 0}	{-2.875481, 0.106472, 0.286459, -1.055637, 0}	{1.280574, 1.140957, 0.943207, -0.050956, 1}	{2.223781, 1.090002, 1.036983, 0.253172, 1}	{-2.739236, 1.343173, 0.961363, 0.192491, 1}	{-1.777873, 1.535664, 0.915921, 0.386306, 1}
{-2.672427, -0.787470, -0.128495, -1.216714, 0}	{-2.800922, 1.995816, -0.095250, -1.150821, 0}	{-2.896172, 0.844994, -0.054040, -1.052191, 0}	{-2.950212, -0.207197, 0.616024, -1.035667, 0}	{1.454115, 0.553700, 0.863863, 0.273257, 1}	{2.317978, 0.826957, 0.877159, 0.561203, 1}	{-2.804863, 1.388160, 0.652144, 0.670715, 1}	{-2.152718, -1.941125, 0.701901, 0.684170, 1}
{2.860426, -1.294908, 0.349130, -0.812773, 0}	{-2.790444, 1.892319, 0.354582, -0.876548, 0}	{-2.435862, 1.015771, 0.378362, -0.906524, 0}	{-2.057500, 0.109248, -0.175397, -1.081809, 0}	{1.558007, 0.501314, 0.790268, 0.550269, 1}	{2.348274, 1.051584, 0.620410, 0.916926, 1}	{2.968684, 1.968509, 0.807656, 0.505111, 1}	{-2.223660, -1.526379, 0.859447, 0.317987, 1}
{2.780848, -1.267899, 0.002674, -1.085736, 0}	{2.783522, 1.646365, 0.148175, -0.999434, 0}	{2.931697, 0.646931, 0.198441, -0.892542, 0}	{-2.869861, -0.245611, 0.053500, -0.996578, 0}	{2.027502, 0.003799, 0.615365, 0.795717, 1}	{2.642867, 0.799516, 0.613384, 0.814834, 1}	{-2.743748, 1.614350, 0.630005, 0.727998, 1}	{-2.113743, -1.657653, 0.721646, 0.520125, 1}
{-2.434060, -1.494931, -0.176674, -0.990909, 0}	{-2.610734, 1.514160, -0.170060, -0.929283, 0}	{-2.780794, 0.584876, -0.310703, -0.894267, 0}	{2.908503, -0.309391, -0.172683, -1.108110, 0}	{2.366519, -0.331487, 0.519144, 0.887323, 1}	{2.885663, 0.555836, 0.459644, 0.931520, 1}	{-2.654693, 1.487355, 0.426390, 1.016581, 1}	{-2.228303, -1.496063, 0.541253, 0.830697, 1}
{-2.151382, -1.407819, 0.059312, -1.062129, 0}	{-2.092070, 1.530052, -0.617634, -0.778583, 0}	{-2.709704, 0.751468, -0.684448, -0.750101, 0}	{2.605849, 0.001367, -0.699486, -0.815777, 0}	{-2.791844, -0.003269, 0.483825, 0.870219, 1}	{-2.308019, 0.866950, 0.532814, 0.706807, 1}	{-1.775205, 1.573757, 0.570753, 0.780993, 1}	{-1.204451, -1.645249, 0.556615, 0.751581, 1}
{-1.960689, -1.327574, -0.825827, -0.604773, 0}	{-2.786516, -1.932347, -0.543336, -0.807099, 0}	{2.670148, 1.260554, -0.518790, -0.887030, 0}	{2.151358, 0.373524, -0.675625, -0.676277, 0}	{-2.437594, -0.186324, 0.334982, 0.989683, 1}	{-2.102613, 0.803359, 0.584677, 0.852501, 1}	{-1.517935, 1.655860, 0.555594, 0.831568, 1}	{-0.962341, -1.512572, 0.724545, 0.671288, 1}
{-1.913868, -1.401138, -0.755423, -0.510207, 0}	{-2.669291, -1.911344, -0.657512, -0.852728, 0}	{2.673197, 1.235927, -0.767709, -0.693713, 0}	{1.905488, 0.542214, -0.943231, -0.560713, 0}	{-1.218741, -0.377681, -0.176222, 0.995727, 1}	{-1.394964, 0.618046, 0.234351, 0.926197, 1}	{-1.160613, 1.544243, 0.619509, 0.851840, 1}	{-0.541104, -1.603917, 0.522418, 0.792607, 1}
{-1.994325, -1.373452, -1.032988, -0.318841, 0}	{2.972687, -1.692292, -0.867214, -0.468723, 0}	{2.105473, 1.838985, -0.897969, -0.303427, 0}	{1.207504, 1.535558, -0.895368, -0.470613, 0}	{-1.994356, -0.075177, 0.340443, 0.973941, 1}	{-1.653913, 0.898764, 0.502639, 0.807209, 1}	{-1.151274, 1.705973, 0.634416, 0.792915, 1}	{-0.516858, -1.501112, 0.741341, 0.733944, 1}
{-2.175531, -1.108033, -0.817847, -0.293536, 0}	{-2.993378, -1.401569, -0.887097, -0.518378, 0}	{2.119525, -1.919947, -0.793023, -0.422918, 0}	{1.326502, 1.657136, -1.070835, -0.050844, 0}	{-1.366746, -0.049012, 0.171843, 0.957534, 1}	{-1.194903, 0.908521, 0.293447, 0.874780, 1}	{-0.901457, 1.783301, 0.530560, 0.959617, 1}	{-0.370897, -1.257082, 0.476597, 0.914971, 1}
{-2.421464, -0.221176, -0.756642, -0.829905, 0}	{2.821895, -1.051081, -0.759167, -0.702330, 0}	{2.062728, -1.753411, -0.482672, -0.790679, 0}	{1.580056, 1.455910, -0.775833, -0.650185, 0}	{-1.827334, -0.106928, 0.694633, 0.775735, 1}	{-1.132701, 0.668807, 0.690698, 0.662166, 1}	{-0.442003, 1.330973, 0.398450, 0.834281, 1}	{-0.043553, -1.834746, 0.410812, 0.946630, 1}
{-2.385529, 0.025820, -0.521666, -0.864698, 0}	{-2.907195, -0.838879, -0.513432, -0.871505, 0}	{2.579373, -1.710383, -0.590591, -0.863749, 0}	{1.988782, 1.425868, -0.643500, -0.721965, 0}	{-1.171692, -0.418072, 0.246258, 1.023861, 1}	{-0.925434, 0.605789, 0.293291, 0.921151, 1}	{-0.632143, 1.526940, 0.660578, 0.669251, 1}	{0.028435, -1.803809, 0.530261, 0.788957, 1}
{-2.049288, -0.344322, -0.731582, -0.692418, 0}	{-2.780869, -1.036740, -0.824607, -0.672003, 0}	{2.394524, -1.708743, -0.681102, -0.652408, 0}	{1.713422, 1.638848, -0.516555, -0.763804, 0}	{-1.285458, -0.599598, 0.440819, 1.009976, 1}	{-0.844640, 0.410378, 0.572854, 0.809533, 1}	{-0.271786, 1.219911, 0.265328, 0.947064, 1}	{-0.006458, -1.833026, 0.235323, 1.036899, 1}
{-2.976991, 0.514127, -0.309074, -0.976906, 0}	{2.713935, -0.462779, -0.286546, -0.867657, 0}	{2.427389, -1.330436, -0.496683, -1.060646, 0}	{1.930706, 1.608918, -0.412867, -0.762791, 0}	{-1.027083, -0.508044, 0.230627, 0.966585, 1}	{-0.796456, 0.458542, 0.286612, 0.960648, 1}	{-0.509844, 1.419189, 0.165280, 0.953156, 1}	{-0.344564, -1.627654, 0.220004, 1.010325, 1}
{-2.397586, -0.193688, -0.586970, -0.641900, 0}	{-2.984556, -0.835588, -0.535550, -0.810498, 0}	{2.479894, -1.646086, -0.370567, -0.899973, 0}	{2.109327, 1.453942, -0.633716, -0.784468, 0}	{-1.038930, -0.616400, -0.081623, 0.992804, 1}	{-1.120553, 0.376405, 0.126604, 0.950403, 1}	{-0.993950, 1.326808, 0.302027, 0.849905, 1}	{-0.691922, -1.823287, 0.462553, 0.878322, 1}
{-1.700370, -0.516350, -1.100418, -0.219195, 0}	{-2.800788, -0.735545, -0.656313, -0.788469, 0}	{2.542899, -1.524015, -0.425163, -0.907445, 0}	{2.117736, 1.568541, -0.338138, -0.950586, 0}	{-1.530245, -0.055907, 0.163104, 0.937919, 1}	{-1.367141, 0.882013, 0.372889, 0.859307, 1}	{-0.994252, 1.741319, 0.161592, 0.864203, 1}	{-0.832659, -1.394477, 0.387626, 0.916531, 1}
{-2.355408, 0.266352, -0.519978, -0.859414, 0}	{-2.875387, -0.593062, -0.371196, -0.916712, 0}	{2.753418, -1.509774, -0.188550, -1.006719, 0}	{2.564868, 1.483506, -0.304843, -0.807285, 0}	{-2.242118, 0.856454, 0.901176, 0.630050, 1}	{-1.340942, 1.486504, 0.562508, 0.746654, 1}	{-0.778435, -1.766841, 0.553757, 0.839887, 1}	{-0.224677, -0.926954, 0.423974, 0.995218, 1}
{-2.027099, 0.105760, -0.449657, -0.860735, 0}	{-2.476756, -0.754975, -0.455265, -0.927739, 0}	{-2.932020, -1.682714, -0.720022, -0.770813, 0}	{2.347958, 1.546473, -0.642385, -0.649010, 0}	{-1.294891, 0.180389, 0.277536, 0.956685, 1}	{-1.017354, 1.137074, 0.307547, 0.966638, 1}	{-0.709807, -1.896288, 0.471771, 0.904592, 1}	{-0.238036, -0.991696, -0.003511, 1.015905, 1}
{-1.252877, -0.034980, -0.542349, -0.764299, 0}	{-1.795226, -0.799279, -0.713543, -0.715643, 0}	{-2.508769, -1.514922, -0.888158, -0.699463, 0}	{2.603073, 1.785615, -0.591037, -0.754120, 0}	{-0.949170, -0.279809, -0.037989, 0.976104, 1}	{-0.987159, 0.696295, 0.154229, 0.951735, 1}	{-0.832930, 1.648030, -0.014695, 0.978001, 1}	{-0.847625, -1.373969, -0.095337, 1.074087, 1}
{-1.609515, 0.477332, -0.300150, -0.986959, 0}	{-1.909665, -0.509627, -0.487252, -0.946698, 0}	{-2.396916, -1.456325, -0.446353, -0.861548, 0}	{-2.843269, 1.682126, -0.424233, -0.917275, 0}	{-0.814389, 0.087231, 0.101320, 0.932764, 1}	{-0.713070, 1.019995, -0.137470, 0.907588, 1}	{-0.850539, 1.927584, 0.158691, 1.097497, 1}	{-0.691848, -0.974919, 0.123366, 0.968546, 1}
{-1.260022, 0.466283, -0.456547, -0.962270, 0}	{-1.716569, -0.495987, -0.579921, -0.797982, 0}	{-2.296490, -1.293969, -0.641445, -0.782223, 0}	{-2.937935, 1.923808, -0.635404, -0.811939, 0}	{0.155878, 0.343869, -0.502300, 0.805519, 1}	{-0.346422, 1.149388, -0.388712, 1.036790, 1}	{-0.735134, -1.813822, -0.270335, 0.988534, 1}	{-1.005469, -0.825288, -0.567486, 0.748786, 1}
{-2.650106, 0.029647, -0.848039, -0.548891, 0}	{2.501855, -0.519243, 0.063734, -1.010076, 0}	{2.565589, -1.529319, -0.035117, -1.122397, 0}	{2.530472, 1.348284, 0.328972, -0.924371, 0}	{0.138210, 0.974677, 0.825848, 0.677743, 1}	{0.964058, 1.652419, 1.007523, 0.367743, 1}	{1.971580, -1.979837, 0.724922, 0.764920, 1}	{2.696503, -1.214918, 0.916962, 0.642505, 1}
{2.466970, 0.278997, 0.404003, -0.882073, 0}	{2.870973, -0.603076, 0.345412, -0.980113, 0}	{-2.783616, -1.583188, -0.210532, -1.019145, 0}	{-2.994148, 1.397667, -0.315649, -0.940148, 0}	{-0.149252, 0.787124, 0.893298, 0.472893, 1}	{0.744046, 1.260017, 0.787075, 0.707570, 1}	{1.531120, 1.967587, 0.848643, 0.466081, 1}	{2.379763, -1.566332, 0.975532, 0.300165, 1}
{2.103770, -0.125091, 0.699576, -0.792139, 0}	{2.803346, -0.917230, 0.195290, -0.997900, 0}	{2.998635, -1.915130, 0.363159, -0.918766, 0}	{-2.638205, 1.166104, 0.450163, -0.862454, 0}	{-0.126768, 0.630210, 0.852092, 0.675304, 1}	{0.725324, 1.305514, 1.070422, 0.145103, 1}	{1.795746, 1.450617, 0.834091, 0.272034, 1}	{2.629837, 1.722650, 0.779956, 0.652496, 1}
{-2.971749, 0.090529, 0.191029, -0.993318, 0}	{-2.780719, -0.902789, 0.456570, -0.873944, 0}	{-2.324149, -1.776733, 0.103023, -1.001724, 0}	{-2.221126, 1.221542, 0.023853, -1.001009, 0}	{0.238384, 0.443849, 0.613421, 0.566279, 1}	{0.851804, 1.010128, 0.794267, 0.567779, 1}	{1.646071, 1.577907, 0.998997, 0.224570, 1}	{2.645068, 1.802477, 0.915455, 0.410822, 1}
{2.949982, -0.338652, 0.234475, -0.943563, 0}	{-2.815543, -1.282214, 0.259206, -0.889379, 0}	{-2.556337, 1.828406, 0.038136, -1.094136, 0}	{-2.518201, 0.734271, -0.070045, -0.944782, 0}	{-0.287463, 0.722714, 0.669759, 0.682981, 1}	{0.382296, 1.405695, 0.924051, 0.364114, 1}	{1.306347, 1.769809, 0.840529, 0.424634, 1}	{2.146876, -1.805557, 0.931181, 0.667721, 1}
{2.427825, -0.578546, 0.619194, -0.835730, 0}	{-2.952981, -1.414276, 0.391412, -0.880188, 0}	{-2.561568, 1.705536, 0.162084, -1.079638, 0}	{-2.399484, 0.625898, -0.041312, -1.036184, 0}	{-0.541756, 0.674403, 0.987570, 0.330946, 1}	{0.445814, 1.005350, 0.949836, 0.706116, 1}	{1.395650, 1.711466, 0.717529, 0.612207, 1}	{2.113180, -1.676327, 0.999657, 0.516263, 1}
{1.897330, -0.782846, 0.695765, -0.693092, 0}	{2.593095, -1.475938, 0.643653, -0.711979, 0}	{-2.763252, 1.812082, 0.478838, -1.008194, 0}	{-2.284414, 0.803888, 0.222589, -1.017610, 0}	{-0.070763, 0.460831, 0.824486, 0.489138, 1}	{0.753723, 0.949969, 0.806818, 0.497618, 1}	{1.560541, 1.447588, 0.759874, 0.710756, 1}	{2.320415, -1.841657, 0.876116, 0.408433, 1}
{1.637230, -0.558677, 0.358726, -0.822188, 0}	{1.995956, -1.380865, 0.500030, -0.803807, 0}	{2.495986, 1.815328, 0.585830, -0.794594, 0}	{-2.918184, 1.020734, 0.521145, -0.849142, 0}	{-0.011251, -0.186384, 0.843470, 0.402139, 1}	{0.832219, 0.215754, 0.905616, 0.560531, 1}	{1.737835, 0.776285, 0.737825, 0.563433, 1}	{2.475660, 1.339718, 0.844512, 0.459009, 1}
{0.987827, -0.524682, 0.632153, -0.786681, 0}	{1.619980, -1.311363, 0.830435, -0.770230, 0}	{2.450415, 1.918407, 0.526039, -0.970163, 0}	{2.976453, 0.948245, 0.700572, -0.836569, 0}	{0.509104, -0.943592, 0.519298, 0.917656, 1}	{1.028402, -0.025936, 0.462962, 0.792552, 1}	{1.491364, 0.766616, 0.776076, 0.640664, 1}	{2.267440, 1.407280, 1.092144, 0.424966, 1}
{1.396047, -0.854020, 0.891925, -0.396097, 0}	{2.287972, -1.250117, 0.569910, -0.780823, 0}	{2.857882, 1.969060, 0.412245, -0.953771, 0}	{-2.729874, 1.015289, 0.748814, -0.675665, 0}	{-0.100398, -1.076560, 0.493735, 0.864914, 1}	{0.393337, -0.211646, 0.646261, 0.758205, 1}	{1.039598, 0.546559, 0.875240, 0.661529, 1}	{1.914837, 1.208088, 0.830362, 0.656197, 1}
{1.756478, -0.280535, 0.580261, -0.886483, 0}	{2.336738, -1.167018, 0.537230, -0.886513, 0}	{2.873968, 1.946468, 0.789961, -0.620636, 0}	{-2.336070, 1.325833, 0.602472, -0.865858, 0}	{-0.611562, -0.970646, 0.834591, 0.632349, 1}	{0.223029, -0.338297, 0.869176, 0.632613, 1}	{1.092205, 0.294316, 0.893140, 0.684237, 1}	{1.985345, 0.978553, 0.828555, 0.637850, 1}
{1.412896, -0.728897, 0.848139, -0.684666, 0}	{2.261034, -1.413563, 0.756381, -0.735701, 0}	{-2.982585, 1.850735, 0.762859, -0.552492, 0}	{-2.219726, 1.298244, 0.609340, -0.685538, 0}	{0.182663, -1.248866, 0.687584, 0.880121, 1}	{0.870247, -0.368745, 0.500496, 0.869587, 1}	{1.370743, 0.500842, 0.786642, 0.817133, 1}	{2.157385, 1.317975, 0.422890, 0.789821, 1}
{1.101532, -1.374756, 0.815317, -0.615921, 0}	{1.916849, -1.990678, 0.868027, -0.579598, 0}	{2.784876, 1.429724, 0.852238, -0.465076, 0}	{-2.362886, 0.964649, 1.034392, -0.145781, 0}	{-0.221638, -1.754129, 0.494529, 0.847257, 1}	{0.272891, -0.906872, 0.451808, 0.817109, 1}	{0.724698, -0.089763, 0.713992, 0.657677, 1}	{1.438690, 0.567914, 0.617041, 0.850646, 1}
