{2.184569, 1.839551, 0.050000, 0}	{-2.915701, 1.153311, 0.050000, 0}	{-2.226381, 0.422151, 0.050000, 0}	{-1.242608, 0.054087, 0.050000, 0}	{-0.154609, -0.225069, 0.050000, 0}	{-2.410404, -1.956018, 0.050000, 1}	{2.547034, -1.991887, 0.050000, 1}	{1.503578, -1.974728, 0.050000, 1}	{0.435574, 1.906139, 0.050000, 1}	{-0.365106, 1.406237, 0.050000, 1}
{2.000109, 0.877345, 0.050000, 0}	{2.949492, 0.916290, 0.050000, 0}	{-2.047080, 0.676790, 0.050000, 0}	{-1.098290, 0.250299, 0.050000, 0}	{-0.303804, -0.480276, 0.050000, 0}	{-2.227084, -1.862574, 0.050000, 1}	{2.709575, 1.844601, 0.050000, 1}	{1.659860, 1.479114, 0.050000, 1}	{0.712754, 1.297068, 0.050000, 1}	{-0.222610, 0.888447, 0.050000, 1}
{1.872041, 1.734178, 0.050000, 0}	{2.464623, 0.899476, 0.050000, 0}	{-2.659867, 0.307774, 0.050000, 0}	{-1.744602, -0.128241, 0.050000, 0}	{-0.776626, -0.355207, 0.050000, 0}	{-2.343221, -1.720236, 0.050000, 1}	{2.795982, 1.696983, 0.050000, 1}	{1.733033, 1.355356, 0.050000, 1}	{0.803237, 0.931745, 0.050000, 1}	{-0.031444, 0.540929, 0.050000, 1}
{1.566303, 0.459152, 0.050000, 0}	{2.533533, 0.634027, 0.050000, 0}	{-2.507337, 0.396701, 0.050000, 0}	{-1.716092, -0.352395, 0.050000, 0}	{-1.032609, -1.122275, 0.050000, 0}	{-2.537806, 1.335670, 0.050000, 1}	{2.535918, 1.431269, 0.050000, 1}	{1.571146, 1.222927, 0.050000, 1}	{0.564794, 0.831631, 0.050000, 1}	{-0.435132, 0.611956, 0.050000, 1}
{1.120080, 0.847939, 0.050000, 0}	{2.220849, 0.547532, 0.050000, 0}	{-2.939707, 0.413652, 0.050000, 0}	{-2.224435, -0.179631, 0.050000, 0}	{-1.644607, -0.871876, 0.050000, 0}	{-2.357745, 1.178880, 0.050000, 1}	{2.681792, 1.217152, 0.050000, 1}	{1.577959, 1.073259, 0.050000, 1}	{0.671408, 0.688442, 0.050000, 1}	{-0.127781, 0.194874, 0.050000, 1}
{0.665771, 0.440484, 0.050000, 0}	{1.750231, 0.484524, 0.050000, 0}	{2.585385, 0.139656, 0.050000, 0}	{-2.775898, -0.501493, 0.050000, 0}	{-2.190060, -1.279861, 0.050000, 0}	{-2.498822, 1.665369, 0.050000, 1}	{2.640476, 1.300236, 0.050000, 1}	{1.736860, 0.806863, 0.050000, 1}	{0.823016, 0.683932, 0.050000, 1}	{-0.060449, 0.796665, 0.050000, 1}
{1.013236, 0.349269, 0.050000, 0}	{1.885720, 0.633979, 0.050000, 0}	{2.795228, -0.009778, 0.050000, 0}	{-2.381773, -0.594851, 0.050000, 0}	{-1.909212, -1.454929, 0.050000, 0}	{-2.190034, 1.933787, 0.050000, 1}	{2.881012, 1.418505, 0.050000, 1}	{2.012703, 0.928435, 0.050000, 1}	{1.051808, 0.607205, 0.050000, 1}	{0.203398, 0.181648, 0.050000, 1}
{0.755089, 0.358594, 0.050000, 0}	{1.817517, 0.328784, 0.050000, 0}	{2.830991, 0.268739, 0.050000, 0}	{-2.343847, -0.310918, 0.050000, 0}	{-1.485049, -0.519191, 0.050000, 0}	{-2.748104, 1.648760, 0.050000, 1}	{2.249969, 1.506494, 0.050000, 1}	{1.423016, 1.221134, 0.050000, 1}	{0.391798, 0.911648, 0.050000, 1}	{-0.467292, 0.555620, 0.050000, 1}
{0.337706, 0.041591, 0.050000, 0}	{1.396047, -0.131811, 0.050000, 0}	{2.354368, -0.274198, 0.050000, 0}	{-2.696963, -0.503197, 0.050000, 0}	{-1.846717, -0.885560, 0.050000, 0}	{-2.836588, 1.586548, 0.050000, 1}	{2.178953, 1.689067, 0.050000, 1}	{1.153381, 1.547416, 0.050000, 1}	{0.285768, 0.915879, 0.050000, 1}	{-0.467589, 0.374902, 0.050000, 1}
{1.060712, -0.360455, 0.050000, 0}	{1.943288, -0.164192, 0.050000, 0}	{2.994951, -0.014911, 0.050000, 0}	{-1.933818, -0.001343, 0.050000, 0}	{-0.970648, -0.096603, 0.050000, 0}	{2.210342, -1.253028, 0.050000, 1}	{1.597996, -1.975553, 0.050000, 1}	{0.906648, 1.426492, 0.050000, 1}	{0.120063, 0.797724, 0.050000, 1}	{-0.769605, 0.392304, 0.050000, 1}
{1.455091, -0.524872, 0.050000, 0}	{2.282219, -0.030667, 0.050000, 0}	{-2.738699, 0.202727, 0.050000, 0}	{-1.794311, -0.278295, 0.050000, 0}	{-1.197467, -1.040838, 0.050000, 0}	{2.206781, -0.435756, 0.050000, 1}	{1.735004, -1.361571, 0.050000, 1}	{1.595266, 1.820239, 0.050000, 1}	{1.055562, 0.880803, 0.050000, 1}	{0.474328, 0.242742, 0.050000, 1}
{1.350730, -0.820919, 0.050000, 0}	{2.355622, -0.537377, 0.050000, 0}	{-2.645506, -0.378183, 0.050000, 0}	{-1.684747, -0.287969, 0.050000, 0}	{-0.710493, -0.458888, 0.050000, 0}	{1.570586, 0.243817, 0.050000, 1}	{1.337702, -0.849034, 0.050000, 1}	{1.390418, -1.859146, 0.050000, 1}	{1.338237, 1.257938, 0.050000, 1}	{0.859336, 0.290926, 0.050000, 1}
{1.260255, -1.398940, 0.050000, 0}	{2.273801, -0.935074, 0.050000, 0}	{-2.882279, -0.531630, 0.050000, 0}	{-1.911258, 0.086405, 0.050000, 0}	{-1.346067, 0.859990, 0.050000, 0}	{2.250894, -0.181524, 0.050000, 1}	{1.980855, -1.153007, 0.050000, 1}	{1.591741, 1.941514, 0.050000, 1}	{1.314357, 1.136573, 0.050000, 1}	{1.118244, 0.124672, 0.050000, 1}
{1.625249, 1.705742, 0.050000, 0}	{2.110289, -1.412409, 0.050000, 0}	{2.696522, -0.629128, 0.050000, 0}	{-2.493956, -0.084911, 0.050000, 0}	{-1.670428, 0.421747, 0.050000, 0}	{2.546004, -1.029619, 0.050000, 1}	{1.876737, -1.873722, 0.050000, 1}	{1.228751, 1.531717, 0.050000, 1}	{0.628416, 0.842725, 0.050000, 1}	{0.172916, -0.214815, 0.050000, 1}
{1.473870, 1.846781, 0.050000, 0}	{2.093353, -1.372722, 0.050000, 0}	{2.568923, -0.470289, 0.050000, 0}	{-2.952659, 0.357223, 0.050000, 0}	{-2.323339, 1.096046, 0.050000, 0}	{1.926738, -0.563477, 0.050000, 1}	{1.481220, -1.449524, 0.050000, 1}	{0.884014, 1.715612, 0.050000, 1}	{0.292983, 0.900636, 0.050000, 1}	{-0.608278, 0.762925, 0.050000, 1}
{0.308028, -1.009438, 0.050000, 0}	{1.255339, -0.428631, 0.050000, 0}	{2.157736, -0.009514, 0.050000, 0}	{-2.935456, 0.263418, 0.050000, 0}	{-1.917773, 0.473407, 0.050000, 0}	{1.127365, -0.036481, 0.050000, 1}	{1.090614, -0.998467, 0.050000, 1}	{0.814414, -1.866920, 0.050000, 1}	{0.160796, 1.295120, 0.050000, 1}	{-0.025055, 0.281129, 0.050000, 1}
{0.469904, -1.298530, 0.050000, 0}	{0.995008, -0.452332, 0.050000, 0}	{1.773898, 0.420026, 0.050000, 0}	{2.645201, 0.927697, 0.050000, 0}	{-2.322335, 0.894696, 0.050000, 0}	{1.293746, -0.492015, 0.050000, 1}	{0.540764, -1.533359, 0.050000, 1}	{0.011565, 1.709989, 0.050000, 1}	{-0.629293, 0.806579, 0.050000, 1}	{-1.296164, -0.107750, 0.050000, 1}
{1.622292, 1.490070, 0.050000, 0}	{1.560676, -1.516156, 0.050000, 0}	{2.184976, -0.696486, 0.050000, 0}	{-2.976036, -0.030335, 0.050000, 0}	{-2.132965, 0.498193, 0.050000, 0}	{1.675546, 1.987933, 0.050000, 1}	{0.797396, 1.520507, 0.050000, 1}	{0.025617, 0.957210, 0.050000, 1}	{-0.614471, 0.339597, 0.050000, 1}	{-1.350786, -0.243889, 0.050000, 1}
{1.000051, 1.863501, 0.050000, 0}	{1.757408, -1.534253, 0.050000, 0}	{2.628468, -1.046309, 0.050000, 0}	{-2.586365, -0.355918, 0.050000, 0}	{-1.673990, 0.229228, 0.050000, 0}	{1.791456, 1.447977, 0.050000, 1}	{1.014723, 1.108979, 0.050000, 1}	{0.256950, 0.420868, 0.050000, 1}	{-0.398993, -0.229357, 0.050000, 1}	{-1.084036, -0.917069, 0.050000, 1}
{1.406736, 1.887519, 0.050000, 0}	{2.193116, -1.574728, 0.050000, 0}	{2.888682, -0.779745, 0.050000, 0}	{-2.514831, 0.132594, 0.050000, 0}	{-1.595717, 0.659524, 0.050000, 0}	{2.328030, 1.598249, 0.050000, 1}	{1.595298, 1.108916, 0.050000, 1}	{0.750392, 0.561785, 0.050000, 1}	{0.205229, -0.301210, 0.050000, 1}	{-0.347726, -1.041851, 0.050000, 1}
{1.002865, -1.731082, 0.050000, 0}	{1.825912, -1.307451, 0.050000, 0}	{2.629569, -0.778679, 0.050000, 0}	{-2.677722, -0.014657, 0.050000, 0}	{-1.831344, 0.648442, 0.050000, 0}	{2.165658, 1.182339, 0.050000, 1}	{1.469894, 0.617518, 0.050000, 1}	{0.589212, 0.255254, 0.050000, 1}	{-0.330690, -0.277733, 0.050000, 1}	{-1.025757, -0.935221, 0.050000, 1}
{1.266182, 1.729906, 0.050000, 0}	{2.086599, -1.563049, 0.050000, 0}	{2.881057, -0.929744, 0.050000, 0}	{-2.510726, -0.007054, 0.050000, 0}	{-1.922278, 0.833853, 0.050000, 0}	{1.933225, 1.329792, 0.050000, 1}	{1.070004, 1.059148, 0.050000, 1}	{0.114709, 0.440708, 0.050000, 1}	{-0.696817, -0.148572, 0.050000, 1}	{-1.391229, -0.685150, 0.050000, 1}
{2.211231, 1.380943, 0.050000, 0}	{2.589606, -1.603876, 0.050000, 0}	{-2.976728, -0.820362, 0.050000, 0}	{-2.559625, 0.154077, 0.050000, 0}	{-2.211666, 1.082614, 0.050000, 0}	{1.568379, 1.852463, 0.050000, 1}	{0.776352, 1.220504, 0.050000, 1}	{0.269556, 0.400247, 0.050000, 1}	{-0.621460, -0.099757, 0.050000, 1}	{-1.620061, -0.452666, 0.050000, 1}
{-2.514419, 1.215182, 0.050000, 0}	{-2.614195, -1.796673, 0.050000, 0}	{-2.728521, -0.773180, 0.050000, 0}	{-2.722800, 0.143441, 0.050000, 0}	{-2.639358, 1.253527, 0.050000, 0}	{1.704147, 1.630314, 0.050000, 1}	{0.837047, 1.014894, 0.050000, 1}	{0.105840, 0.287247, 0.050000, 1}	{-0.728870, -0.176426, 0.050000, 1}	{-1.518154, -0.538264, 0.050000, 1}
{-2.574162, 0.565276, 0.050000, 0}	{-2.204996, 1.463271, 0.050000, 0}	{-1.962117, -1.514229, 0.050000, 0}	{-2.377491, -0.561925, 0.050000, 0}	{-2.684577, 0.403619, 0.050000, 0}	{1.501199, 1.645599, 0.050000, 1}	{0.890092, 1.004771, 0.050000, 1}	{0.230377, 0.195512, 0.050000, 1}	{-0.417888, -0.505903, 0.050000, 1}	{-1.094675, -1.306534, 0.050000, 1}
{2.844954, 0.679815, 0.050000, 0}	{-2.897367, 1.680729, 0.050000, 0}	{-2.683611, -1.347445, 0.050000, 0}	{-2.500719, -0.306975, 0.050000, 0}	{-2.242115, 0.563785, 0.050000, 0}	{1.205638, -1.525066, 0.050000, 1}	{1.106810, 1.478596, 0.050000, 1}	{0.733421, 0.618350, 0.050000, 1}	{0.028670, -0.112499, 0.050000, 1}	{-0.840488, -0.654744, 0.050000, 1}
{-2.704196, 0.897275, 0.050000, 0}	{-2.601062, 1.797343, 0.050000, 0}	{-2.494594, -1.176853, 0.050000, 0}	{-2.475327, -0.125267, 0.050000, 0}	{-2.507147, 0.837382, 0.050000, 0}	{2.259340, 1.667679, 0.050000, 1}	{1.424243, 1.194248, 0.050000, 1}	{0.946936, 0.432295, 0.050000, 1}	{0.530240, -0.560372, 0.050000, 1}	{-0.045253, -1.507331, 0.050000, 1}
{2.991264, 0.971914, 0.050000, 0}	{-2.863740, 1.973777, 0.050000, 0}	{-2.764761, -0.973841, 0.050000, 0}	{2.920691, 0.045109, 0.050000, 0}	{2.656709, 0.946886, 0.050000, 0}	{2.078348, 1.664812, 0.050000, 1}	{1.265834, 1.002653, 0.050000, 1}	{0.716043, 0.179943, 0.050000, 1}	{0.266229, -0.736653, 0.050000, 1}	{-0.026073, -1.656180, 0.050000, 1}
{-2.670429, 1.168715, 0.050000, 0}	{-2.698957, -1.841481, 0.050000, 0}	{-2.980893, -0.914376, 0.050000, 0}	{2.766729, -0.003806, 0.050000, 0}	{2.595513, 1.108866, 0.050000, 0}	{1.812918, 1.934153, 0.050000, 1}	{1.109821, 1.223276, 0.050000, 1}	{0.852621, 0.192450, 0.050000, 1}	{0.592108, -0.757140, 0.050000, 1}	{0.420767, -1.798262, 0.050000, 1}
{2.938161, 1.383057, 0.050000, 0}	{-2.604139, -1.688305, 0.050000, 0}	{-2.269993, -0.754769, 0.050000, 0}	{-2.505511, 0.264299, 0.050000, 0}	{2.513285, 0.447818, 0.050000, 0}	{1.702804, 1.395694, 0.050000, 1}	{1.137339, 0.615284, 0.050000, 1}	{0.718712, -0.193156, 0.050000, 1}	{0.627969, -1.155981, 0.050000, 1}	{0.551306, 1.850273, 0.050000, 1}
{-2.696732, 1.456144, 0.050000, 0}	{-2.912326, -1.665433, 0.050000, 0}	{2.878127, -0.688953, 0.050000, 0}	{2.723163, 0.145850, 0.050000, 0}	{2.659631, 1.155528, 0.050000, 0}	{2.008598, 1.449193, 0.050000, 1}	{1.594510, 0.530810, 0.050000, 1}	{1.000121, -0.259706, 0.050000, 1}	{0.530671, -1.045685, 0.050000, 1}	{0.184107, 1.962718, 0.050000, 1}
{2.810668, 1.392298, 0.050000, 0}	{2.835358, -1.578496, 0.050000, 0}	{2.769775, -0.499952, 0.050000, 0}	{2.566202, 0.436241, 0.050000, 0}	{1.818292, 0.997513, 0.050000, 0}	{1.543346, 1.723556, 0.050000, 1}	{1.394199, 0.733392, 0.050000, 1}	{1.015940, -0.217883, 0.050000, 1}	{0.564151, -1.160054, 0.050000, 1}	{-0.079903, -1.979971, 0.050000, 1}
{2.744238, 1.526911, 0.050000, 0}	{2.867234, -1.486056, 0.050000, 0}	{2.622042, -0.412229, 0.050000, 0}	{2.656985, 0.590432, 0.050000, 0}	{2.938299, 1.498647, 0.050000, 0}	{0.944284, 1.334360, 0.050000, 1}	{0.527277, 0.365312, 0.050000, 1}	{0.692613, -0.648534, 0.050000, 1}	{1.016135, -1.681374, 0.050000, 1}	{0.989488, 1.432321, 0.050000, 1}
{1.804061, 1.842618, 0.050000, 0}	{2.416339, -1.474675, 0.050000, 0}	{2.852318, -0.503228, 0.050000, 0}	{2.884996, 0.614314, 0.050000, 0}	{-2.663475, 1.515645, 0.050000, 0}	{0.822556, 1.716245, 0.050000, 1}	{1.049685, 0.744984, 0.050000, 1}	{0.993226, -0.207039, 0.050000, 1}	{0.797513, -1.226862, 0.050000, 1}	{0.490853, 1.873162, 0.050000, 1}
{1.557429, 1.959751, 0.050000, 0}	{2.331343, -1.322440, 0.050000, 0}	{-2.841258, -0.581494, 0.050000, 0}	{-2.121035, 0.009982, 0.050000, 0}	{-1.268515, 0.555302, 0.050000, 0}	{2.109155, 1.804996, 0.050000, 1}	{1.570927, 0.814209, 0.050000, 1}	{1.006559, -0.099452, 0.050000, 1}	{0.934499, -1.183731, 0.050000, 1}	{1.109567, 1.797804, 0.050000, 1}
{1.923504, -1.612623, 0.050000, 0}	{2.931627, -1.310921, 0.050000, 0}	{-2.323073, -0.627532, 0.050000, 0}	{-1.633238, 0.071968, 0.050000, 0}	{-1.115388, 0.859234, 0.050000, 0}	{1.645532, 1.382919, 0.050000, 1}	{1.459305, 0.362904, 0.050000, 1}	{1.095666, -0.575392, 0.050000, 1}	{0.975771, -1.636483, 0.050000, 1}	{1.457693, 1.413829, 0.050000, 1}
{2.773314, 1.708491, 0.050000, 0}	{-2.525282, -1.625810, 0.050000, 0}	{-2.074450, -0.813637, 0.050000, 0}	{-1.382936, -0.062792, 0.050000, 0}	{-0.587641, 0.310971, 0.050000, 0}	{2.692101, 0.949679, 0.050000, 1}	{2.055559, 0.069284, 0.050000, 1}	{1.677981, -0.875369, 0.050000, 1}	{1.324744, -1.866697, 0.050000, 1}	{0.974613, 1.130615, 0.050000, 1}
{2.791008, 0.965120, 0.050000, 0}	{-2.909051, 1.800724, 0.050000, 0}	{-2.666878, -1.243618, 0.050000, 0}	{-2.169858, -0.417418, 0.050000, 0}	{-1.835420, 0.546156, 0.050000, 0}	{2.466449, 0.129848, 0.050000, 1}	{2.148409, -0.709219, 0.050000, 1}	{1.659182, -1.646631, 0.050000, 1}	{1.121178, 1.550960, 0.050000, 1}	{0.534176, 0.856213, 0.050000, 1}
{2.438537, 0.659878, 0.050000, 0}	{2.969518, 1.541016, 0.050000, 0}	{-2.331543, -1.709241, 0.050000, 0}	{-1.893603, -0.913080, 0.050000, 0}	{-1.893881, 0.089627, 0.050000, 0}	{2.184701, -0.233270, 0.050000, 1}	{2.056077, -1.238832, 0.050000, 1}	{1.626181, 1.740733, 0.050000, 1}	{1.137761, 0.844988, 0.050000, 1}	{0.944905, -0.047870, 0.050000, 1}
{2.891111, -0.000251, 0.050000, 0}	{2.986507, 1.054732, 0.050000, 0}	{-2.697570, -1.827111, 0.050000, 0}	{-2.274216, -0.912928, 0.050000, 0}	{-1.836262, -0.000123, 0.050000, 0}	{2.731052, -0.646568, 0.050000, 1}	{1.991230, -1.202743, 0.050000, 1}	{1.198559, -1.964035, 0.050000, 1}	{0.818338, 0.983930, 0.050000, 1}	{0.396667, -0.007430, 0.050000, 1}
{-2.860433, 0.551692, 0.050000, 0}	{2.765870, 1.435220, 0.050000, 0}	{2.620932, -1.670818, 0.050000, 0}	{2.981243, -0.708780, 0.050000, 0}	{-2.490720, 0.201745, 0.050000, 0}	{-2.516712, -0.645192, 0.050000, 1}	{2.657831, -1.314877, 0.050000, 1}	{1.891353, 1.909759, 0.050000, 1}	{1.343955, 1.098659, 0.050000, 1}	{0.899960, 0.263404, 0.050000, 1}
{2.871592, 0.238928, 0.050000, 0}	{2.825775, 1.266877, 0.050000, 0}	{-2.946380, -1.688934, 0.050000, 0}	{2.981257, -0.698293, 0.050000, 0}	{2.792221, 0.348831, 0.050000, 0}	{-2.954389, -0.748727, 0.050000, 1}	{-2.858801, -1.664137, 0.050000, 1}	{-2.904354, 1.380400, 0.050000, 1}	{2.657740, 0.546866, 0.050000, 1}	{2.375242, -0.556928, 0.050000, 1}
{2.817632, -0.131498, 0.050000, 0}	{2.872534, 0.874915, 0.050000, 0}	{2.774063, 1.859833, 0.050000, 0}	{2.916155, -1.200452, 0.050000, 0}	{-2.926952, -0.140318, 0.050000, 0}	{-2.371432, -0.748856, 0.050000, 1}	{-2.446610, -1.660899, 0.050000, 1}	{-2.908813, 1.441684, 0.050000, 1}	{-2.920507, 0.448333, 0.050000, 1}	{-2.744619, -0.540105, 0.050000, 1}
{-2.560308, -0.058594, 0.050000, 0}	{-2.644207, 0.860822, 0.050000, 0}	{-2.915141, 1.848366, 0.050000, 0}	{2.642958, -1.189424, 0.050000, 0}	{2.209795, -0.162575, 0.050000, 0}	{2.836921, -0.418286, 0.050000, 1}	{-2.765217, -1.283205, 0.050000, 1}	{-2.562295, 1.661923, 0.050000, 1}	{-2.360427, 0.654577, 0.050000, 1}	{-2.236204, -0.399654, 0.050000, 1}
{-2.877470, -0.001859, 0.050000, 0}	{-2.818939, 1.032379, 0.050000, 0}	{-2.706383, -1.895871, 0.050000, 0}	{2.965976, -0.992610, 0.050000, 0}	{2.700712, -0.057237, 0.050000, 0}	{2.492855, -0.261472, 0.050000, 1}	{2.951825, -1.015539, 0.050000, 1}	{-2.613486, 1.940663, 0.050000, 1}	{-2.427882, 0.942943, 0.050000, 1}	{-2.369436, -0.098734, 0.050000, 1}
{2.964494, -0.143450, 0.050000, 0}	{2.718527, 0.928335, 0.050000, 0}	{2.934982, 1.876018, 0.050000, 0}	{2.931403, -1.104434, 0.050000, 0}	{2.871225, -0.094190, 0.050000, 0}	{-2.758451, -0.357829, 0.050000, 1}	{-2.714243, -1.351615, 0.050000, 1}	{-2.475311, 1.611343, 0.050000, 1}	{-2.241250, 0.593782, 0.050000, 1}	{-2.142444, -0.395990, 0.050000, 1}
{-2.580552, -0.505213, 0.050000, 0}	{-2.949949, 0.515166, 0.050000, 0}	{2.665690, 1.434108, 0.050000, 0}	{2.701926, -1.583739, 0.050000, 0}	{2.816933, -0.655700, 0.050000, 0}	{-2.914834, -0.516517, 0.050000, 1}	{-2.795010, -1.623545, 0.050000, 1}	{-2.641468, 1.426668, 0.050000, 1}	{-2.273081, 0.467704, 0.050000, 1}	{-2.166821, -0.601666, 0.050000, 1}
{2.166423, -0.536711, 0.050000, 0}	{2.150753, 0.516796, 0.050000, 0}	{2.360417, 1.524998, 0.050000, 0}	{-2.996866, -1.550672, 0.050000, 0}	{-2.433798, -0.684163, 0.050000, 0}	{2.288869, -1.191575, 0.050000, 1}	{2.682639, 1.890204, 0.050000, 1}	{-2.748202, 0.958655, 0.050000, 1}	{-2.019420, 0.086756, 0.050000, 1}	{-1.662429, -0.789785, 0.050000, 1}
{2.369310, -0.193501, 0.050000, 0}	{2.848791, 0.775220, 0.050000, 0}	{-2.555946, 1.513599, 0.050000, 0}	{-2.237907, -1.475925, 0.050000, 0}	{-2.196150, -0.392101, 0.050000, 0}	{2.691666, -1.501370, 0.050000, 1}	{-2.959797, 1.563129, 0.050000, 1}	{-2.649363, 0.659429, 0.050000, 1}	{-2.082470, -0.150541, 0.050000, 1}	{-1.374974, -0.911671, 0.050000, 1}
{1.583139, 0.420548, 0.050000, 0}	{2.432316, 1.065599, 0.050000, 0}	{-2.699663, 1.769066, 0.050000, 0}	{-2.395468, -1.272829, 0.050000, 0}	{-2.503983, -0.237607, 0.050000, 0}	{2.056832, -1.449326, 0.050000, 1}	{2.800880, -1.904512, 0.050000, 1}	{-2.495587, 1.503391, 0.050000, 1}	{-1.837263, 0.645926, 0.050000, 1}	{-1.498057, -0.274339, 0.050000, 1}
{1.454498, 0.191194, 0.050000, 0}	{2.310373, 0.821669, 0.050000, 0}	{-2.800678, 1.516596, 0.050000, 0}	{-2.406038, -1.567624, 0.050000, 0}	{-1.927743, -0.654678, 0.050000, 0}	{1.854970, -1.467686, 0.050000, 1}	{2.580950, 1.959422, 0.050000, 1}	{-2.679736, 1.258408, 0.050000, 1}	{-1.933284, 0.663401, 0.050000, 1}	{-1.249841, -0.101942, 0.050000, 1}
{2.005365, -0.201536, 0.050000, 0}	{2.214326, 0.785141, 0.050000, 0}	{2.638176, 1.680090, 0.050000, 0}	{-2.654879, -1.527799, 0.050000, 0}	{-1.945870, -0.853809, 0.050000, 0}	{2.345532, -0.709907, 0.050000, 1}	{2.816157, -1.732076, 0.050000, 1}	{-2.854948, 1.304091, 0.050000, 1}	{-2.115377, 0.599450, 0.050000, 1}	{-1.317933, -0.020615, 0.050000, 1}
{1.892048, -0.265644, 0.050000, 0}	{2.223999, 0.748649, 0.050000, 0}	{2.856092, 1.515578, 0.050000, 0}	{-2.644143, -1.519972, 0.050000, 0}	{-2.189370, -0.647898, 0.050000, 0}	{1.595156, 1.500246, 0.050000, 1}	{2.551832, 1.490271, 0.050000, 1}	{-2.349657, 1.242409, 0.050000, 1}	{-1.382276, 1.004267, 0.050000, 1}	{-0.437217, 1.141245, 0.050000, 1}
{1.958051, -0.376975, 0.050000, 0}	{2.110698, 0.738595, 0.050000, 0}	{2.585688, 1.669470, 0.050000, 0}	{-2.759992, -1.580308, 0.050000, 0}	{-1.865013, -1.154439, 0.050000, 0}	{1.457441, 1.063876, 0.050000, 1}	{2.575517, 0.939628, 0.050000, 1}	{-2.380766, 0.903742, 0.050000, 1}	{-1.373490, 0.762709, 0.050000, 1}	{-0.440755, 0.496595, 0.050000, 1}
{1.700235, -0.151781, 0.050000, 0}	{2.240338, 0.717837, 0.050000, 0}	{2.602202, 1.589156, 0.050000, 0}	{-2.698750, -1.723904, 0.050000, 0}	{-1.975328, -0.921215, 0.050000, 0}	{2.136485, -0.304247, 0.050000, 1}	{-2.929174, 0.160710, 0.050000, 1}	{-2.184619, 0.857508, 0.050000, 1}	{-1.240433, 0.998950, 0.050000, 1}	{-0.153935, 1.362543, 0.050000, 1}
{1.369224, -0.303221, 0.050000, 0}	{2.203563, 0.332643, 0.050000, 0}	{2.835278, 0.996396, 0.050000, 0}	{-2.479691, 1.807407, 0.050000, 0}	{-1.503693, -1.888610, 0.050000, 0}	{1.927720, -0.154594, 0.050000, 1}	{2.893735, 0.405619, 0.050000, 1}	{-2.301140, 0.934882, 0.050000, 1}	{-1.512371, 1.396839, 0.050000, 1}	{-0.664755, 1.918001, 0.050000, 1}
{1.168762, -0.774740, 0.050000, 0}	{1.678636, 0.129234, 0.050000, 0}	{2.499221, 0.760738, 0.050000, 0}	{-2.780870, 1.372517, 0.050000, 0}	{-2.210842, -1.759109, 0.050000, 0}	{2.531240, -0.916307, 0.050000, 1}	{-2.819178, -0.194297, 0.050000, 1}	{-2.084994, 0.632022, 0.050000, 1}	{-1.554093, 1.452425, 0.050000, 1}	{-1.005935, -1.745196, 0.050000, 1}
{1.656128, -0.706165, 0.050000, 0}	{2.091022, 0.147465, 0.050000, 0}	{2.629684, 1.022173, 0.050000, 0}	{-2.743282, 1.985069, 0.050000, 0}	{-2.513097, -1.073385, 0.050000, 0}	{-2.954423, -1.125903, 0.050000, 1}	{-2.459786, -0.216565, 0.050000, 1}	{-2.078979, 0.747970, 0.050000, 1}	{-1.702795, 1.476727, 0.050000, 1}	{-1.345828, -1.664726, 0.050000, 1}
{1.651613, -0.173625, 0.050000, 0}	{2.036235, 0.753010, 0.050000, 0}	{2.486927, 1.612927, 0.050000, 0}	{2.984530, -1.476806, 0.050000, 0}	{-2.423306, -0.672263, 0.050000, 0}	{-2.490823, -1.077287, 0.050000, 1}	{-2.067363, -0.146720, 0.050000, 1}	{-1.695556, 0.667288, 0.050000, 1}	{-1.103074, 1.612960, 0.050000, 1}	{-0.535232, -1.605988, 0.050000, 1}
{2.106682, 0.082306, 0.050000, 0}	{2.461242, 1.091350, 0.050000, 0}	{2.909034, -1.960745, 0.050000, 0}	{-2.781859, -1.074109, 0.050000, 0}	{-2.229514, -0.192796, 0.050000, 0}	{-2.072641, -1.187695, 0.050000, 1}	{-1.870510, -0.224076, 0.050000, 1}	{-1.265447, 0.581091, 0.050000, 1}	{-1.319039, 1.650745, 0.050000, 1}	{-1.122035, -1.268488, 0.050000, 1}
{2.350935, 0.415698, 0.050000, 0}	{2.905123, 1.331172, 0.050000, 0}	{-2.649298, -1.667011, 0.050000, 0}	{-2.228565, -0.831559, 0.050000, 0}	{-1.945353, -0.021638, 0.050000, 0}	{-2.654855, -1.285590, 0.050000, 1}	{-2.430206, -0.381675, 0.050000, 1}	{-2.096901, 0.498500, 0.050000, 1}	{-1.687746, 1.353043, 0.050000, 1}	{-1.220980, -1.800432, 0.050000, 1}
{2.116437, 0.554201, 0.050000, 0}	{2.494644, 1.511121, 0.050000, 0}	{2.854290, -1.594969, 0.050000, 0}	{-2.833341, -0.679820, 0.050000, 0}	{-2.151053, 0.077420, 0.050000, 0}	{-2.001338, -1.324739, 0.050000, 1}	{-2.089829, -0.307072, 0.050000, 1}	{-2.264866, 0.677807, 0.050000, 1}	{-1.893339, 1.599871, 0.050000, 1}	{-1.261754, -1.648597, 0.050000, 1}
