{1.222119, -1.507763, 0.050000, 0}	{2.187510, -1.663569, 0.050000, 0}	{-2.811748, -1.929366, 0.050000, 0}	{-1.888646, 1.890652, 0.050000, 0}	{-1.100103, 1.176776, 0.050000, 0}	{1.845492, -0.448361, 0.050000, 1}	{2.524283, 0.267997, 0.050000, 1}	{-2.628282, 0.817770, 0.050000, 1}	{-1.804965, 1.379325, 0.050000, 1}	{-0.852143, 1.850993, 0.050000, 1}
{0.875255, -1.703755, 0.050000, 0}	{1.883104, -1.802414, 0.050000, 0}	{2.939305, -1.835081, 0.050000, 0}	{-2.055513, 1.925619, 0.050000, 0}	{-1.128198, 1.631757, 0.050000, 0}	{2.122932, -0.350782, 0.050000, 1}	{2.959546, 0.026626, 0.050000, 1}	{-2.133816, 0.575077, 0.050000, 1}	{-1.127334, 0.925213, 0.050000, 1}	{-0.524739, 1.706260, 0.050000, 1}
{1.234008, -1.725210, 0.050000, 0}	{2.224704, -1.816161, 0.050000, 0}	{-2.897361, 1.858320, 0.050000, 0}	{-2.017018, 1.528016, 0.050000, 0}	{-0.942365, 1.568776, 0.050000, 0}	{2.187188, 0.231223, 0.050000, 1}	{-2.867926, 0.354388, 0.050000, 1}	{-1.938023, 0.805574, 0.050000, 1}	{-0.999013, 1.167405, 0.050000, 1}	{-0.082878, 1.625543, 0.050000, 1}
{1.738445, -1.804522, 0.050000, 0}	{2.347321, 1.265724, 0.050000, 0}	{-2.857263, 0.248277, 0.050000, 0}	{-2.328016, -0.962577, 0.050000, 0}	{-1.286697, -1.287050, 0.050000, 0}	{2.824108, -0.388296, 0.050000, 1}	{-2.828745, 0.679973, 0.050000, 1}	{-2.331854, 1.848000, 0.050000, 1}	{-1.310622, -1.894882, 0.050000, 1}	{-0.260226, 1.875041, 0.050000, 1}
{2.329989, 1.907402, 0.050000, 0}	{2.689440, 1.056425, 0.050000, 0}	{2.994617, 0.009090, 0.050000, 0}	{-2.723740, -0.949429, 0.050000, 0}	{-2.336475, -1.749812, 0.050000, 0}	{1.802580, 0.917417, 0.050000, 1}	{2.725913, 1.174009, 0.050000, 1}	{-2.288381, 1.378657, 0.050000, 1}	{-1.410680, 1.412068, 0.050000, 1}	{-0.517427, 1.786147, 0.050000, 1}
{2.214662, -1.718276, 0.050000, 0}	{2.908801, 1.501286, 0.050000, 0}	{-2.637135, 0.655259, 0.050000, 0}	{-2.330928, -0.281905, 0.050000, 0}	{-1.919788, -1.221030, 0.050000, 0}	{1.759666, 0.485413, 0.050000, 1}	{2.608938, 0.990504, 0.050000, 1}	{-2.418262, 1.168139, 0.050000, 1}	{-1.346448, 1.411560, 0.050000, 1}	{-0.409232, 1.686472, 0.050000, 1}
{2.431606, -1.214132, 0.050000, 0}	{-2.975724, 1.917679, 0.050000, 0}	{-2.711867, 0.940438, 0.050000, 0}	{-2.758660, -0.094212, 0.050000, 0}	{-2.499838, -1.122992, 0.050000, 0}	{1.801252, 0.799531, 0.050000, 1}	{2.760510, 1.238331, 0.050000, 1}	{-2.323253, 1.492419, 0.050000, 1}	{-1.346766, 1.411292, 0.050000, 1}	{-0.390640, 1.240693, 0.050000, 1}
{-2.058659, -1.198132, 0.050000, 0}	{-2.646799, -1.995445, 0.050000, 0}	{-2.971121, 1.040811, 0.050000, 0}	{-2.875481, 0.106472, 0.050000, 0}	{-2.589022, -0.949164, 0.050000, 0}	{1.280574, 1.140957, 0.050000, 1}	{2.223781, 1.090002, 0.050000, 1}	{-2.739236, 1.343173, 0.050000, 1}	{-1.777873, 1.535664, 0.050000, 1}	{-0.861952, 1.921970, 0.050000, 1}
{-2.672427, -0.787470, 0.050000, 0}	{-2.800922, 1.995816, 0.050000, 0}	{-2.896172, 0.844994, 0.050000, 0}	{-2.950212, -0.207197, 0.050000, 0}	{-2.334188, -1.242864, 0.050000, 0}	{1.454115, 0.553700, 0.050000, 1}	{2.317978, 0.826957, 0.050000, 1}	{-2.804863, 1.388160, 0.050000, 1}	{-2.152718, -1.941125, 0.050000, 1}	{-1.450817, -1.256955, 0.050000, 1}
{2.860426, -1.294908, 0.050000, 0}	{-2.790444, 1.892319, 0.050000, 0}	{-2.435862, 1.015771, 0.050000, 0}	{-2.057500, 0.109248, 0.050000, 0}	{-2.232897, -0.972562, 0.050000, 0}	{1.558007, 0.501314, 0.050000, 1}	{2.348274, 1.051584, 0.050000, 1}	{2.968684, 1.968509, 0.050000, 1}	{-2.223660, -1.526379, 0.050000, 1}	{-1.364213, -1.208393, 0.050000, 1}
{2.780848, -1.267899, 0.050000, 0}	{2.783522, 1.646365, 0.050000, 0}	{2.931697, 0.646931, 0.050000, 0}	{-2.869861, -0.245611, 0.050000, 0}	{-2.816361, -1.242189, 0.050000, 0}	{2.027502, 0.003799, 0.050000, 1}	{2.642867, 0.799516, 0.050000, 1}	{-2.743748, 1.614350, 0.050000, 1}	{-2.113743, -1.657653, 0.050000, 1}	{-1.392098, -1.137528, 0.050000, 1}
{-2.434060, -1.494931, 0.050000, 0}	{-2.610734, 1.514160, 0.050000, 0}	{-2.780794, 0.584876, 0.050000, 0}	{2.908503, -0.309391, 0.050000, 0}	{2.735820, -1.417501, 0.050000, 0}	{2.366519, -0.331487, 0.050000, 1}	{2.885663, 0.555836, 0.050000, 1}	{-2.654693, 1.487355, 0.050000, 1}	{-2.228303, -1.496063, 0.050000, 1}	{-1.687050, -0.665366, 0.050000, 1}
{-2.151382, -1.407819, 0.050000, 0}	{-2.092070, 1.530052, 0.050000, 0}	{-2.709704, 0.751468, 0.050000, 0}	{2.605849, 0.001367, 0.050000, 0}	{1.906362, -0.814410, 0.050000, 0}	{-2.791844, -0.003269, 0.050000, 1}	{-2.308019, 0.866950, 0.050000, 1}	{-1.775205, 1.573757, 0.050000, 1}	{-1.204451, -1.645249, 0.050000, 1}	{-0.647837, -0.893668, 0.050000, 1}
{-1.960689, -1.327574, 0.050000, 0}	{-2.786516, -1.932347, 0.050000, 0}	{2.670148, 1.260554, 0.050000, 0}	{2.151358, 0.373524, 0.050000, 0}	{1.475733, -0.302753, 0.050000, 0}	{-2.437594, -0.186324, 0.050000, 1}	{-2.102613, 0.803359, 0.050000, 1}	{-1.517935, 1.655860, 0.050000, 1}	{-0.962341, -1.512572, 0.050000, 1}	{-0.237796, -0.841285, 0.050000, 1}
{-1.913868, -1.401138, 0.050000, 0}	{-2.669291, -1.911344, 0.050000, 0}	{2.673197, 1.235927, 0.050000, 0}	{1.905488, 0.542214, 0.050000, 0}	{0.962257, -0.018499, 0.050000, 0}	{-1.218741, -0.377681, 0.050000, 1}	{-1.394964, 0.618046, 0.050000, 1}	{-1.160613, 1.544243, 0.050000, 1}	{-0.541104, -1.603917, 0.050000, 1}	{-0.018686, -0.811310, 0.050000, 1}
{-1.994325, -1.373452, 0.050000, 0}	{2.972687, -1.692292, 0.050000, 0}	{2.105473, 1.838985, 0.050000, 0}	{1.207504, 1.535558, 0.050000, 0}	{0.312135, 1.064945, 0.050000, 0}	{-1.994356, -0.075177, 0.050000, 1}	{-1.653913, 0.898764, 0.050000, 1}	{-1.151274, 1.705973, 0.050000, 1}	{-0.516858, -1.501112, 0.050000, 1}	{0.224483, -0.767168, 0.050000, 1}
{-2.175531, -1.108033, 0.050000, 0}	{-2.993378, -1.401569, 0.050000, 0}	{2.119525, -1.919947, 0.050000, 0}	{1.326502, 1.657136, 0.050000, 0}	{0.255667, 1.606292, 0.050000, 0}	{-1.366746, -0.049012, 0.050000, 1}	{-1.194903, 0.908521, 0.050000, 1}	{-0.901457, 1.783301, 0.050000, 1}	{-0.370897, -1.257082, 0.050000, 1}	{0.105700, -0.342110, 0.050000, 1}
{-2.421464, -0.221176, 0.050000, 0}	{2.821895, -1.051081, 0.050000, 0}	{2.062728, -1.753411, 0.050000, 0}	{1.580056, 1.455910, 0.050000, 0}	{0.804223, 0.805725, 0.050000, 0}	{-1.827334, -0.106928, 0.050000, 1}	{-1.132701, 0.668807, 0.050000, 1}	{-0.442003, 1.330973, 0.050000, 1}	{-0.043553, -1.834746, 0.050000, 1}	{0.367259, -0.888115, 0.050000, 1}
{-2.385529, 0.025820, 0.050000, 0}	{-2.907195, -0.838879, 0.050000, 0}	{2.579373, -1.710383, 0.050000, 0}	{1.988782, 1.425868, 0.050000, 0}	{1.345282, 0.703904, 0.050000, 0}	{-1.171692, -0.418072, 0.050000, 1}	{-0.925434, 0.605789, 0.050000, 1}	{-0.632143, 1.526940, 0.050000, 1}	{0.028435, -1.803809, 0.050000, 1}	{0.558696, -1.014852, 0.050000, 1}
{-2.049288, -0.344322, 0.050000, 0}	{-2.780869, -1.036740, 0.050000, 0}	{2.394524, -1.708743, 0.050000, 0}	{1.713422, 1.638848, 0.050000, 0}	{1.196867, 0.875044, 0.050000, 0}	{-1.285458, -0.599598, 0.050000, 1}	{-0.844640, 0.410378, 0.050000, 1}	{-0.271786, 1.219911, 0.050000, 1}	{-0.006458, -1.833026, 0.050000, 1}	{0.228865, -0.796127, 0.050000, 1}
{-2.976991, 0.514127, 0.050000, 0}	{2.713935, -0.462779, 0.050000, 0}	{2.427389, -1.330436, 0.050000, 0}	{1.930706, 1.608918, 0.050000, 0}	{1.517839, 0.846127, 0.050000, 0}	{-1.027083, -0.508044, 0.050000, 1}	{-0.796456, 0.458542, 0.050000, 1}	{-0.509844, 1.419189, 0.050000, 1}	{-0.344564, -1.627654, 0.050000, 1}	{-0.124560, -0.617330, 0.050000, 1}
{-2.397586, -0.193688, 0.050000, 0}	{-2.984556, -0.835588, 0.050000, 0}	{2.479894, -1.646086, 0.050000, 0}	{2.109327, 1.453942, 0.050000, 0}	{1.475611, 0.669474, 0.050000, 0}	{-1.038930, -0.616400, 0.050000, 1}	{-1.120553, 0.376405, 0.050000, 1}	{-0.993950, 1.326808, 0.050000, 1}	{-0.691922, -1.823287, 0.050000, 1}	{-0.229369, -0.944965, 0.050000, 1}
{-1.700370, -0.516350, 0.050000, 0}	{-2.800788, -0.735545, 0.050000, 0}	{2.542899, -1.524015, 0.050000, 0}	{2.117736, 1.568541, 0.050000, 0}	{1.779597, 0.617954, 0.050000, 0}	{-1.530245, -0.055907, 0.050000, 1}	{-1.367141, 0.882013, 0.050000, 1}	{-0.994252, 1.741319, 0.050000, 1}	{-0.832659, -1.394477, 0.050000, 1}	{-0.445033, -0.477946, 0.050000, 1}
{-2.355408, 0.266352, 0.050000, 0}	{-2.875387, -0.593062, 0.050000, 0}	{2.753418, -1.509774, 0.050000, 0}	{2.564868, 1.483506, 0.050000, 0}	{2.260025, 0.676221, 0.050000, 0}	{-2.242118, 0.856454, 0.050000, 1}	{-1.340942, 1.486504, 0.050000, 1}	{-0.778435, -1.766841, 0.050000, 1}	{-0.224677, -0.926954, 0.050000, 1}	{0.199297, 0.068264, 0.050000, 1}
{-2.027099, 0.105760, 0.050000, 0}	{-2.476756, -0.754975, 0.050000, 0}	{-2.932020, -1.682714, 0.050000, 0}	{2.347958, 1.546473, 0.050000, 0}	{1.705572, 0.897463, 0.050000, 0}	{-1.294891, 0.180389, 0.050000, 1}	{-1.017354, 1.137074, 0.050000, 1}	{-0.709807, -1.896288, 0.050000, 1}	{-0.238036, -0.991696, 0.050000, 1}	{-0.241547, 0.024209, 0.050000, 1}
{-1.252877, -0.034980, 0.050000, 0}	{-1.795226, -0.799279, 0.050000, 0}	{-2.508769, -1.514922, 0.050000, 0}	{2.603073, 1.785615, 0.050000, 0}	{2.012036, 1.031495, 0.050000, 0}	{-0.949170, -0.279809, 0.050000, 1}	{-0.987159, 0.696295, 0.050000, 1}	{-0.832930, 1.648030, 0.050000, 1}	{-0.847625, -1.373969, 0.050000, 1}	{-0.942962, -0.299882, 0.050000, 1}
{-1.609515, 0.477332, 0.050000, 0}	{-1.909665, -0.509627, 0.050000, 0}	{-2.396916, -1.456325, 0.050000, 0}	{-2.843269, 1.682126, 0.050000, 0}	{2.732498, 0.764851, 0.050000, 0}	{-0.814389, 0.087231, 0.050000, 1}	{-0.713070, 1.019995, 0.050000, 1}	{-0.850539, 1.927584, 0.050000, 1}	{-0.691848, -0.974919, 0.050000, 1}	{-0.568481, -0.006373, 0.050000, 1}
{-1.260022, 0.466283, 0.050000, 0}	{-1.716569, -0.495987, 0.050000, 0}	{-2.296490, -1.293969, 0.050000, 0}	{-2.937935, 1.923808, 0.050000, 0}	{2.426661, 1.111869, 0.050000, 0}	{0.155878, 0.343869, 0.050000, 1}	{-0.346422, 1.149388, 0.050000, 1}	{-0.735134, -1.813822, 0.050000, 1}	{-1.005469, -0.825288, 0.050000, 1}	{-1.572955, -0.076502, 0.050000, 1}
{-2.650106, 0.029647, 0.050000, 0}	{2.501855, -0.519243, 0.050000, 0}	{2.565589, -1.529319, 0.050000, 0}	{2.530472, 1.348284, 0.050000, 0}	{2.859444, 0.423913, 0.050000, 0}	{0.138210, 0.974677, 0.050000, 1}	{0.964058, 1.652419, 0.050000, 1}	{1.971580, -1.979837, 0.050000, 1}	{2.696503, -1.214918, 0.050000, 1}	{-2.386536, -0.572413, 0.050000, 1}
{2.466970, 0.278997, 0.050000, 0}	{2.870973, -0.603076, 0.050000, 0}	{-2.783616, -1.583188, 0.050000, 0}	{-2.994148, 1.397667, 0.050000, 0}	{2.690203, 0.457519, 0.050000, 0}	{-0.149252, 0.787124, 0.050000, 1}	{0.744046, 1.260017, 0.050000, 1}	{1.531120, 1.967587, 0.050000, 1}	{2.379763, -1.566332, 0.050000, 1}	{-2.644705, -1.266167, 0.050000, 1}
{2.103770, -0.125091, 0.050000, 0}	{2.803346, -0.917230, 0.050000, 0}	{2.998635, -1.915130, 0.050000, 0}	{-2.638205, 1.166104, 0.050000, 0}	{-2.188043, 0.303650, 0.050000, 0}	{-0.126768, 0.630210, 0.050000, 1}	{0.725324, 1.305514, 0.050000, 1}	{1.795746, 1.450617, 0.050000, 1}	{2.629837, 1.722650, 0.050000, 1}	{-2.590207, -1.624853, 0.050000, 1}
{-2.971749, 0.090529, 0.050000, 0}	{-2.780719, -0.902789, 0.050000, 0}	{-2.324149, -1.776733, 0.050000, 0}	{-2.221126, 1.221542, 0.050000, 0}	{-2.197273, 0.220533, 0.050000, 0}	{0.238384, 0.443849, 0.050000, 1}	{0.851804, 1.010128, 0.050000, 1}	{1.646071, 1.577907, 0.050000, 1}	{2.645068, 1.802477, 0.050000, 1}	{-2.439477, -1.786701, 0.050000, 1}
{2.949982, -0.338652, 0.050000, 0}	{-2.815543, -1.282214, 0.050000, 0}	{-2.556337, 1.828406, 0.050000, 0}	{-2.518201, 0.734271, 0.050000, 0}	{-2.588246, -0.210512, 0.050000, 0}	{-0.287463, 0.722714, 0.050000, 1}	{0.382296, 1.405695, 0.050000, 1}	{1.306347, 1.769809, 0.050000, 1}	{2.146876, -1.805557, 0.050000, 1}	{-2.921943, -1.137836, 0.050000, 1}
{2.427825, -0.578546, 0.050000, 0}	{-2.952981, -1.414276, 0.050000, 0}	{-2.561568, 1.705536, 0.050000, 0}	{-2.399484, 0.625898, 0.050000, 0}	{-2.440796, -0.410287, 0.050000, 0}	{-0.541756, 0.674403, 0.050000, 1}	{0.445814, 1.005350, 0.050000, 1}	{1.395650, 1.711466, 0.050000, 1}	{2.113180, -1.676327, 0.050000, 1}	{-2.887163, -1.160064, 0.050000, 1}
{1.897330, -0.782846, 0.050000, 0}	{2.593095, -1.475938, 0.050000, 0}	{-2.763252, 1.812082, 0.050000, 0}	{-2.284414, 0.803888, 0.050000, 0}	{-2.061825, -0.213722, 0.050000, 0}	{-0.070763, 0.460831, 0.050000, 1}	{0.753723, 0.949969, 0.050000, 1}	{1.560541, 1.447588, 0.050000, 1}	{2.320415, -1.841657, 0.050000, 1}	{-2.803469, -1.433223, 0.050000, 1}
{1.637230, -0.558677, 0.050000, 0}	{1.995956, -1.380865, 0.050000, 0}	{2.495986, 1.815328, 0.050000, 0}	{-2.918184, 1.020734, 0.050000, 0}	{-2.397039, 0.171592, 0.050000, 0}	{-0.011251, -0.186384, 0.050000, 1}	{0.832219, 0.215754, 0.050000, 1}	{1.737835, 0.776285, 0.050000, 1}	{2.475660, 1.339718, 0.050000, 1}	{-2.679828, 1.798727, 0.050000, 1}
{0.987827, -0.524682, 0.050000, 0}	{1.619980, -1.311363, 0.050000, 0}	{2.450415, 1.918407, 0.050000, 0}	{2.976453, 0.948245, 0.050000, 0}	{-2.322974, 0.111676, 0.050000, 0}	{0.509104, -0.943592, 0.050000, 1}	{1.028402, -0.025936, 0.050000, 1}	{1.491364, 0.766616, 0.050000, 1}	{2.267440, 1.407280, 0.050000, 1}	{-2.640416, 1.832246, 0.050000, 1}
{1.396047, -0.854020, 0.050000, 0}	{2.287972, -1.250117, 0.050000, 0}	{2.857882, 1.969060, 0.050000, 0}	{-2.729874, 1.015289, 0.050000, 0}	{-1.981060, 0.339625, 0.050000, 0}	{-0.100398, -1.076560, 0.050000, 1}	{0.393337, -0.211646, 0.050000, 1}	{1.039598, 0.546559, 0.050000, 1}	{1.914837, 1.208088, 0.050000, 1}	{2.745199, 1.864285, 0.050000, 1}
{1.756478, -0.280535, 0.050000, 0}	{2.336738, -1.167018, 0.050000, 0}	{2.873968, 1.946468, 0.050000, 0}	{-2.336070, 1.325833, 0.050000, 0}	{-1.733598, 0.459975, 0.050000, 0}	{-0.611562, -0.970646, 0.050000, 1}	{0.223029, -0.338297, 0.050000, 1}	{1.092205, 0.294316, 0.050000, 1}	{1.985345, 0.978553, 0.050000, 1}	{2.813901, 1.616403, 0.050000, 1}
{1.412896, -0.728897, 0.050000, 0}	{2.261034, -1.413563, 0.050000, 0}	{-2.982585, 1.850735, 0.050000, 0}	{-2.219726, 1.298244, 0.050000, 0}	{-1.610386, 0.612706, 0.050000, 0}	{0.182663, -1.248866, 0.050000, 1}	{0.870247, -0.368745, 0.050000, 1}	{1.370743, 0.500842, 0.050000, 1}	{2.157385, 1.317975, 0.050000, 1}	{2.580275, -1.892204, 0.050000, 1}
{1.101532, -1.374756, 0.050000, 0}	{1.916849, -1.990678, 0.050000, 0}	{2.784876, 1.429724, 0.050000, 0}	{-2.362886, 0.964649, 0.050000, 0}	{-1.328494, 0.818867, 0.050000, 0}	{-0.221638, -1.754129, 0.050000, 1}	{0.272891, -0.906872, 0.050000, 1}	{0.724698, -0.089763, 0.050000, 1}	{1.438690, 0.567914, 0.050000, 1}	{2.055731, 1.418560, 0.050000, 1}
{1.609834, -1.186451, 0.050000, 0}	{2.352738, -1.671084, 0.050000, 0}	{-2.975960, 1.649565, 0.050000, 0}	{-2.388463, 0.910357, 0.050000, 0}	{-1.963617, -0.106251, 0.050000, 0}	{-0.194104, -1.788079, 0.050000, 1}	{0.438840, -0.892295, 0.050000, 1}	{1.048490, -0.227379, 0.050000, 1}	{1.590609, 0.710216, 0.050000, 1}	{2.149627, 1.497591, 0.050000, 1}
