{1.227290, 4.753892, 0.090225, 0.030005, -1, -1, -1, -1}	{-3.348900, 3.703061, -0.008915, -0.198364, -1, -1, -1, -1}	{-4.073414, -4.941478, 0.151444, -0.109812, -1, -1, -1, -1}	{0.684090, -3.926650, -0.115756, -0.071130, -1, -1, -1, -1}	{1.236969, 3.179857, -0.144080, 0.006317, -1, -1, -1, -1}
{1.473605, -4.661310, 0.019253, 0.173634, -1, -1, -1, -1}	{-3.036860, 3.735198, -0.074296, -0.019362, -1, -1, -1, -1}	{-4.041857, -3.626336, -0.008058, -0.188805, -1, -1, -1, -1}	{1.427371, -3.736552, -0.068898, -0.071482, -1, -1, -1, -1}	{1.722780, 3.699028, -0.061078, 0.162960, -1, -1, -1, -1}
{0.365332, -4.464346, 0.188324, -0.003168, -1, -1, -1, -1}	{-3.479156, 3.656632, -0.057681, -0.125962, -1, -1, -1, -1}	{-4.022957, -4.428825, 0.146093, 0.001126, -1, -1, -1, -1}	{1.582101, -3.313380, -0.145346, 0.045414, -1, -1, -1, -1}	{2.288947, -4.970428, -0.211059, 0.011192, -1, -1, -1, -1}
{-0.198957, -4.531539, 0.163873, 0.025417, -1, -1, -1, -1}	{-3.127192, 4.002727, -0.067985, -0.087296, -1, -1, -1, -1}	{-3.734160, -4.390394, 0.003758, -0.103976, -1, -1, -1, -1}	{1.463281, -2.628887, -0.129964, 0.014209, -1, -1, -1, -1}	{2.633933, 4.538565, -0.086553, 0.125763, -1, -1, -1, -1}
{-0.430155, -3.754093, 0.014163, -0.224518, -1, -1, -1, -1}	{-2.522254, -4.945167, -0.115125, -0.002905, -1, -1, -1, -1}	{-3.821117, 4.732685, -0.025249, 0.188958, -1, -1, -1, -1}	{1.477128, -2.889062, 0.064844, 0.014099, -1, 4, -1, 0}	{1.995297, 4.106270, -0.164577, -0.089249, -1, -1, -1, -1}
{-0.095091, -4.500297, 0.018955, 0.177361, -1, -1, -1, -1}	{-2.268846, -4.419814, -0.081838, -0.126278, -1, -1, -1, -1}	{-3.346291, -4.834755, -0.016045, -0.180180, -1, -1, -1, -1}	{1.233427, -2.693833, -0.224101, -0.070476, -1, 4, -1, 0}	{2.007321, 4.910012, 0.222066, -0.023758, -1, -1, -1, -1}
{-0.618860, -3.888054, -0.036232, -0.154199, -1, -1, -1, -1}	{-2.296694, -2.760816, -0.175907, 0.118183, -1, -1, -1, -1}	{-3.333396, -4.418066, 0.068920, 0.043277, -1, -1, -1, -1}	{1.080478, -2.433552, 0.042629, 0.065581, -1, 4, -1, 0}	{2.522351, 4.862799, 0.071763, 0.093734, -1, -1, -1, -1}
{-0.371268, -3.111960, 0.120850, -0.237669, -1, -1, -1, -1}	{-3.076209, -2.190402, 0.105088, 0.135023, -1, -1, -1, -1}	{-3.649186, -4.701173, 0.062602, -0.156886, -1, -1, -1, -1}	{1.701553, -2.473904, -0.138447, 0.078754, -1, 4, -1, 0}	{2.990328, 4.767568, 0.090336, 0.057391, -1, -1, -1, -1}
{-0.963043, -3.382604, 0.249793, 0.187430, -1, -1, -1, -1}	{-3.271804, -3.728457, -0.149681, 0.134961, -1, -1, -1, -1}	{-4.010335, -4.223141, 0.050154, 0.145438, -1, -1, -1, -1}	{1.542165, -2.337948, 0.191597, -0.172513, -1, 4, -1, 0}	{3.389248, 4.894677, -0.226133, 0.028507, -1, -1, -1, -1}
{-0.809671, -3.842796, 0.166893, 0.019072, -1, -1, -1, -1}	{-2.339354, -4.931847, 0.209459, -0.025898, -1, -1, -1, -1}	{-3.645827, -4.003765, -0.159136, -0.113914, -1, -1, -1, -1}	{1.870456, -2.706653, -0.104934, 0.129212, -1, 4, -1, 0}	{3.380836, -4.977972, 0.041990, -0.156408, -1, -1, -1, -1}
{-1.493582, -4.022481, 0.080979, 0.129777, -1, -1, -1, -1}	{-1.898714, -4.613274, -0.091948, -0.032645, -1, -1, -1, -1}	{-4.022186, -3.595736, 0.173628, -0.122936, -1, -1, -1, -1}	{0.992010, -2.390970, -0.097300, -0.115118, -1, 4, -1, 0}	{3.331650, -4.418329, 0.078073, -0.061340, -1, -1, -1, -1}
{-0.902011, -4.954145, 0.005348, -0.217569, -1, -1, -1, -1}	{-1.492081, -4.239626, 0.056474, -0.152965, -1, -1, -1, -1}	{-3.979207, -3.880000, 0.162102, -0.008397, -1, -1, -1, -1}	{0.800637, -2.561468, 0.095034, 0.023964, -1, 4, -1, 0}	{4.056790, 4.932867, -0.250406, -0.076446, -1, -1, -1, -1}
{-0.259376, -4.874189, -0.236112, -0.038164, -1, -1, -1, -1}	{-0.956590, 4.661015, 0.091782, -0.071177, -1, -1, -1, -1}	{-4.238220, -2.997270, 0.146602, -0.004357, -1, -1, -1, -1}	{1.171651, -2.526938, 0.043401, 0.041238, -1, 4, -1, 0}	{4.435027, 4.363099, 0.067941, 0.075170, -1, -1, -1, -1}
{-0.306720, 4.925396, -0.230331, -0.009880, -1, -1, -1, -1}	{-1.633894, 4.339484, -0.050841, -0.149192, -1, -1, -1, -1}	{-4.010705, -3.122986, 0.181162, 0.140359, -1, -1, -1, -1}	{1.275707, -2.367501, -0.128872, -0.011829, -1, 4, -1, 0}	{4.543483, -4.769292, -0.286927, -0.129785, -1, -1, -1, -1}
{-0.419407, -4.428979, -0.151340, 0.071478, -1, -1, -1, -1}	{-2.425548, 3.824300, -0.086648, -0.107584, -1, -1, -1, -1}	{-2.942931, -3.084104, -0.110712, -0.010409, -1, -1, -1, -1}	{0.998333, -1.913599, 0.185015, -0.218076, -1, 4, -1, 0}	{4.229165, 4.476129, 0.008613, 0.061570, -1, -1, -1, -1}
{-1.074700, -4.250592, 0.129229, 0.110129, -1, -1, -1, -1}	{-1.483239, 4.036632, -0.112403, -0.072717, -1, -1, -1, -1}	{-3.490553, -2.505952, 0.049661, -0.174441, -1, -1, -1, -1}	{1.180431, -2.340083, -0.014986, 0.070569, -1, 4, -1, 0}	{3.540547, 4.525212, 0.110601, -0.085548, -1, -1, -1, -1}
{-0.722801, 4.975516, 0.010686, -0.117684, -1, -1, -1, -1}	{-2.436130, 3.448750, -0.129340, -0.037007, -1, -1, -1, -1}	{-3.749721, -2.469675, 0.125329, -0.050175, -1, -1, -1, -1}	{1.362877, -1.934584, -0.032516, -0.213136, -1, 4, -1, 0}	{3.013450, -4.922962, -0.112458, -0.205812, -1, -1, -1, -1}
{-0.552819, -4.669255, -0.127213, 0.165230, -1, -1, -1, -1}	{-3.776674, 4.282120, -0.013548, -0.056983, -1, -1, -1, -1}	{-3.853427, -1.848453, 0.108856, 0.265963, -1, -1, -1, -1}	{1.435417, -2.181512, 0.002471, 0.137107, -1, 4, -1, 0}	{3.618706, -4.692179, 0.011865, 0.029757, -1, -1, -1, -1}
{-1.063301, -4.638268, -0.027085, 0.119690, -1, -1, -1, -1}	{-3.882830, 3.721459, -0.014090, -0.061052, -1, -1, -1, -1}	{-4.844546, -2.257256, 0.130287, -0.137268, -1, -1, -1, -1}	{1.126020, -2.486257, 0.076010, 0.088324, -1, 4, -1, 0}	{4.055133, 4.790321, -0.088489, 0.128208, -1, -1, -1, -1}
{-0.680074, -4.929457, -0.129318, -0.253574, -1, -1, -1, -1}	{-3.026669, 4.155308, 0.104040, 0.074775, -1, -1, -1, -1}	{4.812864, -2.462114, -0.067698, 0.131280, -1, -1, -1, -1}	{1.283836, -1.946240, -0.079690, -0.113930, -1, 4, -1, 0}	{4.030915, -4.797599, 0.024058, 0.098317, -1, -1, -1, -1}
{-0.917663, 4.627270, 0.090905, 0.029540, -1, -1, -1, -1}	{-3.513265, 4.037028, 0.021695, -0.101194, -1, -1, -1, -1}	{-4.412099, -2.805208, -0.099819, 0.084687, -1, -1, -1, -1}	{1.400717, -1.557322, 0.093942, -0.119622, -1, -1, -1, -1}	{4.763165, 4.686863, -0.058950, -0.182856, -1, -1, -1, -1}
{-1.123621, 4.506971, 0.211841, -0.009730, -1, -1, -1, -1}	{-2.628155, 3.227865, 0.118889, 0.068221, -1, -1, -1, -1}	{4.169315, -2.266386, -0.057452, 0.085489, -1, -1, -1, -1}	{1.137541, -1.748745, -0.004084, -0.100476, -1, -1, -1, -1}	{4.944975, -4.440294, 0.116844, 0.108702, -1, -1, -1, -1}
{-0.182497, 4.676907, -0.017173, 0.177511, -1, -1, -1, -1}	{-2.664826, 3.375426, -0.025324, -0.085222, -1, -1, -1, -1}	{3.720370, -2.238930, -0.171660, -0.142594, -1, -1, -1, -1}	{1.667915, -2.299719, -0.146733, 0.177387, -1, -1, -1, -1}	{-4.388684, 4.692873, -0.064691, -0.157156, -1, -1, -1, -1}
{-0.906432, 4.428383, -0.005288, 0.111890, -1, -1, -1, -1}	{-1.550945, 3.557451, 0.066251, 0.120426, -1, -1, -1, -1}	{4.141010, -1.991151, 0.106050, 0.135481, -1, -1, -1, -1}	{1.500759, -2.817149, 0.208224, -0.045900, -1, -1, -1, -1}	{-3.544669, 4.218842, -0.151417, 0.157524, -1, -1, -1, -1}
{-1.135699, 4.831570, -0.121864, 0.040642, -1, -1, -1, -1}	{-0.994688, 3.121160, 0.016714, -0.080265, -1, -1, -1, -1}	{3.378275, -0.933799, 0.197872, 0.154420, -1, -1, -1, -1}	{1.102549, -2.498321, 0.258204, 0.167288, -1, -1, -1, -1}	{-4.517204, 4.792870, 0.117032, -0.080109, -1, -1, -1, -1}
{-1.146847, -4.667052, 0.138016, -0.037036, -1, -1, -1, -1}	{-1.414515, 3.215224, -0.099735, 0.170315, -1, -1, -1, -1}	{3.532881, -1.277761, 0.125518, -0.128026, -1, -1, -1, -1}	{0.574594, -2.762947, -0.171353, -0.126699, -1, -1, -1, -1}	{-3.342346, -3.986418, -0.128733, 0.039572, -1, -1, -1, -1}
{-0.273697, -4.625945, 0.083032, -0.174975, -1, -1, -1, -1}	{-1.932833, 2.589622, 0.019645, -0.237023, -1, -1, -1, -1}	{2.840309, -1.935406, 0.254625, 0.133578, -1, -1, -1, -1}	{0.669335, -2.807064, -0.136190, 0.067107, -1, -1, -1, -1}	{-3.280997, -3.987379, -0.205628, 0.182760, -1, -1, -1, -1}
{-0.638202, -4.601732, -0.098109, 0.133213, -1, -1, -1, -1}	{-2.652536, 2.569531, -0.191198, -0.005717, -1, -1, -1, -1}	{3.345336, -3.394991, -0.101968, 0.053338, -1, -1, -1, -1}	{0.422831, -2.618616, -0.136132, 0.049753, -1, -1, -1, -1}	{-4.765903, -2.949932, 0.002997, -0.153529, -1, -1, -1, -1}
{-0.875590, -4.979596, -0.159611, -0.146165, -1, -1, -1, -1}	{-3.025750, 2.249008, -0.022285, 0.125687, -1, -1, -1, -1}	{3.993238, -3.772486, 0.124394, 0.015428, -1, -1, -1, -1}	{0.699914, -1.826258, -0.004471, 0.149164, -1, -1, -1, -1}	{4.687972, -2.469469, 0.080937, -0.146633, -1, -1, -1, -1}
{-1.637969, -4.956162, -0.158800, -0.030805, -1, -1, -1, -1}	{-2.782975, 1.008531, -0.056204, -0.183664, -1, -1, -1, -1}	{3.376813, -4.280767, -0.111567, 0.205439, -1, -1, -1, -1}	{0.769275, -0.949363, -0.083215, -0.203243, -1, -1, -1, -1}	{4.380248, -3.428340, -0.151267, -0.059394, -1, -1, -1, -1}
{-2.848705, 4.447144, -0.019620, 0.085227, -1, -1, -1, -1}	{-3.194494, 0.995636, 0.114269, -0.040318, -1, -1, -1, -1}	{3.943232, -3.987793, 0.112745, 0.124098, -1, -1, -1, -1}	{0.138494, -1.532443, 0.038430, 0.097177, -1, -1, -1, -1}	{3.633594, -2.927543, 0.249460, 0.112183, -1, -1, -1, -1}
{-2.846934, 4.588651, -0.119050, -0.298246, -1, -1, -1, -1}	{-2.733678, 0.351906, -0.124306, -0.085555, -1, -1, -1, -1}	{3.186221, -4.077043, 0.144514, 0.077485, -1, -1, -1, -1}	{0.395369, -0.700357, -0.155614, -0.115267, -1, -1, -1, -1}	{3.081074, -2.645256, 0.161894, -0.036431, -1, -1, -1, -1}
{-2.287193, 4.962803, -0.108746, -0.213370, -1, -1, -1, -1}	{-2.461511, 1.116245, 0.030045, -0.155282, -1, -1, -1, -1}	{2.934501, -3.858973, 0.167495, 0.023136, -1, -1, -1, -1}	{0.871427, -0.937513, 0.047780, -0.160110, -1, -1, -1, -1}	{3.076007, -2.763451, 0.300068, 0.032806, -1, -1, -1, -1}
{-2.199877, 4.275905, -0.111600, -0.062958, -1, -1, -1, -1}	{-2.575581, 1.403773, 0.205907, -0.045256, -1, -1, -1, -1}	{2.074107, -3.700632, 0.077889, 0.160445, -1, -1, -1, -1}	{1.214179, -0.928658, 0.010985, 0.180969, -1, -1, -1, -1}	{3.365880, -3.016308, 0.013759, -0.084665, -1, -1, -1, -1}
{-2.572468, -4.636577, -0.050535, 0.045039, -1, -1, -1, -1}	{-2.266808, 1.802073, 0.265597, 0.086033, -1, -1, -1, -1}	{1.397924, -3.958294, 0.061267, 0.080108, -1, -1, -1, -1}	{0.652374, -1.022655, -0.124088, -0.142708, -1, -1, -1, -1}	{2.714723, -2.318802, 0.152751, -0.096502, -1, -1, -1, -1}
{-2.612991, -4.732908, -0.076174, 0.209206, -1, -1, -1, -1}	{-1.605972, 1.621608, 0.025855, 0.062026, -1, -1, -1, -1}	{1.155079, -3.520559, 0.186199, 0.067607, -1, -1, -1, -1}	{0.757589, -1.223398, 0.100547, -0.127044, -1, -1, -1, -1}	{1.653003, -2.052450, 0.134237, 0.170944, -1, -1, -1, -1}
{-3.189694, 4.826030, -0.025335, 0.203529, -1, -1, -1, -1}	{-2.087597, 2.302176, 0.236901, 0.104896, -1, -1, -1, -1}	{1.840105, -3.596562, -0.067150, 0.125021, -1, -1, -1, -1}	{-0.287232, -1.649606, -0.138296, 0.144025, -1, -1, -1, -1}	{1.485246, -1.672417, 0.171483, -0.128563, -1, -1, -1, -1}
{-3.472548, 4.686267, -0.045273, 0.065525, -1, -1, -1, -1}	{-2.098789, 1.650658, 0.018273, 0.077031, -1, -1, -1, -1}	{1.116749, -2.670002, 0.147484, -0.026517, -1, -1, -1, -1}	{-0.725156, -1.324703, -0.047454, -0.088366, -1, -1, -1, -1}	{1.002633, -2.263486, 0.051287, 0.102515, -1, -1, -1, -1}
{-2.456941, 4.345843, 0.139397, 0.140980, -1, -1, -1, -1}	{-1.796467, 2.346414, -0.118384, -0.323861, -1, -1, -1, -1}	{1.354468, -3.633544, 0.115054, 0.141559, -1, -1, -1, -1}	{-0.376376, -1.435447, -0.053820, -0.087929, -1, -1, -1, -1}	{1.531941, -1.502229, 0.111811, 0.100661, -1, -1, -1, -1}
{-1.653049, 4.279311, -0.199442, -0.060545, -1, -1, -1, -1}	{-1.975253, 1.820861, 0.016694, 0.028636, -1, -1, -1, -1}	{2.439751, -3.824594, 0.160841, -0.013318, -1, -1, -1, -1}	{-0.594696, -0.908365, -0.067125, -0.130914, -1, -1, -1, -1}	{1.569509, -2.460762, -0.049018, 0.161066, -1, -1, -1, -1}
{-1.954670, 3.024499, -0.052449, 0.149464, -1, -1, -1, -1}	{-1.513885, 1.816088, 0.088005, -0.280675, -1, -1, -1, -1}	{2.949241, -4.242343, -0.127632, -0.024397, -1, -1, -1, -1}	{-0.620979, -1.456720, 0.147394, 0.018465, -1, -1, -1, -1}	{1.145279, -2.518806, -0.072867, -0.044499, -1, -1, -1, -1}
{-0.518041, 2.709772, -0.149367, -0.147037, -1, -1, -1, -1}	{-2.176128, 2.397089, -0.083638, -0.185406, -1, -1, -1, -1}	{3.225189, -3.918804, -0.237809, 0.024972, -1, -1, -1, -1}	{-0.350091, -1.930682, 0.140807, 0.113815, -1, -1, -1, -1}	{1.429273, -2.693890, -0.068546, 0.131570, -1, -1, -1, -1}
{-0.761115, 2.662491, -0.218648, -0.109691, -1, -1, -1, -1}	{-1.552920, 2.052740, -0.232308, -0.011911, -1, -1, -1, -1}	{3.377883, 4.999814, 0.223619, 0.042364, -1, -1, -1, -1}	{0.615420, -2.225886, 0.103412, -0.158649, -1, -1, -1, -1}	{1.800428, -2.423492, -0.172810, -0.246740, -1, -1, -1, -1}
{0.227439, 1.932409, -0.164424, -0.036248, -1, -1, -1, -1}	{-1.596382, 2.610751, -0.259945, -0.014252, -1, -1, -1, -1}	{4.254478, 4.257469, 0.009175, 0.224691, -1, -1, -1, -1}	{0.977194, -2.793156, -0.074749, 0.101066, -1, -1, -1, -1}	{1.108971, -1.974141, 0.102680, 0.090151, -1, -1, -1, -1}
{-0.667050, 2.200201, -0.168063, -0.037950, -1, -1, -1, -1}	{-1.946775, 2.775646, 0.147100, 0.107666, -1, -1, -1, -1}	{4.501444, 4.776518, 0.024434, -0.165771, -1, -1, -1, -1}	{1.682536, -2.516795, -0.169234, 0.121871, -1, -1, -1, -1}	{0.910467, -2.216170, -0.144258, 0.006494, -1, -1, -1, -1}
{-1.760670, 1.965750, 0.157111, -0.084985, -1, -1, -1, -1}	{-2.050043, 2.960032, -0.092834, -0.157630, -1, -1, -1, -1}	{-4.550958, -4.888803, -0.018822, 0.108646, -1, -1, -1, -1}	{0.944142, -2.265755, -0.103093, 0.071448, -1, -1, -1, -1}	{0.892818, -1.795899, -0.104599, 0.043379, -1, -1, -1, -1}
