{-2.722898, -1.516017, -0.181327, 0.090361, 2, -1, 3, -1}	{-3.501701, -2.264788, -0.059480, -0.217864, -1, -1, -1, -1}	{-1.212313, 3.282482, 0.011835, 0.232649, -1, -1, -1, -1}	{0.433345, -1.142066, 0.252091, 0.028187, -1, -1, -1, -1}	{-1.131623, -3.436232, 0.031060, -0.101494, -1, -1, -1, -1}
{-2.316909, -1.260115, 0.202099, -0.068589, 2, -1, 3, -1}	{-3.140429, -2.561832, 0.183402, -0.088716, -1, -1, -1, -1}	{-2.246806, 2.783991, -0.025731, 0.217971, -1, -1, -1, -1}	{0.332709, -1.558811, -0.109444, -0.088295, -1, -1, -1, -1}	{-1.276511, -3.346031, -0.041666, 0.113272, -1, -1, -1, -1}
{-2.028356, -1.357937, -0.026529, 0.082901, 2, -1, 3, -1}	{-2.144625, -2.137025, -0.118492, 0.061458, -1, -1, -1, -1}	{-2.343837, 4.044366, 0.315816, -0.034924, -1, -1, -1, -1}	{0.287350, -2.081530, 0.153605, -0.198108, -1, -1, -1, -1}	{-1.009126, -3.002396, -0.035561, -0.093941, -1, -1, -1, -1}
{-1.966666, -1.634842, 0.287909, 0.127160, 2, -1, 3, -1}	{-2.278319, -1.582376, 0.052565, -0.213251, 1, -1, 1, -1}	{-2.923930, 4.252242, 0.150611, 0.260934, -1, -1, -1, -1}	{0.376005, -2.686010, -0.201495, -0.161350, -1, -1, -1, -1}	{-1.714374, -2.495639, -0.105979, 0.066129, -1, -1, -1, -1}
{-2.248383, -1.777237, -0.216680, 0.121618, 2, -1, 3, -1}	{-2.610684, -1.672441, -0.036314, -0.170787, 1, -1, 1, -1}	{-2.580253, 4.657424, -0.238314, -0.099146, -1, -1, -1, -1}	{0.153935, -3.023218, 0.009414, 0.095937, -1, -1, -1, -1}	{-1.390918, -1.827874, -0.092274, -0.073016, -1, -1, -1, -1}
{-2.400611, -1.731455, -0.040197, -0.147129, 2, -1, 3, -1}	{-2.720595, -1.667610, 0.062632, -0.014449, 1, -1, 1, -1}	{-2.146769, 4.007067, 0.083207, -0.038250, -1, -1, -1, -1}	{0.053685, -3.195099, 0.154240, -0.044466, -1, -1, -1, -1}	{-2.163030, -2.163231, 0.002959, 0.162700, -1, -1, -1, -1}
{-1.872830, -1.608185, -0.194821, -0.074709, 2, -1, 3, -1}	{-2.656337, -1.335011, -0.020570, -0.144853, 1, -1, 1, -1}	{-1.329542, 3.480836, 0.172521, -0.039363, -1, -1, -1, -1}	{-0.681476, -2.911929, 0.039013, -0.172290, -1, -1, -1, -1}	{-3.048685, -2.134780, 0.118665, 0.155126, -1, -1, -1, -1}
{-1.891739, -1.667129, 0.149565, -0.226956, 2, -1, 3, -1}	{-2.822587, -1.655874, -0.144637, -0.057560, -1, -1, -1, -1}	{-1.399767, 3.793522, 0.107777, 0.146740, -1, -1, -1, -1}	{-0.534069, -2.362082, -0.091422, -0.139222, -1, -1, -1, -1}	{-2.894985, -2.208757, -0.126136, 0.127449, -1, -1, -1, -1}
{-1.683680, -1.472438, -0.018130, -0.320344, 2, -1, 3, -1}	{-3.113263, -2.024569, -0.000586, 0.112384, -1, -1, -1, -1}	{-0.342632, 3.171184, -0.225620, -0.031958, -1, -1, -1, -1}	{-0.321901, -1.848087, -0.102525, -0.175896, -1, -1, -1, -1}	{-3.324513, -2.211522, -0.013695, -0.124226, -1, -1, -1, -1}
{-1.773449, -1.360998, -0.174210, 0.011989, 2, -1, 3, -1}	{-2.862079, -2.055695, -0.097575, 0.029293, -1, -1, -1, -1}	{-0.170591, 3.430334, 0.061177, 0.109869, -1, -1, -1, -1}	{-0.121046, -1.599632, 0.146424, -0.106918, -1, -1, -1, -1}	{-3.420711, -1.215622, -0.102160, -0.046412, -1, -1, -1, -1}
{-1.947900, -1.447614, -0.236096, 0.129450, 2, -1, 3, -1}	{-3.056250, -0.832426, 0.203333, -0.143290, -1, -1, -1, -1}	{-0.696042, 3.752020, -0.101721, -0.130096, -1, -1, -1, -1}	{0.046193, -1.876444, 0.070413, -0.183569, -1, -1, -1, -1}	{-3.825266, -1.503044, 0.080266, -0.105975, -1, -1, -1, -1}
{-1.901661, -1.653955, -0.089456, -0.271825, 2, -1, 3, -1}	{-2.421224, -0.695910, -0.169081, 0.061892, -1, -1, -1, -1}	{0.245550, 2.822451, -0.079482, -0.123974, -1, -1, -1, -1}	{0.922772, -1.836305, -0.102843, -0.281226, -1, -1, -1, -1}	{-3.982544, -2.110322, -0.030309, 0.076684, -1, -1, -1, -1}
{-1.783365, -1.176181, 0.171964, 0.019114, 2, -1, 3, -1}	{-3.073628, -0.446978, 0.213132, 0.058262, -1, -1, -1, -1}	{0.007900, 1.682927, 0.043867, 0.258254, -1, -1, -1, -1}	{0.880506, -2.218761, -0.107278, -0.005636, -1, -1, -1, -1}	{-3.431590, -2.570323, 0.075808, -0.028775, -1, -1, -1, -1}
{-2.379260, -0.934756, 0.089960, -0.142207, 2, -1, 3, -1}	{-2.247243, -0.251368, 0.069075, 0.001297, -1, -1, -1, -1}	{-0.958963, 2.844196, 0.179615, 0.048397, -1, -1, -1, -1}	{0.728246, -2.304345, 0.090424, 0.072357, -1, -1, -1, -1}	{-3.483163, -3.012733, 0.092583, 0.128796, -1, -1, -1, -1}
{-1.930251, -0.995451, -0.069671, -0.164904, 2, -1, 3, -1}	{-1.866442, -0.112939, -0.007942, 0.154041, -1, -1, -1, -1}	{-2.074452, 2.851082, 0.110548, 0.086774, -1, -1, -1, -1}	{0.758811, -2.914706, 0.267686, 0.043555, -1, -1, -1, -1}	{-3.738213, -3.800067, 0.080667, 0.136602, -1, -1, -1, -1}
{-1.614298, -1.065665, 0.056254, 0.090183, 2, -1, 3, -1}	{-1.545436, -0.349964, 0.016701, -0.169944, -1, -1, -1, -1}	{-2.743038, 3.449757, 0.147974, 0.076061, -1, -1, -1, -1}	{1.278195, -3.409632, -0.171916, -0.036621, -1, -1, -1, -1}	{-3.137206, -2.945424, -0.173786, 0.087243, -1, -1, -1, -1}
{-1.356121, -0.971708, -0.188736, 0.044250, 2, -1, 3, -1}	{-1.576733, -0.900289, -0.062950, -0.148007, -1, -1, -1, -1}	{-2.785045, 3.511040, 0.140867, 0.000520, -1, -1, -1, -1}	{1.070426, -3.533163, 0.161450, 0.001145, -1, -1, -1, -1}	{-2.548212, -2.320670, 0.182183, -0.060338, -1, -1, -1, -1}
{-1.590507, -1.312594, 0.006574, -0.118749, 2, -1, 3, -1}	{-1.598196, -1.161477, 0.129683, 0.043774, -1, -1, -1, -1}	{-3.843393, 3.582617, 0.124090, 0.014843, -1, -1, -1, -1}	{1.153400, -2.596866, -0.084577, -0.104917, -1, -1, -1, -1}	{-3.135201, -2.676677, -0.085123, -0.127982, -1, -1, -1, -1}
{-1.588835, -1.313205, 0.103451, 0.156083, 2, -1, 3, -1}	{-1.549358, -1.954579, 0.046410, 0.212664, -1, -1, -1, -1}	{-3.653226, 3.755106, 0.154004, 0.128012, -1, -1, -1, -1}	{1.904182, -4.523872, -0.065817, 0.002286, -1, -1, -1, -1}	{-2.792952, -2.842129, 0.102280, 0.055172, -1, -1, -1, -1}
{-1.644616, -1.455427, 0.058813, 0.020117, 2, -1, 3, -1}	{-0.959141, -1.766380, 0.126953, -0.013947, -1, -1, -1, -1}	{-3.520137, 4.276129, -0.171131, 0.104589, -1, -1, -1, -1}	{2.173424, -3.758161, -0.164844, -0.086776, -1, -1, -1, -1}	{-3.387137, -2.901162, -0.117891, -0.068060, -1, -1, -1, -1}
{-1.510922, -2.035254, 0.009266, 0.164582, 2, -1, 3, -1}	{-1.394117, -2.074835, 0.005114, 0.104158, -1, 2, -1, 3}	{-4.059497, 4.348654, -0.072121, -0.083551, -1, -1, -1, -1}	{2.394219, -3.861497, 0.197399, -0.026306, -1, -1, -1, -1}	{-3.410364, -3.244656, -0.003281, -0.030833, -1, -1, -1, -1}
{-1.518581, -2.166020, 0.001625, -0.170646, 2, -1, 3, -1}	{-1.362915, -1.957224, -0.050100, -0.119968, -1, 2, -1, 3}	{-4.036268, 3.596710, -0.121996, -0.029765, -1, -1, -1, -1}	{3.526953, -3.957097, -0.295099, 0.049148, -1, -1, -1, -1}	{-3.422318, -3.230951, -0.152771, -0.006126, -1, -1, -1, -1}
{-1.417831, -2.117153, -0.005982, -0.180497, 2, -1, 3, -1}	{-1.384284, -2.016794, 0.081322, -0.023943, -1, 2, -1, 3}	{4.655854, 3.944267, 0.198949, -0.183556, -1, -1, -1, -1}	{3.438790, -3.577663, 0.156458, 0.127974, -1, -1, -1, -1}	{-2.579464, -2.881253, 0.035083, 0.078095, -1, -1, -1, -1}
{-1.502502, -2.145521, 0.128181, 0.130637, 2, -1, 3, -1}	{-1.393469, -1.818535, -0.003682, -0.237903, -1, 2, -1, 3}	{4.518430, 3.837998, -0.138280, -0.103269, -1, -1, -1, -1}	{4.232016, -3.919792, 0.114023, 0.042399, -1, -1, -1, -1}	{-1.910890, -3.247073, 0.143290, -0.166931, -1, -1, -1, -1}
{-2.002683, -2.222050, 0.043387, -0.087656, 2, -1, 3, -1}	{-2.074087, -1.940683, 0.151948, -0.169353, -1, 2, -1, 3}	{3.342794, 4.169329, -0.100478, -0.074344, -1, -1, -1, -1}	{4.239771, -3.795031, -0.034020, 0.111794, -1, -1, -1, -1}	{-2.318386, -2.676921, 0.015975, -0.137288, -1, -1, -1, -1}
{-2.232538, -1.952172, 0.043868, -0.045402, 2, -1, 3, -1}	{-2.417427, -1.875461, 0.237283, 0.050918, -1, 2, -1, 3}	{3.376350, -4.937593, -0.013800, -0.116910, -1, -1, -1, -1}	{4.264955, -3.568210, 0.085582, 0.193826, -1, -1, -1, -1}	{-2.241074, -2.179368, -0.096187, 0.100134, -1, -1, -1, -1}
{-2.333917, -1.949423, 0.097203, 0.123026, 2, -1, 3, -1}	{-2.286964, -1.847845, 0.002172, 0.027346, -1, 2, -1, 3}	{3.683895, -4.939527, -0.131883, -0.125468, -1, -1, -1, -1}	{4.028769, -3.790662, 0.118924, 0.211549, -1, -1, -1, -1}	{-2.449348, -1.286915, 0.211181, 0.107438, -1, -1, -1, -1}
{-2.200887, -2.061406, -0.053167, 0.176136, 2, -1, 3, -1}	{-2.386096, -1.896251, 0.239401, -0.038279, -1, 2, -1, 3}	{3.770947, 4.966549, -0.040296, 0.290024, -1, -1, -1, -1}	{3.553079, -3.366872, 0.107861, 0.137021, -1, -1, -1, -1}	{-1.933595, -1.590317, 0.136455, -0.156834, -1, -1, -1, -1}
{-2.267441, -2.284488, -0.172332, 0.111179, 2, -1, 3, -1}	{-2.085957, -1.986685, -0.078211, -0.206319, -1, 2, -1, 3}	{4.341301, 4.914385, -0.140088, -0.160660, -1, -1, -1, -1}	{2.800158, -2.974200, 0.208630, 0.157159, -1, -1, -1, -1}	{-1.752494, -2.404475, -0.132407, -0.177067, -1, -1, -1, -1}
{-1.606922, -2.644485, -0.202090, 0.133320, -1, -1, -1, -1}	{-2.361004, -2.729020, 0.229060, -0.085247, -1, 2, -1, 3}	{4.378303, 3.970173, -0.224442, 0.006912, -1, -1, -1, -1}	{2.561256, -1.645460, 0.086100, 0.075127, -1, -1, -1, -1}	{-1.690884, -3.358220, 0.208415, -0.029982, -1, -1, -1, -1}
{-1.103023, -2.444053, -0.113849, -0.140590, -1, -1, -1, -1}	{-2.551733, -2.402745, 0.079884, -0.075201, -1, 2, -1, 3}	{4.660166, 3.754538, -0.256985, -0.059106, -1, -1, -1, -1}	{3.168437, -1.526039, -0.151230, -0.058156, -1, -1, -1, -1}	{-1.075546, -3.864107, -0.027915, 0.191032, -1, -1, -1, -1}
{-1.384017, -3.538418, -0.003842, -0.218858, -1, -1, -1, -1}	{-2.356873, -1.998796, -0.028790, -0.035137, -1, 2, -1, 3}	{4.411699, 2.296519, 0.177203, 0.004030, -1, -1, -1, -1}	{3.608317, -1.490906, -0.094699, -0.050235, -1, -1, -1, -1}	{-0.685172, -3.931766, 0.086666, 0.016442, -1, -1, -1, -1}
{-0.637631, -3.903151, -0.052414, 0.096438, -1, -1, -1, -1}	{-2.588543, -2.136785, 0.088468, 0.239100, -1, 2, -1, 3}	{-4.515156, 2.756381, 0.157596, 0.162873, -1, -1, -1, -1}	{4.318514, -1.254135, -0.260667, 0.057220, -1, -1, -1, -1}	{-0.916853, -3.024946, -0.125735, 0.126362, -1, -1, -1, -1}
{-1.237786, -3.903691, -0.073206, 0.036649, -1, -1, -1, -1}	{-2.667266, -1.768008, 0.119822, 0.082399, -1, 2, -1, 3}	{-4.112155, 2.772201, 0.144299, 0.082395, -1, -1, -1, -1}	{4.145430, -1.933385, 0.117591, 0.133983, -1, -1, -1, -1}	{-0.901125, -2.118270, 0.144130, -0.163035, -1, -1, -1, -1}
{-0.661622, -3.789958, -0.013901, -0.080036, -1, -1, -1, -1}	{-2.054280, -1.969407, 0.054434, -0.027489, -1, 2, -1, 3}	{-3.038311, 2.634757, 0.145237, -0.155028, -1, -1, -1, -1}	{4.217759, -1.323130, 0.112776, 0.103359, -1, -1, -1, -1}	{-0.658324, -3.002892, 0.231216, -0.036886, -1, -1, -1, -1}
{-0.358859, -3.904538, -0.146403, -0.048855, -1, -1, -1, -1}	{-2.355633, -1.709069, 0.078349, -0.168204, -1, 2, -1, 3}	{-2.714920, 2.818212, 0.039752, -0.157550, -1, -1, -1, -1}	{3.436063, -1.530886, 0.028083, -0.142310, -1, -1, -1, -1}	{-0.439018, -2.515592, 0.120013, -0.043864, -1, -1, -1, -1}
{0.612178, -3.790378, 0.064532, 0.158783, -1, -1, -1, -1}	{-1.717739, -2.252845, -0.152887, 0.096839, -1, 2, -1, 3}	{-2.131730, 3.681799, 0.102716, 0.161162, -1, -1, -1, -1}	{4.200681, -1.070537, -0.053414, 0.113932, -1, -1, -1, -1}	{0.440459, -2.269864, 0.052309, 0.128979, -1, -1, -1, -1}
{0.288588, -3.216523, 0.180212, 0.035196, -1, -1, -1, -1}	{-1.682232, -2.333309, 0.176307, 0.000780, -1, 2, -1, 3}	{-2.296688, 3.993890, 0.191839, -0.006345, -1, -1, -1, -1}	{3.447098, -0.839408, 0.182650, 0.097670, -1, -1, -1, -1}	{1.408017, -1.890944, 0.110977, -0.032802, -1, -1, -1, -1}
{0.465860, -3.806161, -0.003864, 0.085512, -1, -1, -1, -1}	{-1.332679, -1.672339, -0.080875, -0.023946, -1, 2, -1, 3}	{-2.471060, -4.900707, 0.038725, -0.187292, -1, -1, -1, -1}	{3.842758, -1.073819, -0.011311, 0.070833, -1, -1, -1, -1}	{1.415585, -1.610393, -0.047127, 0.139204, -1, -1, -1, -1}
{-0.243450, -4.929567, -0.110006, 0.065357, -1, -1, -1, -1}	{-1.204674, -1.592968, -0.043304, -0.113480, -1, 2, -1, 3}	{-2.397757, -4.682928, -0.209997, -0.117543, -1, -1, -1, -1}	{3.502942, -1.327223, 0.220442, 0.033823, -1, -1, -1, -1}	{2.155270, -1.766695, -0.101831, 0.057765, -1, -1, -1, -1}
{0.071087, 4.886245, -0.053321, 0.118011, -1, -1, -1, -1}	{-1.154204, -1.846913, 0.088951, 0.108646, -1, 2, -1, 3}	{-1.419035, -4.308192, -0.039969, 0.161036, -1, -1, -1, -1}	{4.228236, -0.237798, -0.067908, -0.209875, -1, -1, -1, -1}	{1.999509, -1.966417, -0.079310, 0.200914, -1, -1, -1, -1}
{-0.237662, -4.526025, 0.119708, -0.158225, -1, -1, -1, -1}	{-1.471759, -2.227573, 0.153926, 0.058380, -1, 2, -1, 3}	{-1.851899, -3.532383, 0.199218, -0.157578, -1, -1, -1, -1}	{4.848563, -1.076378, -0.036979, 0.107942, -1, -1, -1, -1}	{1.986861, -1.597059, 0.082296, -0.112474, -1, -1, -1, -1}
{0.229955, -4.087245, -0.131396, -0.071810, -1, -1, -1, -1}	{-1.276586, -2.096027, 0.102847, 0.103655, -1, 2, -1, 3}	{-1.742905, -3.999786, -0.057279, 0.318566, -1, -1, -1, -1}	{4.944710, -1.859203, 0.037609, 0.132778, -1, -1, -1, -1}	{2.030175, -1.771458, -0.056385, 0.115101, -1, -1, -1, -1}
{1.449089, -3.771761, -0.174573, -0.040876, -1, -1, -1, -1}	{-1.475778, -1.861510, 0.207375, -0.059877, -1, 2, -1, 3}	{-2.365776, -3.337249, -0.008474, -0.029322, -1, -1, -1, -1}	{4.723230, -2.122236, 0.077920, 0.151642, -1, -1, -1, -1}	{1.301415, -1.909437, 0.068554, 0.023939, -1, -1, -1, -1}
{1.297925, -3.814548, 0.040904, -0.157432, -1, -1, -1, -1}	{-1.040857, -2.215334, -0.185454, -0.104918, -1, 2, -1, 3}	{-2.415900, -3.625421, 0.188033, 0.199768, -1, -1, -1, -1}	{-4.564673, -2.456999, -0.208714, 0.040354, -1, -1, -1, -1}	{2.820750, -1.022718, 0.195348, -0.061435, -1, -1, -1, -1}
{1.945379, -3.374006, -0.223270, -0.000134, -1, -1, -1, -1}	{-0.535245, -2.588185, -0.137964, -0.225467, -1, 2, -1, 3}	{-2.817631, -3.696773, -0.151489, 0.190527, -1, -1, -1, -1}	{4.773070, -2.541504, 0.168021, -0.089970, -1, -1, -1, -1}	{2.553284, -0.264161, -0.081029, -0.233370, -1, -1, -1, -1}
{1.553766, -3.346650, 0.135772, 0.081005, -1, -1, -1, -1}	{-0.720869, -2.799758, 0.010595, -0.154008, -1, 2, -1, 3}	{-2.383063, -3.694519, 0.039374, 0.109687, -1, -1, -1, -1}	{4.778705, -2.506543, -0.092263, -0.176517, -1, -1, -1, -1}	{2.606619, -0.553935, -0.148978, -0.048109, -1, -1, -1, -1}
{1.053193, -3.220153, -0.078889, -0.171598, -1, -1, -1, -1}	{-1.193961, -2.986643, 0.283655, -0.017306, -1, 2, -1, 3}	{-2.650864, -3.557317, -0.138457, -0.141530, -1, -1, -1, -1}	{4.846163, -2.695920, -0.109202, 0.019764, -1, -1, -1, -1}	{2.662884, 0.221328, 0.200303, 0.109779, -1, -1, -1, -1}
{2.166728, -2.502648, -0.186687, -0.108274, -1, -1, -1, -1}	{-0.970334, -2.632192, 0.118062, 0.007689, -1, 2, -1, 3}	{-2.158557, -3.950586, -0.150917, -0.121625, -1, -1, -1, -1}	{4.078250, -2.442933, -0.116739, -0.133414, -1, -1, -1, -1}	{1.797740, 0.791260, -0.065732, 0.045808, -1, -1, -1, -1}
{2.944486, -2.904759, -0.216770, -0.173205, -1, -1, -1, -1}	{-0.542110, -2.907794, -0.094725, -0.108046, -1, 2, -1, 3}	{-2.334915, -3.926955, 0.015316, -0.211573, -1, -1, -1, -1}	{4.082341, -2.399665, 0.090496, -0.253943, -1, -1, -1, -1}	{1.829742, -0.012219, -0.260946, 0.198985, -1, -1, -1, -1}
{3.534362, -2.818421, -0.260359, -0.011475, -1, -1, -1, -1}	{-0.736254, -2.857614, 0.127832, -0.152004, -1, 2, -1, 3}	{-2.706355, -4.152605, 0.154829, 0.051744, -1, -1, -1, -1}	{4.306205, -3.163291, -0.132625, 0.123716, -1, -1, -1, -1}	{1.714309, -0.464131, 0.132050, 0.045166, -1, -1, -1, -1}
{2.792585, -2.576960, -0.017215, 0.226941, -1, -1, -1, -1}	{-0.837040, -3.462049, 0.074037, -0.019040, -1, 2, -1, 3}	{-3.145822, -4.869496, -0.105429, -0.045048, -1, -1, -1, -1}	{4.989206, -2.810164, -0.114619, -0.008522, -1, -1, -1, -1}	{1.659928, -0.264425, 0.197651, -0.087952, -1, -1, -1, -1}
{2.878847, -3.041792, -0.041053, -0.031676, -1, -1, -1, -1}	{-0.924115, -3.276173, 0.158610, -0.064176, -1, 2, -1, 3}	{-2.766051, -4.479808, -0.167767, 0.093048, -1, -1, -1, -1}	{-4.219165, -2.772795, 0.082685, -0.071199, -1, -1, -1, -1}	{1.064787, 0.269316, 0.106321, -0.215378, -1, -1, -1, -1}
{3.249263, -3.227273, 0.163909, -0.192355, -1, -1, -1, -1}	{-1.142808, -3.187260, 0.240530, -0.038631, -1, 2, -1, 3}	{-3.119229, 4.761110, 0.118923, -0.229940, -1, -1, -1, -1}	{-4.338074, -2.253584, 0.097156, 0.175888, -1, -1, -1, -1}	{2.276685, 0.218238, 0.149876, -0.102178, -1, -1, -1, -1}
{3.144629, -3.512350, -0.025813, -0.108334, -1, -1, -1, -1}	{-0.672209, -3.139753, 0.083723, -0.114916, -1, 2, -1, 3}	{-2.934558, 3.905305, 0.190089, 0.037899, -1, -1, -1, -1}	{-3.919166, -2.363247, 0.150658, -0.172763, -1, -1, -1, -1}	{2.477897, 0.297394, -0.166530, 0.081064, -1, -1, -1, -1}
{2.942630, -4.414456, -0.160507, -0.097732, -1, -1, -1, -1}	{-0.904713, -3.463113, 0.100388, 0.132433, -1, 2, -1, 3}	{-2.924725, 3.145581, 0.110785, 0.034050, -1, -1, -1, -1}	{-4.272090, -2.953044, -0.046319, 0.200968, -1, -1, -1, -1}	{1.926511, 0.137960, -0.135039, -0.176688, -1, -1, -1, -1}
{2.697845, 4.184983, -0.195774, -0.070989, -1, -1, -1, -1}	{-0.895540, -3.311891, 0.095067, -0.094681, -1, -1, -1, -1}	{-3.142625, 3.251914, 0.203719, 0.022834, -1, -1, -1, -1}	{-4.027922, -2.163228, -0.117467, -0.224777, -1, -1, -1, -1}	{2.037924, -0.261841, 0.005322, -0.151188, -1, -1, -1, -1}
{2.950460, 4.960933, -0.055582, -0.078843, -1, -1, -1, -1}	{-1.430640, -3.576748, 0.156879, -0.023240, -1, -1, -1, -1}	{-4.164599, 2.812471, 0.016059, 0.242931, -1, -1, -1, -1}	{-4.129115, -0.744065, 0.069243, 0.078638, -1, -1, -1, -1}	{1.675517, -0.527041, 0.044790, -0.128167, -1, -1, -1, -1}
{2.804895, 4.685392, 0.158889, -0.052702, -1, -1, -1, -1}	{-1.851327, -4.081170, 0.134762, -0.018904, -1, -1, -1, -1}	{-4.734696, 2.870208, 0.139960, 0.214899, -1, -1, -1, -1}	{-3.793374, -1.127890, 0.071388, -0.089770, -1, -1, -1, -1}	{1.810671, -0.233805, 0.127611, 0.139717, -1, -1, -1, -1}
{2.097732, -4.924695, -0.080838, -0.149716, -1, -1, -1, -1}	{-2.391564, 4.990743, -0.128422, -0.018677, -1, -1, -1, -1}	{-4.574963, 2.366022, -0.086682, 0.099889, -1, -1, -1, -1}	{-3.197612, -2.643828, -0.033509, 0.267743, -1, -1, -1, -1}	{1.997359, 0.190234, 0.095333, -0.128657, -1, -1, -1, -1}
{2.031919, 4.872451, -0.193827, -0.026275, -1, -1, -1, -1}	{-1.367675, 4.698716, -0.257621, -0.095891, -1, -1, -1, -1}	{-4.464271, 2.595354, -0.089486, -0.069970, -1, -1, -1, -1}	{-3.567226, -2.506218, 0.026209, 0.117831, -1, -1, -1, -1}	{1.740854, 0.641508, 0.169403, -0.129594, -1, -1, -1, -1}
{1.619390, 4.669466, 0.049614, 0.248238, -1, -1, -1, -1}	{-1.025896, 4.482201, -0.085279, 0.153318, -1, -1, -1, -1}	{-4.396612, 2.551229, -0.121989, 0.004480, -1, -1, -1, -1}	{-3.520429, -2.911725, 0.255239, 0.083137, -1, -1, -1, -1}	{1.143851, 0.269276, -0.155931, 0.086041, -1, -1, -1, -1}
{1.756010, 4.545428, 0.063127, -0.042067, -1, -1, -1, -1}	{-0.333510, 3.104880, 0.190792, 0.030762, -1, -1, -1, -1}	{-4.639255, 3.206745, 0.297998, -0.077986, -1, -1, -1, -1}	{-2.681563, -3.872848, 0.178614, -0.038696, -1, -1, -1, -1}	{1.119638, -0.329776, 0.015709, -0.036995, -1, -1, -1, -1}
{1.670094, 3.555276, 0.036171, -0.106921, -1, -1, -1, -1}	{0.342857, 2.920688, 0.049259, -0.098391, -1, -1, -1, -1}	{3.957020, 3.488054, 0.182562, -0.121598, -1, -1, -1, -1}	{-2.921258, -3.329467, 0.223543, 0.014102, -1, -1, -1, -1}	{1.372260, 0.442799, 0.096011, -0.125927, -1, -1, -1, -1}
{1.642559, 3.862398, -0.103330, -0.054341, -1, -1, -1, -1}	{0.294332, 3.463457, -0.211876, -0.094444, -1, -1, -1, -1}	{4.798242, 2.470246, -0.126740, -0.142981, -1, -1, -1, -1}	{-2.240928, -3.456916, 0.106512, -0.010760, -1, -1, -1, -1}	{1.805898, 0.557481, 0.140555, -0.166562, -1, -1, -1, -1}
{1.669011, 4.212708, 0.167808, -0.004438, -1, -1, -1, -1}	{-0.084731, 4.171360, 0.057783, -0.043491, -1, -1, -1, -1}	{4.646385, 2.640273, -0.006524, -0.042878, -1, -1, -1, -1}	{-1.398612, -2.611048, -0.004124, 0.091212, -1, -1, -1, -1}	{1.165331, -0.005027, 0.119483, -0.057320, -1, -1, -1, -1}
{1.806651, 4.115616, 0.112313, 0.002474, -1, -1, -1, -1}	{0.229144, 3.756537, -0.129458, 0.069038, 4, -1, 1, -1}	{4.057759, 2.316541, 0.237066, 0.024138, -1, -1, -1, -1}	{-0.760626, -3.256903, -0.004988, 0.138338, -1, -1, -1, -1}	{0.714346, 0.099531, 0.102189, -0.170176, -1, -1, -1, -1}
{2.627714, 4.173576, 0.053452, -0.124483, -1, -1, -1, -1}	{0.139454, 3.883041, 0.033646, 0.186738, 4, -1, 1, -1}	{4.600233, 2.141720, -0.156284, -0.192712, -1, -1, -1, -1}	{0.137837, -4.013623, -0.056900, 0.211220, -1, -1, -1, -1}	{0.707960, -0.160843, 0.196045, -0.037462, -1, -1, -1, -1}
{2.919530, 3.983675, -0.104402, -0.249377, -1, -1, -1, -1}	{0.005802, 4.202699, 0.007130, 0.015009, 4, 4, 1, 0}	{4.587204, 2.545011, -0.095254, 0.062292, -1, -1, -1, -1}	{1.051801, -4.437797, -0.130219, 0.185019, -1, -1, -1, -1}	{1.833389, -1.700676, -0.228450, 0.043087, -1, -1, -1, -1}
{2.699453, 3.634767, 0.144092, -0.077081, -1, -1, -1, -1}	{-0.278353, 4.316896, 0.004652, 0.014465, 4, 4, 1, 0}	{4.399264, 2.823148, -0.109566, -0.055912, -1, -1, -1, -1}	{0.924212, -4.189579, 0.016209, 0.156707, -1, -1, -1, -1}	{1.449593, -0.963492, -0.103912, 0.118416, -1, -1, -1, -1}
{2.755959, 2.926637, -0.097620, -0.021892, -1, -1, -1, -1}	{0.135994, 4.330263, -0.018983, -0.118918, 4, 4, 1, 0}	{4.418335, 2.818940, 0.101907, 0.015952, -1, -1, -1, -1}	{0.829295, -4.258736, -0.164824, 0.179438, -1, -1, -1, -1}	{1.376987, -0.451239, 0.041823, 0.212006, -1, -1, -1, -1}
{2.052837, 3.110016, 0.200585, 0.110020, -1, -1, -1, -1}	{0.144761, 4.268750, 0.005982, 0.058830, 4, 4, 1, 0}	{4.591630, 3.402519, 0.224225, 0.003350, -1, -1, -1, -1}	{0.929309, -3.682510, 0.045681, -0.052116, -1, -1, -1, -1}	{1.226821, 0.248929, 0.134709, -0.070846, -1, -1, -1, -1}
{1.933723, 4.240408, 0.032115, 0.149715, -1, -1, -1, -1}	{0.211881, 3.853622, -0.002151, -0.006083, 4, 4, 1, 0}	{4.123781, 3.627330, 0.278268, 0.073874, -1, -1, -1, -1}	{0.377595, -3.386395, 0.064270, 0.226941, -1, -1, -1, -1}	{1.308519, 0.438115, 0.055470, -0.082047, -1, -1, -1, -1}
{2.958824, -4.936973, -0.101900, -0.213186, -1, -1, -1, -1}	{0.042179, 4.191737, -0.209270, -0.164736, 4, -1, 1, -1}	{4.649530, 3.364962, -0.183549, 0.042607, -1, -1, -1, -1}	{1.143775, -1.983559, 0.048865, -0.211043, -1, -1, -1, -1}	{0.880029, 0.577700, -0.110605, 0.225772, -1, -1, -1, -1}
