t = 0.000000	N = 20
2.924863	-0.752278	0.656562	0.754272	0
3.581425	0.001993	0.631052	0.775741	0
4.212477	0.777734	0.590553	0.806999	0
4.803030	1.584733	0.663514	0.748164	0
2.956070	-0.235155	-0.555603	-0.831448	1
2.400467	-1.066602	-0.606096	-0.795392	1
1.794371	-1.861994	-0.615400	-0.788215	1
1.178971	-2.650209	-0.599470	-0.800397	1
-0.956439	3.965920	-0.158992	0.987280	2
-1.115431	4.953199	-0.185013	0.982736	2
-1.300444	-4.064065	-0.180582	0.983560	2
-1.481027	-3.080505	-0.152575	0.988292	2
-4.425185	2.517550	-0.943933	0.330136	3
4.630882	2.847686	-0.935230	0.354040	3
3.695652	3.201726	-0.939773	0.341800	3
2.755879	3.543526	-0.924770	0.380526	3
-1.749273	-1.928236	0.121092	-0.992641	4
-1.628182	-2.920877	0.214764	-0.976666	4
-1.413418	-3.897543	0.261919	-0.965090	4
-1.151498	-4.862633	0.264360	-0.964424	4
t = 0.200000	N = 20
3.337758	-0.991307	0.232318	0.966975	0
3.570075	-0.024332	0.526367	0.782036	0
4.096442	0.757705	0.885390	0.671378	0
4.981833	1.429083	0.506212	0.805946	0
2.791933	-0.452656	-0.670241	-0.702699	1
2.121692	-1.155355	-0.594577	-0.838632	1
1.527116	-1.993988	-0.583623	-0.677105	1
0.943492	-2.671092	-0.771137	-0.594656	1
-0.392404	4.344050	-0.323908	0.848305	2
-0.716311	-4.807645	-0.340895	1.039666	2
-1.057206	-3.767978	-0.420733	0.882340	2
-1.477939	-2.885639	-0.080165	0.856590	2
-4.578696	2.538791	-0.971349	0.254465	3
4.449955	2.793256	-0.740575	0.402181	3
3.709381	3.195437	-0.715264	0.488366	3
2.994116	3.683802	-0.845780	0.440972	3
-1.288380	-2.139674	-0.276882	-0.879163	4
-1.565263	-3.018837	0.000946	-0.932669	4
-1.564317	-3.951506	0.140307	-0.912210	4
-1.424010	-4.863717	0.096391	-1.024465	4
t = 0.400000	N = 20
3.133398	-1.244440	0.276801	0.990911	0
3.410199	-0.253529	0.644307	0.895457	0
4.054506	0.641928	0.525468	0.785414	0
4.579974	1.427342	0.629610	0.778096	0
2.921056	-0.801075	-0.836315	-0.560843	1
2.084740	-1.361918	-0.844740	-0.560307	1
1.240000	-1.922225	-0.195425	-0.944756	1
1.044575	-2.866981	-0.690766	-0.878819	1
0.189444	4.701296	-0.770295	0.635788	2
-0.580852	-4.662917	-0.460042	1.024730	2
-1.040893	-3.638186	-0.141644	0.823367	2
-1.182537	-2.814819	-0.014480	0.921814	2
-4.101350	2.856846	-0.882708	-0.321926	3
-4.984058	2.534920	-1.131354	0.016553	3
3.884588	2.551474	-0.852937	0.541172	3
3.031652	3.092646	-0.884182	0.684680	3
-1.360065	-2.534775	-0.034322	-0.977385	4
-1.394388	-3.512159	-0.116364	-0.996539	4
-1.510752	-4.508698	-0.058979	-0.888196	4
-1.569731	4.603105	-0.019142	-0.894562	4
t = 0.600000	N = 20
2.990564	-1.177134	0.374315	0.871115	0
3.364879	-0.306019	0.600388	0.794109	0
3.965267	0.488090	0.701817	0.812204	0
4.667084	1.300295	0.654160	0.702006	0
2.727936	-0.366998	-0.670752	-0.722947	1
2.057184	-1.089945	-0.595364	-0.864195	1
1.461820	-1.954139	-0.435441	-0.969422	1
1.026379	-2.923562	-0.411912	-0.839929	1
0.430588	4.929580	-0.518850	0.809355	2
-0.088262	-4.261065	-0.548139	0.888256	2
-0.636401	-3.372809	-0.461356	0.857482	2
-1.097757	-2.515327	-0.404791	0.998855	2
-4.136738	2.345034	-1.058260	0.183162	3
4.805002	2.528195	-0.996845	0.160337	3
3.808156	2.688532	-0.959683	0.291798	3
2.848473	2.980330	-1.024056	0.190779	3
-1.012568	-2.264125	-0.255661	-1.029471	4
-1.268229	-3.293595	0.148376	-0.922770	4
-1.119853	-4.216366	-0.133995	-1.046855	4
-1.253848	4.736780	-0.460903	-0.961044	4
t = 0.800000	N = 20
3.055718	-1.141119	0.391582	0.907558	0
3.447300	-0.233560	0.579370	0.847911	0
4.026670	0.614351	0.563183	0.751679	0
4.589853	1.366031	0.703737	0.684448	0
2.472981	-0.424992	-0.834572	-0.622018	1
1.638409	-1.047010	-0.435443	-0.746155	1
1.202966	-1.793164	-0.347255	-0.945131	1
0.855712	-2.738295	-0.461500	-0.875121	1
0.226619	-4.969349	-0.543431	0.846814	2
-0.316812	-4.122535	0.078199	0.967929	2
-0.238613	-3.154606	-0.503004	0.920579	2
-0.741617	-2.234027	-0.825154	0.688829	2
-4.237063	2.269038	-1.009155	0.314472	3
4.753782	2.583510	-1.008258	-0.014179	3
3.745524	2.569331	-0.927060	0.100439	3
2.818464	2.669770	-0.930315	0.467658	3
-1.050590	-2.171967	-0.221018	-0.914646	4
-1.271608	-3.086613	-0.229525	-1.012379	4
-1.501133	-4.098992	-0.194367	-0.974289	4
-1.695500	4.926719	-0.084316	-0.954170	4
t = 1.000000	N = 20
2.378432	-0.839489	0.748640	0.792616	0
3.127073	-0.046873	0.811192	0.608514	0
3.938265	0.561640	0.497283	0.950515	0
4.435548	1.512155	0.492842	0.937205	0
2.059912	-0.112848	-0.388042	-0.908803	1
1.671870	-1.021652	-0.446982	-0.899593	1
1.224888	-1.921245	-0.409364	-0.942673	1
0.815523	-2.863918	-0.418535	-0.974420	1
-0.047452	4.975680	-0.232430	0.973960	2
-0.279881	-4.050360	-0.369473	1.020641	2
-0.649354	-3.029719	-0.416318	0.934938	2
-1.065672	-2.094781	-0.118149	1.017589	2
-4.389906	2.125999	-0.847127	0.547118	3
4.762967	2.673116	-0.996915	0.098408	3
3.766052	2.771525	-0.959865	0.334215	3
2.806187	3.105740	-0.971761	0.184050	3
-0.890267	-2.072425	-0.063082	-1.055687	4
-0.953349	-3.128112	-0.114593	-0.970670	4
-1.067942	-4.098782	-0.170966	-1.021290	4
-1.238908	4.879928	0.184337	-0.974272	4
t = 1.200000	N = 20
3.064381	-1.280492	0.311277	0.824213	0
3.375658	-0.456279	0.386587	0.954039	0
3.762245	0.497760	0.374433	0.938108	0
4.136677	1.435868	0.609958	0.800871	0
1.972476	0.178395	-0.239975	-0.881161	1
1.732502	-0.702766	-0.175707	-1.017468	1
1.556795	-1.720234	-0.761288	-0.746919	1
0.795507	-2.467153	-0.729661	-0.703796	1
-0.112110	-4.601853	0.184630	0.917797	2
0.072520	-3.684055	-0.433855	0.960464	2
-0.361335	-2.723591	-0.538395	0.875734	2
-0.899729	-1.847857	-0.487705	0.858635	2
-4.302779	2.208134	-0.941466	0.328756	3
4.755754	2.536890	-0.863160	0.359492	3
3.892594	2.896382	-1.058538	0.301153	3
2.834056	3.197535	-0.774542	0.426337	3
-1.449282	-2.425443	0.259161	-0.802669	4
-1.190121	-3.228112	0.081198	-0.941166	4
-1.108923	-4.169278	0.209299	-0.924308	4
-0.899624	4.906414	0.243143	-1.006670	4
t = 1.400000	N = 20
2.734520	-1.203427	0.559046	0.773690	0
3.293566	-0.429737	0.584498	0.760658	0
3.878064	0.330921	0.390515	0.960027	0
4.268580	1.290948	0.232238	0.937040	0
1.925644	-0.081794	0.234956	-0.902157	1
2.160599	-0.983951	-0.240849	-0.930517	1
1.919751	-1.914468	-0.548193	-0.896965	1
1.371558	-2.811434	-0.554364	-1.001199	1
-0.034374	-4.929446	-0.277074	0.995434	2
-0.311448	-3.934011	-0.146837	1.012763	2
-0.458285	-2.921248	-0.259909	0.975926	2
-0.718194	-1.945322	-0.262281	1.030035	2
-4.519102	2.479576	-0.870570	0.282863	3
4.610328	2.762438	-0.897999	0.219004	3
3.712329	2.981442	-0.981072	0.271312	3
2.731257	3.252754	-1.006501	0.028356	3
-1.839732	-2.103490	0.307209	-0.954972	4
-1.532523	-3.058462	0.498203	-0.850330	4
-1.034320	-3.908792	0.232008	-0.911913	4
-0.802312	-4.820705	0.417387	-0.984378	4
t = 1.600000	N = 20
2.937349	-1.463664	0.197735	0.956947	0
3.135083	-0.506717	0.372274	0.943400	0
3.507357	0.436683	0.623281	0.900421	0
4.130638	1.337105	0.585954	0.889069	0
2.127614	0.080408	-0.034811	-1.078347	1
2.092802	-0.997939	-0.300198	-0.947129	1
1.792604	-1.945068	-0.508250	-0.944499	1
1.284354	-2.889567	-0.381283	-0.913679	1
0.212535	-4.863535	-0.631441	0.746455	2
-0.418906	-4.117080	-0.201527	0.990811	2
-0.620433	-3.126268	-0.286737	1.054537	2
-0.907170	-2.071731	-0.284018	1.042948	2
-4.420097	1.705907	-0.877866	0.459922	3
4.702037	2.165830	-0.951245	0.632823	3
3.750792	2.798653	-0.808923	0.522602	3
2.941869	3.321255	-0.781655	0.617877	3
-2.262880	-2.208540	0.537481	-0.808868	4
-1.725399	-3.017409	0.522594	-0.831477	4
-1.202805	-3.848886	0.370479	-1.024495	4
-0.832325	-4.873380	0.430456	-0.992423	4
t = 1.800000	N = 20
3.131583	-1.845656	0.132022	0.939609	0
3.263604	-0.906046	0.307436	0.999140	0
3.571040	0.093093	0.327955	1.057126	0
3.898995	1.150219	0.158440	0.996201	0
2.086406	0.389903	0.094366	-1.103633	1
2.180771	-0.713730	-0.159792	-0.983689	1
2.020979	-1.697418	-0.299902	-0.934972	1
1.721077	-2.632390	-0.427739	-0.937256	1
0.547459	-4.955280	-0.332723	0.909459	2
0.214737	-4.045822	-0.379836	0.876619	2
-0.165100	-3.169202	-0.492839	0.838953	2
-0.657939	-2.330249	-0.765452	0.835240	2
-4.235290	2.253137	-0.943943	0.064293	3
4.820767	2.317430	-1.048728	0.312798	3
3.772040	2.630228	-0.963536	0.266787	3
2.808504	2.897015	-1.023872	0.375022	3
-1.573769	-1.900218	0.216421	-0.962766	4
-1.357348	-2.862984	0.353614	-0.962095	4
-1.003734	-3.825080	0.365311	-0.886728	4
-0.638423	-4.711808	0.431201	-0.909290	4
t = 2.000000	N = 20
2.792203	-1.510089	0.485513	0.789313	0
3.277715	-0.720775	0.308568	0.911610	0
3.586283	0.190835	0.043203	0.915962	0
3.629486	1.106797	0.048865	1.057488	0
1.553431	0.027339	-0.079388	-0.926467	1
1.474044	-0.899128	0.019631	-1.033346	1
1.493675	-1.932474	-0.447640	-0.943665	1
1.046034	-2.876139	-0.098102	-1.084106	1
1.000626	4.973608	-0.472351	0.863203	2
0.528275	-4.163189	-0.517388	0.836054	2
0.010887	-3.327135	-0.463322	0.921556	2
-0.452435	-2.405579	-0.373606	0.912648	2
-4.506742	2.215336	-0.942854	0.048741	3
4.550404	2.264077	-0.883931	0.393455	3
3.666473	2.657532	-0.923040	0.355716	3
2.743433	3.013248	-0.957770	-0.074775	3
