Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.07     0.00     3030     0.00     0.00  std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >::begin() const
  0.00      0.07     0.00     3030     0.00     0.00  std::array<int, 2ul>* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<std::array<int, 2ul> >(std::array<int, 2ul> const*, std::array<int, 2ul> const*, std::array<int, 2ul>*)
  0.00      0.07     0.00     3030     0.00     0.00  std::move_iterator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>::move_iterator(std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*)
  0.00      0.07     0.00     3030     0.00     0.00  std::allocator_traits<std::allocator<std::array<int, 2ul> > >::select_on_container_copy_construction(std::allocator<std::array<int, 2ul> > const&)
  0.00      0.07     0.00     3030     0.00     0.00  std::allocator_traits<std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > > >::max_size(std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > > const&)
  0.00      0.07     0.00     3030     0.00     0.00  void std::allocator_traits<std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > > >::construct<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >(std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >&, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >&&)
  0.00      0.07     0.00     3030     0.00     0.00  std::array<int, 2ul>* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, std::array<int, 2ul>*>(__gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, __gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, std::array<int, 2ul>*)
  0.00      0.07     0.00     3030     0.00     0.00  void std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > > >::emplace_back<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >(std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >&&)
  0.00      0.07     0.00     3030     0.00     0.00  std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > > >::push_back(std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >&&)
  0.00      0.07     0.00     3030     0.00     0.00  std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >::_M_erase_at_end(std::array<int, 2ul>*)
  0.00      0.07     0.00     3030     0.00     0.00  std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >::clear()
  0.00      0.07     0.00     3030     0.00     0.00  std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >::vector(std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > const&)
  0.00      0.07     0.00     3030     0.00     0.00  std::array<int, 2ul>* std::__copy_move_a<false, std::array<int, 2ul> const*, std::array<int, 2ul>*>(std::array<int, 2ul> const*, std::array<int, 2ul> const*, std::array<int, 2ul>*)
  0.00      0.07     0.00     3030     0.00     0.00  std::array<int, 2ul>* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, std::array<int, 2ul>*>(__gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, __gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, std::array<int, 2ul>*)
  0.00      0.07     0.00     3030     0.00     0.00  std::array<int, 2ul>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, std::array<int, 2ul>*>(__gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, __gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, std::array<int, 2ul>*)
  0.00      0.07     0.00     3030     0.00     0.00  std::array<int, 2ul>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, std::array<int, 2ul>*, std::array<int, 2ul> >(__gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, __gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, std::array<int, 2ul>*, std::allocator<std::array<int, 2ul> >&)
  0.00      0.07     0.00     3030     0.00     0.00  std::move_iterator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*> std::__make_move_if_noexcept_iterator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >, std::move_iterator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*> >(std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*)
  0.00      0.07     0.00     3030     0.00     0.00  std::array<int, 2ul>* std::copy<__gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, std::array<int, 2ul>*>(__gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, __gnu_cxx::__normal_iterator<std::array<int, 2ul> const*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >, std::array<int, 2ul>*)
  0.00      0.07     0.00     2870     0.00     0.00  std::vector<motor*, std::allocator<motor*> >::size() const
  0.00      0.07     0.00     2780     0.00     0.00  std::_Rb_tree_iterator<std::pair<double, std::array<int, 2ul> > >::operator==(std::_Rb_tree_iterator<std::pair<double, std::array<int, 2ul> > > const&) const
  0.00      0.07     0.00     2780     0.00     0.00  std::_Rb_tree<std::pair<double, std::array<int, 2ul> >, std::pair<double, std::array<int, 2ul> >, std::_Identity<std::pair<double, std::array<int, 2ul> > >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::begin()
  0.00      0.07     0.00     2727     0.00     0.00  Link::get_disp()
  0.00      0.07     0.00     2628     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<double, std::array<int, 2ul> > >::operator->() const
  0.00      0.07     0.00     2495     0.00     0.00  std::__detail::_Hash_code_base<std::array<int, 2ul>, std::array<int, 2ul>, std::__detail::_Identity, boost::hash<std::array<int, 2ul> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, true>::_M_bucket_index(std::__detail::_Hash_node<std::array<int, 2ul>, true> const*, unsigned long) const
  0.00      0.07     0.00     2490     0.00     0.00  std::_Hashtable<std::array<int, 2ul>, std::array<int, 2ul>, std::allocator<std::array<int, 2ul> >, std::__detail::_Identity, std::equal_to<std::array<int, 2ul> >, boost::hash<std::array<int, 2ul> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_bucket_index(std::__detail::_Hash_node<std::array<int, 2ul>, true>*) const
  0.00      0.07     0.00     2424     0.00     0.55  Link::get_r_c(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, double, double, double)
  0.00      0.07     0.00     2222     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>(std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*)
  0.00      0.07     0.00     2222     0.00     0.00  std::_Vector_base<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > > >::_M_deallocate(std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, unsigned long)
  0.00      0.07     0.00     2222     0.00     0.00  void std::_Destroy<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>(std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*)
  0.00      0.07     0.00     2222     0.00     0.00  void std::_Destroy<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >(std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >&)
  0.00      0.07     0.00     2178     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  0.00      0.07     0.00     2040     0.00     0.04  motor::boundary_check(int, double, double)
  0.00      0.07     0.00     2026     0.00     0.00  std::_Hashtable<std::array<int, 2ul>, std::array<int, 2ul>, std::allocator<std::array<int, 2ul> >, std::__detail::_Identity, std::equal_to<std::array<int, 2ul> >, boost::hash<std::array<int, 2ul> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_begin() const
  0.00      0.07     0.00     2023     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::array<int, 2ul>, true> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::array<int, 2ul>, true>*)
  0.00      0.07     0.00     2022     0.00     0.00  std::_Hashtable<std::array<int, 2ul>, std::array<int, 2ul>, std::allocator<std::array<int, 2ul> >, std::__detail::_Identity, std::equal_to<std::array<int, 2ul> >, boost::hash<std::array<int, 2ul> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::clear()
  0.00      0.07     0.00     2020     0.00     7.37  filament_ensemble::get_dist(double, double)
  0.00      0.07     0.00     2020     0.00     0.37  motor::brownian_relax(int)
  0.00      0.07     0.00     2020     0.00     7.43  motor::attach(int)
  0.00      0.07     0.00     2020     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<double, std::array<int, 2ul> > > >::new_allocator()
  0.00      0.07     0.00     2020     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<double, std::array<int, 2ul> > > >::~new_allocator()
  0.00      0.07     0.00     2020     0.00     0.00  std::set<std::pair<double, std::array<int, 2ul> >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::empty() const
  0.00      0.07     0.00     2020     0.00     0.00  std::_Rb_tree<std::pair<double, std::array<int, 2ul> >, std::pair<double, std::array<int, 2ul> >, std::_Identity<std::pair<double, std::array<int, 2ul> > >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::empty() const
  0.00      0.07     0.00     2020     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<double, std::array<int, 2ul> > > >::allocator()
  0.00      0.07     0.00     2020     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<double, std::array<int, 2ul> > > >::~allocator()
  0.00      0.07     0.00     2020     0.00     0.00  std::unordered_set<std::array<int, 2ul>, boost::hash<std::array<int, 2ul> >, std::equal_to<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::clear()
  0.00      0.07     0.00     2020     0.00     0.00  std::set<std::pair<double, std::array<int, 2ul> >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::set()
  0.00      0.07     0.00     2020     0.00     0.00  std::set<std::pair<double, std::array<int, 2ul> >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::~set()
  0.00      0.07     0.00     2020     0.00     0.00  std::_Rb_tree<std::pair<double, std::array<int, 2ul> >, std::pair<double, std::array<int, 2ul> >, std::_Identity<std::pair<double, std::array<int, 2ul> > >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::_Rb_tree_impl<std::less<std::pair<double, std::array<int, 2ul> > >, true>::_M_initialize()
  0.00      0.07     0.00     2020     0.00     0.00  std::_Rb_tree<std::pair<double, std::array<int, 2ul> >, std::pair<double, std::array<int, 2ul> >, std::_Identity<std::pair<double, std::array<int, 2ul> > >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::_Rb_tree_impl<std::less<std::pair<double, std::array<int, 2ul> > >, true>::_Rb_tree_impl()
  0.00      0.07     0.00     2020     0.00     0.00  std::_Rb_tree<std::pair<double, std::array<int, 2ul> >, std::pair<double, std::array<int, 2ul> >, std::_Identity<std::pair<double, std::array<int, 2ul> > >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::_Rb_tree_impl<std::less<std::pair<double, std::array<int, 2ul> > >, true>::~_Rb_tree_impl()
  0.00      0.07     0.00     2020     0.00     0.00  std::_Rb_tree<std::pair<double, std::array<int, 2ul> >, std::pair<double, std::array<int, 2ul> >, std::_Identity<std::pair<double, std::array<int, 2ul> > >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::_M_erase(std::_Rb_tree_node<std::pair<double, std::array<int, 2ul> > >*)
  0.00      0.07     0.00     2020     0.00     0.00  std::_Rb_tree<std::pair<double, std::array<int, 2ul> >, std::pair<double, std::array<int, 2ul> >, std::_Identity<std::pair<double, std::array<int, 2ul> > >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::_Rb_tree()
  0.00      0.07     0.00     2020     0.00     0.00  std::_Rb_tree<std::pair<double, std::array<int, 2ul> >, std::pair<double, std::array<int, 2ul> >, std::_Identity<std::pair<double, std::array<int, 2ul> > >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::~_Rb_tree()
  0.00      0.07     0.00     1848     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<double, std::array<int, 2ul> > >::operator!=(std::_Rb_tree_const_iterator<std::pair<double, std::array<int, 2ul> > > const&) const
  0.00      0.07     0.00     1848     0.00     0.00  std::set<std::pair<double, std::array<int, 2ul> >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::end() const
  0.00      0.07     0.00     1848     0.00     0.00  std::_Rb_tree<std::pair<double, std::array<int, 2ul> >, std::pair<double, std::array<int, 2ul> >, std::_Identity<std::pair<double, std::array<int, 2ul> > >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::end() const
  0.00      0.07     0.00     1818     0.00     0.00  std::enable_if<std::__and_<std::is_move_constructible<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>, std::is_move_assignable<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*> >::value, void>::type std::swap<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>(std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*&, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*&)
  0.00      0.07     0.00     1774     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&)
  0.00      0.07     0.00     1774     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+=(long)
  0.00      0.07     0.00     1774     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.07     0.00     1774     0.00     0.00  std::vector<int, std::allocator<int> >::cbegin() const
  0.00      0.07     0.00     1774     0.00     0.00  int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.07     0.00     1774     0.00     5.64  void std::vector<int, std::allocator<int> >::_M_range_insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::forward_iterator_tag)
  0.00      0.07     0.00     1774     0.00     5.64  void std::vector<int, std::allocator<int> >::_M_insert_dispatch<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::__false_type)
  0.00      0.07     0.00     1774     0.00     5.64  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::vector<int, std::allocator<int> >::insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, void>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.07     0.00     1774     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::random_access_iterator_tag)
  0.00      0.07     0.00     1774     0.00     0.00  int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.07     0.00     1774     0.00     0.00  int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.07     0.00     1774     0.00     0.00  int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&)
  0.00      0.07     0.00     1774     0.00     0.00  int* std::__uninitialized_move_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  0.00      0.07     0.00     1774     0.00     0.00  int* std::copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.07     0.00     1774     0.00     5.64  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.07     0.00     1774     0.00     0.00  void std::advance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >&, unsigned long)
  0.00      0.07     0.00     1774     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.07     0.00     1774     0.00     0.00  void std::__advance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >&, long, std::random_access_iterator_tag)
  0.00      0.07     0.00     1650     0.00     0.00  std::set<std::pair<double, std::array<int, 2ul> >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::begin() const
  0.00      0.07     0.00     1650     0.00     0.00  std::_Rb_tree<std::pair<double, std::array<int, 2ul> >, std::pair<double, std::array<int, 2ul> >, std::_Identity<std::pair<double, std::array<int, 2ul> > >, std::less<std::pair<double, std::array<int, 2ul> > >, std::allocator<std::pair<double, std::array<int, 2ul> > > >::begin() const
  0.00      0.07     0.00     1515     0.00     0.00  __gnu_cxx::new_allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >::deallocate(std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, unsigned long)
  0.00      0.07     0.00     1515     0.00     0.00  __gnu_cxx::new_allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >::allocate(unsigned long, void const*)
  0.00      0.07     0.00     1515     0.00     0.00  std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > > >::_M_check_len(unsigned long, char const*) const
  0.00      0.07     0.00     1515     0.00     0.00  std::_Vector_base<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > > >::_M_allocate(unsigned long)
  0.00      0.07     0.00     1515     0.00     0.00  std::allocator_traits<std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > > >::deallocate(std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >&, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, unsigned long)
  0.00      0.07     0.00     1515     0.00     0.00  std::allocator_traits<std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > > >::allocate(std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >&, unsigned long)
  0.00      0.07     0.00     1515     0.00     0.00  std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>(std::move_iterator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>, std::move_iterator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*)
  0.00      0.07     0.00     1515     0.00     0.00  void std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > > >::_M_emplace_back_aux<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >(std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >&&)
  0.00      0.07     0.00     1515     0.00     0.00  std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >* std::uninitialized_copy<std::move_iterator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>(std::move_iterator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>, std::move_iterator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*)
  0.00      0.07     0.00     1515     0.00     0.00  std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >* std::__uninitialized_copy_a<std::move_iterator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >(std::move_iterator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>, std::move_iterator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*>, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >&)
  0.00      0.07     0.00     1515     0.00     0.00  std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >* std::__uninitialized_move_if_noexcept_a<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > > >(std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > > >&)
  0.00      0.07     0.00     1212     0.00     0.00  Link::get_hx()
  0.00      0.07     0.00     1212     0.00     0.00  Link::get_hy()
  0.00      0.07     0.00     1208     0.00     0.08  motor::get_stretching_energy()
  0.00      0.07     0.00     1016     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::new_allocator()
