Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.07     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> >** std::__uninitialized_move_if_noexcept_a<std::vector<int, std::allocator<int> >**, std::vector<int, std::allocator<int> >**, std::allocator<std::vector<int, std::allocator<int> >*> >(std::vector<int, std::allocator<int> >**, std::vector<int, std::allocator<int> >**, std::vector<int, std::allocator<int> >**, std::allocator<std::vector<int, std::allocator<int> >*>&)
  0.00      0.07     0.00        6     0.00     0.00  std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*> >** std::copy<std::move_iterator<std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*> >**>, std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*> >**>(std::move_iterator<std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*> >**>, std::move_iterator<std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*> >**>, std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*> >**)
  0.00      0.07     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> >** std::copy<std::move_iterator<std::vector<int, std::allocator<int> >**>, std::vector<int, std::allocator<int> >**>(std::move_iterator<std::vector<int, std::allocator<int> >**>, std::move_iterator<std::vector<int, std::allocator<int> >**>, std::vector<int, std::allocator<int> >**)
  0.00      0.07     0.00        6     0.00     0.00  std::enable_if<std::__and_<std::is_move_constructible<boost::program_options::basic_option<char>*>, std::is_move_assignable<boost::program_options::basic_option<char>*> >::value, void>::type std::swap<boost::program_options::basic_option<char>*>(boost::program_options::basic_option<char>*&, boost::program_options::basic_option<char>*&)
  0.00      0.07     0.00        6     0.00     0.00  void std::_Destroy<boost::program_options::basic_option<char> >(boost::program_options::basic_option<char>*)
  0.00      0.07     0.00        6     0.00     0.00  void std::_Destroy<boost::shared_ptr<boost::program_options::option_description>*>(boost::shared_ptr<boost::program_options::option_description>*, boost::shared_ptr<boost::program_options::option_description>*)
  0.00      0.07     0.00        6     0.00     0.00  void std::_Destroy<boost::shared_ptr<boost::program_options::option_description>*, boost::shared_ptr<boost::program_options::option_description> >(boost::shared_ptr<boost::program_options::option_description>*, boost::shared_ptr<boost::program_options::option_description>*, std::allocator<boost::shared_ptr<boost::program_options::option_description> >&)
  0.00      0.07     0.00        6     0.00     0.00  void std::_Destroy<boost::shared_ptr<boost::program_options::options_description>*>(boost::shared_ptr<boost::program_options::options_description>*, boost::shared_ptr<boost::program_options::options_description>*)
  0.00      0.07     0.00        6     0.00     0.00  void std::_Destroy<boost::shared_ptr<boost::program_options::options_description>*, boost::shared_ptr<boost::program_options::options_description> >(boost::shared_ptr<boost::program_options::options_description>*, boost::shared_ptr<boost::program_options::options_description>*, std::allocator<boost::shared_ptr<boost::program_options::options_description> >&)
  0.00      0.07     0.00        6     0.00     0.00  void std::_Destroy<std::array<double, 3ul>*>(std::array<double, 3ul>*, std::array<double, 3ul>*)
  0.00      0.07     0.00        6     0.00     0.00  void std::_Destroy<std::array<double, 3ul>*, std::array<double, 3ul> >(std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&)
  0.00      0.07     0.00        5     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::new_allocator()
  0.00      0.07     0.00        5     0.00     0.00  std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator()
  0.00      0.07     0.00        5     0.00     0.00  void std::_Destroy_aux<false>::__destroy<boost::program_options::basic_option<char>*>(boost::program_options::basic_option<char>*, boost::program_options::basic_option<char>*)
  0.00      0.07     0.00        5     0.00     0.00  std::_Vector_base<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::_Vector_impl::~_Vector_impl()
  0.00      0.07     0.00        5     0.00     0.00  std::_Vector_base<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::_M_deallocate(boost::program_options::basic_option<char>*, unsigned long)
  0.00      0.07     0.00        5     0.00     0.00  std::_Vector_base<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::~_Vector_base()
  0.00      0.07     0.00        5     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl()
  0.00      0.07     0.00        5     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base()
  0.00      0.07     0.00        5     0.00     0.00  std::vector<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::~vector()
  0.00      0.07     0.00        5     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector()
  0.00      0.07     0.00        5     0.00     0.00  void std::_Destroy<boost::program_options::basic_option<char>*>(boost::program_options::basic_option<char>*, boost::program_options::basic_option<char>*)
  0.00      0.07     0.00        5     0.00     0.00  void std::_Destroy<boost::program_options::basic_option<char>*, boost::program_options::basic_option<char> >(boost::program_options::basic_option<char>*, boost::program_options::basic_option<char>*, std::allocator<boost::program_options::basic_option<char> >&)
  0.00      0.07     0.00        4     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >* boost::any_cast<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(boost::any*)
  0.00      0.07     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<boost::program_options::basic_option<char> >::new_allocator(__gnu_cxx::new_allocator<boost::program_options::basic_option<char> > const&)
  0.00      0.07     0.00        4     0.00     0.00  bool __gnu_cxx::operator!=<boost::program_options::basic_option<char> const*, std::vector<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > > >(__gnu_cxx::__normal_iterator<boost::program_options::basic_option<char> const*, std::vector<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > > > const&, __gnu_cxx::__normal_iterator<boost::program_options::basic_option<char> const*, std::vector<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > > > const&)
  0.00      0.07     0.00        4     0.00     0.00  std::_Hashtable<std::array<int, 2ul>, std::array<int, 2ul>, std::allocator<std::array<int, 2ul> >, std::__detail::_Identity, std::equal_to<std::array<int, 2ul> >, boost::hash<std::array<int, 2ul> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_uses_single_bucket(std::__detail::_Hash_node_base**) const
  0.00      0.07     0.00        4     0.00     0.00  std::allocator<boost::program_options::basic_option<char> >::allocator(std::allocator<boost::program_options::basic_option<char> > const&)
  0.00      0.07     0.00        4     0.00     0.00  std::_Hashtable<std::array<int, 2ul>, std::array<int, 2ul>, std::allocator<std::array<int, 2ul> >, std::__detail::_Identity, std::equal_to<std::array<int, 2ul> >, boost::hash<std::array<int, 2ul> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long)
  0.00      0.07     0.00        4     0.00     0.00  std::_Hashtable<std::array<int, 2ul>, std::array<int, 2ul>, std::allocator<std::array<int, 2ul> >, std::__detail::_Identity, std::equal_to<std::array<int, 2ul> >, boost::hash<std::array<int, 2ul> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_deallocate_buckets()
  0.00      0.07     0.00        3     0.00     0.00  boost::program_options::basic_option<char>::basic_option(boost::program_options::basic_option<char> const&)
  0.00      0.07     0.00        3     0.00     0.00  boost::program_options::basic_parsed_options<char>::~basic_parsed_options()
  0.00      0.07     0.00        3     0.00     0.00  filament::update_delrx(double)
  0.00      0.07     0.00        3     0.00     0.00  filament::update_shear(double)
  0.00      0.07     0.00        3     0.00     0.01  filament::filament(std::array<double, 3ul>, int, std::array<double, 2ul>, std::array<int, 2ul>, double, double, double, bool, double, double, double, double, double, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      0.07     0.00        3     0.00     0.00  filament::~filament()
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<boost::shared_ptr<boost::program_options::options_description> >::deallocate(boost::shared_ptr<boost::program_options::options_description>*, unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<Link*>::new_allocator()
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<Link*>::~new_allocator()
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<actin*>::new_allocator()
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<actin*>::~new_allocator()
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<filament*>::deallocate(filament**, unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<filament*>::allocate(unsigned long, void const*)
  0.00      0.07     0.00        3     0.00     0.00  void __gnu_cxx::new_allocator<filament*>::construct<filament*, filament*>(filament**, filament*&&)
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*)
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::array<double, 2ul> >::new_allocator()
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::array<double, 2ul> >::~new_allocator()
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::array<double, 3ul> >::new_allocator()
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::new_allocator()
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::~new_allocator()
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::array<double, 3ul> > >::_S_select_on_copy(std::allocator<std::array<double, 3ul> > const&)
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::__normal_iterator<boost::program_options::basic_option<char> const*, std::vector<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > > >::operator++()
  0.00      0.07     0.00        3     0.00     0.00  bool __gnu_cxx::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&)
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::max_size() const
  0.00      0.07     0.00        3     0.00     0.00  __gnu_cxx::__normal_iterator<boost::program_options::basic_option<char> const*, std::vector<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > > >::operator*() const
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_get_Tp_allocator() const
  0.00      0.07     0.00        3     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::empty() const
  0.00      0.07     0.00        3     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::front() const
  0.00      0.07     0.00        3     0.00     0.00  std::vector<filament*, std::allocator<filament*> >::_M_check_len(unsigned long, char const*) const
  0.00      0.07     0.00        3     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::size() const
  0.00      0.07     0.00        3     0.00     0.00  std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::end() const
  0.00      0.07     0.00        3     0.00     0.00  std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::begin() const
  0.00      0.07     0.00        3     0.00     0.00  std::allocator<Link*>::allocator()
  0.00      0.07     0.00        3     0.00     0.00  std::allocator<Link*>::~allocator()
  0.00      0.07     0.00        3     0.00     0.00  std::allocator<actin*>::allocator()
  0.00      0.07     0.00        3     0.00     0.00  std::allocator<actin*>::~allocator()
  0.00      0.07     0.00        3     0.00     0.00  std::allocator<std::array<double, 2ul> >::allocator()
  0.00      0.07     0.00        3     0.00     0.00  std::allocator<std::array<double, 2ul> >::~allocator()
  0.00      0.07     0.00        3     0.00     0.00  std::allocator<std::array<double, 3ul> >::allocator()
  0.00      0.07     0.00        3     0.00     0.00  std::allocator<std::vector<double, std::allocator<double> > >::allocator()
  0.00      0.07     0.00        3     0.00     0.00  std::allocator<std::vector<double, std::allocator<double> > >::~allocator()
  0.00      0.07     0.00        3     0.00     0.00  std::_Hashtable<std::array<int, 2ul>, std::array<int, 2ul>, std::allocator<std::array<int, 2ul> >, std::__detail::_Identity, std::equal_to<std::array<int, 2ul> >, boost::hash<std::array<int, 2ul> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>)
  0.00      0.07     0.00        3     0.00     0.00  std::_Hashtable<std::array<int, 2ul>, std::array<int, 2ul>, std::allocator<std::array<int, 2ul> >, std::__detail::_Identity, std::equal_to<std::array<int, 2ul> >, boost::hash<std::array<int, 2ul> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_allocate_buckets(unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  std::_Hashtable<std::array<int, 2ul>, std::array<int, 2ul>, std::allocator<std::array<int, 2ul> >, std::__detail::_Identity, std::equal_to<std::array<int, 2ul> >, boost::hash<std::array<int, 2ul> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_rehash(unsigned long, unsigned long const&)
  0.00      0.07     0.00        3     0.00     0.00  std::array<double, 3ul>* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<std::array<double, 3ul> >(std::array<double, 3ul> const*, std::array<double, 3ul> const*, std::array<double, 3ul>*)
  0.00      0.07     0.00        3     0.00     0.00  filament** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<filament*>(filament* const*, filament* const*, filament**)
  0.00      0.07     0.00        3     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*)
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<Link*, std::allocator<Link*> >::_Vector_impl::_Vector_impl()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<Link*, std::allocator<Link*> >::_Vector_impl::~_Vector_impl()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<Link*, std::allocator<Link*> >::_Vector_base()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<Link*, std::allocator<Link*> >::~_Vector_base()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<actin*, std::allocator<actin*> >::_Vector_impl::_Vector_impl()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<actin*, std::allocator<actin*> >::_Vector_impl::~_Vector_impl()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<actin*, std::allocator<actin*> >::_Vector_base()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<actin*, std::allocator<actin*> >::~_Vector_base()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<filament*, std::allocator<filament*> >::_M_allocate(unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::array<double, 2ul>, std::allocator<std::array<double, 2ul> > >::_Vector_impl::_Vector_impl()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::array<double, 2ul>, std::allocator<std::array<double, 2ul> > >::_Vector_impl::~_Vector_impl()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::array<double, 2ul>, std::allocator<std::array<double, 2ul> > >::_Vector_base()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::array<double, 2ul>, std::allocator<std::array<double, 2ul> > >::~_Vector_base()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_allocate(unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl::_Vector_impl()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl::_Vector_impl(std::allocator<std::array<double, 3ul> > const&)
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_create_storage(unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_base(unsigned long, std::allocator<std::array<double, 3ul> > const&)
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_base()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::_Vector_impl()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::~_Vector_impl()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_deallocate(std::vector<double, std::allocator<double> >*, unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_base()
  0.00      0.07     0.00        3     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~_Vector_base()
  0.00      0.07     0.00        3     0.00     0.00  std::pointer_traits<std::__detail::_Hash_node_base**>::pointer_to(std::__detail::_Hash_node_base*&)
  0.00      0.07     0.00        3     0.00     0.00  std::allocator_traits<std::allocator<boost::shared_ptr<boost::program_options::options_description> > >::deallocate(std::allocator<boost::shared_ptr<boost::program_options::options_description> >&, boost::shared_ptr<boost::program_options::options_description>*, unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  std::allocator_traits<std::allocator<filament*> >::deallocate(std::allocator<filament*>&, filament**, unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  std::allocator_traits<std::allocator<filament*> >::allocate(std::allocator<filament*>&, unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  void std::allocator_traits<std::allocator<filament*> >::construct<filament*, filament*>(std::allocator<filament*>&, filament**, filament*&&)
  0.00      0.07     0.00        3     0.00     0.00  std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::allocate(std::allocator<std::__detail::_Hash_node_base*>&, unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  std::allocator_traits<std::allocator<std::array<double, 3ul> > >::select_on_container_copy_construction(std::allocator<std::array<double, 3ul> > const&)
  0.00      0.07     0.00        3     0.00     0.00  std::array<double, 3ul>* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*)
  0.00      0.07     0.00        3     0.00     0.00  filament** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<filament**>, filament**>(std::move_iterator<filament**>, std::move_iterator<filament**>, filament**)
  0.00      0.07     0.00        3     0.00     0.00  std::vector<Link*, std::allocator<Link*> >::_M_erase_at_end(Link**)
  0.00      0.07     0.00        3     0.00     0.00  std::vector<Link*, std::allocator<Link*> >::clear()
  0.00      0.07     0.00        3     0.00     0.00  std::vector<Link*, std::allocator<Link*> >::vector()
  0.00      0.07     0.00        3     0.00     0.00  std::vector<Link*, std::allocator<Link*> >::~vector()
  0.00      0.07     0.00        3     0.00     0.00  std::vector<actin*, std::allocator<actin*> >::_M_erase_at_end(actin**)
  0.00      0.07     0.00        3     0.00     0.00  std::vector<actin*, std::allocator<actin*> >::clear()
  0.00      0.07     0.00        3     0.00     0.00  std::vector<actin*, std::allocator<actin*> >::vector()
  0.00      0.07     0.00        3     0.00     0.00  std::vector<actin*, std::allocator<actin*> >::~vector()
  0.00      0.07     0.00        3     0.00     0.00  void std::vector<filament*, std::allocator<filament*> >::emplace_back<filament*>(filament*&&)
  0.00      0.07     0.00        3     0.00     0.00  void std::vector<filament*, std::allocator<filament*> >::_M_emplace_back_aux<filament*>(filament*&&)
  0.00      0.07     0.00        3     0.00     0.00  std::vector<filament*, std::allocator<filament*> >::push_back(filament*&&)
  0.00      0.07     0.00        3     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector()
  0.00      0.07     0.00        3     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector()
  0.00      0.07     0.00        3     0.00     0.00  std::vector<std::array<double, 2ul>, std::allocator<std::array<double, 2ul> > >::_M_erase_at_end(std::array<double, 2ul>*)
  0.00      0.07     0.00        3     0.00     0.00  std::vector<std::array<double, 2ul>, std::allocator<std::array<double, 2ul> > >::clear()
  0.00      0.07     0.00        3     0.00     0.00  std::vector<std::array<double, 2ul>, std::allocator<std::array<double, 2ul> > >::vector()
  0.00      0.07     0.00        3     0.00     0.00  std::vector<std::array<double, 2ul>, std::allocator<std::array<double, 2ul> > >::~vector()
  0.00      0.07     0.00        3     0.00     0.00  std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector()
  0.00      0.07     0.00        3     0.00     0.00  std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&)
  0.00      0.07     0.00        3     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::array<int, 2ul>, true> > >::_M_allocate_buckets(unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::array<int, 2ul>, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long)
  0.00      0.07     0.00        3     0.00     0.00  void std::_Construct<boost::program_options::basic_option<char>, boost::program_options::basic_option<char> const&>(boost::program_options::basic_option<char>*, boost::program_options::basic_option<char> const&)
  0.00      0.07     0.00        3     0.00     0.00  std::array<double, 3ul>* std::__niter_base<std::array<double, 3ul>*>(std::array<double, 3ul>*)
  0.00      0.07     0.00        3     0.00     0.00  std::array<double, 3ul>* std::__copy_move_a<false, std::array<double, 3ul> const*, std::array<double, 3ul>*>(std::array<double, 3ul> const*, std::array<double, 3ul> const*, std::array<double, 3ul>*)
  0.00      0.07     0.00        3     0.00     0.00  filament** std::__copy_move_a<true, filament**, filament**>(filament**, filament**, filament**)
  0.00      0.07     0.00        3     0.00     0.00  std::array<double, 3ul>* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*)
  0.00      0.07     0.00        3     0.00     0.00  filament** std::__copy_move_a2<true, filament**, filament**>(filament**, filament**, filament**)
  0.00      0.07     0.00        3     0.00     0.00  std::array<double, 3ul>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*)
  0.00      0.07     0.00        3     0.00     0.00  filament** std::uninitialized_copy<std::move_iterator<filament**>, filament**>(std::move_iterator<filament**>, std::move_iterator<filament**>, filament**)
