Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     294/294         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<std::array<int, 2ul>*>(std::move_iterator<std::array<int, 2ul>*>) [637]
[633]    0.0    0.00    0.00     294         std::move_iterator<std::array<int, 2ul>*>::base() const [633]
-----------------------------------------------
                0.00    0.00     294/294         std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >::_M_check_len(unsigned long, char const*) const [48]
[634]    0.0    0.00    0.00     294         std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >::max_size() const [634]
                0.00    0.00     294/294         std::allocator_traits<std::allocator<std::array<int, 2ul> > >::max_size(std::allocator<std::array<int, 2ul> > const&) [636]
                0.00    0.00     294/3324        std::_Vector_base<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >::_M_get_Tp_allocator() const [363]
-----------------------------------------------
                0.00    0.00     294/294         std::move_iterator<std::array<int, 2ul>*> std::__make_move_if_noexcept_iterator<std::array<int, 2ul>, std::move_iterator<std::array<int, 2ul>*> >(std::array<int, 2ul>*) [639]
[635]    0.0    0.00    0.00     294         std::move_iterator<std::array<int, 2ul>*>::move_iterator(std::array<int, 2ul>*) [635]
-----------------------------------------------
                0.00    0.00     294/294         std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >::max_size() const [634]
[636]    0.0    0.00    0.00     294         std::allocator_traits<std::allocator<std::array<int, 2ul> > >::max_size(std::allocator<std::array<int, 2ul> > const&) [636]
                0.00    0.00     294/3871        __gnu_cxx::new_allocator<std::array<int, 2ul> >::max_size() const [342]
-----------------------------------------------
                0.00    0.00     294/294         std::array<int, 2ul>* std::copy<std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*>(std::move_iterator<std::array<int, 2ul>*>, std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*) [687]
[637]    0.0    0.00    0.00     294         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<std::array<int, 2ul>*>(std::move_iterator<std::array<int, 2ul>*>) [637]
                0.00    0.00     294/294         std::array<int, 2ul>* std::__miter_base<std::array<int, 2ul>*>(std::array<int, 2ul>*) [638]
                0.00    0.00     294/294         std::move_iterator<std::array<int, 2ul>*>::base() const [633]
-----------------------------------------------
                0.00    0.00     294/294         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<std::array<int, 2ul>*>(std::move_iterator<std::array<int, 2ul>*>) [637]
[638]    0.0    0.00    0.00     294         std::array<int, 2ul>* std::__miter_base<std::array<int, 2ul>*>(std::array<int, 2ul>*) [638]
-----------------------------------------------
                0.00    0.00     294/294         std::array<int, 2ul>* std::__uninitialized_move_if_noexcept_a<std::array<int, 2ul>*, std::array<int, 2ul>*, std::allocator<std::array<int, 2ul> > >(std::array<int, 2ul>*, std::array<int, 2ul>*, std::array<int, 2ul>*, std::allocator<std::array<int, 2ul> >&) [686]
[639]    0.0    0.00    0.00     294         std::move_iterator<std::array<int, 2ul>*> std::__make_move_if_noexcept_iterator<std::array<int, 2ul>, std::move_iterator<std::array<int, 2ul>*> >(std::array<int, 2ul>*) [639]
                0.00    0.00     294/294         std::move_iterator<std::array<int, 2ul>*>::move_iterator(std::array<int, 2ul>*) [635]
-----------------------------------------------
                0.00    0.00     280/280         void std::_Destroy<boost::shared_ptr<boost::program_options::option_description> >(boost::shared_ptr<boost::program_options::option_description>*) [642]
[640]    0.0    0.00    0.00     280         boost::shared_ptr<boost::program_options::option_description>::~shared_ptr() [640]
                0.00    0.00     280/356         boost::detail::shared_count::~shared_count() [597]
-----------------------------------------------
                0.00    0.00     280/280         void std::_Destroy_aux<false>::__destroy<boost::shared_ptr<boost::program_options::option_description>*>(boost::shared_ptr<boost::program_options::option_description>*, boost::shared_ptr<boost::program_options::option_description>*) [1185]
[641]    0.0    0.00    0.00     280         boost::shared_ptr<boost::program_options::option_description>* std::__addressof<boost::shared_ptr<boost::program_options::option_description> >(boost::shared_ptr<boost::program_options::option_description>&) [641]
-----------------------------------------------
                0.00    0.00     280/280         void std::_Destroy_aux<false>::__destroy<boost::shared_ptr<boost::program_options::option_description>*>(boost::shared_ptr<boost::program_options::option_description>*, boost::shared_ptr<boost::program_options::option_description>*) [1185]
[642]    0.0    0.00    0.00     280         void std::_Destroy<boost::shared_ptr<boost::program_options::option_description> >(boost::shared_ptr<boost::program_options::option_description>*) [642]
                0.00    0.00     280/280         boost::shared_ptr<boost::program_options::option_description>::~shared_ptr() [640]
-----------------------------------------------
                0.00    0.00     277/277         motor::attach(int) [22]
[643]    0.0    0.00    0.00     277         filament_ensemble::get_filament(int) [643]
                0.00    0.00     277/20390       std::vector<filament*, std::allocator<filament*> >::operator[](unsigned long) [176]
-----------------------------------------------
                0.00    0.00     277/277         motor::attach(int) [22]
[644]    0.0    0.00    0.00     277         Link::get_intpoint() [644]
-----------------------------------------------
                0.00    0.00     277/277         motor::attach(int) [22]
[645]    0.0    0.00    0.00     277         motor::allowed_bind(int, std::array<int, 2ul>) [645]
                0.00    0.00     554/188879      std::array<int, 2ul>::operator[](unsigned long) [102]
                0.00    0.00     277/831         pr(int) [548]
-----------------------------------------------
                0.00    0.00     277/277         motor::attach(int) [22]
[646]    0.0    0.00    0.00     277         motor::metropolis_prob(int, std::array<int, 2ul>, std::array<double, 2ul>, double) [646]
                0.00    0.00    1662/394366      std::array<double, 2ul>::operator[](unsigned long) [99]
                0.00    0.00     554/831         pr(int) [548]
                0.00    0.00     277/3337        filament_ensemble::get_delrx() [358]
                0.00    0.00     277/3559        dist_bc(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, double, double, double, double, double) [353]
                0.00    0.00     277/1287        motor::get_stretching_energy() [512]
-----------------------------------------------
                0.00    0.00     277/277         motor::attach(int) [22]
[647]    0.0    0.00    0.00     277         std::_Rb_tree_const_iterator<std::pair<double, std::array<int, 2ul> > >::operator++() [647]
-----------------------------------------------
                0.00    0.00     264/264         boost::any::type() const [596]
[648]    0.0    0.00    0.00     264         boost::any::holder<double>::type() const [648]
-----------------------------------------------
                0.00    0.00     222/222         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [650]
[649]    0.0    0.00    0.00     222         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [649]
                0.00    0.00     222/18075       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [190]
-----------------------------------------------
                0.00    0.00      20/222         std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [932]
                0.00    0.00     202/222         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [673]
[650]    0.0    0.00    0.00     222         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [650]
                0.00    0.00     222/5676        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [312]
                0.00    0.00     222/222         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [649]
-----------------------------------------------
                0.00    0.00      44/220         boost::any::any<double>(double const&) [778]
                0.00    0.00     176/220         boost::any::holder<double>::clone() const [713]
[651]    0.0    0.00    0.00     220         boost::any::holder<double>::holder(double const&) [651]
                0.00    0.00     220/338         boost::any::placeholder::placeholder() [600]
-----------------------------------------------
                0.00    0.00     220/220         boost::any::holder<double>::~holder() [693]
[652]    0.0    0.00    0.00     220         boost::any::holder<double>::~holder() [652]
                0.00    0.00     220/341         boost::any::placeholder::~placeholder() [599]
-----------------------------------------------
                0.00    0.00     204/204         boost::any::operator=(boost::any) [654]
[653]    0.0    0.00    0.00     204         boost::any::swap(boost::any&) [653]
                0.00    0.00     204/204         std::enable_if<std::__and_<std::is_move_constructible<boost::any::placeholder*>, std::is_move_assignable<boost::any::placeholder*> >::value, void>::type std::swap<boost::any::placeholder*>(boost::any::placeholder*&, boost::any::placeholder*&) [659]
-----------------------------------------------
                0.00    0.00       1/204         void boost::program_options::validate<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(boost::any&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, int) [53]
                0.00    0.00       6/204         boost::program_options::typed_value<int, char>::default_value(int const&) [1140]
                0.00    0.00       6/204         boost::program_options::typed_value<int, char>::apply_default(boost::any&) const [2218]
                0.00    0.00       8/204         boost::program_options::typed_value<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>::apply_default(boost::any&) const [2183]
                0.00    0.00       9/204         boost::program_options::typed_value<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>::default_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [1069]
                0.00    0.00       9/204         boost::program_options::typed_value<bool, char>::default_value(bool const&) [1072]
                0.00    0.00       9/204         boost::program_options::typed_value<bool, char>::apply_default(boost::any&) const [2200]
                0.00    0.00      44/204         boost::program_options::typed_value<double, char>::default_value(double const&) [773]
                0.00    0.00      44/204         boost::program_options::typed_value<double, char>::apply_default(boost::any&) const [2209]
                0.00    0.00      68/204         main [1]
[654]    0.0    0.00    0.00     204         boost::any::operator=(boost::any) [654]
                0.00    0.00     204/204         boost::any::swap(boost::any&) [653]
-----------------------------------------------
                0.00    0.00     204/204         std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, boost::program_options::variable_value> >::_M_valptr() const [657]
[655]    0.0    0.00    0.00     204         __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, boost::program_options::variable_value> >::_M_ptr() const [655]
                0.00    0.00     204/204         __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, boost::program_options::variable_value> >::_M_addr() const [656]
-----------------------------------------------
                0.00    0.00     204/204         __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, boost::program_options::variable_value> >::_M_ptr() const [655]
[656]    0.0    0.00    0.00     204         __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, boost::program_options::variable_value> >::_M_addr() const [656]
-----------------------------------------------
                0.00    0.00     204/204         std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, boost::program_options::variable_value> >::operator->() const [658]
[657]    0.0    0.00    0.00     204         std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, boost::program_options::variable_value> >::_M_valptr() const [657]
                0.00    0.00     204/204         __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, boost::program_options::variable_value> >::_M_ptr() const [655]
-----------------------------------------------
                0.00    0.00     204/204         main [1]
[658]    0.0    0.00    0.00     204         std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, boost::program_options::variable_value> >::operator->() const [658]
                0.00    0.00     204/204         std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, boost::program_options::variable_value> >::_M_valptr() const [657]
-----------------------------------------------
                0.00    0.00     204/204         boost::any::swap(boost::any&) [653]
[659]    0.0    0.00    0.00     204         std::enable_if<std::__and_<std::is_move_constructible<boost::any::placeholder*>, std::is_move_assignable<boost::any::placeholder*> >::value, void>::type std::swap<boost::any::placeholder*>(boost::any::placeholder*&, boost::any::placeholder*&) [659]
                0.00    0.00     612/612         std::remove_reference<boost::any::placeholder*&>::type&& std::move<boost::any::placeholder*&>(boost::any::placeholder*&) [556]
-----------------------------------------------
                0.00    0.00     202/202         main [1]
[660]    0.0    0.00    0.00     202         motor_ensemble::get_nmotors() [660]
                0.00    0.00     202/2870        std::vector<motor*, std::allocator<motor*> >::size() const [462]
-----------------------------------------------
                0.00    0.00     202/202         motor_ensemble::motor_walk(double) [23]
[661]    0.0    0.00    0.00     202         motor_ensemble::update_energies() [661]
                0.00    0.00    2020/11120       std::vector<motor*, std::allocator<motor*> >::operator[](unsigned long) [245]
                0.00    0.00    1212/2870        std::vector<motor*, std::allocator<motor*> >::size() const [462]
                0.00    0.00    1010/1010        motor::get_kinetic_energy() [539]
                0.00    0.00    1010/1287        motor::get_stretching_energy() [512]
-----------------------------------------------
                0.00    0.00     202/202         main [1]
[662]    0.0    0.00    0.00     202         motor_ensemble::get_kinetic_energy() [662]
-----------------------------------------------
                0.00    0.00     202/202         main [1]
[663]    0.0    0.00    0.00     202         motor_ensemble::get_potential_energy() [663]
-----------------------------------------------
                0.00    0.00     202/202         main [1]
[664]    0.0    0.00    0.00     202         motor_ensemble::print_ensemble_thermo() [664]
-----------------------------------------------
                0.00    0.00     202/202         motor_ensemble::motor_walk(double) [23]
[665]    0.0    0.00    0.00     202         motor_ensemble::check_broken_filaments() [665]
                0.00    0.00     202/202         filament_ensemble::get_broken() [666]
                0.00    0.00     202/210217      std::vector<int, std::allocator<int> >::size() const [101]
                0.00    0.00     202/18404       std::vector<int, std::allocator<int> >::~vector() [189]
-----------------------------------------------
                0.00    0.00     202/202         motor_ensemble::check_broken_filaments() [665]
[666]    0.0    0.00    0.00     202         filament_ensemble::get_broken() [666]
                0.00    0.00     202/202         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [673]
-----------------------------------------------
                0.00    0.00     101/202         filament_ensemble::get_nlinks() [700]
                0.00    0.00     101/202         main [1]
[667]    0.0    0.00    0.00     202         filament_ensemble::get_nactins() [667]
                0.00    0.00     808/3155        std::vector<filament*, std::allocator<filament*> >::size() const [437]
                0.00    0.00     606/20390       std::vector<filament*, std::allocator<filament*> >::operator[](unsigned long) [176]
                0.00    0.00     606/606         filament::get_nactins() [557]
-----------------------------------------------
                0.00    0.00     202/202         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [673]
[668]    0.0    0.00    0.00     202         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [668]
                0.00    0.00     202/202         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [671]
-----------------------------------------------
                0.00    0.00     202/202         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [673]
[669]    0.0    0.00    0.00     202         std::vector<int, std::allocator<int> >::end() const [669]
                0.00    0.00     202/1616        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [502]
-----------------------------------------------
                0.00    0.00     202/202         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [673]
[670]    0.0    0.00    0.00     202         std::vector<int, std::allocator<int> >::begin() const [670]
                0.00    0.00     202/1616        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [502]
-----------------------------------------------
                0.00    0.00     202/202         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [668]
[671]    0.0    0.00    0.00     202         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [671]
                0.00    0.00     202/11332       std::allocator<int>::allocator(std::allocator<int> const&) [243]
-----------------------------------------------
                0.00    0.00     202/202         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [676]
[672]    0.0    0.00    0.00     202         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [672]
                0.00    0.00     202/202         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [678]
-----------------------------------------------
                0.00    0.00     202/202         filament_ensemble::get_broken() [666]
[673]    0.0    0.00    0.00     202         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [673]
                0.00    0.00     202/40756       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [128]
                0.00    0.00     202/202         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [668]
                0.00    0.00     202/210217      std::vector<int, std::allocator<int> >::size() const [101]
                0.00    0.00     202/222         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [650]
                0.00    0.00     202/67765       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [116]
                0.00    0.00     202/24080       std::allocator<int>::~allocator() [167]
                0.00    0.00     202/202         std::vector<int, std::allocator<int> >::end() const [669]
                0.00    0.00     202/202         std::vector<int, std::allocator<int> >::begin() const [670]
                0.00    0.00     202/202         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [677]
-----------------------------------------------
                0.00    0.00     202/202         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [675]
[674]    0.0    0.00    0.00     202         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [674]
                0.00    0.00     202/2626        int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [465]
-----------------------------------------------
                0.00    0.00     202/202         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [678]
[675]    0.0    0.00    0.00     202         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [675]
                0.00    0.00     404/404         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [588]
                0.00    0.00     202/58629       int* std::__niter_base<int*>(int*) [121]
                0.00    0.00     202/202         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [674]
-----------------------------------------------
                0.00    0.00     202/202         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [677]
[676]    0.0    0.00    0.00     202         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [676]
                0.00    0.00     202/202         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [672]
-----------------------------------------------
                0.00    0.00     202/202         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [673]
[677]    0.0    0.00    0.00     202         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [677]
                0.00    0.00     202/202         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [676]
-----------------------------------------------
                0.00    0.00     202/202         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [672]
[678]    0.0    0.00    0.00     202         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [678]
                0.00    0.00     404/404         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [587]
                0.00    0.00     202/202         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [675]
-----------------------------------------------
                0.00    0.00     189/189         main [1]
[679]    0.0    0.00    0.00     189         std::type_info::operator==(std::type_info const&) const [679]
-----------------------------------------------
                0.00    0.00     147/147         std::array<int, 2ul>* std::__copy_move_a<true, std::array<int, 2ul>*, std::array<int, 2ul>*>(std::array<int, 2ul>*, std::array<int, 2ul>*, std::array<int, 2ul>*) [682]
[680]    0.0    0.00    0.00     147         std::array<int, 2ul>* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<std::array<int, 2ul> >(std::array<int, 2ul> const*, std::array<int, 2ul> const*, std::array<int, 2ul>*) [680]
-----------------------------------------------
                0.00    0.00     147/147         std::array<int, 2ul>* std::uninitialized_copy<std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*>(std::move_iterator<std::array<int, 2ul>*>, std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*) [684]
[681]    0.0    0.00    0.00     147         std::array<int, 2ul>* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*>(std::move_iterator<std::array<int, 2ul>*>, std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*) [681]
                0.00    0.00     147/147         std::array<int, 2ul>* std::copy<std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*>(std::move_iterator<std::array<int, 2ul>*>, std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*) [687]
-----------------------------------------------
                0.00    0.00     147/147         std::array<int, 2ul>* std::__copy_move_a2<true, std::array<int, 2ul>*, std::array<int, 2ul>*>(std::array<int, 2ul>*, std::array<int, 2ul>*, std::array<int, 2ul>*) [683]
[682]    0.0    0.00    0.00     147         std::array<int, 2ul>* std::__copy_move_a<true, std::array<int, 2ul>*, std::array<int, 2ul>*>(std::array<int, 2ul>*, std::array<int, 2ul>*, std::array<int, 2ul>*) [682]
                0.00    0.00     147/147         std::array<int, 2ul>* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<std::array<int, 2ul> >(std::array<int, 2ul> const*, std::array<int, 2ul> const*, std::array<int, 2ul>*) [680]
-----------------------------------------------
                0.00    0.00     147/147         std::array<int, 2ul>* std::copy<std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*>(std::move_iterator<std::array<int, 2ul>*>, std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*) [687]
[683]    0.0    0.00    0.00     147         std::array<int, 2ul>* std::__copy_move_a2<true, std::array<int, 2ul>*, std::array<int, 2ul>*>(std::array<int, 2ul>*, std::array<int, 2ul>*, std::array<int, 2ul>*) [683]
                0.00    0.00     441/3871        std::array<int, 2ul>* std::__niter_base<std::array<int, 2ul>*>(std::array<int, 2ul>*) [343]
                0.00    0.00     147/147         std::array<int, 2ul>* std::__copy_move_a<true, std::array<int, 2ul>*, std::array<int, 2ul>*>(std::array<int, 2ul>*, std::array<int, 2ul>*, std::array<int, 2ul>*) [682]
-----------------------------------------------
                0.00    0.00     147/147         std::array<int, 2ul>* std::__uninitialized_copy_a<std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*, std::array<int, 2ul> >(std::move_iterator<std::array<int, 2ul>*>, std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*, std::allocator<std::array<int, 2ul> >&) [685]
[684]    0.0    0.00    0.00     147         std::array<int, 2ul>* std::uninitialized_copy<std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*>(std::move_iterator<std::array<int, 2ul>*>, std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*) [684]
                0.00    0.00     147/147         std::array<int, 2ul>* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*>(std::move_iterator<std::array<int, 2ul>*>, std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*) [681]
-----------------------------------------------
                0.00    0.00     147/147         std::array<int, 2ul>* std::__uninitialized_move_if_noexcept_a<std::array<int, 2ul>*, std::array<int, 2ul>*, std::allocator<std::array<int, 2ul> > >(std::array<int, 2ul>*, std::array<int, 2ul>*, std::array<int, 2ul>*, std::allocator<std::array<int, 2ul> >&) [686]
[685]    0.0    0.00    0.00     147         std::array<int, 2ul>* std::__uninitialized_copy_a<std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*, std::array<int, 2ul> >(std::move_iterator<std::array<int, 2ul>*>, std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*, std::allocator<std::array<int, 2ul> >&) [685]
                0.00    0.00     147/147         std::array<int, 2ul>* std::uninitialized_copy<std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*>(std::move_iterator<std::array<int, 2ul>*>, std::move_iterator<std::array<int, 2ul>*>, std::array<int, 2ul>*) [684]
-----------------------------------------------
                0.00    0.00     147/147         void std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >::_M_emplace_back_aux<std::array<int, 2ul> >(std::array<int, 2ul>&&) [49]
