{-2.741978, 2.495129, -0.596413, -0.788099, 0}	{2.661609, 1.707030, -0.573498, -0.846624, 0}	{2.088111, 0.860406, -0.694683, -0.809058, 0}	{1.393428, 0.051348, -0.554767, -0.800770, 0}	{0.528576, -0.756552, 0.543802, 0.819186, 1}	{1.072378, 0.062633, 0.677597, 0.616854, 1}	{1.749975, 0.679487, 0.690530, 0.865147, 1}	{2.440505, 1.544634, 0.430568, 0.896049, 1}	{-1.959423, -1.858895, 0.111464, -0.939718, 2}	{-1.847959, -2.798613, 0.108885, -1.055716, 2}	{-1.739074, 2.145671, 0.309962, -0.964053, 2}	{-1.429112, 1.181618, -0.045994, -1.048883, 2}
{-2.441218, 2.004102, -0.870514, -0.545582, 0}	{2.688268, 1.458519, -0.815949, -0.649892, 0}	{1.872319, 0.808627, -0.742327, -0.544098, 0}	{1.129992, 0.264529, -0.540311, -0.892134, 0}	{0.364067, -0.716112, 0.554982, 0.820385, 1}	{0.919050, 0.104273, 0.866529, 0.538799, 1}	{1.785579, 0.643073, 0.632542, 0.771153, 1}	{2.418121, 1.414226, 0.779810, 0.609390, 1}	{-1.608563, -2.374825, -0.028075, -1.011873, 2}	{-1.636638, 2.613302, 0.208995, -0.937746, 2}	{-1.427643, 1.675557, 0.279324, -1.012414, 2}	{-1.148319, 0.663143, 0.443922, -0.855208, 2}
{-2.237754, 1.910961, -0.823850, -0.413335, 0}	{2.938396, 1.497626, -0.912445, -0.541775, 0}	{2.025951, 0.955851, -0.652145, -0.653542, 0}	{1.373805, 0.302309, -0.789056, -0.589296, 0}	{0.200103, 0.007606, 0.874238, 0.305177, 1}	{1.074341, 0.312784, 0.811338, 0.622091, 1}	{1.885679, 0.934875, 0.780198, 0.465529, 1}	{2.665877, 1.400403, 0.822790, 0.570286, 1}	{-1.439192, -2.201575, 0.336212, -1.018786, 2}	{-1.102980, 2.779639, -0.242829, -0.942628, 2}	{-1.345810, 1.837011, -0.279205, -0.807358, 2}	{-1.625014, 1.029652, 0.145578, -0.961401, 2}
{-1.932184, 1.718264, -0.785332, -0.563717, 0}	{-2.717515, 1.154547, -0.723934, -0.462671, 0}	{2.558550, 0.691876, -0.701449, -0.775423, 0}	{1.857102, -0.083548, -0.558144, -0.769017, 0}	{0.993176, -0.836885, 0.604643, 0.752422, 1}	{1.597819, -0.084463, 0.631885, 0.820821, 1}	{2.229705, 0.736358, 0.402751, 0.982698, 1}	{2.632456, 1.719056, 0.507570, 0.779356, 1}	{-2.236530, -2.087643, 0.318451, -0.914863, 2}	{-1.918079, 2.997494, 0.278499, -0.978935, 2}	{-1.639580, 2.018559, 0.258180, -0.822044, 2}	{-1.381400, 1.196515, 0.294002, -0.940054, 2}
{-1.320198, 1.681231, -0.595268, -0.820247, 0}	{-1.915467, 0.860984, -0.694407, -0.894951, 0}	{-2.609874, -0.033967, -0.912666, -0.571460, 0}	{2.477460, -0.605427, -0.852074, -0.367135, 0}	{1.379835, -1.075298, 0.787216, 0.670402, 1}	{2.167051, -0.404895, 0.397388, 0.833880, 1}	{2.564438, 0.428985, 0.352731, 0.942807, 1}	{2.917170, 1.371792, 0.482759, 0.856203, 1}	{2.945565, -2.531716, 0.833586, -0.710023, 2}	{-2.220849, 2.758260, 0.707632, -0.554432, 2}	{-1.513217, 2.203828, 0.039111, -0.967392, 2}	{-1.474106, 1.236436, 0.244840, -0.942495, 2}
{-1.746456, 1.525511, -0.531986, -0.889770, 0}	{-2.278442, 0.635741, -0.778828, -0.667276, 0}	{2.942730, -0.031535, -0.917325, -0.367399, 0}	{2.025405, -0.398934, -0.900555, -0.482668, 0}	{0.888053, -0.916458, 0.823413, 0.582987, 1}	{1.711466, -0.333471, 0.777494, 0.649142, 1}	{2.488960, 0.315671, 0.410453, 0.888547, 1}	{2.899412, 1.204218, 0.811759, 0.641213, 1}	{-2.636970, -2.172743, 0.453750, -0.789599, 2}	{-2.183220, -2.962342, 0.523104, -0.734934, 2}	{-1.660116, 2.302723, 0.765704, -0.539847, 2}	{-0.894412, 1.762877, 0.719698, -0.809840, 2}
{-1.560045, 0.378904, -0.931223, -0.337293, 0}	{-2.491268, 0.041611, -0.927746, -0.399913, 0}	{2.580986, -0.358302, -0.969501, -0.537014, 0}	{1.611485, -0.895316, -0.975443, -0.420680, 0}	{0.381752, -1.379472, 0.795344, 0.624110, 1}	{1.177096, -0.755362, 0.766497, 0.685096, 1}	{1.943593, -0.070266, 0.909323, 0.701858, 1}	{2.852916, 0.631592, 0.811326, 0.754211, 1}	{2.660126, -2.206341, 0.685156, -0.840081, 2}	{-2.654718, 2.953578, 0.870279, -0.416011, 2}	{-1.784439, 2.537567, 0.918550, -0.306071, 2}	{-0.865889, 2.231495, 0.868809, -0.531020, 2}
{-1.530727, -0.812759, -0.915925, 0.015444, 0}	{-2.446651, -0.797315, -0.996803, 0.067158, 0}	{2.556546, -0.730156, -1.091811, 0.034211, 0}	{1.464734, -0.695945, -0.979477, -0.182944, 0}	{0.144832, -0.797422, 1.062274, 0.270721, 1}	{1.207105, -0.526701, 0.905481, 0.381546, 1}	{2.112586, -0.145155, 0.965595, 0.309464, 1}	{-2.921819, 0.164309, 0.982498, 0.093073, 1}	{2.453667, -2.274984, 0.824061, -0.484615, 2}	{-2.722272, -2.759599, 0.746188, -0.658107, 2}	{-1.976084, 2.582294, 0.608754, -0.678631, 2}	{-1.367330, 1.903663, 0.401119, -0.820969, 2}
{-1.637631, -0.987881, -0.992229, 0.306502, 0}	{-2.629860, -0.681379, -0.973189, 0.094859, 0}	{2.396952, -0.586520, -0.898131, -0.008193, 0}	{1.498821, -0.594713, -1.030217, -0.136694, 0}	{0.180490, -0.604827, 1.065319, 0.136192, 1}	{1.245810, -0.468635, 0.997821, 0.245737, 1}	{2.243631, -0.222898, 0.957965, 0.502034, 1}	{-2.798405, 0.279136, 0.683917, 0.675521, 1}	{2.975961, -2.013573, 0.473896, -0.889555, 2}	{-2.550142, -2.903128, 0.433853, -0.862296, 2}	{-2.116290, 2.234576, 0.337636, -0.760353, 2}	{-1.778654, 1.474222, 0.327959, -0.856920, 2}
{-1.428479, -0.931997, -0.992946, -0.215524, 0}	{-2.421424, -1.147522, -1.001782, -0.006898, 0}	{2.576794, -1.154420, -0.999388, 0.051193, 0}	{1.577406, -1.103227, -1.087583, -0.217058, 0}	{0.360410, -1.412859, 0.732602, 0.531436, 1}	{1.093012, -0.881424, 0.764756, 0.687528, 1}	{1.857768, -0.193896, 0.695847, 0.729409, 1}	{2.553615, 0.535514, 0.823141, 0.407193, 1}	{-2.915957, -2.076440, 0.608056, -0.841476, 2}	{-2.307901, -2.917916, 0.445532, -0.884183, 2}	{-1.862369, 2.197901, 0.313879, -0.903418, 2}	{-1.548490, 1.294483, 0.401329, -0.911713, 2}
{-2.101795, 0.539943, -0.913675, -0.441766, 0}	{2.984530, 0.098177, -0.806096, -0.591231, 0}	{2.178434, -0.493053, -0.746694, -0.533960, 0}	{1.431740, -1.027013, -0.939583, -0.522745, 0}	{0.236598, -1.601849, 0.766260, 0.707024, 1}	{1.002858, -0.894824, 0.821364, 0.507499, 1}	{1.824222, -0.387325, 0.729778, 0.584800, 1}	{2.554000, 0.197475, 0.807139, 0.656082, 1}	{-2.870528, -2.588258, 0.683392, -0.742941, 2}	{-2.187135, 2.668801, 0.542258, -0.783753, 2}	{-1.644877, 1.885048, 0.499933, -0.934884, 2}	{-1.144945, 0.950164, 0.674233, -0.706331, 2}
{-2.014802, 0.195185, -1.043325, -0.220977, 0}	{2.941873, -0.025792, -0.986627, -0.184320, 0}	{1.955245, -0.210112, -1.148779, -0.282137, 0}	{0.806466, -0.492249, -0.959442, -0.297109, 0}	{-0.430155, -0.662853, 0.988578, 0.301562, 1}	{0.558423, -0.361291, 0.824699, 0.567646, 1}	{1.383123, 0.206355, 0.891645, 0.562678, 1}	{2.274768, 0.769033, 0.774032, 0.425504, 1}	{-2.133682, -2.368246, 0.321480, -0.937268, 2}	{-1.812202, 2.694487, 0.526086, -0.935161, 2}	{-1.286116, 1.759325, 0.418716, -0.871112, 2}	{-0.867401, 0.888214, 0.912500, -0.526007, 2}
{-2.569996, 1.378209, -1.000738, -0.525248, 0}	{2.429267, 0.852961, -0.834499, -0.482257, 0}	{1.594767, 0.370703, -0.924786, -0.493354, 0}	{0.669981, -0.122651, -0.655601, -0.603246, 0}	{-0.233825, -0.715267, 0.613889, 0.750982, 1}	{0.380064, 0.035715, 0.944655, 0.335230, 1}	{1.324719, 0.370945, 0.769296, 0.421958, 1}	{2.094015, 0.792904, 0.762313, 0.415756, 1}	{-2.498078, 2.958566, 0.985171, -0.403198, 2}	{-1.512908, 2.555368, 1.009612, -0.292794, 2}	{-0.503296, 2.262574, 0.819563, -0.721187, 2}	{0.316268, 1.541387, 0.829168, -0.576964, 2}
{-2.356126, 0.702925, -0.849765, -0.433930, 0}	{2.794109, 0.268994, -0.910059, -0.581531, 0}	{1.884050, -0.312537, -1.093005, -0.347332, 0}	{0.791045, -0.659868, -0.911195, -0.352571, 0}	{-0.433557, -0.929007, 0.994365, 0.340208, 1}	{0.560808, -0.588799, 0.910996, 0.285434, 1}	{1.471804, -0.303364, 0.930358, 0.394869, 1}	{2.402162, 0.091505, 0.748119, 0.609762, 1}	{-2.583338, 2.944894, 0.974411, -0.166871, 2}	{-1.608927, 2.778023, 1.087746, -0.111429, 2}	{-0.521181, 2.666594, 0.975943, -0.264032, 2}	{0.454762, 2.402561, 1.030029, -0.512524, 2}
{-2.572659, 1.005265, -0.916341, -0.438185, 0}	{2.511000, 0.567080, -0.750681, -0.737266, 0}	{1.760319, -0.170186, -0.914300, -0.561208, 0}	{0.846018, -0.731394, -0.980599, -0.260958, 0}	{-0.350471, -0.973090, 0.871716, 0.458644, 1}	{0.521246, -0.514446, 0.750161, 0.641487, 1}	{1.271407, 0.127041, 0.749178, 0.300421, 1}	{2.020584, 0.427462, 0.879329, 0.575575, 1}	{-2.346487, -2.021325, 0.918833, -0.348264, 2}	{-1.427653, -2.369589, 0.780024, -0.560462, 2}	{-0.647630, -2.930051, 0.614633, -0.895205, 2}	{-0.032997, 2.174744, 0.352745, -0.904069, 2}
{-2.990211, 1.061662, -0.840845, -0.542385, 0}	{2.168943, 0.519276, -1.026638, -0.319416, 0}	{1.142306, 0.199860, -0.907517, -0.510537, 0}	{0.234788, -0.310677, -0.899248, -0.490268, 0}	{-0.914809, -0.954298, 0.864623, 0.647893, 1}	{-0.050186, -0.306404, 0.820432, 0.376834, 1}	{0.770246, 0.070429, 0.889484, 0.364650, 1}	{1.659730, 0.435079, 0.897722, 0.505811, 1}	{-2.238877, -0.986069, 0.511265, -0.887619, 2}	{-1.727611, -1.873688, 0.729853, -0.701527, 2}	{-0.997758, -2.575214, 0.719749, -0.873937, 2}	{-0.278009, 2.550849, 0.542669, -0.841887, 2}
{-2.499667, 0.702178, -1.073252, -0.122822, 0}	{2.427081, 0.579356, -0.973911, -0.252313, 0}	{1.453170, 0.327044, -0.959732, -0.466811, 0}	{0.493439, -0.139767, -0.866736, -0.657943, 0}	{-0.704207, -0.824894, 0.754919, 0.765310, 1}	{0.050712, -0.059583, 0.901202, 0.556300, 1}	{0.951914, 0.496716, 0.993411, 0.263258, 1}	{1.945325, 0.759975, 0.995831, 0.064465, 1}	{-1.711285, -0.667120, 0.495280, -0.941447, 2}	{-1.216005, -1.608567, 0.533508, -0.961615, 2}	{-0.682497, -2.570182, 0.729377, -0.730762, 2}	{0.046880, 2.699056, 0.543739, -0.916162, 2}
{-2.760035, 1.924606, -0.889615, -0.313681, 0}	{2.350350, 1.610925, -0.984687, -0.432340, 0}	{1.365663, 1.178586, -0.803873, -0.567610, 0}	{0.561790, 0.610976, -0.915271, -0.303832, 0}	{-0.617609, 0.451375, 0.986007, 0.204896, 1}	{0.368398, 0.656271, 0.872380, -0.380988, 1}	{1.240778, 0.275283, 0.867627, 0.120829, 1}	{2.108404, 0.396112, 0.937470, 0.009142, 1}	{-2.314067, -1.119115, 0.806511, -0.737686, 2}	{-1.507556, -1.856802, 0.713693, -0.758239, 2}	{-0.793863, -2.615041, 0.721737, -0.782004, 2}	{-0.072126, 2.602955, 0.686408, -0.673501, 2}
{2.645527, 2.115232, -0.585843, -0.538340, 0}	{2.059684, 1.576893, -0.655900, -0.621798, 0}	{1.403785, 0.955095, -0.880541, -0.148726, 0}	{0.523243, 0.806369, -0.967014, -0.440171, 0}	{-0.642889, 0.426476, 0.819249, 0.449165, 1}	{0.176360, 0.875641, 1.029447, 0.199419, 1}	{1.205807, 1.075060, 0.890644, 0.148221, 1}	{2.096451, 1.223280, 0.988337, -0.160960, 1}	{-2.509049, -2.103738, 1.040211, -0.379010, 2}	{-1.468838, -2.482748, 0.883316, -0.263550, 2}	{-0.585521, -2.746298, 0.927978, -0.464920, 2}	{0.342457, 2.788782, 0.993483, -0.152582, 2}
{-2.592900, 1.840356, -0.946053, -0.122408, 0}	{2.461046, 1.717948, -1.001204, -0.328988, 0}	{1.459842, 1.388960, -0.946128, 0.043821, 0}	{0.513714, 1.432782, -0.875417, 0.306778, 0}	{-0.533185, 2.007563, 0.949522, -0.314493, 1}	{0.416337, 1.693070, 0.935038, -0.486901, 1}	{1.351375, 1.206168, 0.958876, -0.264469, 1}	{2.310251, 0.941700, 1.049369, -0.198556, 1}	{-2.956070, 2.721469, 0.867124, 0.441225, 2}	{-2.088946, -2.837306, 1.008007, 0.171165, 2}	{-1.080939, -2.666141, 1.031811, -0.098483, 2}	{-0.049128, -2.764625, 1.017182, 0.300294, 2}
{-2.136116, 1.974711, -1.090985, 0.064756, 0}	{2.772899, 2.039468, -0.878753, -0.314304, 0}	{1.894146, 1.725164, -0.902857, -0.037896, 0}	{0.991289, 1.687268, -0.991620, 0.106496, 0}	{-0.121132, 2.001991, 0.910717, -0.178881, 1}	{0.789585, 1.823110, 0.978414, -0.252409, 1}	{1.767999, 1.570701, 0.952141, -0.218947, 1}	{2.720139, 1.351755, 0.898262, -0.350153, 1}	{-2.871428, -2.365160, 1.048593, 0.068882, 2}	{-1.822836, -2.296279, 1.004342, -0.169208, 2}	{-0.818494, -2.465487, 0.868724, 0.262416, 2}	{0.050230, -2.203071, 0.887705, 0.143386, 2}
{-2.781596, 1.300714, -0.830265, 0.221978, 0}	{2.388139, 1.522692, -0.960334, 0.197081, 0}	{1.427805, 1.719774, -0.884505, 0.191986, 0}	{0.543300, 1.911760, -0.984841, 0.171644, 0}	{-0.703989, 2.387112, 1.054112, -0.096364, 1}	{0.350124, 2.290749, 0.977127, -0.247124, 1}	{1.327251, 2.043625, 1.026745, -0.244624, 1}	{2.353996, 1.799001, 0.939286, 0.063392, 1}	{-2.557861, 2.303936, 0.801423, 0.557766, 2}	{-1.756438, 2.861703, 1.060248, 0.374316, 2}	{-0.696190, -2.763981, 0.925522, 0.181738, 2}	{0.229331, -2.582243, 0.977628, 0.330909, 2}
{2.881838, 1.018687, -0.672455, 0.602585, 0}	{2.209384, 1.621272, -0.932066, 0.354373, 0}	{1.277317, 1.975646, -1.026818, 0.339734, 0}	{0.250500, 2.315379, -0.793615, 0.415631, 0}	{-0.634857, 2.962171, 0.940542, -0.339453, 1}	{0.305685, 2.622718, 0.945255, -0.121847, 1}	{1.250940, 2.500870, 1.072992, -0.097955, 1}	{2.323932, 2.402915, 1.094722, 0.273602, 1}	{-2.176450, 1.494174, 0.690227, 0.781497, 2}	{-1.486222, 2.275671, 0.751209, 0.678520, 2}	{-0.735014, 2.954192, 0.834776, 0.538157, 2}	{0.099762, -2.507651, 0.938109, 0.498296, 2}
{-2.979433, -2.780671, -0.868087, -0.539264, 0}	{2.152480, 2.680065, -0.860163, -0.286438, 0}	{1.292317, 2.393627, -0.937504, -0.066327, 0}	{0.354814, 2.327300, -0.979741, -0.191735, 0}	{-0.836431, 2.306073, 0.948293, 0.104700, 1}	{0.111862, 2.410773, 1.011955, 0.135622, 1}	{1.123817, 2.546396, 0.931877, 0.385860, 1}	{2.055694, 2.932255, 0.973353, 0.279302, 1}	{-1.239077, 0.513817, 0.340580, 0.915073, 2}	{-0.898497, 1.428890, 0.384911, 0.903204, 2}	{-0.513586, 2.332094, 0.637836, 0.690526, 2}	{0.124251, -2.977380, 0.938516, 0.503063, 2}
{-2.937457, 2.479425, -0.899966, 0.320996, 0}	{2.162577, 2.800421, -1.049053, 0.096858, 0}	{1.113524, 2.897279, -0.948061, -0.018536, 0}	{0.165463, 2.878743, -0.963790, 0.047612, 0}	{-0.950268, -2.780121, 0.945972, -0.182768, 1}	{-0.004297, -2.962888, 0.934806, -0.001911, 1}	{0.930510, -2.964800, 1.049288, -0.116943, 1}	{1.979798, 2.918257, 1.035710, -0.065146, 1}	{-0.897946, 0.519554, 0.562564, 0.875441, 2}	{-0.335383, 1.394996, 0.464267, 0.842231, 2}	{0.128885, 2.237226, 0.388338, 0.871075, 2}	{0.517223, -2.891699, 0.463186, 0.773920, 2}
{2.252231, 2.071525, -0.865561, 0.453464, 0}	{1.386670, 2.524989, -0.909572, 0.288591, 0}	{0.477099, 2.813580, -0.823436, 0.268417, 0}	{-0.346338, -2.918003, -1.077447, 0.087877, 0}	{-1.518921, -2.291531, 0.947308, -0.420128, 1}	{-0.571614, -2.711659, 0.983864, -0.241106, 1}	{0.412250, -2.952765, 0.988236, -0.331019, 1}	{1.400486, 2.716217, 0.870055, -0.374424, 1}	{-0.924232, 0.778240, 0.659621, 0.619925, 2}	{-0.264610, 1.398165, 0.572761, 0.863919, 2}	{0.308150, 2.262085, 0.679793, 0.886413, 2}	{0.987943, -2.851502, 0.783488, 0.775759, 2}
{2.641020, 2.152948, -0.812405, 0.546382, 0}	{1.828615, 2.699330, -0.814614, 0.481389, 0}	{1.014001, -2.819281, -0.973149, 0.371025, 0}	{0.040852, -2.448256, -0.942627, 0.186367, 0}	{-1.021558, -1.922154, 0.946103, -0.213907, 1}	{-0.075455, -2.136061, 0.936017, -0.573542, 1}	{0.860562, -2.709602, 0.891871, -0.378481, 1}	{1.752433, 2.911916, 0.829985, -0.573083, 1}	{-0.766125, 0.262192, 0.488281, 0.963458, 2}	{-0.277844, 1.225650, 0.465576, 0.844887, 2}	{0.187732, 2.070537, 0.254320, 1.003969, 2}	{0.442053, -2.925494, 0.237656, 0.960055, 2}
{2.784309, 2.784160, -1.016497, 0.045970, 0}	{1.767811, 2.830131, -0.994165, 0.115957, 0}	{0.773646, 2.946087, -1.047727, 0.329285, 0}	{-0.274081, -2.724628, -0.936249, 0.451073, 0}	{-1.341557, -1.949033, 0.982833, -0.410994, 1}	{-0.358724, -2.360027, 0.910482, -0.262894, 1}	{0.551758, -2.622920, 0.892229, -0.243391, 1}	{1.443988, -2.866311, 1.186141, -0.239171, 1}	{-0.177563, 0.140443, 0.050532, 1.049668, 2}	{-0.127031, 1.190110, 0.364546, 0.910565, 2}	{0.237515, 2.100675, 0.162955, 0.977943, 2}	{0.400470, -2.921382, 0.311229, 0.949455, 2}
{2.500953, 2.734877, -0.875514, 0.201064, 0}	{1.625438, 2.935941, -0.987819, 0.005266, 0}	{0.637619, 2.941207, -0.955944, 0.332675, 0}	{-0.318325, -2.726118, -0.978693, 0.270814, 0}	{-1.512691, -2.297855, 1.000755, -0.167943, 1}	{-0.511936, -2.465797, 0.956877, -0.304662, 1}	{0.444941, -2.770459, 1.070739, -0.069752, 1}	{1.515680, -2.840211, 0.935440, -0.213762, 1}	{0.473880, -0.283482, 0.319616, 0.930786, 2}	{0.793496, 0.647304, -0.180135, 0.957885, 2}	{0.613362, 1.605189, 0.012422, 0.937537, 2}	{0.625784, 2.542726, -0.411638, 0.901338, 2}
{2.355661, -2.905055, -0.995894, -0.012352, 0}	{1.359766, -2.917407, -1.000078, 0.111402, 0}	{0.359689, -2.806005, -1.010384, 0.241578, 0}	{-0.650696, -2.564427, -0.823419, -0.416873, 0}	{-1.803435, -2.861628, 0.971864, 0.325997, 1}	{-0.831571, -2.535631, 0.943348, 0.015637, 1}	{0.111777, -2.519994, 1.098922, -0.161550, 1}	{1.210699, -2.681544, 1.000482, -0.011143, 1}	{-1.620000, 0.593691, 0.994026, 0.625900, 2}	{-0.625974, 1.219591, 0.761912, 0.836743, 2}	{0.135938, 2.056334, 0.411654, 0.938294, 2}	{0.547592, 2.994628, 0.288735, 0.851312, 2}
{-2.778854, -2.951892, -1.023209, -0.138789, 0}	{2.197937, 2.909319, -0.959606, -0.015627, 0}	{1.238331, 2.893692, -0.880761, 0.008575, 0}	{0.357570, 2.902267, -1.049161, 0.184633, 0}	{-0.852414, -2.540794, 0.957656, -0.387251, 1}	{0.105242, -2.928046, 1.024274, -0.108883, 1}	{1.129516, 2.963071, 0.942347, -0.007395, 1}	{2.071863, 2.955676, 0.931007, 0.236083, 1}	{-2.650622, 1.452172, 0.948028, 0.089785, 2}	{-1.702594, 1.541956, 0.905260, 0.615491, 2}	{-0.797334, 2.157447, 0.749210, 0.789801, 2}	{-0.048124, 2.947248, 0.578642, 0.772536, 2}
{2.863702, -2.559699, -0.916949, -0.078525, 0}	{1.946753, -2.638224, -1.043328, 0.047675, 0}	{0.903425, -2.590549, -0.934893, 0.184784, 0}	{-0.031468, -2.405765, -0.969601, -0.160170, 0}	{-1.340605, -2.317323, 1.075083, -0.071920, 1}	{-0.265523, -2.389243, 1.048115, 0.070853, 1}	{0.782592, -2.318390, 1.035620, -0.134816, 1}	{1.818212, -2.453206, 0.979110, -0.032910, 1}	{-2.290606, 0.805357, 0.499066, 0.934499, 2}	{-1.791541, 1.739857, 0.598977, 0.828319, 2}	{-1.192564, 2.568175, 0.762234, 0.589400, 2}	{-0.430330, -2.842425, 0.755206, 0.742733, 2}
{2.931728, 2.907535, -0.959188, 0.162501, 0}	{1.972540, -2.929964, -1.016696, -0.267970, 0}	{0.955844, 2.802066, -0.908086, 0.282874, 0}	{0.047758, -2.915060, -1.034287, 0.322346, 0}	{-1.037653, -2.146410, 1.082192, 0.304142, 1}	{0.044539, -1.842268, 0.962555, -0.393058, 1}	{1.007094, -2.235326, 0.916602, -0.345946, 1}	{1.923696, -2.581272, 0.928822, -0.297870, 1}	{-2.661892, 0.927190, 0.754353, 0.935338, 2}	{-1.907539, 1.862528, 0.693759, 0.557225, 2}	{-1.213780, 2.419753, 0.683730, 0.716537, 2}	{-0.530050, -2.863710, 0.929508, 0.424314, 2}
{-2.864273, -2.865727, -1.102965, -0.012996, 0}	{2.032762, -2.878723, -0.953125, -0.018969, 0}	{1.079637, -2.897692, -0.986530, 0.178698, 0}	{0.093107, -2.718994, -0.831594, 0.366647, 0}	{-1.169713, -2.561372, 1.052667, -0.036326, 1}	{-0.117046, -2.597698, 1.032092, 0.004504, 1}	{0.915046, -2.593194, 0.979184, -0.092440, 1}	{1.894230, -2.685634, 1.022421, 0.036153, 1}	{-2.724242, 1.869685, 0.792968, 0.712322, 2}	{-1.931274, 2.582007, 0.826752, 0.426808, 2}	{-1.104521, -2.991185, 1.139597, 0.248391, 2}	{0.035075, -2.742794, 0.945082, 0.318160, 2}
{2.982809, -2.337377, -0.892674, 0.061037, 0}	{2.090135, -2.276340, -0.941188, 0.104723, 0}	{1.148947, -2.171616, -1.008453, -0.239975, 0}	{0.140494, -2.411591, -0.959069, -0.344808, 0}	{-1.085006, -2.766148, 0.890995, 0.394747, 1}	{-0.194011, -2.371401, 1.067498, 0.370101, 1}	{0.873486, -2.001300, 0.998825, -0.031865, 1}	{1.872311, -2.033165, 1.082921, -0.105536, 1}	{-2.442400, 1.409604, 1.044104, 0.627346, 2}	{-1.398296, 2.036950, 0.970258, 0.329426, 2}	{-0.428038, 2.366376, 0.893689, 0.394188, 2}	{0.465651, 2.760564, 0.961784, 0.588360, 2}
{2.597164, -1.525576, -0.767449, -0.486501, 0}	{1.829715, -2.012077, -0.880507, -0.434555, 0}	{0.949209, -2.446632, -0.829569, -0.519372, 0}	{0.119640, -2.966004, -0.936465, -0.310724, 0}	{-1.189209, 2.886809, 1.047048, 0.168032, 1}	{-0.142161, -2.945159, 0.943941, 0.428650, 1}	{0.801780, -2.516509, 0.825464, 0.608845, 1}	{1.627244, -1.907665, 0.804759, 0.468586, 1}	{-2.589769, 1.653272, 0.897185, 0.394119, 2}	{-1.692584, 2.047392, 0.992125, 0.291162, 2}	{-0.700459, 2.338553, 1.083560, 0.056337, 2}	{0.383101, 2.394890, 0.971679, 0.192327, 2}
{1.976463, -1.508349, -0.787828, -0.572437, 0}	{1.188634, -2.080785, -0.909970, -0.497181, 0}	{0.278664, -2.577966, -0.858203, -0.387597, 0}	{-0.579539, -2.965563, -0.977757, -0.249707, 0}	{-1.872719, 2.964513, 0.968673, 0.352160, 1}	{-0.904045, -2.683327, 0.951168, 0.206315, 1}	{0.047123, -2.477012, 0.952451, 0.508374, 1}	{0.999574, -1.968639, 0.698578, 0.566340, 1}	{-2.084845, 1.812570, 0.991953, 0.236656, 2}	{-1.092892, 2.049227, 0.805820, 0.512843, 2}	{-0.287071, 2.562070, 0.989300, 0.374076, 2}	{0.702229, 2.936146, 0.754786, 0.654061, 2}
{2.030406, -0.888876, -0.835935, -0.548331, 0}	{1.194471, -1.437208, -0.857900, -0.556795, 0}	{0.336571, -1.994003, -0.758948, -0.475662, 0}	{-0.422377, -2.469664, -0.918905, -0.324481, 0}	{-1.626515, -2.611888, 0.934575, 0.161452, 1}	{-0.691941, -2.450436, 0.904355, 0.503387, 1}	{0.212414, -1.947048, 0.665492, 0.602243, 1}	{0.877906, -1.344805, 0.949276, 0.498383, 1}	{-1.798697, 1.715674, 0.723187, 0.593554, 2}	{-1.075510, 2.309228, 1.057712, 0.367992, 2}	{-0.017798, 2.677220, 0.886873, 0.511486, 2}	{0.869075, -2.811294, 0.865051, 0.520443, 2}
{2.329111, -1.282667, -0.963496, -0.243015, 0}	{1.365615, -1.525682, -0.884934, -0.466743, 0}	{0.480680, -1.992425, -0.951384, -0.237688, 0}	{-0.470704, -2.230113, -0.875803, -0.446487, 0}	{-1.589631, -2.798624, 0.810324, 0.632543, 1}	{-0.779307, -2.166081, 0.848408, 0.451233, 1}	{0.069101, -1.714847, 1.039567, 0.417518, 1}	{1.108668, -1.297329, 0.995466, 0.197878, 1}	{-1.457728, 1.636392, 0.622528, 0.718337, 2}	{-0.835200, 2.354729, 0.878878, 0.607419, 2}	{0.043678, 2.962148, 0.916824, 0.404042, 2}	{0.960502, -2.633810, 0.981046, 0.386380, 2}
{1.942606, -1.408768, -0.895678, -0.280042, 0}	{1.046928, -1.688810, -0.953506, -0.239432, 0}	{0.093422, -1.928242, -0.768411, -0.617379, 0}	{-0.674989, -2.545621, -0.735427, -0.577539, 0}	{-1.760887, -2.968844, 0.833880, 0.395166, 1}	{-0.927007, -2.573678, 0.919371, 0.438095, 1}	{-0.007636, -2.135584, 0.822373, 0.428201, 1}	{0.814737, -1.707382, 0.931064, 0.499599, 1}	{-1.837690, 2.223623, 0.790305, -0.192219, 2}	{-1.047385, 2.031404, 0.852510, 0.541761, 2}	{-0.194875, 2.573165, 0.910593, 0.452610, 2}	{0.715718, -2.974225, 0.741878, 0.628831, 2}
{2.328459, -1.657349, -1.030673, -0.198184, 0}	{1.297786, -1.855534, -0.920155, -0.174785, 0}	{0.377631, -2.030319, -0.927405, -0.279898, 0}	{-0.549774, -2.310217, -0.920565, -0.382594, 0}	{-1.708778, -2.546310, 0.898975, 0.290705, 1}	{-0.809803, -2.255606, 0.971504, 0.323164, 1}	{0.161701, -1.932442, 0.938545, 0.347521, 1}	{1.100246, -1.584920, 0.965363, 0.194937, 1}	{-2.423881, 1.925067, 0.908671, 0.325845, 2}	{-1.515210, 2.250912, 1.037741, 0.324177, 2}	{-0.477469, 2.575089, 1.017549, 0.369814, 2}	{0.540080, 2.944903, 1.008476, -0.137999, 2}
