{-1.746456, 1.525511, 0.250000, 0}	{-2.278442, 0.635741, 0.250000, 0}	{2.942730, -0.031535, 0.250000, 0}	{2.025405, -0.398934, 0.250000, 0}	{1.124850, -0.881602, 0.250000, 0}	{0.888053, -0.916458, 0.250000, 1}	{1.711466, -0.333471, 0.250000, 1}	{2.488960, 0.315671, 0.250000, 1}	{2.899412, 1.204218, 0.250000, 1}	{-2.288829, 1.845432, 0.250000, 1}	{-2.636970, -2.172743, 0.250000, 2}	{-2.183220, -2.962342, 0.250000, 2}	{-1.660116, 2.302723, 0.250000, 2}	{-0.894412, 1.762877, 0.250000, 2}	{-0.174714, 0.953037, 0.250000, 2}
{-1.560045, 0.378904, 0.250000, 0}	{-2.491268, 0.041611, 0.250000, 0}	{2.580986, -0.358302, 0.250000, 0}	{1.611485, -0.895316, 0.250000, 0}	{0.636042, -1.315996, 0.250000, 0}	{0.381752, -1.379472, 0.250000, 1}	{1.177096, -0.755362, 0.250000, 1}	{1.943593, -0.070266, 0.250000, 1}	{2.852916, 0.631592, 0.250000, 1}	{-2.335758, 1.385803, 0.250000, 1}	{2.660126, -2.206341, 0.250000, 2}	{-2.654718, 2.953578, 0.250000, 2}	{-1.784439, 2.537567, 0.250000, 2}	{-0.865889, 2.231495, 0.250000, 2}	{0.002920, 1.700475, 0.250000, 2}
{-1.530727, -0.812759, 0.250000, 0}	{-2.446651, -0.797315, 0.250000, 0}	{2.556546, -0.730156, 0.250000, 0}	{1.464734, -0.695945, 0.250000, 0}	{0.485258, -0.878889, 0.250000, 0}	{0.144832, -0.797422, 0.250000, 1}	{1.207105, -0.526701, 0.250000, 1}	{2.112586, -0.145155, 0.250000, 1}	{-2.921819, 0.164309, 0.250000, 1}	{-1.939322, 0.257382, 0.250000, 1}	{2.453667, -2.274984, 0.250000, 2}	{-2.722272, -2.759599, 0.250000, 2}	{-1.976084, 2.582294, 0.250000, 2}	{-1.367330, 1.903663, 0.250000, 2}	{-0.966211, 1.082695, 0.250000, 2}
{-1.637631, -0.987881, 0.250000, 0}	{-2.629860, -0.681379, 0.250000, 0}	{2.396952, -0.586520, 0.250000, 0}	{1.498821, -0.594713, 0.250000, 0}	{0.468603, -0.731407, 0.250000, 0}	{0.180490, -0.604827, 0.250000, 1}	{1.245810, -0.468635, 0.250000, 1}	{2.243631, -0.222898, 0.250000, 1}	{-2.798405, 0.279136, 0.250000, 1}	{-2.114487, 0.954657, 0.250000, 1}	{2.975961, -2.013573, 0.250000, 2}	{-2.550142, -2.903128, 0.250000, 2}	{-2.116290, 2.234576, 0.250000, 2}	{-1.778654, 1.474222, 0.250000, 2}	{-1.450695, 0.617302, 0.250000, 2}
{-1.428479, -0.931997, 0.250000, 0}	{-2.421424, -1.147522, 0.250000, 0}	{2.576794, -1.154420, 0.250000, 0}	{1.577406, -1.103227, 0.250000, 0}	{0.489823, -1.320285, 0.250000, 0}	{0.360410, -1.412859, 0.250000, 1}	{1.093012, -0.881424, 0.250000, 1}	{1.857768, -0.193896, 0.250000, 1}	{2.553615, 0.535514, 0.250000, 1}	{-2.623244, 0.942707, 0.250000, 1}	{-2.915957, -2.076440, 0.250000, 2}	{-2.307901, -2.917916, 0.250000, 2}	{-1.862369, 2.197901, 0.250000, 2}	{-1.548490, 1.294483, 0.250000, 2}	{-1.147160, 0.382770, 0.250000, 2}
{-2.101795, 0.539943, 0.250000, 0}	{2.984530, 0.098177, 0.250000, 0}	{2.178434, -0.493053, 0.250000, 0}	{1.431740, -1.027013, 0.250000, 0}	{0.492157, -1.549758, 0.250000, 0}	{0.236598, -1.601849, 0.250000, 1}	{1.002858, -0.894824, 0.250000, 1}	{1.824222, -0.387325, 0.250000, 1}	{2.554000, 0.197475, 0.250000, 1}	{-2.638860, 0.853557, 0.250000, 1}	{-2.870528, -2.588258, 0.250000, 2}	{-2.187135, 2.668801, 0.250000, 2}	{-1.644877, 1.885048, 0.250000, 2}	{-1.144945, 0.950164, 0.250000, 2}	{-0.470712, 0.243833, 0.250000, 2}
{-2.014802, 0.195185, 0.250000, 0}	{2.941873, -0.025792, 0.250000, 0}	{1.955245, -0.210112, 0.250000, 0}	{0.806466, -0.492249, 0.250000, 0}	{-0.152976, -0.789358, 0.250000, 0}	{-0.430155, -0.662853, 0.250000, 1}	{0.558423, -0.361291, 0.250000, 1}	{1.383123, 0.206355, 0.250000, 1}	{2.274768, 0.769033, 0.250000, 1}	{-2.951200, 1.194538, 0.250000, 1}	{-2.133682, -2.368246, 0.250000, 2}	{-1.812202, 2.694487, 0.250000, 2}	{-1.286116, 1.759325, 0.250000, 2}	{-0.867401, 0.888214, 0.250000, 2}	{0.045100, 0.362206, 0.250000, 2}
{-2.569996, 1.378209, 0.250000, 0}	{2.429267, 0.852961, 0.250000, 0}	{1.594767, 0.370703, 0.250000, 0}	{0.669981, -0.122651, 0.250000, 0}	{0.014380, -0.725897, 0.250000, 0}	{-0.233825, -0.715267, 0.250000, 1}	{0.380064, 0.035715, 0.250000, 1}	{1.324719, 0.370945, 0.250000, 1}	{2.094015, 0.792904, 0.250000, 1}	{2.856327, 1.208659, 0.250000, 1}	{-2.498078, 2.958566, 0.250000, 2}	{-1.512908, 2.555368, 0.250000, 2}	{-0.503296, 2.262574, 0.250000, 2}	{0.316268, 1.541387, 0.250000, 2}	{1.145436, 0.964423, 0.250000, 2}
{-2.356126, 0.702925, 0.250000, 0}	{2.794109, 0.268994, 0.250000, 0}	{1.884050, -0.312537, 0.250000, 0}	{0.791045, -0.659868, 0.250000, 0}	{-0.120150, -1.012440, 0.250000, 0}	{-0.433557, -0.929007, 0.250000, 1}	{0.560808, -0.588799, 0.250000, 1}	{1.471804, -0.303364, 0.250000, 1}	{2.402162, 0.091505, 0.250000, 1}	{-2.849719, 0.701267, 0.250000, 1}	{-2.583338, 2.944894, 0.250000, 2}	{-1.608927, 2.778023, 0.250000, 2}	{-0.521181, 2.666594, 0.250000, 2}	{0.454762, 2.402561, 0.250000, 2}	{1.484791, 1.890037, 0.250000, 2}
{-2.572659, 1.005265, 0.250000, 0}	{2.511000, 0.567080, 0.250000, 0}	{1.760319, -0.170186, 0.250000, 0}	{0.846018, -0.731394, 0.250000, 0}	{-0.134580, -0.992352, 0.250000, 0}	{-0.350471, -0.973090, 0.250000, 1}	{0.521246, -0.514446, 0.250000, 1}	{1.271407, 0.127041, 0.250000, 1}	{2.020584, 0.427462, 0.250000, 1}	{2.899913, 1.003037, 0.250000, 1}	{-2.346487, -2.021325, 0.250000, 2}	{-1.427653, -2.369589, 0.250000, 2}	{-0.647630, -2.930051, 0.250000, 2}	{-0.032997, 2.174744, 0.250000, 2}	{0.319749, 1.270674, 0.250000, 2}
{-2.990211, 1.061662, 0.250000, 0}	{2.168943, 0.519276, 0.250000, 0}	{1.142306, 0.199860, 0.250000, 0}	{0.234788, -0.310677, 0.250000, 0}	{-0.664459, -0.800945, 0.250000, 0}	{-0.914809, -0.954298, 0.250000, 1}	{-0.050186, -0.306404, 0.250000, 1}	{0.770246, 0.070429, 0.250000, 1}	{1.659730, 0.435079, 0.250000, 1}	{2.557452, 0.940890, 0.250000, 1}	{-2.238877, -0.986069, 0.250000, 2}	{-1.727611, -1.873688, 0.250000, 2}	{-0.997758, -2.575214, 0.250000, 2}	{-0.278009, 2.550849, 0.250000, 2}	{0.264661, 1.708962, 0.250000, 2}
{-2.499667, 0.702178, 0.250000, 0}	{2.427081, 0.579356, 0.250000, 0}	{1.453170, 0.327044, 0.250000, 0}	{0.493439, -0.139767, 0.250000, 0}	{-0.373297, -0.797711, 0.250000, 0}	{-0.704207, -0.824894, 0.250000, 1}	{0.050712, -0.059583, 0.250000, 1}	{0.951914, 0.496716, 0.250000, 1}	{1.945325, 0.759975, 0.250000, 1}	{2.941157, 0.824440, 0.250000, 1}	{-1.711285, -0.667120, 0.250000, 2}	{-1.216005, -1.608567, 0.250000, 2}	{-0.682497, -2.570182, 0.250000, 2}	{0.046880, 2.699056, 0.250000, 2}	{0.590619, 1.782894, 0.250000, 2}
{-2.760035, 1.924606, 0.250000, 0}	{2.350350, 1.610925, 0.250000, 0}	{1.365663, 1.178586, 0.250000, 0}	{0.561790, 0.610976, 0.250000, 0}	{-0.353481, 0.307144, 0.250000, 0}	{-0.617609, 0.451375, 0.250000, 1}	{0.368398, 0.656271, 0.250000, 1}	{1.240778, 0.275283, 0.250000, 1}	{2.108404, 0.396112, 0.250000, 1}	{-2.954125, 0.405255, 0.250000, 1}	{-2.314067, -1.119115, 0.250000, 2}	{-1.507556, -1.856802, 0.250000, 2}	{-0.793863, -2.615041, 0.250000, 2}	{-0.072126, 2.602955, 0.250000, 2}	{0.614281, 1.929454, 0.250000, 2}
{2.645527, 2.115232, 0.250000, 0}	{2.059684, 1.576893, 0.250000, 0}	{1.403785, 0.955095, 0.250000, 0}	{0.523243, 0.806369, 0.250000, 0}	{-0.443770, 0.366197, 0.250000, 0}	{-0.642889, 0.426476, 0.250000, 1}	{0.176360, 0.875641, 0.250000, 1}	{1.205807, 1.075060, 0.250000, 1}	{2.096451, 1.223280, 0.250000, 1}	{-2.915212, 1.062320, 0.250000, 1}	{-2.509049, -2.103738, 0.250000, 2}	{-1.468838, -2.482748, 0.250000, 2}	{-0.585521, -2.746298, 0.250000, 2}	{0.342457, 2.788782, 0.250000, 2}	{1.335940, 2.636200, 0.250000, 2}
{-2.592900, 1.840356, 0.250000, 0}	{2.461046, 1.717948, 0.250000, 0}	{1.459842, 1.388960, 0.250000, 0}	{0.513714, 1.432782, 0.250000, 0}	{-0.361703, 1.739559, 0.250000, 0}	{-0.533185, 2.007563, 0.250000, 1}	{0.416337, 1.693070, 0.250000, 1}	{1.351375, 1.206168, 0.250000, 1}	{2.310251, 0.941700, 0.250000, 1}	{-2.640380, 0.743144, 0.250000, 1}	{-2.956070, 2.721469, 0.250000, 2}	{-2.088946, -2.837306, 0.250000, 2}	{-1.080939, -2.666141, 0.250000, 2}	{-0.049128, -2.764625, 0.250000, 2}	{0.968054, -2.464331, 0.250000, 2}
{-2.136116, 1.974711, 0.250000, 0}	{2.772899, 2.039468, 0.250000, 0}	{1.894146, 1.725164, 0.250000, 0}	{0.991289, 1.687268, 0.250000, 0}	{-0.000331, 1.793764, 0.250000, 0}	{-0.121132, 2.001991, 0.250000, 1}	{0.789585, 1.823110, 0.250000, 1}	{1.767999, 1.570701, 0.250000, 1}	{2.720139, 1.351755, 0.250000, 1}	{-2.381599, 1.001602, 0.250000, 1}	{-2.871428, -2.365160, 0.250000, 2}	{-1.822836, -2.296279, 0.250000, 2}	{-0.818494, -2.465487, 0.250000, 2}	{0.050230, -2.203071, 0.250000, 2}	{0.937935, -2.059685, 0.250000, 2}
{-2.781596, 1.300714, 0.250000, 0}	{2.388139, 1.522692, 0.250000, 0}	{1.427805, 1.719774, 0.250000, 0}	{0.543300, 1.911760, 0.250000, 0}	{-0.441542, 2.083404, 0.250000, 0}	{-0.703989, 2.387112, 0.250000, 1}	{0.350124, 2.290749, 0.250000, 1}	{1.327251, 2.043625, 0.250000, 1}	{2.353996, 1.799001, 0.250000, 1}	{-2.706719, 1.862393, 0.250000, 1}	{-2.557861, 2.303936, 0.250000, 2}	{-1.756438, 2.861703, 0.250000, 2}	{-0.696190, -2.763981, 0.250000, 2}	{0.229331, -2.582243, 0.250000, 2}	{1.206959, -2.251333, 0.250000, 2}
{2.881838, 1.018687, 0.250000, 0}	{2.209384, 1.621272, 0.250000, 0}	{1.277317, 1.975646, 0.250000, 0}	{0.250500, 2.315379, 0.250000, 0}	{-0.543116, 2.731010, 0.250000, 0}	{-0.634857, 2.962171, 0.250000, 1}	{0.305685, 2.622718, 0.250000, 1}	{1.250940, 2.500870, 0.250000, 1}	{2.323932, 2.402915, 0.250000, 1}	{-2.581346, 2.676517, 0.250000, 1}	{-2.176450, 1.494174, 0.250000, 2}	{-1.486222, 2.275671, 0.250000, 2}	{-0.735014, 2.954192, 0.250000, 2}	{0.099762, -2.507651, 0.250000, 2}	{1.037871, -2.009355, 0.250000, 2}
{-2.979433, -2.780671, 0.250000, 0}	{2.152480, 2.680065, 0.250000, 0}	{1.292317, 2.393627, 0.250000, 0}	{0.354814, 2.327300, 0.250000, 0}	{-0.624927, 2.135565, 0.250000, 0}	{-0.836431, 2.306073, 0.250000, 1}	{0.111862, 2.410773, 0.250000, 1}	{1.123817, 2.546396, 0.250000, 1}	{2.055694, 2.932255, 0.250000, 1}	{-2.970953, -2.788442, 0.250000, 1}	{-1.239077, 0.513817, 0.250000, 2}	{-0.898497, 1.428890, 0.250000, 2}	{-0.513586, 2.332094, 0.250000, 2}	{0.124251, -2.977380, 0.250000, 2}	{1.062767, -2.474318, 0.250000, 2}
{-2.937457, 2.479425, 0.250000, 0}	{2.162577, 2.800421, 0.250000, 0}	{1.113524, 2.897279, 0.250000, 0}	{0.165463, 2.878743, 0.250000, 0}	{-0.798327, 2.926354, 0.250000, 0}	{-0.950268, -2.780121, 0.250000, 1}	{-0.004297, -2.962888, 0.250000, 1}	{0.930510, -2.964800, 0.250000, 1}	{1.979798, 2.918257, 0.250000, 1}	{-2.984492, 2.853111, 0.250000, 1}	{-0.897946, 0.519554, 0.250000, 2}	{-0.335383, 1.394996, 0.250000, 2}	{0.128885, 2.237226, 0.250000, 2}	{0.517223, -2.891699, 0.250000, 2}	{0.980408, -2.117779, 0.250000, 2}
{2.252231, 2.071525, 0.250000, 0}	{1.386670, 2.524989, 0.250000, 0}	{0.477099, 2.813580, 0.250000, 0}	{-0.346338, -2.918003, 0.250000, 0}	{-1.423785, -2.830126, 0.250000, 0}	{-1.518921, -2.291531, 0.250000, 1}	{-0.571614, -2.711659, 0.250000, 1}	{0.412250, -2.952765, 0.250000, 1}	{1.400486, 2.716217, 0.250000, 1}	{2.270542, 2.341792, 0.250000, 1}	{-0.924232, 0.778240, 0.250000, 2}	{-0.264610, 1.398165, 0.250000, 2}	{0.308150, 2.262085, 0.250000, 2}	{0.987943, -2.851502, 0.250000, 2}	{1.771431, -2.075743, 0.250000, 2}
{2.641020, 2.152948, 0.250000, 0}	{1.828615, 2.699330, 0.250000, 0}	{1.014001, -2.819281, 0.250000, 0}	{0.040852, -2.448256, 0.250000, 0}	{-0.901775, -2.261890, 0.250000, 0}	{-1.021558, -1.922154, 0.250000, 1}	{-0.075455, -2.136061, 0.250000, 1}	{0.860562, -2.709602, 0.250000, 1}	{1.752433, 2.911916, 0.250000, 1}	{2.582418, 2.338833, 0.250000, 1}	{-0.766125, 0.262192, 0.250000, 2}	{-0.277844, 1.225650, 0.250000, 2}	{0.187732, 2.070537, 0.250000, 2}	{0.442053, -2.925494, 0.250000, 2}	{0.679709, -1.965439, 0.250000, 2}
{2.784309, 2.784160, 0.250000, 0}	{1.767811, 2.830131, 0.250000, 0}	{0.773646, 2.946087, 0.250000, 0}	{-0.274081, -2.724628, 0.250000, 0}	{-1.210330, -2.273555, 0.250000, 0}	{-1.341557, -1.949033, 0.250000, 1}	{-0.358724, -2.360027, 0.250000, 1}	{0.551758, -2.622920, 0.250000, 1}	{1.443988, -2.866311, 0.250000, 1}	{2.630129, 2.894517, 0.250000, 1}	{-0.177563, 0.140443, 0.250000, 2}	{-0.127031, 1.190110, 0.250000, 2}	{0.237515, 2.100675, 0.250000, 2}	{0.400470, -2.921382, 0.250000, 2}	{0.711700, -1.971927, 0.250000, 2}
{2.500953, 2.734877, 0.250000, 0}	{1.625438, 2.935941, 0.250000, 0}	{0.637619, 2.941207, 0.250000, 0}	{-0.318325, -2.726118, 0.250000, 0}	{-1.297018, -2.455305, 0.250000, 0}	{-1.512691, -2.297855, 0.250000, 1}	{-0.511936, -2.465797, 0.250000, 1}	{0.444941, -2.770459, 0.250000, 1}	{1.515680, -2.840211, 0.250000, 1}	{2.451121, 2.946028, 0.250000, 1}	{0.473880, -0.283482, 0.250000, 2}	{0.793496, 0.647304, 0.250000, 2}	{0.613362, 1.605189, 0.250000, 2}	{0.625784, 2.542726, 0.250000, 2}	{0.214145, -2.555935, 0.250000, 2}
{2.355661, -2.905055, 0.250000, 0}	{1.359766, -2.917407, 0.250000, 0}	{0.359689, -2.806005, 0.250000, 0}	{-0.650696, -2.564427, 0.250000, 0}	{-1.474115, -2.981300, 0.250000, 0}	{-1.803435, -2.861628, 0.250000, 1}	{-0.831571, -2.535631, 0.250000, 1}	{0.111777, -2.519994, 0.250000, 1}	{1.210699, -2.681544, 0.250000, 1}	{2.211181, -2.692687, 0.250000, 1}	{-1.620000, 0.593691, 0.250000, 2}	{-0.625974, 1.219591, 0.250000, 2}	{0.135938, 2.056334, 0.250000, 2}	{0.547592, 2.994628, 0.250000, 2}	{0.836328, -2.154060, 0.250000, 2}
{-2.778854, -2.951892, 0.250000, 0}	{2.197937, 2.909319, 0.250000, 0}	{1.238331, 2.893692, 0.250000, 0}	{0.357570, 2.902267, 0.250000, 0}	{-0.691591, -2.913101, 0.250000, 0}	{-0.852414, -2.540794, 0.250000, 1}	{0.105242, -2.928046, 0.250000, 1}	{1.129516, 2.963071, 0.250000, 1}	{2.071863, 2.955676, 0.250000, 1}	{-2.997130, -2.808241, 0.250000, 1}	{-2.650622, 1.452172, 0.250000, 2}	{-1.702594, 1.541956, 0.250000, 2}	{-0.797334, 2.157447, 0.250000, 2}	{-0.048124, 2.947248, 0.250000, 2}	{0.530518, -2.280215, 0.250000, 2}
{2.863702, -2.559699, 0.250000, 0}	{1.946753, -2.638224, 0.250000, 0}	{0.903425, -2.590549, 0.250000, 0}	{-0.031468, -2.405765, 0.250000, 0}	{-1.001069, -2.565935, 0.250000, 0}	{-1.340605, -2.317323, 0.250000, 1}	{-0.265523, -2.389243, 0.250000, 1}	{0.782592, -2.318390, 0.250000, 1}	{1.818212, -2.453206, 0.250000, 1}	{2.797322, -2.486116, 0.250000, 1}	{-2.290606, 0.805357, 0.250000, 2}	{-1.791541, 1.739857, 0.250000, 2}	{-1.192564, 2.568175, 0.250000, 2}	{-0.430330, -2.842425, 0.250000, 2}	{0.324876, -2.099692, 0.250000, 2}
{2.931728, 2.907535, 0.250000, 0}	{1.972540, -2.929964, 0.250000, 0}	{0.955844, 2.802066, 0.250000, 0}	{0.047758, -2.915060, 0.250000, 0}	{-0.986529, -2.592714, 0.250000, 0}	{-1.037653, -2.146410, 0.250000, 1}	{0.044539, -1.842268, 0.250000, 1}	{1.007094, -2.235326, 0.250000, 1}	{1.923696, -2.581272, 0.250000, 1}	{2.852519, -2.879142, 0.250000, 1}	{-2.661892, 0.927190, 0.250000, 2}	{-1.907539, 1.862528, 0.250000, 2}	{-1.213780, 2.419753, 0.250000, 2}	{-0.530050, -2.863710, 0.250000, 2}	{0.399458, -2.439396, 0.250000, 2}
{-2.864273, -2.865727, 0.250000, 0}	{2.032762, -2.878723, 0.250000, 0}	{1.079637, -2.897692, 0.250000, 0}	{0.093107, -2.718994, 0.250000, 0}	{-0.738487, -2.352347, 0.250000, 0}	{-1.169713, -2.561372, 0.250000, 1}	{-0.117046, -2.597698, 0.250000, 1}	{0.915046, -2.593194, 0.250000, 1}	{1.894230, -2.685634, 0.250000, 1}	{2.916652, -2.649481, 0.250000, 1}	{-2.724242, 1.869685, 0.250000, 2}	{-1.931274, 2.582007, 0.250000, 2}	{-1.104521, -2.991185, 0.250000, 2}	{0.035075, -2.742794, 0.250000, 2}	{0.980157, -2.424634, 0.250000, 2}
{2.982809, -2.337377, 0.250000, 0}	{2.090135, -2.276340, 0.250000, 0}	{1.148947, -2.171616, 0.250000, 0}	{0.140494, -2.411591, 0.250000, 0}	{-0.818575, -2.756399, 0.250000, 0}	{-1.085006, -2.766148, 0.250000, 1}	{-0.194011, -2.371401, 0.250000, 1}	{0.873486, -2.001300, 0.250000, 1}	{1.872311, -2.033165, 0.250000, 1}	{2.955232, -2.138701, 0.250000, 1}	{-2.442400, 1.409604, 0.250000, 2}	{-1.398296, 2.036950, 0.250000, 2}	{-0.428038, 2.366376, 0.250000, 2}	{0.465651, 2.760564, 0.250000, 2}	{1.427434, -2.651076, 0.250000, 2}
{2.597164, -1.525576, 0.250000, 0}	{1.829715, -2.012077, 0.250000, 0}	{0.949209, -2.446632, 0.250000, 0}	{0.119640, -2.966004, 0.250000, 0}	{-0.816825, 2.723272, 0.250000, 0}	{-1.189209, 2.886809, 0.250000, 1}	{-0.142161, -2.945159, 0.250000, 1}	{0.801780, -2.516509, 0.250000, 1}	{1.627244, -1.907665, 0.250000, 1}	{2.432003, -1.439078, 0.250000, 1}	{-2.589769, 1.653272, 0.250000, 2}	{-1.692584, 2.047392, 0.250000, 2}	{-0.700459, 2.338553, 0.250000, 2}	{0.383101, 2.394890, 0.250000, 2}	{1.354780, 2.587217, 0.250000, 2}
{1.976463, -1.508349, 0.250000, 0}	{1.188634, -2.080785, 0.250000, 0}	{0.278664, -2.577966, 0.250000, 0}	{-0.579539, -2.965563, 0.250000, 0}	{-1.557297, 2.784731, 0.250000, 0}	{-1.872719, 2.964513, 0.250000, 1}	{-0.904045, -2.683327, 0.250000, 1}	{0.047123, -2.477012, 0.250000, 1}	{0.999574, -1.968639, 0.250000, 1}	{1.698152, -1.402298, 0.250000, 1}	{-2.084845, 1.812570, 0.250000, 2}	{-1.092892, 2.049227, 0.250000, 2}	{-0.287071, 2.562070, 0.250000, 2}	{0.702229, 2.936146, 0.250000, 2}	{1.457015, -2.409793, 0.250000, 2}
{2.030406, -0.888876, 0.250000, 0}	{1.194471, -1.437208, 0.250000, 0}	{0.336571, -1.994003, 0.250000, 0}	{-0.422377, -2.469664, 0.250000, 0}	{-1.341282, -2.794145, 0.250000, 0}	{-1.626515, -2.611888, 0.250000, 1}	{-0.691941, -2.450436, 0.250000, 1}	{0.212414, -1.947048, 0.250000, 1}	{0.877906, -1.344805, 0.250000, 1}	{1.827182, -0.846422, 0.250000, 1}	{-1.798697, 1.715674, 0.250000, 2}	{-1.075510, 2.309228, 0.250000, 2}	{-0.017798, 2.677220, 0.250000, 2}	{0.869075, -2.811294, 0.250000, 2}	{1.734126, -2.290851, 0.250000, 2}
{2.329111, -1.282667, 0.250000, 0}	{1.365615, -1.525682, 0.250000, 0}	{0.480680, -1.992425, 0.250000, 0}	{-0.470704, -2.230113, 0.250000, 0}	{-1.346506, -2.676600, 0.250000, 0}	{-1.589631, -2.798624, 0.250000, 1}	{-0.779307, -2.166081, 0.250000, 1}	{0.069101, -1.714847, 0.250000, 1}	{1.108668, -1.297329, 0.250000, 1}	{2.104134, -1.099451, 0.250000, 1}	{-1.457728, 1.636392, 0.250000, 2}	{-0.835200, 2.354729, 0.250000, 2}	{0.043678, 2.962148, 0.250000, 2}	{0.960502, -2.633810, 0.250000, 2}	{1.941547, -2.247430, 0.250000, 2}
{1.942606, -1.408768, 0.250000, 0}	{1.046928, -1.688810, 0.250000, 0}	{0.093422, -1.928242, 0.250000, 0}	{-0.674989, -2.545621, 0.250000, 0}	{-1.410417, 2.876841, 0.250000, 0}	{-1.760887, -2.968844, 0.250000, 1}	{-0.927007, -2.573678, 0.250000, 1}	{-0.007636, -2.135584, 0.250000, 1}	{0.814737, -1.707382, 0.250000, 1}	{1.745800, -1.207783, 0.250000, 1}	{-1.837690, 2.223623, 0.250000, 2}	{-1.047385, 2.031404, 0.250000, 2}	{-0.194875, 2.573165, 0.250000, 2}	{0.715718, -2.974225, 0.250000, 2}	{1.457596, -2.345393, 0.250000, 2}
{2.328459, -1.657349, 0.250000, 0}	{1.297786, -1.855534, 0.250000, 0}	{0.377631, -2.030319, 0.250000, 0}	{-0.549774, -2.310217, 0.250000, 0}	{-1.470339, -2.692811, 0.250000, 0}	{-1.708778, -2.546310, 0.250000, 1}	{-0.809803, -2.255606, 0.250000, 1}	{0.161701, -1.932442, 0.250000, 1}	{1.100246, -1.584920, 0.250000, 1}	{2.065609, -1.389983, 0.250000, 1}	{-2.423881, 1.925067, 0.250000, 2}	{-1.515210, 2.250912, 0.250000, 2}	{-0.477469, 2.575089, 0.250000, 2}	{0.540080, 2.944903, 0.250000, 2}	{1.548555, 2.806903, 0.250000, 2}
{1.984740, -1.420405, 0.250000, 0}	{1.253703, -2.139976, 0.250000, 0}	{0.307310, -2.529656, 0.250000, 0}	{-0.801416, -2.662659, 0.250000, 0}	{-1.567480, 2.765967, 0.250000, 0}	{-1.868569, 2.832267, 0.250000, 1}	{-1.047791, -2.636580, 0.250000, 1}	{-0.178016, -2.340646, 0.250000, 1}	{0.780720, -2.028608, 0.250000, 1}	{1.793984, -1.460271, 0.250000, 1}	{-2.310768, -2.939284, 0.250000, 2}	{-1.375106, 2.737798, 0.250000, 2}	{-0.410990, 2.461763, 0.250000, 2}	{0.578602, 2.403083, 0.250000, 2}	{1.652617, 2.265388, 0.250000, 2}
{1.788668, -1.874882, 0.250000, 0}	{0.892934, -2.248171, 0.250000, 0}	{-0.088444, -2.449297, 0.250000, 0}	{-0.950638, -2.979645, 0.250000, 0}	{-1.873163, 2.674955, 0.250000, 0}	{-2.093026, 2.822763, 0.250000, 1}	{-1.215826, -2.919444, 0.250000, 1}	{-0.236331, -2.492119, 0.250000, 1}	{0.590876, -2.202491, 0.250000, 1}	{1.591034, -1.734602, 0.250000, 1}	{-1.924667, 2.496461, 0.250000, 2}	{-0.850578, 2.515325, 0.250000, 2}	{0.172140, 2.586855, 0.250000, 2}	{1.069691, 2.257953, 0.250000, 2}	{2.068886, 2.508731, 0.250000, 2}
{2.202121, -1.756551, 0.250000, 0}	{1.393914, -2.155203, 0.250000, 0}	{0.525136, -2.505880, 0.250000, 0}	{-0.353945, -2.960185, 0.250000, 0}	{-1.312096, 2.651016, 0.250000, 0}	{-1.584896, 2.842115, 0.250000, 1}	{-0.671997, -2.937531, 0.250000, 1}	{0.157965, -2.458401, 0.250000, 1}	{1.041263, -2.042512, 0.250000, 1}	{2.089662, -1.623211, 0.250000, 1}	{-1.307877, 2.790075, 0.250000, 2}	{-0.373812, 2.714355, 0.250000, 2}	{0.546688, 2.970725, 0.250000, 2}	{1.594546, -2.947737, 0.250000, 2}	{2.564254, 2.792689, 0.250000, 2}
{2.274133, -2.268816, 0.250000, 0}	{1.411570, -2.478400, 0.250000, 0}	{0.436809, -2.658536, 0.250000, 0}	{-0.425629, 2.900409, 0.250000, 0}	{-1.289643, 2.607758, 0.250000, 0}	{-1.562217, 2.655126, 0.250000, 1}	{-0.634618, 2.968620, 0.250000, 1}	{0.249403, -2.702556, 0.250000, 1}	{1.330152, -2.373759, 0.250000, 1}	{2.205215, -2.086272, 0.250000, 1}	{-1.505892, 2.898161, 0.250000, 2}	{-0.517353, 2.800147, 0.250000, 2}	{0.452290, 2.556346, 0.250000, 2}	{1.439135, 2.376754, 0.250000, 2}	{2.442561, 2.038517, 0.250000, 2}
{2.927735, -2.401356, 0.250000, 0}	{1.854697, -2.559814, 0.250000, 0}	{0.916747, -2.698991, 0.250000, 0}	{-0.117202, -2.667298, 0.250000, 0}	{-1.114317, 2.824960, 0.250000, 0}	{-1.340608, 2.815485, 0.250000, 1}	{-0.527961, -2.693104, 0.250000, 1}	{0.444529, -2.304879, 0.250000, 1}	{1.495086, -2.082629, 0.250000, 1}	{2.358729, -1.718400, 0.250000, 1}	{-1.366092, 1.923552, 0.250000, 2}	{-0.372005, 2.319366, 0.250000, 2}	{0.695705, 2.439218, 0.250000, 2}	{1.735320, 2.199460, 0.250000, 2}	{2.675176, 1.803881, 0.250000, 2}
