{2.590944, -0.460783, 0.250000, 0}	{-2.504143, -0.932159, 0.250000, 0}	{-1.565361, -1.397187, 0.250000, 0}	{-0.683310, -1.666864, 0.250000, 0}	{0.233394, -1.816740, 0.250000, 0}	{-0.423071, -2.790362, 0.250000, 1}	{-0.287148, 2.221873, 0.250000, 1}	{-0.034389, 1.277073, 0.250000, 1}	{0.537592, 0.394947, 0.250000, 1}	{1.196910, -0.352521, 0.250000, 1}	{-2.900792, -0.234498, 0.250000, 2}	{-1.991954, -0.937548, 0.250000, 2}	{-1.178273, -1.612716, 0.250000, 2}	{-0.116687, -1.820656, 0.250000, 2}	{0.808288, -2.190653, 0.250000, 2}
{2.371653, -0.245523, 0.250000, 0}	{-2.658668, -0.517570, 0.250000, 0}	{-1.729946, -0.890082, 0.250000, 0}	{-0.745823, -1.112618, 0.250000, 0}	{0.227037, -1.391291, 0.250000, 0}	{-0.571551, -2.186552, 0.250000, 1}	{-0.209183, 2.889646, 0.250000, 1}	{0.130848, 1.991174, 0.250000, 1}	{0.777925, 1.125634, 0.250000, 1}	{1.466059, 0.260659, 0.250000, 1}	{-2.764086, -0.611873, 0.250000, 2}	{-1.857583, -0.945305, 0.250000, 2}	{-0.967667, -1.242559, 0.250000, 2}	{-0.111607, -1.407743, 0.250000, 2}	{0.775922, -1.774082, 0.250000, 2}
{2.342014, -1.391983, 0.250000, 0}	{-2.724254, -1.451679, 0.250000, 0}	{-1.816908, -1.298292, 0.250000, 0}	{-0.724064, -1.354688, 0.250000, 0}	{0.234045, -1.708469, 0.250000, 0}	{-1.152078, -2.896453, 0.250000, 1}	{-0.357926, 2.502621, 0.250000, 1}	{0.377101, 1.738266, 0.250000, 1}	{0.756698, 0.837525, 0.250000, 1}	{1.047108, -0.152486, 0.250000, 1}	{2.966279, -1.192029, 0.250000, 2}	{-2.063643, -1.275075, 0.250000, 2}	{-1.143568, -1.509410, 0.250000, 2}	{-0.105545, -1.738894, 0.250000, 2}	{0.791449, -2.086434, 0.250000, 2}
{2.160481, -2.101636, 0.250000, 0}	{-2.888951, -2.150297, 0.250000, 0}	{-1.846152, -1.845998, 0.250000, 0}	{-0.821842, -1.727636, 0.250000, 0}	{0.211548, -1.614772, 0.250000, 0}	{0.759552, -2.813367, 0.250000, 1}	{0.718800, 2.073984, 0.250000, 1}	{0.725768, 1.117704, 0.250000, 1}	{0.750721, 0.117249, 0.250000, 1}	{0.572199, -0.758543, 0.250000, 1}	{-2.945372, -1.152029, 0.250000, 2}	{-2.049240, -1.543354, 0.250000, 2}	{-1.024684, -1.915807, 0.250000, 2}	{-0.025586, -1.919908, 0.250000, 2}	{0.933083, -1.724497, 0.250000, 2}
{2.317535, -2.775706, 0.250000, 0}	{-2.795986, -2.149285, 0.250000, 0}	{-1.924080, -1.565831, 0.250000, 0}	{-0.951956, -1.305807, 0.250000, 0}	{-0.112970, -0.934563, 0.250000, 0}	{0.961122, 2.917529, 0.250000, 1}	{0.473357, 1.976405, 0.250000, 1}	{0.330705, 1.084029, 0.250000, 1}	{0.556467, 0.089456, 0.250000, 1}	{0.989429, -0.781867, 0.250000, 1}	{-2.595177, 2.676344, 0.250000, 2}	{-1.873142, -2.558432, 0.250000, 2}	{-1.099330, -1.917824, 0.250000, 2}	{-0.274262, -1.293180, 0.250000, 2}	{0.476476, -0.867440, 0.250000, 2}
{-2.556437, 2.693898, 0.250000, 0}	{-1.962010, -2.391017, 0.250000, 0}	{-1.290589, -1.786830, 0.250000, 0}	{-0.610551, -1.277312, 0.250000, 0}	{0.283651, -0.809926, 0.250000, 0}	{1.973289, 2.196038, 0.250000, 1}	{1.052662, 1.851547, 0.250000, 1}	{0.148619, 1.155487, 0.250000, 1}	{-0.714539, 0.483307, 0.250000, 1}	{-1.135063, -0.463533, 0.250000, 1}	{-2.247776, -2.935098, 0.250000, 2}	{-1.264166, -2.528677, 0.250000, 2}	{-0.443584, -1.998768, 0.250000, 2}	{0.229614, -1.204976, 0.250000, 2}	{0.884634, -0.490269, 0.250000, 2}
{-2.890518, 2.770593, 0.250000, 0}	{-1.967268, -2.799018, 0.250000, 0}	{-1.113541, -2.239122, 0.250000, 0}	{-0.065411, -1.920402, 0.250000, 0}	{0.805225, -1.695517, 0.250000, 0}	{1.997027, 2.196779, 0.250000, 1}	{1.210512, 1.589743, 0.250000, 1}	{0.546087, 0.830420, 0.250000, 1}	{0.227601, -0.030026, 0.250000, 1}	{-0.055371, -0.980367, 0.250000, 1}	{-2.323484, -2.756166, 0.250000, 2}	{-1.382749, -2.273997, 0.250000, 2}	{-0.387701, -2.039154, 0.250000, 2}	{0.480893, -1.925339, 0.250000, 2}	{1.525853, -1.787984, 0.250000, 2}
{2.685433, 2.830848, 0.250000, 0}	{-2.519328, -2.559264, 0.250000, 0}	{-1.574337, -1.947196, 0.250000, 0}	{-0.686157, -1.598801, 0.250000, 0}	{0.261417, -1.446248, 0.250000, 0}	{1.698773, 2.194553, 0.250000, 1}	{0.864665, 1.657877, 0.250000, 1}	{0.356872, 0.914143, 0.250000, 1}	{-0.192592, 0.085816, 0.250000, 1}	{-0.951337, -0.627177, 0.250000, 1}	{-2.244307, 2.262116, 0.250000, 2}	{-1.608643, -2.876988, 0.250000, 2}	{-0.947090, -2.205761, 0.250000, 2}	{-0.109433, -1.685054, 0.250000, 2}	{0.898289, -1.457328, 0.250000, 2}
{-2.826025, 2.571483, 0.250000, 0}	{-2.169913, -2.653612, 0.250000, 0}	{-1.331833, -2.101742, 0.250000, 0}	{-0.316866, -2.032309, 0.250000, 0}	{0.623152, -2.082055, 0.250000, 0}	{1.863223, 1.189669, 0.250000, 1}	{1.157564, 0.592578, 0.250000, 1}	{0.443995, -0.138810, 0.250000, 1}	{0.022325, -0.943531, 0.250000, 1}	{-0.628143, -1.703599, 0.250000, 1}	{-2.287140, 1.853750, 0.250000, 2}	{-1.535300, 2.693717, 0.250000, 2}	{-0.796039, -2.570516, 0.250000, 2}	{0.230755, -2.231306, 0.250000, 2}	{1.156564, -2.550140, 0.250000, 2}
{-2.763201, -1.080159, 0.250000, 0}	{-2.018946, -1.694457, 0.250000, 0}	{-1.036739, -2.095036, 0.250000, 0}	{-0.069567, -2.094189, 0.250000, 0}	{0.926615, -2.018217, 0.250000, 0}	{1.170339, 1.072441, 0.250000, 1}	{0.650234, 0.220445, 0.250000, 1}	{0.098569, -0.579130, 0.250000, 1}	{-0.612497, -1.349166, 0.250000, 1}	{-1.379692, -1.972733, 0.250000, 1}	{-2.308148, -2.881568, 0.250000, 2}	{-1.365869, -2.670776, 0.250000, 2}	{-0.411197, -2.304271, 0.250000, 2}	{0.518229, -2.267163, 0.250000, 2}	{1.602937, -2.199294, 0.250000, 2}
{-2.714060, -1.903283, 0.250000, 0}	{-1.649233, -1.752205, 0.250000, 0}	{-0.768894, -2.078591, 0.250000, 0}	{0.154963, -2.192104, 0.250000, 0}	{1.005274, -2.483130, 0.250000, 0}	{1.788297, -0.075002, 0.250000, 1}	{0.904172, -0.596787, 0.250000, 1}	{0.012074, -1.081263, 0.250000, 1}	{-0.848488, -1.239629, 0.250000, 1}	{-1.786402, -1.300395, 0.250000, 1}	{-2.187259, -2.084731, 0.250000, 2}	{-1.326177, -2.593462, 0.250000, 2}	{-0.379977, -2.681215, 0.250000, 2}	{0.689306, -2.625612, 0.250000, 2}	{1.647154, -2.691942, 0.250000, 2}
{-2.535973, -0.635441, 0.250000, 0}	{-1.755891, -1.204587, 0.250000, 0}	{-0.923303, -1.693857, 0.250000, 0}	{0.038486, -1.907215, 0.250000, 0}	{1.005344, -2.160504, 0.250000, 0}	{1.732545, 0.546762, 0.250000, 1}	{0.735237, 0.460673, 0.250000, 1}	{-0.115689, -0.010931, 0.250000, 1}	{-0.845666, -0.611398, 0.250000, 1}	{-1.471768, -1.641102, 0.250000, 1}	{-2.398994, 2.998605, 0.250000, 2}	{-1.453422, -2.982253, 0.250000, 2}	{-0.472385, -2.714416, 0.250000, 2}	{0.504646, -2.371179, 0.250000, 2}	{1.594803, -2.557341, 0.250000, 2}
{-2.637532, -1.128496, 0.250000, 0}	{-1.735546, -1.749807, 0.250000, 0}	{-0.755235, -2.095472, 0.250000, 0}	{0.129506, -2.141300, 0.250000, 0}	{1.051407, -2.235055, 0.250000, 0}	{1.920729, 0.478940, 0.250000, 1}	{1.037125, 0.079697, 0.250000, 1}	{0.122416, -0.347912, 0.250000, 1}	{-0.872386, -0.663627, 0.250000, 1}	{-1.863528, -1.222082, 0.250000, 1}	{-2.349897, 2.676309, 0.250000, 2}	{-1.319250, 2.971252, 0.250000, 2}	{-0.335992, -2.536214, 0.250000, 2}	{0.845452, -2.485012, 0.250000, 2}	{1.662492, -2.499256, 0.250000, 2}
{2.910760, -1.788772, 0.250000, 0}	{-2.012226, -2.083037, 0.250000, 0}	{-0.968576, -2.094015, 0.250000, 0}	{0.065229, -1.710009, 0.250000, 0}	{1.065702, -1.584675, 0.250000, 0}	{2.019567, 0.903381, 0.250000, 1}	{1.121895, 0.218292, 0.250000, 1}	{0.321512, -0.297512, 0.250000, 1}	{-0.659925, -0.707749, 0.250000, 1}	{-1.568521, -1.017334, 0.250000, 1}	{-1.544734, 2.326229, 0.250000, 2}	{-0.715983, 2.896079, 0.250000, 2}	{-0.065511, -2.298504, 0.250000, 2}	{0.754390, -1.906259, 0.250000, 2}	{1.646219, -1.321326, 0.250000, 2}
{-2.378554, -1.816783, 0.250000, 0}	{-1.436076, -2.134966, 0.250000, 0}	{-0.488073, -2.240473, 0.250000, 0}	{0.446516, -2.279345, 0.250000, 0}	{1.517045, -2.164440, 0.250000, 0}	{2.113685, 1.216987, 0.250000, 1}	{1.369779, 0.635525, 0.250000, 1}	{0.475541, 0.203775, 0.250000, 1}	{-0.355461, -0.141279, 0.250000, 1}	{-1.315400, -0.449130, 0.250000, 1}	{-1.606694, -2.984913, 0.250000, 2}	{-0.815606, -2.783695, 0.250000, 2}	{0.179156, -2.622409, 0.250000, 2}	{1.157952, -2.295255, 0.250000, 2}	{2.159549, -2.081605, 0.250000, 2}
{-1.905219, -0.564863, 0.250000, 0}	{-1.036984, -1.053651, 0.250000, 0}	{-0.152176, -1.696209, 0.250000, 0}	{0.867098, -2.203095, 0.250000, 0}	{1.639320, -2.777156, 0.250000, 0}	{1.991976, 0.460875, 0.250000, 1}	{1.215413, -0.020315, 0.250000, 1}	{0.386282, -0.580126, 0.250000, 1}	{-0.601295, -0.849335, 0.250000, 1}	{-1.614658, -1.073394, 0.250000, 1}	{-1.710119, -1.781369, 0.250000, 2}	{-0.777856, -2.204238, 0.250000, 2}	{0.323949, -2.481588, 0.250000, 2}	{1.248831, -2.824548, 0.250000, 2}	{2.171601, 2.909569, 0.250000, 2}
{-0.123685, 0.648947, 0.250000, 0}	{-0.197362, -0.258838, 0.250000, 0}	{-0.287092, -1.247286, 0.250000, 0}	{0.032058, -2.378729, 0.250000, 0}	{0.776747, 2.929166, 0.250000, 0}	{1.029625, 1.703332, 0.250000, 1}	{0.488395, 0.858640, 0.250000, 1}	{-0.143023, 0.052491, 0.250000, 1}	{-0.890882, -0.679977, 0.250000, 1}	{-1.550018, -1.405044, 0.250000, 1}	{-2.423420, -1.827706, 0.250000, 2}	{-1.462506, -2.093095, 0.250000, 2}	{-0.663892, -2.607964, 0.250000, 2}	{0.297729, -2.969141, 0.250000, 2}	{1.316548, 2.564427, 0.250000, 2}
{-0.823969, 0.558161, 0.250000, 0}	{-0.554928, -0.384592, 0.250000, 0}	{-0.211238, -1.306460, 0.250000, 0}	{0.478477, -2.087736, 0.250000, 0}	{1.030953, -2.730781, 0.250000, 0}	{0.908682, 1.444449, 0.250000, 1}	{0.090231, 0.650569, 0.250000, 1}	{-0.647534, 0.130873, 0.250000, 1}	{-1.532948, -0.203818, 0.250000, 1}	{-2.398400, -0.675236, 0.250000, 1}	{-1.599046, -0.914987, 0.250000, 2}	{-0.934811, -1.511538, 0.250000, 2}	{-0.045164, -2.084211, 0.250000, 2}	{0.837441, -2.662730, 0.250000, 2}	{1.458806, 2.766368, 0.250000, 2}
{-1.067189, 0.617136, 0.250000, 0}	{-0.570430, -0.294387, 0.250000, 0}	{0.028907, -1.082313, 0.250000, 0}	{0.834874, -1.612566, 0.250000, 0}	{1.635963, -2.265798, 0.250000, 0}	{1.074313, 1.500286, 0.250000, 1}	{0.286299, 0.781556, 0.250000, 1}	{-0.334724, 0.125560, 0.250000, 1}	{-0.736007, -0.862174, 0.250000, 1}	{-1.135831, -1.648923, 0.250000, 1}	{-1.704798, -2.087321, 0.250000, 2}	{-0.822005, -2.170075, 0.250000, 2}	{0.110475, -2.036932, 0.250000, 2}	{1.176488, -2.162375, 0.250000, 2}	{2.065477, -2.778740, 0.250000, 2}
