0	0	0
443.657	0	0
-169.617	0	0
-300.355	0	0
-194.962	0	0
-38.5142	0	0
-161.484	0	0
313.942	0	0
5.88163	0	0
289.775	0	0
-283.767	0	0
-626.471	0	0
-221.589	0	0
275.863	0	0
232.149	0	0
-127.615	0	0
139.898	0	0
322.183	0	0
-523.371	0	0
-469.006	0	0
-755.508	0	0
259.781	0	0
72.8073	0	0
-163.208	0	0
-196.068	0	0
214.189	0	0
72.5269	0	0
-108.146	0	0
-66.7076	0	0
-76.7848	0	0
-70.8724	0	0
-452.544	0	0
-285.287	0	0
137.546	0	0
-744.815	0	0
-283.77	0	0
-163.391	0	0
-523.217	0	0
226.658	0	0
418.433	0	0
86.4909	0	0
-106.264	0	0
29.6377	0	0
303.931	0	0
-196.616	0	0
137.248	0	0
-355.025	0	0
451.414	0	0
272.066	0	0
-52.4006	0	0
266.95	0	0
185.889	0	0
-916.161	0	0
-63.8897	0	0
-105.114	0	0
-265.301	0	0
353.013	0	0
-176.372	0	0
398.209	0	0
-50.3981	0	0
-250.438	0	0
-405.36	0	0
524.323	0	0
-285.414	0	0
-15.5314	0	0
221.666	0	0
725.118	0	0
-56.6017	0	0
-591.656	0	0
57.6357	0	0
-405.489	0	0
118.549	0	0
114.943	0	0
-527.918	0	0
-350.073	0	0
204.934	0	0
127.619	0	0
-598.513	0	0
-304.393	0	0
-468.39	0	0
118.092	0	0
231.692	0	0
230.665	0	0
-171.21	0	0
225.09	0	0
573.968	0	0
720.637	0	0
-106.776	0	0
-120.526	0	0
94.6405	0	0
633.644	0	0
-188.304	0	0
-606.678	0	0
317.732	0	0
