2.5	1.5	0	-1	-1	-1	-1	-1
2.1875	1.5	0	-1	-1	-1	-1	-1
1.875	1.5	0	-1	-1	-1	-1	-1
1.5625	1.5	0	-1	-1	-1	-1	-1
1.25	1.5	0	-1	-1	-1	-1	-1
0.9375	1.5	0	-1	-1	-1	-1	-1
0.625	1.5	0	-1	-1	-1	-1	-1
0.3125	1.5	0	-1	-1	-1	-1	-1
0	1.5	0	-1	-1	-1	-1	-1
-0.3125	1.5	0	-1	-1	-1	-1	-1
-0.625	1.5	0	-1	-1	-1	-1	-1
-0.9375	1.5	0	-1	-1	-1	-1	-1
-1.25	1.5	0	-1	-1	-1	-1	-1
-1.5625	1.5	0	-1	-1	-1	-1	-1
-1.875	1.5	0	-1	-1	-1	-1	-1
-2.1875	1.5	0	-1	-1	-1	-1	-1
2.5	0.5	0	-2	-1	-1	-1	-1
2.1875	0.5	0	-2	-1	-1	-1	-1
1.875	0.5	0	-2	-1	-1	-1	-1
1.5625	0.5	0	-2	-1	-1	-1	-1
1.25	0.5	0	-2	-1	-1	-1	-1
0.9375	0.5	0	-2	-1	-1	-1	-1
0.625	0.5	0	-2	-1	-1	-1	-1
0.3125	0.5	0	-2	-1	-1	-1	-1
0	0.5	0	-2	-1	-1	-1	-1
-0.3125	0.5	0	-2	-1	-1	-1	-1
-0.625	0.5	0	-2	-1	-1	-1	-1
-0.9375	0.5	0	-2	-1	-1	-1	-1
-1.25	0.5	0	-2	-1	-1	-1	-1
-1.5625	0.5	0	-2	-1	-1	-1	-1
-1.875	0.5	0	-2	-1	-1	-1	-1
-2.1875	0.5	0	-2	-1	-1	-1	-1
2.5	-0.5	0	-3	-1	-1	-1	-1
2.1875	-0.5	0	-3	-1	-1	-1	-1
1.875	-0.5	0	-3	-1	-1	-1	-1
1.5625	-0.5	0	-3	-1	-1	-1	-1
1.25	-0.5	0	-3	-1	-1	-1	-1
0.9375	-0.5	0	-3	-1	-1	-1	-1
0.625	-0.5	0	-3	-1	-1	-1	-1
0.3125	-0.5	0	-3	-1	-1	-1	-1
0	-0.5	0	-3	-1	-1	-1	-1
-0.3125	-0.5	0	-3	-1	-1	-1	-1
-0.625	-0.5	0	-3	-1	-1	-1	-1
-0.9375	-0.5	0	-3	-1	-1	-1	-1
-1.25	-0.5	0	-3	-1	-1	-1	-1
-1.5625	-0.5	0	-3	-1	-1	-1	-1
-1.875	-0.5	0	-3	-1	-1	-1	-1
-2.1875	-0.5	0	-3	-1	-1	-1	-1
