{2.585116, -0.356835, 0.998755, -0.310540, 0}	{-2.416130, -0.667375, 1.036896, -0.116692, 0}	{-1.379233, -0.784067, 0.902153, 0.055541, 0}	{-0.477080, -0.728526, 0.924161, 0.037987, 0}	{2.530582, -0.653857, 0.892568, 0.463677, 1}	{-2.576850, -0.190180, 0.997185, 0.433747, 1}	{-1.579665, 0.243567, 0.859558, 0.500892, 1}	{-0.720107, 0.744459, 0.617054, 0.728830, 1}	{2.316360, 0.974405, -1.100422, -0.199989, 2}	{1.215938, 0.774416, -0.956062, -0.168377, 2}	{0.259875, 0.606039, -1.013906, 0.052664, 2}	{-0.754030, 0.658703, -1.038552, -0.172731, 2}	{0.137112, -1.552016, -0.006754, -1.017868, 3}	{0.130358, -2.569885, 0.298178, -0.928135, 3}	{0.428536, 2.501980, 0.382589, -1.006929, 3}	{0.811125, 1.495051, 0.697088, -0.683742, 3}
{2.526985, -0.520436, 0.966847, -0.033353, 0}	{-2.506168, -0.553789, 1.092429, 0.189097, 0}	{-1.413739, -0.364692, 1.019712, -0.221801, 0}	{-0.394027, -0.586493, 1.040979, -0.033718, 0}	{2.727100, -0.804917, 0.825158, 0.347491, 1}	{-2.447741, -0.457426, 0.891639, 0.596169, 1}	{-1.556103, 0.138743, 0.968407, 0.386530, 1}	{-0.587696, 0.525273, 1.039962, 0.217291, 1}	{1.948778, 0.567874, -0.955324, -0.012165, 2}	{0.993454, 0.555709, -0.990810, 0.021563, 2}	{0.002645, 0.577272, -0.988350, -0.144871, 2}	{-0.985706, 0.432401, -0.843834, -0.269189, 2}	{0.015504, -1.469986, 0.287411, -0.942220, 3}	{0.302916, -2.412206, 0.243751, -1.009993, 3}	{0.546667, 2.577800, 0.220963, -0.918205, 3}	{0.767630, 1.659595, 0.184336, -1.068519, 3}
{2.182932, -0.775985, 1.002253, 0.093448, 0}	{-2.814815, -0.682537, 1.064622, 0.216857, 0}	{-1.750193, -0.465680, 1.015873, 0.068169, 0}	{-0.734320, -0.397511, 1.074495, -0.025157, 0}	{2.703968, -0.875889, 0.994019, 0.307903, 1}	{-2.302013, -0.567985, 0.872339, 0.305811, 1}	{-1.429674, -0.262175, 0.921841, 0.343711, 1}	{-0.507833, 0.081536, 0.834514, 0.753787, 1}	{1.855348, 0.483854, -1.055539, -0.063700, 2}	{0.799809, 0.420154, -1.057164, -0.035435, 2}	{-0.257355, 0.384719, -1.025409, -0.060140, 2}	{-1.282763, 0.324578, -1.028803, -0.083702, 2}	{-0.162469, -1.490104, 0.479347, -0.852765, 3}	{0.316878, -2.342869, 0.293280, -0.929981, 3}	{0.610158, 2.727149, 0.199888, -0.932060, 3}	{0.810046, 1.795089, -0.152227, -0.951337, 3}
{2.232417, -1.079001, 0.822847, 0.582242, 0}	{-2.944736, -0.496758, 0.992887, 0.127478, 0}	{-1.951848, -0.369281, 0.997189, 0.066339, 0}	{-0.954659, -0.302941, 1.027196, -0.371934, 0}	{2.611351, -1.037364, 0.832635, 0.300738, 1}	{-2.556014, -0.736626, 1.006280, 0.181843, 1}	{-1.549735, -0.554783, 0.938273, 0.280297, 1}	{-0.611461, -0.274486, 0.786833, 0.467738, 1}	{1.732229, 1.000613, -0.987461, -0.008035, 2}	{0.744768, 0.992577, -1.089941, -0.186141, 2}	{-0.345173, 0.806436, -0.759119, -0.529004, 2}	{-1.104293, 0.277432, -0.858942, -0.383788, 2}	{-0.593035, -1.525490, 0.218042, -0.946123, 3}	{-0.374992, -2.471613, 0.566895, -0.810846, 3}	{0.191903, 2.717541, 0.545672, -0.833476, 3}	{0.737575, 1.884065, 0.569475, -0.881315, 3}
{2.522735, -0.349229, 0.918598, 0.083107, 0}	{-2.558667, -0.266122, 1.107388, 0.053815, 0}	{-1.451279, -0.212307, 0.974356, -0.173614, 0}	{-0.476923, -0.385921, 0.944822, -0.073453, 0}	{2.702059, -1.088461, 1.077480, 0.206452, 1}	{-2.220461, -0.882009, 0.987726, 0.253034, 1}	{-1.232735, -0.628975, 0.892846, 0.338624, 1}	{-0.339888, -0.290351, 0.919060, 0.467593, 1}	{2.023944, 0.862750, -1.019014, 0.022916, 2}	{1.004930, 0.885666, -1.119315, 0.076599, 2}	{-0.114384, 0.962265, -1.074742, -0.041672, 2}	{-1.189126, 0.920593, -0.836264, -0.340179, 2}	{-1.175930, -1.910897, 0.796966, -0.685596, 3}	{-0.378963, -2.596492, 0.636914, -0.770576, 3}	{0.257951, 2.632932, 0.230936, -0.902054, 3}	{0.488886, 1.730877, 0.224019, -0.946479, 3}
{2.304054, -0.283934, 0.944560, 0.357532, 0}	{-2.751385, 0.073598, 0.980805, -0.189316, 0}	{-1.770580, -0.115718, 0.984739, -0.264241, 0}	{-0.785841, -0.379959, 0.998650, -0.345407, 0}	{-2.929356, -1.487088, 1.069023, 0.168646, 1}	{-1.860333, -1.318442, 0.867784, 0.247853, 1}	{-0.992550, -1.070588, 0.911060, 0.508980, 1}	{-0.081489, -0.561608, 0.445475, 0.915877, 1}	{2.162840, 0.711085, -0.943499, 0.078070, 2}	{1.219341, 0.789155, -1.068351, -0.259039, 2}	{0.150990, 0.530116, -0.970339, -0.190763, 2}	{-0.819349, 0.339353, -0.982709, 0.081224, 2}	{-0.784697, -1.544469, 0.254992, -0.864563, 3}	{-0.529706, -2.409032, 0.337262, -1.028251, 3}	{-0.192444, 2.562717, 0.454317, -0.915421, 3}	{0.261873, 1.647295, 0.336688, -0.897619, 3}
{2.249619, -0.140321, 1.034666, -0.099184, 0}	{-2.715715, -0.239504, 1.058046, 0.122315, 0}	{-1.657669, -0.117190, 0.967469, -0.366023, 0}	{-0.690199, -0.483212, 0.988399, -0.238386, 0}	{-2.857771, -1.685097, 1.038175, 0.218452, 1}	{-1.819596, -1.466645, 0.801414, 0.477370, 1}	{-1.018182, -0.989274, 0.613728, 0.664106, 1}	{-0.404454, -0.325168, 0.495524, 0.820400, 1}	{2.059285, 0.783845, -0.978031, -0.107945, 2}	{1.081254, 0.675900, -0.918238, 0.003376, 2}	{0.163016, 0.679277, -0.882782, -0.336906, 2}	{-0.719765, 0.342371, -0.884910, -0.432607, 2}	{-0.959152, -1.609605, 0.549592, -0.814679, 3}	{-0.409560, -2.424284, 0.065546, -1.079417, 3}	{-0.344014, 2.496298, 0.415109, -0.847561, 3}	{0.071094, 1.648737, 0.472704, -0.869082, 3}
{2.625724, -0.133620, 0.938363, -0.105578, 0}	{-2.435913, -0.239198, 0.823851, -0.181571, 0}	{-1.612062, -0.420769, 0.968455, -0.023853, 0}	{-0.643607, -0.444622, 0.957670, -0.015964, 0}	{-2.304936, -2.173981, 0.766211, 0.836524, 1}	{-1.538726, -1.337457, 0.792129, 0.800398, 1}	{-0.746597, -0.537059, 0.756648, 0.483007, 1}	{0.010051, -0.054051, 0.764389, 0.504620, 1}	{1.663396, 1.326601, -0.611500, -0.717479, 2}	{1.051896, 0.609122, -0.845632, -0.386487, 2}	{0.206264, 0.222635, -1.056472, -0.249784, 2}	{-0.850208, -0.027149, -0.938504, 0.138113, 2}	{-0.848490, -1.437842, -0.046037, -1.063704, 3}	{-0.894527, -2.501546, 0.516957, -0.878014, 3}	{-0.377571, 2.620440, 0.434718, -0.811326, 3}	{0.057147, 1.809114, 0.629846, -0.707965, 3}
{2.849065, 0.193299, 0.790556, -0.634431, 0}	{-2.360379, -0.441132, 0.956589, -0.360493, 0}	{-1.403789, -0.801625, 1.012585, -0.082176, 0}	{-0.391204, -0.883801, 0.987212, 0.273707, 0}	{-2.262111, -2.063261, 0.580792, 0.884228, 1}	{-1.681319, -1.179033, 0.853165, 0.537000, 1}	{-0.828153, -0.642033, 0.859361, 0.507351, 1}	{0.031208, -0.134683, 0.737549, 0.579404, 1}	{2.034523, 1.342611, -0.864996, -0.615694, 2}	{1.169527, 0.726916, -0.848825, -0.384859, 2}	{0.320702, 0.342057, -1.004667, -0.313084, 2}	{-0.683965, 0.028973, -0.930733, -0.270605, 2}	{-1.126346, -1.470932, 0.742360, -0.569510, 3}	{-0.383986, -2.040442, 0.339456, -0.925741, 3}	{-0.044530, -2.966183, 0.228690, -1.022292, 3}	{0.184160, 2.011525, 0.279733, -1.003807, 3}
{2.982584, 0.036909, 0.972830, -0.637655, 0}	{-2.044586, -0.600746, 0.925976, -0.283728, 0}	{-1.118611, -0.884474, 0.974774, -0.072334, 0}	{-0.143836, -0.956808, 0.943908, 0.036622, 0}	{-2.327415, -1.956296, 0.858207, 0.634267, 1}	{-1.469208, -1.322030, 0.642411, 0.574315, 1}	{-0.826797, -0.747714, 0.720086, 0.579628, 1}	{-0.106711, -0.168086, 0.584774, 0.770452, 1}	{2.017705, 0.970750, -1.061742, -0.057411, 2}	{0.955963, 0.913339, -0.949222, -0.145336, 2}	{0.006741, 0.768003, -0.965376, -0.327037, 2}	{-0.958636, 0.440966, -0.623883, -0.773604, 2}	{-0.476030, -0.988419, 0.382116, -1.003018, 3}	{-0.093914, -1.991437, 0.317162, -0.902110, 3}	{0.223248, -2.893547, 0.210010, -1.076545, 3}	{0.433258, 2.029908, 0.201561, -0.898905, 3}
{2.872890, -0.341891, 0.981720, 0.013294, 0}	{-2.145390, -0.328598, 0.962182, -0.267580, 0}	{-1.183207, -0.596178, 0.948669, -0.303747, 0}	{-0.234538, -0.899925, 1.065695, -0.010084, 0}	{-2.233051, -1.902392, 0.671380, 0.566312, 1}	{-1.561671, -1.336080, 0.835635, 0.554206, 1}	{-0.726035, -0.781874, 0.786368, 0.634414, 1}	{0.060333, -0.147460, 0.519175, 0.824315, 1}	{1.956535, 1.975269, -0.911635, -0.550829, 2}	{1.044899, 1.424440, -0.864090, -0.462674, 2}	{0.180810, 0.961766, -0.932137, -0.285115, 2}	{-0.751327, 0.676651, -0.955869, -0.362780, 2}	{-0.667088, -0.926720, 0.525582, -0.807092, 3}	{-0.141506, -1.733812, 0.258762, -1.034379, 3}	{0.117256, -2.768192, 0.187227, -0.977339, 3}	{0.304482, 2.254469, -0.164409, -0.990084, 3}
{-2.963425, -0.650354, 0.992197, 0.095279, 0}	{-1.971228, -0.555075, 0.942937, -0.220426, 0}	{-1.028292, -0.775502, 1.033523, 0.113256, 0}	{0.005232, -0.662246, 0.966451, -0.034812, 0}	{-2.048828, -1.481173, 0.795206, 0.720354, 1}	{-1.253622, -0.760819, 0.764433, 0.592537, 1}	{-0.489188, -0.168282, 0.763072, 0.645321, 1}	{0.273884, 0.477040, 0.590236, 0.635369, 1}	{2.048163, 1.586545, -0.910970, -0.424529, 2}	{1.137192, 1.162016, -0.928539, -0.196197, 2}	{0.208653, 0.965819, -0.829192, -0.429051, 2}	{-0.620539, 0.536767, -1.035826, -0.234224, 2}	{-0.695467, -0.627042, 0.519521, -0.901805, 3}	{-0.175946, -1.528847, 0.566163, -0.956232, 3}	{0.390217, -2.485079, 0.459052, -0.967218, 3}	{0.849270, 2.547703, -0.177375, -1.047601, 3}
{2.848063, -0.506890, 1.111460, 0.033623, 0}	{-2.040477, -0.473267, 1.150566, -0.171163, 0}	{-0.889911, -0.644430, 1.036178, -0.131688, 0}	{0.146267, -0.776119, 1.010423, 0.132314, 0}	{-2.262314, -1.230719, 0.665439, 0.684699, 1}	{-1.596874, -0.546020, 0.754365, 0.622467, 1}	{-0.842510, 0.076447, 0.746816, 0.631154, 1}	{-0.095694, 0.707601, 0.864984, 0.332516, 1}	{2.190316, 1.307816, -1.024292, -0.153994, 2}	{1.166024, 1.153822, -0.949791, -0.334078, 2}	{0.216232, 0.819743, -0.763714, -0.630489, 2}	{-0.547481, 0.189255, -0.506440, -0.658045, 2}	{-0.625635, -0.929813, 0.583820, -0.813238, 3}	{-0.041816, -1.743051, 0.537851, -0.957355, 3}	{0.496036, -2.700406, 0.234393, -0.993389, 3}	{0.730429, 2.306204, 0.082680, -0.968429, 3}
{-2.742384, -0.509593, 0.921606, -0.155934, 0}	{-1.820778, -0.665527, 0.980434, -0.199245, 0}	{-0.840344, -0.864772, 0.835993, -0.267431, 0}	{-0.004351, -1.132203, 0.988920, 0.175293, 0}	{-2.376961, -1.267529, 0.605181, 0.744315, 1}	{-1.771780, -0.523214, 0.666445, 0.749144, 1}	{-1.105334, 0.225930, 0.840187, 0.621317, 1}	{-0.265148, 0.847246, 0.940707, 0.445127, 1}	{2.222218, 1.405986, -1.005245, -0.294110, 2}	{1.216973, 1.111875, -0.952952, -0.138571, 2}	{0.264022, 0.973304, -0.825715, -0.559137, 2}	{-0.561694, 0.414167, -0.739340, -0.638895, 2}	{-0.538544, -0.856247, 0.348315, -0.953217, 3}	{-0.190229, -1.809464, 0.422432, -0.858687, 3}	{0.232204, -2.668152, 0.479400, -0.903197, 3}	{0.711603, 2.428652, 0.090562, -1.011703, 3}
{-2.694106, -0.483214, 0.998082, -0.163745, 0}	{-1.696025, -0.646959, 0.985155, -0.053606, 0}	{-0.710869, -0.700565, 0.961788, -0.305773, 0}	{0.250919, -1.006339, 0.814343, -0.504139, 0}	{-2.478234, -0.828142, 0.868772, 0.604870, 1}	{-1.609461, -0.223271, 0.703492, 0.540995, 1}	{-0.905970, 0.317723, 1.036166, 0.214153, 1}	{0.130197, 0.531876, 0.848428, 0.525195, 1}	{2.225545, 0.901206, -0.905639, -0.286021, 2}	{1.319906, 0.615185, -0.935596, -0.114115, 2}	{0.384310, 0.501070, -0.930319, -0.318906, 2}	{-0.546009, 0.182164, -0.944371, -0.271791, 2}	{-0.612845, -0.764546, 0.184093, -1.046021, 3}	{-0.428752, -1.810568, 0.365679, -0.938188, 3}	{-0.063073, -2.748756, 0.452280, -0.760754, 3}	{0.389207, 2.490490, 0.685276, -0.710457, 3}
{-2.578788, -0.984131, 0.888282, 0.293868, 0}	{-1.690506, -0.690262, 0.902304, 0.008490, 0}	{-0.788202, -0.681773, 1.010893, -0.320366, 0}	{0.222691, -1.002139, 0.950172, 0.253451, 0}	{-2.140839, -1.063665, 0.579653, 0.819826, 1}	{-1.561186, -0.243839, 0.808681, 0.584285, 1}	{-0.752506, 0.340445, 0.876606, 0.469117, 1}	{0.124100, 0.809562, 0.725642, 0.676437, 1}	{2.291926, 0.965541, -0.891821, -0.370485, 2}	{1.400105, 0.595056, -0.856464, -0.429344, 2}	{0.543641, 0.165713, -1.014559, -0.324794, 2}	{-0.470917, -0.159081, -0.942378, -0.164669, 2}	{-1.269747, -0.947154, 0.537619, -0.942404, 3}	{-0.732128, -1.889558, 0.508993, -0.937093, 3}	{-0.223135, -2.826651, 0.707195, -0.676341, 3}	{0.484059, 2.497008, 0.748980, -0.674529, 3}
{-2.756467, -0.896710, 1.020388, 0.150834, 0}	{-1.736079, -0.745876, 0.968331, 0.191148, 0}	{-0.767748, -0.554728, 1.026708, -0.095551, 0}	{0.258960, -0.650279, 0.950161, -0.292895, 0}	{-2.024627, -1.266057, 0.610345, 0.787398, 1}	{-1.414282, -0.478659, 0.430786, 0.851555, 1}	{-0.983497, 0.372896, 0.611300, 0.785198, 1}	{-0.372197, 1.158094, 0.507432, 0.895276, 1}	{2.161924, 0.904278, -0.793147, -0.387410, 2}	{1.368777, 0.516868, -1.000531, -0.190004, 2}	{0.368245, 0.326865, -0.947969, 0.038142, 2}	{-0.579724, 0.365007, -0.883708, -0.390447, 2}	{-1.069219, -1.102269, 0.680634, -0.747716, 3}	{-0.388585, -1.849985, 0.710488, -0.788156, 3}	{0.321903, -2.638141, 0.395197, -0.958163, 3}	{0.717100, 2.403696, 0.402699, -0.871455, 3}
{-2.898570, -0.485984, 0.936370, -0.344339, 0}	{-1.962199, -0.830323, 1.044932, -0.106341, 0}	{-0.917267, -0.936665, 1.088063, 0.105648, 0}	{0.170796, -0.831017, 0.972444, -0.233777, 0}	{-1.842183, -1.471564, 0.498395, 0.865653, 1}	{-1.343788, -0.605910, 0.434195, 0.988715, 1}	{-0.909593, 0.382804, 0.536827, 0.864257, 1}	{-0.372766, 1.247061, 0.779345, 0.644951, 1}	{2.276789, 0.992156, -0.984656, -0.516839, 2}	{1.292133, 0.475318, -0.966097, -0.201440, 2}	{0.326036, 0.273878, -1.015694, 0.076125, 2}	{-0.689658, 0.350003, -1.016430, 0.186792, 2}	{-0.707673, -1.361197, 0.439100, -0.904917, 3}	{-0.268573, -2.266114, 0.533195, -0.817051, 3}	{0.264622, 2.916835, 0.620785, -0.612088, 3}	{0.885407, 2.304747, 0.448111, -0.857620, 3}
{-2.600817, -0.482895, 0.962261, -0.316677, 0}	{-1.638557, -0.799572, 0.964130, -0.315793, 0}	{-0.674426, -1.115365, 0.961936, -0.061267, 0}	{0.287510, -1.176632, 1.018823, -0.027241, 0}	{-1.992796, -1.447690, 0.169301, 1.023867, 1}	{-1.823495, -0.423823, 0.266182, 0.926740, 1}	{-1.557313, 0.502918, 0.434479, 0.824720, 1}	{-1.122834, 1.327637, 0.659700, 0.715386, 1}	{2.229985, 0.286616, -0.900239, 0.291614, 2}	{1.329745, 0.578230, -0.970615, 0.059186, 2}	{0.359130, 0.637416, -0.989820, -0.208119, 2}	{-0.630690, 0.429296, -0.964102, 0.135810, 2}	{-0.584331, -1.292796, 0.520676, -0.895286, 3}	{-0.063655, -2.188082, 0.457812, -0.847494, 3}	{0.394157, 2.964425, 0.499095, -0.968001, 3}	{0.893252, 1.996424, 0.783435, -0.650760, 3}
{-2.859727, -0.575804, 1.045346, 0.193136, 0}	{-1.814381, -0.382668, 0.812281, -0.361059, 0}	{-1.002100, -0.743727, 0.984203, -0.293902, 0}	{-0.017897, -1.037629, 0.974620, -0.198264, 0}	{-1.421635, -1.593802, -0.336911, 1.015490, 1}	{-1.758546, -0.578312, 0.070164, 0.921397, 1}	{-1.688382, 0.343084, 0.097805, 0.934880, 1}	{-1.590577, 1.277964, 0.123537, 1.088405, 1}	{2.351294, 0.793729, -0.912095, -0.175526, 2}	{1.439198, 0.618203, -0.980861, 0.066086, 2}	{0.458337, 0.684289, -0.915681, 0.068356, 2}	{-0.457344, 0.752645, -0.983613, -0.010083, 2}	{-0.890069, -1.526247, 0.528844, -0.816143, 3}	{-0.361225, -2.342390, 0.692061, -0.699805, 3}	{0.330836, 2.957805, 0.673073, -0.760100, 3}	{1.003909, 2.197705, 0.498532, -0.710492, 3}
{-2.943217, -0.706970, 0.973957, -0.197583, 0}	{-1.969260, -0.904553, 0.991161, 0.043559, 0}	{-0.978099, -0.860994, 1.042560, -0.077925, 0}	{0.064462, -0.938919, 0.954077, -0.296456, 0}	{-1.207393, -1.346219, -0.228359, 1.037450, 1}	{-1.435752, -0.308769, -0.036597, 1.041317, 1}	{-1.472349, 0.732548, 0.000533, 1.087886, 1}	{-1.471816, 1.820434, -0.127562, 0.958448, 1}	{2.429312, 0.541949, -0.969765, 0.090045, 2}	{1.459548, 0.631994, -0.926782, 0.246963, 2}	{0.532766, 0.878958, -0.996236, -0.068537, 2}	{-0.463470, 0.810420, -1.050982, -0.230381, 2}	{-0.886807, -1.627672, 0.428955, -0.810580, 3}	{-0.457852, -2.438252, 0.693042, -0.800710, 3}	{0.235190, 2.761037, 0.760427, -0.777101, 3}	{0.995617, 1.983937, 0.199618, -0.968027, 3}
{-2.993577, -1.005566, 1.008474, -0.194518, 0}	{-1.985103, -1.200085, 0.972792, -0.122816, 0}	{-1.012312, -1.322901, 0.939164, -0.012353, 0}	{-0.073148, -1.335254, 0.926921, -0.145885, 0}	{-1.359667, -1.433574, -0.025587, 1.098180, 1}	{-1.385254, -0.335393, 0.229872, 0.975065, 1}	{-1.155382, 0.639671, -0.235728, 1.056474, 1}	{-1.391110, 1.696145, 0.155091, 1.000254, 1}	{2.482541, 0.856284, -0.929337, -0.168883, 2}	{1.553204, 0.687401, -0.961715, -0.075643, 2}	{0.591489, 0.611758, -0.935559, -0.146606, 2}	{-0.344070, 0.465152, -1.021458, -0.321617, 2}	{-0.891468, -1.295260, 0.452454, -1.095577, 3}	{-0.439014, -2.390837, 0.410105, -0.912541, 3}	{-0.028910, 2.696622, 0.538475, -0.850024, 3}	{0.509566, 1.846598, 0.687819, -0.730260, 3}
{-2.783205, -1.155249, 0.968265, -0.050411, 0}	{-1.814940, -1.205660, 0.946007, -0.200220, 0}	{-0.868933, -1.405881, 0.892243, 0.101158, 0}	{0.023311, -1.304723, 1.050710, -0.186438, 0}	{-1.128192, -1.125748, -0.023495, 0.962287, 1}	{-1.151687, -0.163460, -0.001316, 0.901409, 1}	{-1.153004, 0.737948, 0.201621, 0.995065, 1}	{-0.951383, 1.733014, -0.068163, 0.930053, 1}	{2.688162, 0.793041, -0.996990, -0.043758, 2}	{1.691172, 0.749282, -1.079498, -0.172997, 2}	{0.611674, 0.576286, -0.962178, -0.385685, 2}	{-0.350505, 0.190601, -0.902303, -0.124832, 2}	{-0.383436, -1.329518, 0.078795, -1.052525, 3}	{-0.304641, -2.382043, 0.336019, -0.972085, 3}	{0.031377, 2.645872, 0.415398, -0.914289, 3}	{0.446776, 1.731583, 0.551263, -0.647918, 3}
{-2.907491, -0.697002, 0.921144, -0.216946, 0}	{-1.986347, -0.913948, 1.155936, -0.263075, 0}	{-0.830411, -1.177023, 0.962873, -0.054786, 0}	{0.132461, -1.231810, 0.795273, -0.406351, 0}	{-1.139104, -1.236483, -0.001306, 0.958276, 1}	{-1.140411, -0.278207, 0.171978, 1.043454, 1}	{-0.968432, 0.765247, -0.163907, 1.036343, 1}	{-1.132339, 1.801590, 0.120933, 0.947944, 1}	{2.474348, 0.994737, -0.952777, -0.191785, 2}	{1.521571, 0.802953, -1.046507, -0.146408, 2}	{0.475064, 0.656545, -0.920863, -0.317122, 2}	{-0.445799, 0.339423, -0.946063, -0.230235, 2}	{-0.132773, -1.644623, 0.019717, -0.874853, 3}	{-0.113056, -2.519476, 0.232055, -0.982016, 3}	{0.118999, 2.498508, 0.244605, -0.785524, 3}	{0.363604, 1.712984, 0.230761, -1.039063, 3}
{-2.873835, -0.141545, 0.874335, -0.393381, 0}	{-1.999499, -0.534926, 0.809582, -0.480386, 0}	{-1.189918, -1.015312, 0.985607, -0.425623, 0}	{-0.204311, -1.440936, 0.979014, -0.437088, 0}	{-1.190656, -1.427684, 0.007257, 1.079308, 1}	{-1.183399, -0.348375, 0.103928, 0.868080, 1}	{-1.079471, 0.519704, 0.002053, 1.008249, 1}	{-1.077417, 1.527953, -0.072851, 0.920277, 1}	{2.386913, 1.217604, -1.021543, -0.136420, 2}	{1.365370, 1.081185, -0.991487, -0.119217, 2}	{0.373883, 0.961967, -0.972932, -0.549891, 2}	{-0.599050, 0.412076, -0.700511, -0.755100, 2}	{0.040962, -1.453707, -0.231517, -0.911965, 3}	{-0.190555, -2.365672, -0.027471, -0.995974, 3}	{-0.218026, 2.638354, 0.305018, -0.939951, 3}	{0.086992, 1.698403, 0.243488, -0.924793, 3}
{-2.984758, -0.236189, 0.928508, -0.361237, 0}	{-2.056250, -0.597425, 0.875189, -0.425097, 0}	{-1.181061, -1.022523, 0.688176, -0.600048, 0}	{-0.492884, -1.622571, 0.823210, -0.578661, 0}	{-1.159064, -1.362616, 0.251226, 0.822686, 1}	{-0.907838, -0.539930, 0.230910, 0.869499, 1}	{-0.676929, 0.329569, -0.268005, 1.010081, 1}	{-0.944933, 1.339650, 0.009369, 0.970361, 1}	{2.261692, 1.610447, -0.962210, -0.350535, 2}	{1.299482, 1.259911, -0.875431, -0.366862, 2}	{0.424052, 0.893049, -0.877133, -0.489031, 2}	{-0.453082, 0.404018, -0.827602, -0.499081, 2}	{-0.202099, -1.251784, 0.227963, -1.030451, 3}	{0.025864, -2.282235, 0.338300, -1.010989, 3}	{0.364164, 2.706776, 0.149406, -0.918079, 3}	{0.513570, 1.788698, 0.195853, -0.973853, 3}
{2.695901, -0.438035, 0.946002, -0.116861, 0}	{-2.358097, -0.554896, 1.017123, -0.359938, 0}	{-1.340974, -0.914834, 0.839389, -0.670976, 0}	{-0.501585, -1.585810, 0.846775, -0.549141, 0}	{-0.965279, -1.782748, 0.106707, 0.952730, 1}	{-0.858573, -0.830018, -0.021641, 0.947769, 1}	{-0.880213, 0.117751, -0.064611, 0.930440, 1}	{-0.944824, 1.048191, -0.140900, 1.040110, 1}	{2.302061, 1.114108, -0.960123, 0.145417, 2}	{1.341938, 1.259525, -0.989610, -0.110164, 2}	{0.352329, 1.149361, -1.086152, -0.434537, 2}	{-0.733823, 0.714824, -1.020174, -0.374540, 2}	{0.206985, -1.449398, 0.222167, -0.970472, 3}	{0.429152, -2.419870, 0.057220, -0.979280, 3}	{0.486372, 2.600850, 0.242317, -0.865302, 3}	{0.728689, 1.735548, 0.198203, -1.066986, 3}
{2.480783, -0.505681, 0.986517, -0.406455, 0}	{-2.532700, -0.912136, 1.117342, 0.002465, 0}	{-1.415358, -0.909671, 1.089374, -0.345457, 0}	{-0.325985, -1.255129, 0.909254, -0.449090, 0}	{-1.314298, -1.643780, 0.395358, 0.921501, 1}	{-0.918939, -0.722279, 0.117332, 1.015716, 1}	{-0.801608, 0.293437, 0.091041, 1.000576, 1}	{-0.710566, 1.294013, 0.102340, 1.086396, 1}	{2.274730, 1.163159, -0.984423, -0.153069, 2}	{1.290307, 1.010091, -0.995983, -0.111689, 2}	{0.294324, 0.898401, -0.995639, -0.155297, 2}	{-0.701316, 0.743104, -0.987951, 0.233510, 2}	{0.405748, -1.289169, -0.008545, -0.993723, 3}	{0.397203, -2.282892, 0.067167, -1.066028, 3}	{0.464370, 2.651080, 0.265742, -1.048968, 3}	{0.730112, 1.602112, 0.160258, -0.843958, 3}
{2.728731, -0.417564, 0.976665, -0.225491, 0}	{-2.294604, -0.643055, 0.975721, -0.290172, 0}	{-1.318883, -0.933227, 0.896524, -0.399206, 0}	{-0.422359, -1.332433, 0.987144, -0.126993, 0}	{-1.344057, -1.463221, 0.194218, 1.019044, 1}	{-1.149839, -0.444177, 0.194372, 0.986792, 1}	{-0.955466, 0.542615, 0.410328, 0.913405, 1}	{-0.545139, 1.456020, 0.185192, 1.040968, 1}	{2.251677, 0.685363, -0.722843, 0.517216, 2}	{1.528833, 1.202579, -1.017636, 0.264024, 2}	{0.511197, 1.466603, -0.901974, 0.243485, 2}	{-0.390776, 1.710088, -0.944608, -0.093901, 2}	{0.239428, -1.484013, 0.477845, -0.898286, 3}	{0.717273, -2.382299, 0.256105, -1.007885, 3}	{0.973377, 2.609816, -0.168041, -0.959296, 3}	{0.805337, 1.650520, -0.405616, -0.889313, 3}
{2.694368, -0.607195, 1.034799, 0.252654, 0}	{-2.270833, -0.354541, 1.006536, -0.000493, 0}	{-1.264297, -0.355033, 0.856283, -0.353496, 0}	{-0.408014, -0.708529, 0.935749, -0.624524, 0}	{-1.870945, -1.723293, 0.545349, 0.869444, 1}	{-1.325596, -0.853850, 0.391441, 1.080344, 1}	{-0.934156, 0.226494, 0.180888, 0.947408, 1}	{-0.753268, 1.173902, 0.122389, 1.037389, 1}	{2.263216, 1.021568, -0.855646, 0.506120, 2}	{1.407570, 1.527689, -0.896507, 0.238991, 2}	{0.511063, 1.766680, -1.066954, -0.096649, 2}	{-0.555891, 1.670031, -0.942310, -0.098830, 2}	{0.912627, -1.322050, 0.011763, -1.101467, 3}	{0.924390, -2.423517, 0.253331, -1.015820, 3}	{1.177721, 2.560663, -0.383477, -0.932686, 3}	{0.794244, 1.627977, -0.130537, -0.939316, 3}
