{-1.921719, -2.570246, 0.704318, 0.760388, 0}	{-1.217401, -1.809858, 0.632365, 0.783892, 0}	{-0.585036, -1.025967, 0.888104, 0.468300, 0}	{0.303068, -0.557666, 0.836196, 0.598832, 0}	{0.205777, -1.490759, 0.536550, 0.877578, 1}	{0.742327, -0.613181, 0.446109, 0.895751, 1}	{1.188436, 0.282570, 0.623481, 0.836194, 1}	{1.811916, 1.118764, 0.276380, 0.942524, 1}	{-0.776103, 1.929566, 0.255513, 0.933629, 2}	{-0.520590, 2.863196, 0.549227, 0.850512, 2}	{0.028637, -2.286292, 0.659336, 0.833890, 2}	{0.687973, -1.452402, 0.718117, 0.802567, 2}	{-2.392685, -0.251510, 0.823709, 0.469281, 3}	{-1.568975, 0.217771, 0.940036, 0.610641, 3}	{-0.628939, 0.828412, 0.754865, 0.673097, 3}	{0.125926, 1.501509, 0.813895, 0.680851, 3}
{-2.081708, -2.762784, 0.663778, 0.736002, 0}	{-1.417930, -2.026782, 0.745038, 0.670292, 0}	{-0.672892, -1.356490, 0.982129, 0.567562, 0}	{0.309237, -0.788928, 0.941084, 0.490343, 0}	{0.197270, -1.492966, 0.529635, 0.771206, 1}	{0.726905, -0.721760, 0.541773, 0.892783, 1}	{1.268678, 0.171023, 0.339603, 1.021289, 1}	{1.608281, 1.192312, 0.207359, 0.921979, 1}	{-0.752257, 2.050568, 0.346554, 0.996444, 2}	{-0.405703, -2.952988, 0.526221, 0.848257, 2}	{0.120518, -2.104731, 0.673027, 0.728521, 2}	{0.793545, -1.376210, 0.875625, 0.577730, 2}	{-1.363175, -0.768501, 0.360903, 0.741667, 3}	{-1.002272, -0.026834, 0.483165, 0.869461, 3}	{-0.519107, 0.842627, 0.666749, 0.592850, 3}	{0.147643, 1.435477, 0.802970, 0.444186, 3}
{-2.204435, -2.311445, 0.813072, 0.583820, 0}	{-1.391363, -1.727625, 0.778594, 0.675840, 0}	{-0.612769, -1.051784, 1.029809, 0.477153, 0}	{0.417040, -0.574631, 0.981108, 0.351184, 0}	{-0.438426, -1.544295, 0.535901, 0.844405, 1}	{0.097475, -0.699889, 0.685030, 0.665465, 1}	{0.782505, -0.034424, 0.856007, 0.707076, 1}	{1.638511, 0.672652, 0.429687, 0.972428, 1}	{-0.967247, 2.225223, 0.653200, 0.846351, 2}	{-0.314047, -2.928426, 0.528036, 0.756209, 2}	{0.213989, -2.172217, 0.582554, 0.783621, 2}	{0.796543, -1.388596, 0.858191, 0.533685, 2}	{-1.308382, -0.495310, 0.447447, 0.849817, 3}	{-0.860935, 0.354507, 0.535280, 0.842746, 3}	{-0.325655, 1.197252, 0.813471, 0.568628, 3}	{0.487816, 1.765881, 1.010303, 0.087540, 3}
{-2.163032, -2.146521, 0.831355, 0.600039, 0}	{-1.331677, -1.546483, 0.848123, 0.535154, 0}	{-0.483554, -1.011328, 0.758661, 0.503555, 0}	{0.275107, -0.507773, 0.904979, 0.403846, 0}	{-0.287657, -1.449899, 0.604679, 0.808539, 1}	{0.317022, -0.641360, 0.657914, 0.763852, 1}	{0.974936, 0.122492, 0.667834, 0.869319, 1}	{1.642770, 0.991811, 0.628671, 0.673734, 1}	{-0.746933, 2.195952, 0.305609, 0.986287, 2}	{-0.441324, -2.817761, 0.618863, 0.817031, 2}	{0.177539, -2.000731, 0.774373, 0.703508, 2}	{0.951912, -1.297223, 0.838416, 0.546831, 2}	{-2.373900, 0.130165, 0.923810, 0.441442, 3}	{-1.450090, 0.571607, 0.819099, 0.541915, 3}	{-0.630991, 1.113522, 0.878491, 0.420408, 3}	{0.247500, 1.533930, 0.981034, 0.434156, 3}
{-1.734374, -2.327597, 0.603414, 0.785672, 0}	{-1.130960, -1.541925, 0.647591, 0.701357, 0}	{-0.483369, -0.840568, 0.646027, 0.726997, 0}	{0.162658, -0.113571, 1.033089, 0.521563, 0}	{-0.131191, -1.464168, 0.572855, 0.796681, 1}	{0.441664, -0.667487, 0.724027, 0.764331, 1}	{1.165691, 0.096845, 0.538030, 0.716263, 1}	{1.703721, 0.813108, 0.823402, 0.624080, 1}	{-0.743936, 2.169446, 0.450801, 0.876425, 2}	{-0.293134, -2.954129, 0.433001, 0.826333, 2}	{0.139866, -2.127797, 0.547081, 0.796034, 2}	{0.686947, -1.331762, 0.708002, 0.715373, 2}	{-2.652650, 0.415534, 0.847864, 0.494142, 3}	{-1.804786, 0.909676, 0.995910, 0.266157, 3}	{-0.808876, 1.175833, 0.954037, 0.398382, 3}	{0.145161, 1.574215, 0.757872, 0.499627, 3}
{-1.809357, -2.361902, 0.585915, 0.894533, 0}	{-1.223443, -1.467368, 0.822424, 0.722968, 0}	{-0.401019, -0.744400, 0.662819, 0.583502, 0}	{0.261800, -0.160898, 0.921841, 0.639131, 0}	{-0.276759, -1.033518, 0.954277, 0.333982, 1}	{0.677517, -0.699536, 0.758520, 0.651716, 1}	{1.436038, -0.047820, 0.555276, 0.837484, 1}	{1.991314, 0.789664, 0.765447, 0.802028, 1}	{-1.172320, 1.826601, 0.365082, 0.867790, 2}	{-0.807238, 2.694391, 0.727125, 0.666705, 2}	{-0.080114, -2.638904, 0.817584, 0.607322, 2}	{0.737470, -2.031581, 0.761598, 0.626601, 2}	{-2.607973, 0.801129, 0.854234, 0.259023, 3}	{-1.753739, 1.060152, 1.058568, 0.225845, 3}	{-0.695171, 1.285997, 0.825475, 0.381161, 3}	{0.130304, 1.667158, 0.829511, 0.431669, 3}
{-1.718519, -2.413865, 0.656606, 0.794847, 0}	{-1.061913, -1.619018, 0.640386, 0.674158, 0}	{-0.421528, -0.944861, 0.851108, 0.672842, 0}	{0.429580, -0.272019, 0.663955, 0.775605, 0}	{-0.639065, -1.219816, 0.641677, 0.804881, 1}	{0.002612, -0.414934, 0.913035, 0.523142, 1}	{0.915647, 0.108208, 0.805278, 0.465975, 1}	{1.720925, 0.574183, 0.881656, 0.468971, 1}	{-1.078908, 1.607192, 0.705701, 0.525958, 2}	{-0.373208, 2.133149, 0.691430, 0.711519, 2}	{0.318222, 2.844668, 0.688188, 0.825041, 2}	{1.006411, -2.330291, 0.650622, 0.702603, 2}	{-2.987308, 0.512888, 1.052605, 0.389212, 3}	{-1.934703, 0.902101, 0.870048, -0.020151, 3}	{-1.064655, 0.881950, 0.973545, 0.352411, 3}	{-0.091110, 1.234360, 0.897890, 0.415078, 3}
{-1.998088, -2.378022, 0.933904, 0.286726, 0}	{-1.064185, -2.091296, 0.703425, 0.586911, 0}	{-0.360760, -1.504385, 0.668203, 0.754286, 0}	{0.307443, -0.750100, 0.533417, 0.893397, 0}	{-0.507548, -0.941963, 0.780061, 0.558756, 1}	{0.272512, -0.383207, 0.626485, 0.573655, 1}	{0.898997, 0.190448, 0.795152, 0.643830, 1}	{1.694149, 0.834279, 0.723331, 0.693600, 1}	{-1.312640, 1.930341, 0.839009, 0.471471, 2}	{-0.473631, 2.401812, 0.775667, 0.554692, 2}	{0.302036, 2.956503, 0.936720, 0.368808, 2}	{1.238755, -2.674688, 0.994381, 0.313038, 2}	{2.841486, 1.159426, 0.903547, -0.155569, 3}	{-2.254966, 1.003857, 1.078265, -0.011865, 3}	{-1.176701, 0.991992, 0.854580, 0.358493, 3}	{-0.322121, 1.350485, 0.757238, 0.525173, 3}
{-2.365535, -1.867803, 0.865061, 0.457063, 0}	{-1.500474, -1.410740, 0.968087, 0.321076, 0}	{-0.532387, -1.089665, 0.761150, 0.602853, 0}	{0.228763, -0.486812, 1.030817, -0.008700, 0}	{-0.650706, -0.954550, 0.816261, 0.493976, 1}	{0.165555, -0.460574, 0.836197, 0.718174, 1}	{1.001752, 0.257600, 0.830789, 0.321392, 1}	{1.832541, 0.578992, 0.877749, 0.580892, 1}	{-1.797759, 2.230875, 0.645899, 0.684192, 2}	{-1.151860, 2.915068, 0.967566, 0.277663, 2}	{-0.184294, -2.807270, 1.077463, 0.098638, 2}	{0.893170, -2.708632, 0.939506, 0.286361, 2}	{2.657332, 1.109894, 1.036866, 0.172709, 3}	{-2.305803, 1.282603, 1.052964, -0.100126, 3}	{-1.252839, 1.182477, 1.066275, 0.065854, 3}	{-0.186564, 1.248331, 0.994576, 0.299288, 3}
{-2.306441, -1.640400, 0.954354, 0.395973, 0}	{-1.352087, -1.244427, 0.862800, 0.527014, 0}	{-0.489287, -0.717412, 1.034561, -0.054580, 0}	{0.545274, -0.771992, 0.951727, -0.216292, 0}	{-0.952729, -0.468482, 0.965395, 0.325555, 1}	{0.012667, -0.142928, 0.883051, 0.313722, 1}	{0.895718, 0.170794, 0.931556, 0.428714, 1}	{1.827274, 0.599508, 0.894719, 0.359288, 1}	{-2.019185, 1.911180, 0.986520, 0.495954, 2}	{-1.032665, 2.407134, 0.947658, 0.187216, 2}	{-0.085008, 2.594351, 0.943651, 0.143077, 2}	{0.858643, 2.737428, 0.981490, 0.221010, 2}	{2.714022, 0.851166, 0.970251, 0.058072, 3}	{-2.315727, 0.909238, 0.912939, 0.103669, 3}	{-1.402788, 1.012907, 1.003051, 0.080511, 3}	{-0.399738, 1.093418, 1.013943, -0.039740, 3}
