{-1.200018, 1.904255, 0.500000, 0}	{-1.448642, 1.463600, 0.500000, 0}	{0.272766, -1.722067, 0.500000, 1}	{0.196946, -2.345119, 0.500000, 1}	{-1.122435, -0.749759, 0.500000, 2}	{-0.588204, -0.885886, 0.500000, 2}	{-1.145353, 1.277847, 0.500000, 3}	{-1.173461, 0.698418, 0.500000, 3}	{-0.163760, -1.399635, 0.500000, 4}	{0.358191, -1.403333, 0.500000, 4}	{-0.451277, -2.183474, 0.500000, 5}	{-0.696617, 2.402823, 0.500000, 5}	{1.968910, 2.124039, 0.500000, 6}	{2.414675, 2.271045, 0.500000, 6}	{-2.244178, 2.462137, 0.500000, 7}	{-1.857641, -2.381195, 0.500000, 7}	{0.473027, -0.589664, 0.500000, 8}	{0.691858, -1.049312, 0.500000, 8}	{0.494380, -0.262209, 0.500000, 9}	{0.926566, -0.121640, 0.500000, 9}	{0.259101, 0.469634, 0.500000, 10}	{0.459313, 0.919308, 0.500000, 10}	{-1.942777, 0.677606, 0.500000, 11}	{-2.377059, 1.096034, 0.500000, 11}	{-1.226442, -0.109846, 0.500000, 12}	{-1.579548, 0.180592, 0.500000, 12}	{-1.492405, -2.285129, 0.500000, 13}	{-1.540664, 2.208823, 0.500000, 13}	{0.941154, -1.958997, 0.500000, 14}	{0.536470, -2.240470, 0.500000, 14}	{-0.093771, -1.834555, 0.500000, 15}	{-0.664145, -1.770051, 0.500000, 15}	{-0.510869, 1.785586, 0.500000, 16}	{-0.236873, 1.386585, 0.500000, 16}	{1.770413, -1.551905, 0.500000, 17}	{1.963702, -2.414865, 0.500000, 17}	{2.126894, -1.814256, 0.500000, 18}	{1.508228, -1.839871, 0.500000, 18}	{0.258297, 0.109404, 0.500000, 19}	{-0.008292, -0.359235, 0.500000, 19}
{-1.240224, 1.901080, 0.500000, 0}	{-1.582525, 1.540275, 0.500000, 0}	{0.319323, -1.846705, 0.500000, 1}	{0.028193, -2.364470, 0.500000, 1}	{-1.064564, -0.587084, 0.500000, 2}	{-0.673272, -0.945468, 0.500000, 2}	{-1.164269, 1.204055, 0.500000, 3}	{-1.193478, 0.820581, 0.500000, 3}	{-0.066057, -1.441922, 0.500000, 4}	{0.508725, -1.436115, 0.500000, 4}	{-0.534010, -2.097337, 0.500000, 5}	{-0.543834, 2.367145, 0.500000, 5}	{1.915270, 1.935627, 0.500000, 6}	{-2.494784, 2.087811, 0.500000, 6}	{-2.245971, -2.469469, 0.500000, 7}	{-1.846884, -2.456620, 0.500000, 7}	{0.577948, -0.498356, 0.500000, 8}	{0.707170, -1.021397, 0.500000, 8}	{0.449339, -0.152910, 0.500000, 9}	{0.961517, -0.178937, 0.500000, 9}	{0.093837, 0.391506, 0.500000, 10}	{0.227282, 0.840614, 0.500000, 10}	{-1.945865, 0.750866, 0.500000, 11}	{-2.363508, 0.937192, 0.500000, 11}	{-1.150448, -0.023917, 0.500000, 12}	{-1.617358, 0.269964, 0.500000, 12}	{-1.504202, -2.175370, 0.500000, 13}	{-1.533247, 2.280061, 0.500000, 13}	{1.034263, -1.862688, 0.500000, 14}	{0.692470, -2.240494, 0.500000, 14}	{-0.135295, -1.857199, 0.500000, 15}	{-0.580030, -1.798301, 0.500000, 15}	{-0.535633, 1.962458, 0.500000, 16}	{-0.237628, 1.495280, 0.500000, 16}	{1.747165, -1.574071, 0.500000, 17}	{1.866606, -2.225161, 0.500000, 17}	{2.096193, -1.803357, 0.500000, 18}	{1.523112, -1.965289, 0.500000, 18}	{0.308968, 0.142026, 0.500000, 19}	{-0.116779, -0.208306, 0.500000, 19}
{-1.212215, 1.966107, 0.500000, 0}	{-1.461739, 1.592325, 0.500000, 0}	{0.239761, -1.810452, 0.500000, 1}	{0.091642, -2.343217, 0.500000, 1}	{-1.036121, -0.598696, 0.500000, 2}	{-0.656022, -0.818966, 0.500000, 2}	{-1.153282, 1.228331, 0.500000, 3}	{-0.980863, 0.747354, 0.500000, 3}	{-0.051553, -1.433517, 0.500000, 4}	{0.422930, -1.512660, 0.500000, 4}	{-0.543188, -2.203233, 0.500000, 5}	{-0.602714, 2.396830, 0.500000, 5}	{1.955550, 2.001628, 0.500000, 6}	{2.485755, 2.096180, 0.500000, 6}	{-2.316686, -2.370572, 0.500000, 7}	{-1.805458, -2.161811, 0.500000, 7}	{0.737906, -0.632394, 0.500000, 8}	{0.849623, -1.095653, 0.500000, 8}	{0.499530, -0.273866, 0.500000, 9}	{1.041051, -0.213908, 0.500000, 9}	{0.258858, 0.483335, 0.500000, 10}	{0.167589, 0.887277, 0.500000, 10}	{-1.931204, 0.659335, 0.500000, 11}	{-2.363596, 0.781106, 0.500000, 11}	{-1.232447, 0.145748, 0.500000, 12}	{-1.668315, 0.372704, 0.500000, 12}	{-1.439793, 2.409253, 0.500000, 13}	{-1.565958, 2.074445, 0.500000, 13}	{1.138141, -1.855759, 0.500000, 14}	{0.857529, -2.318905, 0.500000, 14}	{-0.229006, -2.039278, 0.500000, 15}	{-0.642747, -1.692733, 0.500000, 15}	{-0.368025, 1.865131, 0.500000, 16}	{-0.134941, 1.452698, 0.500000, 16}	{1.784485, -1.536582, 0.500000, 17}	{1.946404, -2.434176, 0.500000, 17}	{2.106699, -1.789042, 0.500000, 18}	{1.543560, -1.818664, 0.500000, 18}	{0.210601, 0.115174, 0.500000, 19}	{-0.198322, -0.145922, 0.500000, 19}
{-1.137557, 1.974838, 0.500000, 0}	{-1.471356, 1.644935, 0.500000, 0}	{0.232116, -1.854160, 0.500000, 1}	{-0.008443, -2.363312, 0.500000, 1}	{-0.978578, -0.538670, 0.500000, 2}	{-0.634584, -0.870096, 0.500000, 2}	{-1.017716, 1.257392, 0.500000, 3}	{-0.917427, 0.765065, 0.500000, 3}	{-0.133913, -1.555433, 0.500000, 4}	{0.372717, -1.434799, 0.500000, 4}	{-0.687496, -2.113994, 0.500000, 5}	{-0.694749, 2.307391, 0.500000, 5}	{2.042135, 1.924939, 0.500000, 6}	{-2.439385, 2.121086, 0.500000, 6}	{-2.441644, -2.343185, 0.500000, 7}	{-1.922029, -2.245790, 0.500000, 7}	{0.905680, -0.734372, 0.500000, 8}	{1.011613, -1.234342, 0.500000, 8}	{0.453222, -0.474312, 0.500000, 9}	{0.936304, -0.392848, 0.500000, 9}	{0.283204, 0.430038, 0.500000, 10}	{0.221434, 1.012637, 0.500000, 10}	{-1.814367, 0.839060, 0.500000, 11}	{-2.384716, 0.796413, 0.500000, 11}	{-1.364259, 0.129192, 0.500000, 12}	{-1.847370, 0.381402, 0.500000, 12}	{-1.378477, 2.417665, 0.500000, 13}	{-1.604537, 1.981297, 0.500000, 13}	{1.249581, -1.954201, 0.500000, 14}	{0.874614, -2.346401, 0.500000, 14}	{-0.231594, -1.997882, 0.500000, 15}	{-0.676151, -1.622543, 0.500000, 15}	{-0.247149, 1.797155, 0.500000, 16}	{-0.237955, 1.394165, 0.500000, 16}	{1.774574, -1.598762, 0.500000, 17}	{1.910868, 2.350975, 0.500000, 17}	{2.056492, -1.566551, 0.500000, 18}	{1.602636, -1.693090, 0.500000, 18}	{0.261203, 0.138148, 0.500000, 19}	{-0.140301, -0.176890, 0.500000, 19}
{-1.104018, 1.871396, 0.500000, 0}	{-1.469700, 1.757766, 0.500000, 0}	{0.243832, -1.919797, 0.500000, 1}	{-0.108022, -2.341101, 0.500000, 1}	{-1.086490, -0.600439, 0.500000, 2}	{-0.527989, -0.749696, 0.500000, 2}	{-0.844295, 1.391268, 0.500000, 3}	{-0.871217, 0.859082, 0.500000, 3}	{-0.248879, -1.516864, 0.500000, 4}	{0.284453, -1.348244, 0.500000, 4}	{-0.711943, -2.227446, 0.500000, 5}	{-0.681659, 2.274335, 0.500000, 5}	{2.025896, 1.933183, 0.500000, 6}	{-2.465568, 2.045673, 0.500000, 6}	{-2.325006, -2.411588, 0.500000, 7}	{-1.765878, -2.157834, 0.500000, 7}	{0.909072, -0.803622, 0.500000, 8}	{0.892096, -1.271831, 0.500000, 8}	{0.441908, -0.458751, 0.500000, 9}	{0.921885, -0.350747, 0.500000, 9}	{0.212636, 0.451493, 0.500000, 10}	{0.378721, 0.989184, 0.500000, 10}	{-1.765224, 0.781811, 0.500000, 11}	{-2.316060, 0.871416, 0.500000, 11}	{-1.376465, 0.105389, 0.500000, 12}	{-1.797946, 0.509306, 0.500000, 12}	{-1.385749, 2.497775, 0.500000, 13}	{-1.625998, 2.105858, 0.500000, 13}	{1.214617, -2.026784, 0.500000, 14}	{0.836295, -2.461754, 0.500000, 14}	{-0.248145, -2.026843, 0.500000, 15}	{-0.453049, -1.719842, 0.500000, 15}	{-0.377322, 1.678849, 0.500000, 16}	{-0.155829, 1.348089, 0.500000, 16}	{1.867696, -1.605640, 0.500000, 17}	{1.762220, -2.299584, 0.500000, 17}	{2.110935, -1.893474, 0.500000, 18}	{1.505656, -1.874055, 0.500000, 18}	{0.196448, 0.175844, 0.500000, 19}	{-0.076113, -0.088497, 0.500000, 19}
{-1.049754, 1.872095, 0.500000, 0}	{-1.440531, 1.672096, 0.500000, 0}	{0.291671, -2.067806, 0.500000, 1}	{-0.075253, 2.469971, 0.500000, 1}	{-1.107116, -0.522958, 0.500000, 2}	{-0.605243, -0.552664, 0.500000, 2}	{-0.987865, 1.475448, 0.500000, 3}	{-0.950722, 1.019597, 0.500000, 3}	{-0.185827, -1.562046, 0.500000, 4}	{0.275865, -1.354425, 0.500000, 4}	{-0.863864, -2.254061, 0.500000, 5}	{-0.770478, 2.251235, 0.500000, 5}	{2.034462, 1.919713, 0.500000, 6}	{-2.454521, 2.018621, 0.500000, 6}	{-2.251404, -2.240485, 0.500000, 7}	{-1.824220, -1.994973, 0.500000, 7}	{0.906010, -0.713334, 0.500000, 8}	{0.780790, -1.180101, 0.500000, 8}	{0.577696, -0.567768, 0.500000, 9}	{0.870085, -0.226621, 0.500000, 9}	{0.208096, 0.544765, 0.500000, 10}	{0.181022, 0.965353, 0.500000, 10}	{-1.851537, 0.810915, 0.500000, 11}	{-2.387550, 0.779617, 0.500000, 11}	{-1.315897, 0.054863, 0.500000, 12}	{-1.755819, 0.475787, 0.500000, 12}	{-1.348935, -2.492382, 0.500000, 13}	{-1.603222, 2.038413, 0.500000, 13}	{1.226146, -2.038187, 0.500000, 14}	{0.846556, -2.362339, 0.500000, 14}	{-0.141598, -2.154173, 0.500000, 15}	{-0.500304, -1.663628, 0.500000, 15}	{-0.416709, 1.915296, 0.500000, 16}	{-0.165470, 1.431072, 0.500000, 16}	{1.918556, -1.587217, 0.500000, 17}	{1.753205, -2.249289, 0.500000, 17}	{2.163037, -1.884183, 0.500000, 18}	{1.523045, -1.859825, 0.500000, 18}	{0.276758, 0.280521, 0.500000, 19}	{0.056502, -0.103172, 0.500000, 19}
{-1.013385, 1.754514, 0.500000, 0}	{-1.436429, 1.660525, 0.500000, 0}	{0.412997, -2.162754, 0.500000, 1}	{0.009637, -2.495044, 0.500000, 1}	{-1.064793, -0.579157, 0.500000, 2}	{-0.616016, -0.432019, 0.500000, 2}	{-0.982632, 1.486575, 0.500000, 3}	{-0.886031, 1.026788, 0.500000, 3}	{-0.132046, -1.527055, 0.500000, 4}	{0.330746, -1.496476, 0.500000, 4}	{-0.763822, -2.460761, 0.500000, 5}	{-0.919685, 2.126805, 0.500000, 5}	{2.050983, 1.827711, 0.500000, 6}	{2.489123, 2.011490, 0.500000, 6}	{-2.170027, -2.171322, 0.500000, 7}	{-1.748397, -1.938593, 0.500000, 7}	{0.948284, -0.824324, 0.500000, 8}	{0.674700, -1.237659, 0.500000, 8}	{0.507775, -0.614565, 0.500000, 9}	{0.968903, -0.216317, 0.500000, 9}	{0.144530, 0.511240, 0.500000, 10}	{0.073311, 1.000021, 0.500000, 10}	{-1.861400, 0.800441, 0.500000, 11}	{-2.408970, 0.655394, 0.500000, 11}	{-1.278458, 0.006376, 0.500000, 12}	{-1.562861, 0.496502, 0.500000, 12}	{-1.358365, 2.477708, 0.500000, 13}	{-1.718440, 1.984729, 0.500000, 13}	{1.336045, -2.078618, 0.500000, 14}	{0.849790, -2.376582, 0.500000, 14}	{-0.100457, -2.172194, 0.500000, 15}	{-0.477345, -1.748267, 0.500000, 15}	{-0.477961, 1.948301, 0.500000, 16}	{-0.261195, 1.570920, 0.500000, 16}	{1.865062, -1.518156, 0.500000, 17}	{1.871485, -2.370678, 0.500000, 17}	{2.211153, -1.741963, 0.500000, 18}	{1.578835, -1.846535, 0.500000, 18}	{0.293773, 0.286538, 0.500000, 19}	{-0.012259, -0.106027, 0.500000, 19}
{-0.980697, 1.744313, 0.500000, 0}	{-1.492872, 1.687360, 0.500000, 0}	{0.293553, -2.142078, 0.500000, 1}	{-0.076501, -2.478592, 0.500000, 1}	{-1.194068, -0.756911, 0.500000, 2}	{-0.688243, -0.675954, 0.500000, 2}	{-0.862861, 1.410281, 0.500000, 3}	{-0.781057, 0.917591, 0.500000, 3}	{-0.213760, -1.449500, 0.500000, 4}	{0.315619, -1.311227, 0.500000, 4}	{-0.840844, -2.431480, 0.500000, 5}	{-1.068586, 2.117322, 0.500000, 5}	{2.038368, 1.793856, 0.500000, 6}	{2.445064, 2.163285, 0.500000, 6}	{-2.188686, -2.087953, 0.500000, 7}	{-1.736458, -1.872312, 0.500000, 7}	{0.935348, -0.859415, 0.500000, 8}	{0.663801, -1.266829, 0.500000, 8}	{0.739162, -0.645585, 0.500000, 9}	{0.975838, -0.211258, 0.500000, 9}	{-0.020367, 0.562224, 0.500000, 10}	{0.067549, 1.022821, 0.500000, 10}	{-1.670027, 0.907008, 0.500000, 11}	{-2.321407, 0.694904, 0.500000, 11}	{-1.265440, -0.019127, 0.500000, 12}	{-1.591997, 0.521856, 0.500000, 12}	{-1.320934, 2.438937, 0.500000, 13}	{-1.628463, 2.079769, 0.500000, 13}	{1.289378, -2.124934, 0.500000, 14}	{0.814080, -2.266479, 0.500000, 14}	{-0.045298, -2.044657, 0.500000, 15}	{-0.487673, -1.895134, 0.500000, 15}	{-0.482806, 1.937288, 0.500000, 16}	{-0.200347, 1.529444, 0.500000, 16}	{1.898613, -1.560445, 0.500000, 17}	{1.926944, -2.149718, 0.500000, 17}	{2.199710, -1.840929, 0.500000, 18}	{1.672788, -1.841478, 0.500000, 18}	{0.325401, 0.157070, 0.500000, 19}	{-0.036294, -0.165783, 0.500000, 19}
{-0.973187, 1.768182, 0.500000, 0}	{-1.386882, 1.661864, 0.500000, 0}	{0.285303, -2.090508, 0.500000, 1}	{-0.112430, -2.453686, 0.500000, 1}	{-1.205394, -0.837907, 0.500000, 2}	{-0.834598, -0.706282, 0.500000, 2}	{-0.824885, 1.366779, 0.500000, 3}	{-0.731556, 0.843874, 0.500000, 3}	{-0.209481, -1.384742, 0.500000, 4}	{0.204295, -1.348077, 0.500000, 4}	{-0.765524, -2.389110, 0.500000, 5}	{-0.998431, 2.193819, 0.500000, 5}	{1.976043, 1.817428, 0.500000, 6}	{2.417306, 1.952933, 0.500000, 6}	{-2.130818, -2.103027, 0.500000, 7}	{-1.690316, -1.830245, 0.500000, 7}	{1.085555, -0.865459, 0.500000, 8}	{0.764071, -1.275268, 0.500000, 8}	{0.620398, -0.600216, 0.500000, 9}	{0.995904, -0.240153, 0.500000, 9}	{-0.095314, 0.657271, 0.500000, 10}	{0.132048, 0.992148, 0.500000, 10}	{-1.793474, 1.009661, 0.500000, 11}	{-2.140957, 0.800636, 0.500000, 11}	{-1.312037, 0.023818, 0.500000, 12}	{-1.576442, 0.373295, 0.500000, 12}	{-1.438645, -2.478191, 0.500000, 13}	{-1.665215, 2.094177, 0.500000, 13}	{1.358529, -2.161129, 0.500000, 14}	{0.987890, 2.460541, 0.500000, 14}	{-0.109728, -1.906717, 0.500000, 15}	{-0.524217, -1.936120, 0.500000, 15}	{-0.347966, 1.974049, 0.500000, 16}	{-0.162078, 1.509666, 0.500000, 16}	{1.866303, -1.560769, 0.500000, 17}	{1.900978, -2.266250, 0.500000, 17}	{2.221562, -1.799845, 0.500000, 18}	{1.637521, -1.922337, 0.500000, 18}	{0.411089, 0.085823, 0.500000, 19}	{-0.100208, -0.083304, 0.500000, 19}
{-0.982285, 1.908008, 0.500000, 0}	{-1.422673, 1.645704, 0.500000, 0}	{0.340251, -2.228542, 0.500000, 1}	{-0.122039, -2.317804, 0.500000, 1}	{-1.257601, -0.960623, 0.500000, 2}	{-0.869774, -0.616214, 0.500000, 2}	{-0.842087, 1.361619, 0.500000, 3}	{-0.763741, 0.896466, 0.500000, 3}	{-0.129095, -1.396832, 0.500000, 4}	{0.286854, -1.345041, 0.500000, 4}	{-0.713763, -2.255608, 0.500000, 5}	{-0.900313, 2.190809, 0.500000, 5}	{2.109853, 1.756119, 0.500000, 6}	{2.307497, 1.924224, 0.500000, 6}	{-2.160422, -2.233810, 0.500000, 7}	{-1.865981, -1.674342, 0.500000, 7}	{0.913047, -0.917365, 0.500000, 8}	{0.725787, -1.343163, 0.500000, 8}	{0.804177, -0.663629, 0.500000, 9}	{0.970796, -0.158465, 0.500000, 9}	{-0.166430, 0.566144, 0.500000, 10}	{0.047956, 1.021720, 0.500000, 10}	{-1.663730, 0.928145, 0.500000, 11}	{-2.157549, 0.913341, 0.500000, 11}	{-1.443276, 0.024580, 0.500000, 12}	{-1.704229, 0.379764, 0.500000, 12}	{-1.173910, -2.461109, 0.500000, 13}	{-1.627593, 2.197078, 0.500000, 13}	{1.225362, -2.158614, 0.500000, 14}	{0.900108, -2.480812, 0.500000, 14}	{-0.049568, -1.831201, 0.500000, 15}	{-0.491662, -1.899575, 0.500000, 15}	{-0.256703, 1.921113, 0.500000, 16}	{0.047078, 1.458062, 0.500000, 16}	{1.805263, -1.541179, 0.500000, 17}	{1.988938, 2.475396, 0.500000, 17}	{2.185410, -1.702011, 0.500000, 18}	{1.554426, -1.872748, 0.500000, 18}	{0.343285, 0.138764, 0.500000, 19}	{-0.180190, -0.104567, 0.500000, 19}
{-0.814370, 1.880220, 0.500000, 0}	{-1.294958, 1.664136, 0.500000, 0}	{0.409520, -2.190424, 0.500000, 1}	{-0.101029, -2.399780, 0.500000, 1}	{-1.176343, -1.026651, 0.500000, 2}	{-0.903767, -0.617343, 0.500000, 2}	{-0.906460, 1.229564, 0.500000, 3}	{-0.792887, 0.801227, 0.500000, 3}	{-0.067927, -1.291101, 0.500000, 4}	{0.408317, -1.240190, 0.500000, 4}	{-0.748356, -2.232584, 0.500000, 5}	{-0.833965, 2.163541, 0.500000, 5}	{2.030166, 1.585771, 0.500000, 6}	{2.176072, 2.010440, 0.500000, 6}	{-2.255007, -2.097965, 0.500000, 7}	{-1.794116, -1.716804, 0.500000, 7}	{0.916241, -0.828711, 0.500000, 8}	{0.653270, -1.348206, 0.500000, 8}	{0.800624, -0.535606, 0.500000, 9}	{0.907253, -0.064778, 0.500000, 9}	{-0.043319, 0.444097, 0.500000, 10}	{-0.012159, 0.929679, 0.500000, 10}	{-1.653728, 0.757882, 0.500000, 11}	{-2.129628, 0.810072, 0.500000, 11}	{-1.575714, -0.103731, 0.500000, 12}	{-1.869801, 0.385124, 0.500000, 12}	{-1.190447, 2.342222, 0.500000, 13}	{-1.591450, 2.132485, 0.500000, 13}	{1.275690, -2.078990, 0.500000, 14}	{0.934777, 2.476402, 0.500000, 14}	{-0.153870, -1.784257, 0.500000, 15}	{-0.646799, -1.933552, 0.500000, 15}	{-0.043980, 1.903031, 0.500000, 16}	{-0.055349, 1.438374, 0.500000, 16}	{1.862684, -1.626978, 0.500000, 17}	{1.958036, -2.302590, 0.500000, 17}	{2.214643, -1.745306, 0.500000, 18}	{1.684190, -2.071550, 0.500000, 18}	{0.311030, 0.111344, 0.500000, 19}	{-0.249151, -0.068508, 0.500000, 19}
{-0.793339, 1.819002, 0.500000, 0}	{-1.278172, 1.591660, 0.500000, 0}	{0.454106, -2.157314, 0.500000, 1}	{-0.009672, -2.347019, 0.500000, 1}	{-1.184109, -1.005009, 0.500000, 2}	{-0.840513, -0.579228, 0.500000, 2}	{-0.844543, 1.334088, 0.500000, 3}	{-0.910631, 0.775333, 0.500000, 3}	{-0.141433, -1.249752, 0.500000, 4}	{0.338560, -1.258052, 0.500000, 4}	{-0.684549, -2.259646, 0.500000, 5}	{-0.665576, 2.250671, 0.500000, 5}	{1.969627, 1.542990, 0.500000, 6}	{2.127603, 2.045788, 0.500000, 6}	{-2.298913, -2.080980, 0.500000, 7}	{-1.898017, -1.883258, 0.500000, 7}	{0.758935, -0.907100, 0.500000, 8}	{0.743930, -1.359488, 0.500000, 8}	{0.656048, -0.548568, 0.500000, 9}	{0.822582, -0.074202, 0.500000, 9}	{0.003396, 0.434024, 0.500000, 10}	{-0.099516, 0.943110, 0.500000, 10}	{-1.555779, 0.737203, 0.500000, 11}	{-2.135035, 0.782992, 0.500000, 11}	{-1.625777, -0.130869, 0.500000, 12}	{-2.015028, 0.277773, 0.500000, 12}	{-1.079664, 2.380664, 0.500000, 13}	{-1.507182, 2.172876, 0.500000, 13}	{1.163527, -2.025192, 0.500000, 14}	{0.985001, -2.490826, 0.500000, 14}	{-0.202455, -1.844513, 0.500000, 15}	{-0.699403, -1.915793, 0.500000, 15}	{0.014342, 1.908141, 0.500000, 16}	{-0.144230, 1.414503, 0.500000, 16}	{1.807511, -1.612310, 0.500000, 17}	{1.890809, -2.390529, 0.500000, 17}	{2.218350, -1.711185, 0.500000, 18}	{1.589675, -2.015299, 0.500000, 18}	{0.206503, 0.163071, 0.500000, 19}	{-0.206474, -0.170009, 0.500000, 19}
{-0.728856, 1.753040, 0.500000, 0}	{-1.206475, 1.564735, 0.500000, 0}	{0.424643, -2.093752, 0.500000, 1}	{-0.053527, -2.471423, 0.500000, 1}	{-1.041638, -0.948848, 0.500000, 2}	{-0.863160, -0.525296, 0.500000, 2}	{-0.851804, 1.242101, 0.500000, 3}	{-0.864843, 0.783554, 0.500000, 3}	{-0.139990, -1.267474, 0.500000, 4}	{0.429095, -1.181956, 0.500000, 4}	{-0.715030, -2.223889, 0.500000, 5}	{-0.664419, 2.259795, 0.500000, 5}	{1.945247, 1.503974, 0.500000, 6}	{1.963063, 1.987877, 0.500000, 6}	{-2.149904, -2.278122, 0.500000, 7}	{-1.839510, -1.837877, 0.500000, 7}	{0.829948, -0.936068, 0.500000, 8}	{0.759048, -1.397147, 0.500000, 8}	{0.579130, -0.562416, 0.500000, 9}	{0.999896, -0.173037, 0.500000, 9}	{-0.052196, 0.409475, 0.500000, 10}	{0.010377, 0.927658, 0.500000, 10}	{-1.515583, 0.837157, 0.500000, 11}	{-1.942727, 0.850180, 0.500000, 11}	{-1.770318, -0.117541, 0.500000, 12}	{-2.003466, 0.348313, 0.500000, 12}	{-1.011679, 2.369309, 0.500000, 13}	{-1.387494, 2.097531, 0.500000, 13}	{1.291202, -2.014545, 0.500000, 14}	{1.006064, 2.355094, 0.500000, 14}	{-0.202525, -1.873097, 0.500000, 15}	{-0.681678, -1.882477, 0.500000, 15}	{-0.063587, 1.849092, 0.500000, 16}	{-0.043114, 1.516353, 0.500000, 16}	{1.841370, -1.584782, 0.500000, 17}	{1.900584, 2.327021, 0.500000, 17}	{2.145612, -1.584003, 0.500000, 18}	{1.562591, -1.681038, 0.500000, 18}	{0.204084, 0.065393, 0.500000, 19}	{-0.286420, -0.071342, 0.500000, 19}
{-0.710450, 1.770977, 0.500000, 0}	{-1.073402, 1.698392, 0.500000, 0}	{0.368661, -2.112895, 0.500000, 1}	{-0.051634, -2.386201, 0.500000, 1}	{-1.035255, -0.927358, 0.500000, 2}	{-0.955429, -0.437580, 0.500000, 2}	{-0.869019, 1.153804, 0.500000, 3}	{-0.839526, 0.717933, 0.500000, 3}	{-0.185716, -1.152562, 0.500000, 4}	{0.300929, -1.044897, 0.500000, 4}	{-0.749901, -2.217324, 0.500000, 5}	{-0.594072, 2.288036, 0.500000, 5}	{1.920778, 1.586639, 0.500000, 6}	{2.191542, 2.007284, 0.500000, 6}	{-2.222152, -2.224085, 0.500000, 7}	{-1.897809, -1.781640, 0.500000, 7}	{0.963261, -0.917132, 0.500000, 8}	{0.836608, -1.352342, 0.500000, 8}	{0.553293, -0.602011, 0.500000, 9}	{0.930928, -0.129840, 0.500000, 9}	{0.105155, 0.343984, 0.500000, 10}	{-0.045615, 0.892642, 0.500000, 10}	{-1.548632, 0.890450, 0.500000, 11}	{-2.081002, 0.843507, 0.500000, 11}	{-1.715982, -0.157907, 0.500000, 12}	{-1.946946, 0.328743, 0.500000, 12}	{-0.919460, 2.349560, 0.500000, 13}	{-1.209994, 1.943946, 0.500000, 13}	{1.311588, -2.105586, 0.500000, 14}	{1.048107, 2.398655, 0.500000, 14}	{-0.326992, -1.874442, 0.500000, 15}	{-0.870305, -1.736809, 0.500000, 15}	{0.166600, 2.017189, 0.500000, 16}	{-0.180219, 1.583445, 0.500000, 16}	{1.694015, -1.534018, 0.500000, 17}	{1.930396, -2.044662, 0.500000, 17}	{2.128883, -1.744573, 0.500000, 18}	{1.534779, -1.895734, 0.500000, 18}	{0.229224, 0.085003, 0.500000, 19}	{-0.244873, -0.161738, 0.500000, 19}
{-0.697242, 1.827530, 0.500000, 0}	{-1.015400, 1.568339, 0.500000, 0}	{0.468108, -2.226343, 0.500000, 1}	{-0.057591, -2.206272, 0.500000, 1}	{-1.137418, -0.890755, 0.500000, 2}	{-0.971063, -0.411575, 0.500000, 2}	{-0.919266, 1.304191, 0.500000, 3}	{-0.923406, 0.789027, 0.500000, 3}	{-0.249039, -1.039095, 0.500000, 4}	{0.171737, -1.102920, 0.500000, 4}	{-0.778155, -2.078583, 0.500000, 5}	{-0.635871, 2.488870, 0.500000, 5}	{1.975407, 1.576579, 0.500000, 6}	{2.157167, 2.037302, 0.500000, 6}	{-2.196917, -2.160387, 0.500000, 7}	{-1.868635, -1.739845, 0.500000, 7}	{1.072068, -0.845858, 0.500000, 8}	{0.841454, -1.266553, 0.500000, 8}	{0.479615, -0.514935, 0.500000, 9}	{0.972001, -0.219545, 0.500000, 9}	{0.129153, 0.592011, 0.500000, 10}	{-0.125301, 0.856621, 0.500000, 10}	{-1.470031, 0.844519, 0.500000, 11}	{-1.998281, 0.905667, 0.500000, 11}	{-1.772792, -0.234526, 0.500000, 12}	{-2.000779, 0.293822, 0.500000, 12}	{-0.919663, 2.334227, 0.500000, 13}	{-1.268993, 2.001492, 0.500000, 13}	{1.201286, -2.219414, 0.500000, 14}	{0.961443, 2.401662, 0.500000, 14}	{-0.253139, -1.852064, 0.500000, 15}	{-0.747540, -1.821862, 0.500000, 15}	{0.097069, 2.010473, 0.500000, 16}	{-0.146129, 1.514070, 0.500000, 16}	{1.855322, -1.560087, 0.500000, 17}	{1.902396, -2.229816, 0.500000, 17}	{2.160606, -1.819745, 0.500000, 18}	{1.548307, -1.807426, 0.500000, 18}	{0.227000, 0.053112, 0.500000, 19}	{-0.122789, -0.040592, 0.500000, 19}
