0	0	0
3.23268	0	0
-1.62359	-0.0164535	-0.00903235
-4.78101	-0.0274273	-0.0272457
0.0426136	-0.0469695	-0.0211378
-0.340085	-0.0545009	-0.0378272
-3.94792	-0.0433307	-0.0943392
-7.20343	-0.00840822	-0.107792
-11.239	0.036213	-0.129496
-9.68526	0.0220172	-0.148936
-6.84086	0.032654	-0.156632
9.47734	0.092957	-0.120662
17.8979	0.0696139	-0.0434418
0.903244	0.00155396	0.0689235
-0.790049	-0.0229481	0.176558
-3.19425	-0.0499899	0.234736
-15.9444	-0.0408412	0.252667
-10.6475	-0.0267861	0.217367
-5.15539	-0.0360587	0.304649
3.64244	-0.0688665	0.266683
7.65079	-0.13306	0.194079
8.04665	-0.145837	0.16979
-5.87602	-0.151514	0.00942246
-10.5822	-0.178415	-0.0607495
-10.854	-0.195391	-0.0247289
-15.2419	-0.18479	-0.0172197
-6.73098	-0.150627	-0.112739
6.70826	-0.105557	-0.132539
10.3119	-0.100626	-0.0475605
-0.291799	-0.125251	-0.00710323
-9.09147	-0.107451	-0.0186649
-5.77488	-0.0716915	-0.0377782
-2.26405	-0.0603778	-0.108424
4.07591	-0.0818162	-0.195132
0.875136	-0.0779535	-0.262559
-0.461912	-0.0287545	-0.321681
8.67967	-0.0232061	-0.378387
8.96701	-0.0508588	-0.308901
8.41833	-0.0357412	-0.135406
-0.26411	-0.0436193	-0.0475159
11.3359	-0.103071	-0.0293506
14.1968	-0.135272	-0.0211615
-1.48867	-0.115555	-0.040056
1.75864	-0.0926553	-0.021708
2.72058	-0.0586649	0.0243938
3.60608	-0.0676192	0.0802143
-13.5646	-0.0972116	0.0526836
-20.8773	-0.0642093	-0.0367179
4.33507	-0.0209342	-0.0713838
-0.0205869	0.0056993	-0.0913979
-3.54865	0.0075746	-0.117596
-4.12019	-0.0489578	-0.0192904
-0.321726	-0.0792828	-0.06807
7.49139	-0.0789768	-0.187937
3.31156	-0.0624276	-0.197275
-1.0779	-0.0515485	-0.198884
2.08568	-0.0621965	-0.208454
2.15386	-0.0933164	-0.20819
-5.11679	-0.150046	-0.205491
-4.81644	-0.177734	-0.245267
3.4423	-0.193238	-0.248938
6.87928	-0.210118	-0.213053
7.72195	-0.233914	-0.127131
-5.25985	-0.24659	-0.138508
-0.330295	-0.222147	-0.169031
3.96266	-0.26308	-0.0696902
-4.74723	-0.314384	-0.0539304
4.48661	-0.323742	-0.110183
10.2298	-0.323347	-0.131481
8.52704	-0.300659	-0.142228
-7.0436	-0.315384	-0.169782
-8.04361	-0.319514	-0.194638
9.12356	-0.334904	-0.188757
-0.0231725	-0.37193	-0.108583
-9.82262	-0.371188	0.00108505
-6.81088	-0.346938	0.0500896
-10.5865	-0.300413	-0.00795352
4.60841	-0.336336	-0.047581
-2.92716	-0.410493	-0.0659354
-4.54885	-0.428922	-0.0958536
-8.66418	-0.438228	-0.055935
-10.9019	-0.435909	0.0185674
-5.57557	-0.43731	0.0262361
-1.87272	-0.445662	0.0065943
0.755937	-0.46743	-0.0287749
-2.12303	-0.506029	-0.0429615
11.3166	-0.500502	-0.0175568
12.9008	-0.470352	0.0461182
4.17554	-0.442467	0.123471
0.521962	-0.431429	0.144613
4.89258	-0.450441	0.0991409
11.822	-0.425997	0.0208783
3.21833	-0.390698	-0.00437993
3.39807	-0.402796	-0.0613427
6.47405	-0.390473	-0.106446
-2.06537	-0.365794	-0.0679143
-11.9077	-0.333997	-0.113471
-6.88498	-0.300207	-0.176115
-1.65483	-0.314105	-0.181019
0.649579	-0.341245	-0.087207
0.769189	-0.350557	0.0180066
