{1.879281, 0.362870, -0.030716, 0.146821, -1, -1, -1, -1}	{1.232656, 2.256288, -0.050059, -0.141400, -1, -1, -1, -1}
{1.147048, 0.647938, -0.086851, -0.080588, -1, -1, -1, -1}	{1.464524, 2.089637, 0.015140, -0.117262, -1, 0, -1, 3}
{1.329697, 0.317175, -0.075088, 0.068606, -1, -1, -1, -1}	{1.652726, 1.779330, -0.257387, 0.099879, -1, 0, -1, 3}
{1.804846, 1.183520, 0.152766, -0.115206, -1, -1, -1, -1}	{1.355550, 2.198689, -0.109473, -0.022641, -1, 0, -1, 3}
{2.117427, 1.210875, -0.135831, 0.050580, -1, -1, -1, -1}	{1.840942, 1.859745, -0.151658, -0.052186, -1, 0, -1, 3}
{1.882657, 1.567931, 0.120019, -0.183280, -1, -1, -1, -1}	{1.783938, 1.801999, 0.081307, -0.131660, -1, 0, -1, 3}
{2.037527, 1.572659, -0.112271, -0.165151, -1, -1, -1, -1}	{1.818649, 1.586246, -0.236146, -0.064713, -1, 0, -1, 3}
{2.259892, 1.612303, 0.016541, 0.136691, -1, -1, -1, -1}	{2.041851, 1.702664, -0.138237, -0.001095, -1, 0, -1, 3}
{2.230864, 2.222757, 0.067228, -0.246477, -1, -1, -1, -1}	{1.663385, 1.319211, 0.123562, -0.064772, -1, 0, -1, 3}
{2.705891, 2.178579, -0.136292, 0.192892, -1, -1, -1, -1}	{1.850646, 0.844586, -0.098021, -0.092946, -1, 0, -1, 3}
{2.049767, 1.496454, 0.034880, 0.040151, -1, -1, -1, -1}	{1.723667, 0.757047, -0.049928, -0.126213, -1, 0, -1, 3}
{2.703654, 2.723882, -0.084502, -0.127867, -1, -1, -1, -1}	{1.609885, 0.734800, -0.166062, -0.169108, -1, 0, -1, 3}
{-2.998847, 1.885150, 0.100867, 0.029484, -1, -1, -1, -1}	{1.691429, 0.784232, -0.222215, -0.131276, -1, 0, -1, 3}
{2.715382, 2.121663, -0.244283, 0.050774, -1, -1, -1, -1}	{1.684732, 1.060705, 0.008101, -0.227608, -1, 0, -1, 3}
{2.684254, 2.300260, -0.049640, -0.131978, -1, -1, -1, -1}	{1.817149, 0.747789, 0.046860, -0.132970, -1, 0, -1, 3}
{2.480845, 2.618097, -0.153501, -0.003757, -1, -1, -1, -1}	{1.891212, 0.774896, -0.131020, -0.141346, -1, 0, -1, 3}
{2.855843, -2.953702, -0.231659, -0.059596, -1, -1, -1, -1}	{1.752962, 1.166044, 0.037034, -0.232343, -1, 0, -1, 3}
{2.681297, -2.723128, 0.102141, -0.098784, -1, -1, -1, -1}	{1.788769, 1.317530, -0.111163, 0.021714, -1, 0, -1, 3}
{2.067095, -2.877711, 0.055539, -0.055773, -1, -1, -1, -1}	{1.817462, 1.416894, -0.095945, -0.156080, -1, 0, -1, 3}
{2.319901, -2.032444, -0.193037, 0.088955, -1, -1, -1, -1}	{1.875651, 0.839312, -0.029376, 0.244425, -1, 0, -1, 3}
{2.107205, -1.218204, 0.048179, -0.286996, -1, -1, -1, -1}	{1.679081, 1.253738, 0.113554, 0.102827, -1, 0, -1, 3}
{1.549266, -1.118290, 0.035926, -0.172563, -1, -1, -1, -1}	{1.721235, 1.012236, 0.064073, 0.159557, -1, 0, -1, 3}
{1.775436, -1.240828, 0.185926, 0.169712, -1, -1, -1, -1}	{1.550847, 0.930060, -0.141156, 0.098950, -1, 0, -1, 3}
{1.756664, -1.358071, -0.173528, 0.223090, -1, -1, -1, -1}	{1.029369, 0.524994, 0.071030, 0.178764, -1, 0, -1, 3}
{1.689349, -1.404880, 0.081716, -0.222767, -1, -1, -1, -1}	{1.074767, 0.996777, -0.086256, -0.179086, -1, 0, -1, 3}
{1.900378, -1.430627, 0.048004, 0.039035, -1, -1, -1, -1}	{0.921497, 0.941863, 0.042937, -0.041721, -1, 0, -1, 3}
{1.705246, -1.723441, 0.032460, -0.121828, -1, -1, -1, -1}	{1.333352, 1.119506, -0.094692, -0.119630, -1, 0, -1, 3}
{1.812687, -2.063561, 0.112967, -0.017107, -1, -1, -1, -1}	{1.176370, 1.312213, 0.354837, -0.014084, -1, 0, -1, 3}
{1.622078, -2.263455, -0.050879, 0.046635, -1, -1, -1, -1}	{1.182230, 1.294057, 0.103066, 0.131597, -1, 0, -1, 3}
{1.617737, -2.595044, -0.092301, -0.133665, -1, -1, -1, -1}	{1.690949, 1.376693, -0.129520, 0.091481, -1, 0, -1, 3}
{1.552172, -2.559354, -0.055867, -0.014317, -1, -1, -1, -1}	{1.713524, 1.711464, -0.060105, 0.059347, -1, 0, -1, 3}
{1.051018, -2.461225, -0.151615, 0.134454, -1, -1, -1, -1}	{1.771181, 2.031271, -0.067160, -0.119721, -1, 0, -1, 3}
{0.874026, -2.848020, -0.220655, -0.225833, -1, -1, -1, -1}	{1.779536, 1.783616, 0.117947, 0.226096, -1, 0, -1, 3}
{0.797094, -2.580551, 0.156040, 0.189173, -1, -1, -1, -1}	{1.643397, 1.308033, -0.021301, 0.195965, -1, 0, -1, 3}
{0.495561, -2.516417, 0.127147, 0.032543, -1, -1, -1, -1}	{1.420465, 1.441942, 0.153004, 0.029469, -1, 0, -1, 3}
{1.021025, -2.118422, -0.083465, -0.169430, -1, -1, -1, -1}	{1.379471, 1.839000, 0.109206, -0.284588, -1, 0, -1, 3}
{0.390028, -2.759904, -0.093474, -0.069885, -1, -1, -1, -1}	{1.580264, 1.729807, -0.035343, 0.218209, -1, 0, -1, 3}
