t = 0.000000	N = 20
-2.500000	2.000000	1.250000	0.000000	0
-1.250000	2.000000	1.250000	0.000000	0
0.000000	2.000000	1.250000	0.000000	0
1.250000	2.000000	1.250000	0.000000	0
-2.500000	1.000000	1.250000	0.000000	1
-1.250000	1.000000	1.250000	0.000000	1
0.000000	1.000000	1.250000	0.000000	1
1.250000	1.000000	1.250000	0.000000	1
-2.500000	0.000000	1.250000	0.000000	2
-1.250000	0.000000	1.250000	0.000000	2
0.000000	0.000000	1.250000	0.000000	2
1.250000	0.000000	1.250000	0.000000	2
-2.500000	-1.000000	1.250000	0.000000	3
-1.250000	-1.000000	1.250000	0.000000	3
0.000000	-1.000000	1.250000	0.000000	3
1.250000	-1.000000	1.250000	0.000000	3
-2.500000	-2.000000	1.250000	0.000000	4
-1.250000	-2.000000	1.250000	0.000000	4
0.000000	-2.000000	1.250000	0.000000	4
1.250000	-2.000000	1.250000	0.000000	4
t = 0.100000	N = 20
-1.836476	2.482777	1.002629	-0.201135	0
-0.833847	2.281642	1.167966	-0.115968	0
0.334120	2.165674	0.909690	-0.197338	0
1.243809	1.968336	0.962722	0.016488	0
-1.961560	1.265926	1.005158	0.156928	1
-0.956402	1.422854	1.024886	-0.141798	1
0.068485	1.281055	0.916744	-0.061853	1
0.985229	1.219202	1.049010	-0.163019	1
-1.794558	0.775295	0.615256	-0.808399	2
-1.179302	-0.033104	1.044056	-0.298073	2
-0.135246	-0.331177	1.005273	0.002817	2
0.870027	-0.328360	0.941908	0.001226	2
-1.871367	-1.084835	0.947708	0.213115	3
-0.923659	-0.871719	1.049269	-0.014899	3
0.125610	-0.886618	0.993144	-0.002787	3
1.118754	-0.889405	0.927220	-0.326895	3
-1.923541	-2.121141	1.058443	0.220793	4
-0.865099	-1.900348	1.080127	0.115346	4
0.215028	-1.785002	1.022279	-0.115527	4
1.237308	-1.900529	0.886997	-0.008545	4
t = 0.200000	N = 20
-1.859510	2.548263	1.108700	0.057107	0
-0.750810	2.605370	1.076624	-0.201445	0
0.325814	2.403924	0.870555	-0.427315	0
1.196370	1.976610	0.851910	-0.417026	0
-1.799548	1.616800	1.020596	-0.019412	1
-0.778951	1.597388	0.953659	-0.033091	1
0.174707	1.564296	0.974270	-0.297813	1
1.148977	1.266483	0.922361	-0.348948	1
-1.859259	1.152781	0.800139	-0.687017	2
-1.059119	0.465764	0.943841	-0.343182	2
-0.115278	0.122582	0.890959	-0.143827	2
0.775680	-0.021245	0.925877	0.129849	2
-1.515512	-1.377933	1.003770	0.055661	3
-0.511742	-1.322272	0.852738	0.103473	3
