{-0.745833, 2.895025, 0.250000, 0}	{0.125871, 2.371379, 0.250000, 0}	{0.862358, 1.557167, 0.250000, 0}	{1.313213, 0.785964, 0.250000, 0}	{2.022414, 0.181298, 0.250000, 0}	{-2.203227, 2.098611, 0.250000, 1}	{-1.168778, 1.900829, 0.250000, 1}	{-0.194617, 2.054628, 0.250000, 1}	{0.810107, 2.438600, 0.250000, 1}	{1.596558, 2.980410, 0.250000, 1}	{-1.750799, 1.967844, 0.250000, 2}	{-1.260840, 1.156652, 0.250000, 2}	{-0.533182, 0.408334, 0.250000, 2}	{0.215919, -0.157831, 0.250000, 2}	{0.826606, -1.075247, 0.250000, 2}	{-1.055387, -2.031201, 0.250000, 3}	{-0.132731, -2.125354, 0.250000, 3}	{0.807929, -2.085281, 0.250000, 3}	{1.790637, -1.742850, 0.250000, 3}	{2.784508, -1.333310, 0.250000, 3}	{-1.894227, -2.133836, 0.250000, 4}	{-0.886934, -1.761894, 0.250000, 4}	{0.016269, -1.441768, 0.250000, 4}	{1.025271, -1.238508, 0.250000, 4}	{2.058369, -1.527282, 0.250000, 4}
{-0.852060, 2.468426, 0.250000, 0}	{0.066889, 2.194470, 0.250000, 0}	{1.038295, 1.837587, 0.250000, 0}	{1.636909, 1.103609, 0.250000, 0}	{1.840011, 0.121178, 0.250000, 0}	{-2.193681, 2.290476, 0.250000, 1}	{-1.182868, 2.383460, 0.250000, 1}	{-0.172312, 2.636357, 0.250000, 1}	{0.817371, 2.918644, 0.250000, 1}	{1.825143, -2.808760, 0.250000, 1}	{-1.975084, 1.619565, 0.250000, 2}	{-1.280994, 1.021880, 0.250000, 2}	{-0.433592, 0.427303, 0.250000, 2}	{0.186329, -0.345991, 0.250000, 2}	{0.923265, -1.028086, 0.250000, 2}	{-0.786252, -2.252775, 0.250000, 3}	{0.182905, -2.328083, 0.250000, 3}	{1.101875, -2.120739, 0.250000, 3}	{1.862109, -1.518629, 0.250000, 3}	{2.554304, -0.754906, 0.250000, 3}	{-1.894263, -2.212754, 0.250000, 4}	{-0.864651, -1.894585, 0.250000, 4}	{0.088381, -1.818911, 0.250000, 4}	{1.142907, -1.569411, 0.250000, 4}	{2.234645, -1.572357, 0.250000, 4}
{-0.726725, 2.647209, 0.250000, 0}	{0.045767, 1.994097, 0.250000, 0}	{0.847772, 1.392711, 0.250000, 0}	{1.693776, 0.881721, 0.250000, 0}	{2.254933, 0.001900, 0.250000, 0}	{-2.417219, 2.924807, 0.250000, 1}	{-1.349418, 2.941047, 0.250000, 1}	{-0.318886, 2.832088, 0.250000, 1}	{0.626185, -2.934119, 0.250000, 1}	{1.634627, -2.838449, 0.250000, 1}	{-1.527003, 1.685225, 0.250000, 2}	{-0.972390, 0.988725, 0.250000, 2}	{-0.289315, 0.217636, 0.250000, 2}	{0.452012, -0.401299, 0.250000, 2}	{1.152665, -1.177112, 0.250000, 2}	{-0.532948, -2.501534, 0.250000, 3}	{0.436485, -2.269258, 0.250000, 3}	{1.394301, -2.079858, 0.250000, 3}	{2.243941, -1.457028, 0.250000, 3}	{-2.875301, -0.885788, 0.250000, 3}	{-1.927435, -2.703079, 0.250000, 4}	{-0.890431, -2.312494, 0.250000, 4}	{-0.064877, -1.880221, 0.250000, 4}	{0.964505, -1.597669, 0.250000, 4}	{1.911503, -1.425265, 0.250000, 4}
{-0.857224, 2.536567, 0.250000, 0}	{-0.067158, 1.974426, 0.250000, 0}	{0.753522, 1.468397, 0.250000, 0}	{1.600931, 0.879321, 0.250000, 0}	{2.155530, 0.023469, 0.250000, 0}	{-2.361440, 2.557410, 0.250000, 1}	{-1.403610, 2.651986, 0.250000, 1}	{-0.367456, -2.984542, 0.250000, 1}	{0.681938, -2.862364, 0.250000, 1}	{1.709034, -2.685013, 0.250000, 1}	{-1.772147, 1.634842, 0.250000, 2}	{-1.087282, 0.953772, 0.250000, 2}	{-0.586659, 0.065880, 0.250000, 2}	{-0.052156, -0.645490, 0.250000, 2}	{0.783489, -1.148189, 0.250000, 2}	{-0.383024, -2.675627, 0.250000, 3}	{0.519207, -2.250367, 0.250000, 3}	{1.440398, -1.967019, 0.250000, 3}	{2.251919, -1.471447, 0.250000, 3}	{2.996046, -0.860120, 0.250000, 3}	{-1.766565, -2.604170, 0.250000, 4}	{-0.790481, -2.323012, 0.250000, 4}	{0.149007, -2.085528, 0.250000, 4}	{1.135249, -2.073312, 0.250000, 4}	{2.153109, -2.032516, 0.250000, 4}
{-1.162954, 2.451510, 0.250000, 0}	{-0.173505, 1.899480, 0.250000, 0}	{0.564994, 1.405815, 0.250000, 0}	{1.465437, 0.984753, 0.250000, 0}	{2.508139, 0.820739, 0.250000, 0}	{-2.453693, 2.060451, 0.250000, 1}	{-1.643249, 2.691534, 0.250000, 1}	{-0.710212, 2.896041, 0.250000, 1}	{0.324926, -2.766919, 0.250000, 1}	{1.373726, -2.880171, 0.250000, 1}	{-2.074998, 1.544256, 0.250000, 2}	{-1.244888, 1.030034, 0.250000, 2}	{-0.466522, 0.478806, 0.250000, 2}	{0.331002, -0.353516, 0.250000, 2}	{0.729262, -1.307030, 0.250000, 2}	{-0.227116, -2.742941, 0.250000, 3}	{0.480015, -2.107509, 0.250000, 3}	{1.477307, -1.816659, 0.250000, 3}	{2.381778, -1.384530, 0.250000, 3}	{-2.685854, -1.085239, 0.250000, 3}	{-2.042831, -2.169495, 0.250000, 4}	{-1.045089, -2.377412, 0.250000, 4}	{-0.083798, -2.361214, 0.250000, 4}	{0.910810, -2.343429, 0.250000, 4}	{1.850714, -2.520785, 0.250000, 4}
{-1.323918, 2.499705, 0.250000, 0}	{-0.433370, 2.291925, 0.250000, 0}	{0.597295, 1.944659, 0.250000, 0}	{1.429456, 1.586265, 0.250000, 0}	{2.192824, 0.826368, 0.250000, 0}	{-2.318268, 1.961123, 0.250000, 1}	{-1.434514, 2.551861, 0.250000, 1}	{-0.548801, -2.945393, 0.250000, 1}	{0.339646, -2.761919, 0.250000, 1}	{1.253554, -2.698878, 0.250000, 1}	{-1.673491, 2.053503, 0.250000, 2}	{-1.352592, 1.185150, 0.250000, 2}	{-1.006984, 0.338468, 0.250000, 2}	{-0.366693, -0.411017, 0.250000, 2}	{0.404286, -0.890754, 0.250000, 2}	{-0.444004, 2.875848, 0.250000, 3}	{0.295272, -2.553406, 0.250000, 3}	{1.154359, -2.046335, 0.250000, 3}	{2.102700, -1.540773, 0.250000, 3}	{-2.879663, -1.504173, 0.250000, 3}	{-1.797853, -2.546449, 0.250000, 4}	{-0.837025, -2.283395, 0.250000, 4}	{0.135598, -2.121205, 0.250000, 4}	{1.184086, -2.162542, 0.250000, 4}	{2.268023, -2.281181, 0.250000, 4}
{-1.255857, 2.674600, 0.250000, 0}	{-0.380310, 2.139422, 0.250000, 0}	{0.515202, 1.777055, 0.250000, 0}	{1.475271, 1.436468, 0.250000, 0}	{2.313347, 0.838644, 0.250000, 0}	{-2.227112, 1.908902, 0.250000, 1}	{-1.459835, 2.450757, 0.250000, 1}	{-0.492783, 2.868346, 0.250000, 1}	{0.490345, -2.893221, 0.250000, 1}	{1.378667, -2.796491, 0.250000, 1}	{-2.082691, 2.185119, 0.250000, 2}	{-1.654012, 1.385852, 0.250000, 2}	{-1.000781, 0.674122, 0.250000, 2}	{-0.425149, -0.045192, 0.250000, 2}	{-0.115799, -0.894528, 0.250000, 2}	{-0.641707, -2.812424, 0.250000, 3}	{0.331035, -2.420080, 0.250000, 3}	{1.236832, -2.077103, 0.250000, 3}	{2.354286, -2.014041, 0.250000, 3}	{-2.723482, -1.648929, 0.250000, 3}	{-2.112714, -2.065514, 0.250000, 4}	{-1.095623, -2.324483, 0.250000, 4}	{-0.014200, -2.574873, 0.250000, 4}	{0.976233, -2.451882, 0.250000, 4}	{1.987021, -2.499440, 0.250000, 4}
{-0.960431, 2.712102, 0.250000, 0}	{-0.099044, 2.300818, 0.250000, 0}	{0.769042, 1.777889, 0.250000, 0}	{1.622125, 1.249620, 0.250000, 0}	{2.430633, 0.651282, 0.250000, 0}	{-2.198644, 1.977629, 0.250000, 1}	{-1.524110, 2.699568, 0.250000, 1}	{-0.563468, -2.928859, 0.250000, 1}	{0.395304, -2.832289, 0.250000, 1}	{1.355299, -2.447635, 0.250000, 1}	{-2.320438, 1.876267, 0.250000, 2}	{-1.772250, 1.132635, 0.250000, 2}	{-0.918697, 0.610051, 0.250000, 2}	{-0.412654, -0.305032, 0.250000, 2}	{0.126424, -1.140470, 0.250000, 2}	{-0.229007, 2.754141, 0.250000, 3}	{0.364694, -2.547292, 0.250000, 3}	{1.210640, -2.042924, 0.250000, 3}	{2.210251, -1.741447, 0.250000, 3}	{-2.830455, -2.012688, 0.250000, 3}	{-2.099060, -2.351410, 0.250000, 4}	{-1.097131, -2.379971, 0.250000, 4}	{-0.088798, -2.533646, 0.250000, 4}	{1.010330, -2.688588, 0.250000, 4}	{2.002623, -2.634484, 0.250000, 4}
{-1.041052, 2.464895, 0.250000, 0}	{-0.059078, 2.396571, 0.250000, 0}	{0.913656, 2.066416, 0.250000, 0}	{1.653568, 1.476053, 0.250000, 0}	{2.344033, 0.882800, 0.250000, 0}	{-2.468349, 1.542681, 0.250000, 1}	{-1.699312, 2.202093, 0.250000, 1}	{-0.846919, 2.678030, 0.250000, 1}	{0.062985, 2.921075, 0.250000, 1}	{1.019663, -2.790820, 0.250000, 1}	{-2.673817, 0.795970, 0.250000, 2}	{-1.868603, 0.864843, 0.250000, 2}	{-0.981439, 0.360099, 0.250000, 2}	{-0.381124, -0.266950, 0.250000, 2}	{-0.048613, -1.262135, 0.250000, 2}	{-0.272695, 2.785731, 0.250000, 3}	{0.489772, -2.581330, 0.250000, 3}	{1.401813, -2.276852, 0.250000, 3}	{2.303250, -1.995347, 0.250000, 3}	{-2.765937, -1.487971, 0.250000, 3}	{-1.954007, -1.947316, 0.250000, 4}	{-1.011056, -2.016847, 0.250000, 4}	{0.035051, -2.165497, 0.250000, 4}	{1.022829, -2.517657, 0.250000, 4}	{2.028731, -2.719232, 0.250000, 4}
{-0.968151, 2.392541, 0.250000, 0}	{-0.071894, 2.308712, 0.250000, 0}	{0.697155, 1.844456, 0.250000, 0}	{1.658776, 1.281278, 0.250000, 0}	{2.335049, 0.696109, 0.250000, 0}	{-2.717210, 1.289273, 0.250000, 1}	{-1.779007, 1.828399, 0.250000, 1}	{-1.082605, 2.668611, 0.250000, 1}	{-0.298170, -2.886905, 0.250000, 1}	{0.677386, -2.831879, 0.250000, 1}	{2.832023, 1.108075, 0.250000, 2}	{-2.199014, 0.995186, 0.250000, 2}	{-1.250126, 0.631089, 0.250000, 2}	{-0.568634, -0.102387, 0.250000, 2}	{0.003839, -0.915520, 0.250000, 2}	{-0.325428, 2.749796, 0.250000, 3}	{0.434462, -2.609792, 0.250000, 3}	{1.428579, -2.191039, 0.250000, 3}	{2.349432, -1.937095, 0.250000, 3}	{-2.565468, -1.972131, 0.250000, 3}	{-1.928856, -2.300819, 0.250000, 4}	{-0.883970, -2.345632, 0.250000, 4}	{0.046974, -2.382194, 0.250000, 4}	{1.002170, -2.592506, 0.250000, 4}	{1.790828, 2.826366, 0.250000, 4}
{-1.379244, 2.999194, 0.250000, 0}	{-0.518194, 2.191928, 0.250000, 0}	{0.338932, 1.689591, 0.250000, 0}	{1.259433, 1.141813, 0.250000, 0}	{1.991066, 0.592553, 0.250000, 0}	{-2.806029, 1.729650, 0.250000, 1}	{-1.818438, 2.027742, 0.250000, 1}	{-0.887365, 2.694040, 0.250000, 1}	{0.030843, 2.966970, 0.250000, 1}	{0.916349, -2.546884, 0.250000, 1}	{2.668740, 1.084668, 0.250000, 2}	{-2.431522, 0.607123, 0.250000, 2}	{-1.571799, 0.043158, 0.250000, 2}	{-0.778697, -0.381631, 0.250000, 2}	{0.084620, -1.216413, 0.250000, 2}	{-0.494625, -2.642872, 0.250000, 3}	{0.483451, -2.604686, 0.250000, 3}	{1.422053, -2.321312, 0.250000, 3}	{2.514932, -2.204299, 0.250000, 3}	{-2.474420, -2.022989, 0.250000, 3}	{-1.930044, -1.994260, 0.250000, 4}	{-1.011455, -2.455754, 0.250000, 4}	{-0.130131, -2.890207, 0.250000, 4}	{0.793211, 2.831390, 0.250000, 4}	{1.936528, 2.637885, 0.250000, 4}
{-1.442998, 2.346203, 0.250000, 0}	{-0.620567, 1.870785, 0.250000, 0}	{0.310406, 1.507774, 0.250000, 0}	{0.969819, 0.808234, 0.250000, 0}	{1.668046, 0.249589, 0.250000, 0}	{-2.074437, 1.041090, 0.250000, 1}	{-1.363931, 1.762479, 0.250000, 1}	{-0.804536, 2.487332, 0.250000, 1}	{-0.085932, -2.955404, 0.250000, 1}	{0.572175, -2.253487, 0.250000, 1}	{2.931345, 1.419946, 0.250000, 2}	{-2.333907, 0.593822, 0.250000, 2}	{-1.421770, 0.149559, 0.250000, 2}	{-0.553125, -0.509868, 0.250000, 2}	{0.340043, -1.105652, 0.250000, 2}	{-0.338271, -2.555979, 0.250000, 3}	{0.711320, -2.492121, 0.250000, 3}	{1.695579, -2.383869, 0.250000, 3}	{2.665377, -2.357246, 0.250000, 3}	{-2.316055, -2.214723, 0.250000, 3}	{-2.085495, -2.408377, 0.250000, 4}	{-1.041732, -2.485506, 0.250000, 4}	{-0.124664, -2.942671, 0.250000, 4}	{0.721042, 2.444125, 0.250000, 4}	{1.653641, 2.246755, 0.250000, 4}
